Cluster,DocId,Cited by,Title,Author Keywords,Abstract,Year,Source title,Authors,DOI,Document Type,x,y
6,14,,"A hybrid Daily PM2.5 concentration prediction model based on secondary decomposition algorithm, mode recombination technique and deep learning",Adaptive variational mode decomposition; Complete ensemble empirical mode decomposition with adaptive noise; Long short-term memory network; PM2.5 concentration prediction; Sample entropy,"Accurate and effective PM2.5 concentration prediction has important implications for public health and the ecological environment. To provide more accurate early warnings for haze prevention, urban planning, and people's travel planning, this paper proposes a new combined PM2.5 concentration prediction model. Firstly, the original sequence is decomposed by complete ensemble empirical mode decomposition with adaptive noise (CEEMDAN), followed by decomposition and reconstruction of the data by adaptive variational mode decomposition (AVMD) and sample entropy (SE), and then the reconstructed subseries are predicted by long and short-term memory networks (LSTM). The empirical analysis was carried out with three datasets from Beijing, Tianjin, and Baoding, and the following conclusions can be drawn: (1) The validity and robustness of the proposed model were verified, with R2 (0.982), RMSE (2.792), and MAPE (9.088%) being optimal in all comparison experiments. (2) The incorporation of secondary decomposition and pattern reorganization algorithms can effectively handle data with high volatility and non-linearity. (3) Compared with traditional machine learning models, the long and short-term memory network is more suitable for time series prediction. The model provides a novel and effective PM2.5 concentration prediction tool for the government and the public. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",2022,Stochastic Environmental Research and Risk Assessment,"Sun W., Xu Z.",10.1007/s00477-021-02100-2,Article,8.1253786087,6.4536113739
6,15,,Automatic identification of addresses: A systematic literature review,Address geocoding; Address matching; Address parsing; Deep learning; Machine learning; Natural language processing,"Address matching continues to play a central role at various levels, through geocoding and data integration from different sources, with a view to promote activities such as urban planning, location-based services, and the construction of databases like those used in census operations. However, the task of address matching continues to face several challenges, such as non-standard or incomplete address records or addresses written in more complex languages. In order to better understand how current limitations can be overcome, this paper conducted a systematic literature review focused on automated approaches to address matching and their evolution across time. The Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines were followed, resulting in a final set of 41 papers published between 2002 and 2021, the great majority of which are after 2017, with Chinese authors leading the way. The main findings revealed a consistent move from more traditional approaches to deep learning methods based on semantics, encoder-decoder architectures, and attention mechanisms, as well as the very recent adoption of hybrid approaches making an increased use of spatial constraints and entities. The adoption of evolutionary-based approaches and privacy preserving methods stand as some of the research gaps to address in future studies. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2022,ISPRS International Journal of Geo-Information,"Cruz P., Vanneschi L., Painho M., Rita P.",10.3390/ijgi11010011,Review,7.7897391319,6.5667762756
6,18,,Towards a Multi-agents Model for Automatic Big Data Processing to Support Urban Planning,Automation; Big data; Big data analytics; Decision-making; Machine learning; Multi-agent system; Smart data; Urban planning,"The objective of this paper was to propose a multi-agents model for automating big data processing, to improve the process of decision-making and urban planning. The huge amounts of collected data from different domains, such as urban management and remote sensing, are characterized as big data with a spatial component. Smart data is the approach to deal with big data characteristics and challenges by focusing on the Value aspect. The focus on smart data on the relevant data and the mechanism of automation and collaboration of the agents, will contribute to the efficient automating for big data analytics and processing. The proposed approach is based on a collection of agents, and adopt the concept of smart data, this paradigm focus on the aspect value from the big data and help to retrieve the useful information from the large volumes of data by intelligent processing. The proposed model describes the functionalities of the agents. The agents receive data in real time, perform the operations of storing data, pre-processing, streaming processing and batch processing and finally transfer the results of analysis to the services and applications. Machine learning techniques can be used to enhance the aspect of cognition of the agents; through a case study, we used supervised learning methods to build a classification model to support the process of urban planning by predicting the type of habitat adequate for the population based on their demographic and socio-economic characteristics. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2022,"Advances in Science, Technology and Innovation","Sassite F., Addou M., Barramou F.",10.1007/978-3-030-80458-9_1,Book Chapter,8.2947435379,6.6473765372999996
6,19,,Predicting citywide distribution of air pollution using mobile monitoring and three-dimensional urban structure,Air pollution; Mobile monitoring; Spatial prediction; STURLA; Urban structure,"Understanding relationships between urban structure patterns and air pollutants is key to sustainable urban planning. In this study, we employ a mobile monitoring method to collect PM2.5 and BC data in the city of Philadelphia, PA during the summer of 2019 and apply the Structure of Urban Landscapes (STURLA) methodology to examine relationships between urban structure and atmospheric pollution. We find that PM2.5 and BC vary by STURLA class, and some classes exhibit significant difference in pollution concentrations. We also find that the proportions in which STURLA components are present throughout the urban landscape can be used to predict the spatial distribution of urban air pollution. Among frequently sampled STURLA classes, gpl (grass, pavement, and low-rise buildings) hosted the highest PM2.5 concentrations on average (16.60 ± 4.29 µg/m3), while tgbwp (trees, grass, bare soil, water, pavement) hosted the highest BC concentrations (2.31 ± 1.94 µg/m3). Furthermore, STURLA combined with machine learning modeling was able to correlate PM2.5 (R2= 0.68, RMSE 2.82 µg/m3) and BC (R2 = 0.64, RMSE 0.75 µg/m3) concentrations with urban landscape composition and interpolate concentrations throughout the city. These results demonstrate the efficacy of the STURLA methodology in modeling relationships between air pollution and urban structure patterns. © 2021 Elsevier Ltd",2022,Sustainable Cities and Society,"Cummings L.E., Stewart J.D., Kremer P., Shakya K.M.",10.1016/j.scs.2021.103510,Article,8.2664365768,6.6417331696
5,20,,Cultivating historical heritage area vitality using urban morphology approach based on big data and machine learning,Heritage conservation; Historical heritage; Urban morphology; Urban planning; Vitality,"The conservation of historical heritage can bring social benefits to cities by promoting community economic development and societal creativity. In the early stages of historical heritage conservation, the focus was on the museum-style concept for individual structures. At present, heritage area vitality is often adopted as a general conservation method to increase the vibrancy of such areas. However, it remains unclear whether urban morphological elements suitable for urban areas can be applied to heritage areas. This study uses ridge regression and LightGBM with multi-source big geospatial data to explore whether urban morphological elements that affect the vitality of heritage and urban areas are consistent or have different spatial distributions and daily variations. From a sample of 12 Chinese cities, our analysis shows the following results. First, factors affecting urban vitality differ from those influencing heritage areas. Second, factors influencing urban and heritage areas' vitality have diurnal variations and differ across cities. The overarching contribution of this study is to propose a quantitative and replicable framework for heritage adaptation, combining urban morphology and vitality measures derived from big geospatial data. This study also extends the understanding of forms of heritage areas and provides theoretical support for heritage conservation, urban construction, and economic development. © 2021 The Authors",2022,"Computers, Environment and Urban Systems","Wu J., Lu Y., Gao H., Wang M.",10.1016/j.compenvurbsys.2021.101716,Article,7.8651156425,6.3996315002
2,21,2.0,Do land policies make a difference? A data-driven approach to trace effects on urban form in France and Germany,Comparative; land policy; random forest; urban analytics; urban form,"Against the backdrop of rapidly expanding urban structures, land policies in many countries have been adapted to contain and redirect growth to existing urban structures. However, obstacles remain to measure the effects of policies. In the meantime, geoinformation technologies have given rise to a wide range of approaches to measure and describe urban form. Nevertheless, its application for the assessment of land policy has a high, but not yet fully exploited, potential. It is thus the aim of this research to address and investigate the options of spatial analysis and machine learning in particular to analyse urban form from a land policy perspective. To do so, we develop urban metrics informed by urban planning and land readjustment policies of two countries describing urban form on different spatial levels. We therefore formulate hypotheses on causal relations between policy and form. Based on the metrics, we apply the random forest algorithm to classify the building stock of the region. We then extract the residential areas, those with single-family houses, as this is where the effects of the policy are considered most visible. In a next step, we use random forest to predict the nationality of a building. Through variable importance measures, we identify and discuss urban morphological differences between the two countries and test the hypotheses on effects of land policies. We develop and test the approach for the French-German city-region of Strasbourg using OpenStreetMap data. We identify significant differences in the building coverage ratios, which tend to be higher in Germany. This can be linked to differences in planning regulations. Furthermore, German residential areas appear to be more diverse in urban form. Differences in land readjustment policies have proven to be plausible here, as French policies favour strong actors that develop residential areas more uniformly. In Germany, policies favour fragmented ownership-oriented development of residential areas. The metrics and the applied algorithm for building classification have proven to be robust in terms of data heterogeneity and have shown high levels of accuracy. They could also be successfully used for tracing causal relations. © The Author(s) 2021.",2022,Environment and Planning B: Urban Analytics and City Science,"Jehling M., Hecht R.",10.1177/2399808321995818,Article,7.9870944023,6.834435463
5,22,1.0,GCN2CDD: A Commercial District Discovery Framework via Embedding Space Clustering on Graph Convolution Networks,Commercial district discovery; embedding space; graph convolution networks (GCNs); human mobility,"Modern enterprises attach much attention to the selection of commercial locations. With the rapid development of urban data and machine learning, we can discover the patterns of human mobility with these data and technology to guide commercial district discovery. In this article, we propose an unsupervised commercial district discovery framework via embedding space clustering on graph convolution networks to solve the problem of commercial district discovery. Specifically, the proposed framework aggregates human mobility features according to geographic similarity by graph convolution networks. Based on the graph convolution network embedding space, we apply hierarchical clustering to mine the latent functional regions hidden in different human patterns. Then, with the kernel density estimation, we can obtain the semantic labels for the clustering results to discover commercial districts. Finally, we analyze the multisource data of the Xiaoshan District and Chengdu City, and experiments verify the effectiveness of our framework. © 2005-2012 IEEE.",2022,IEEE Transactions on Industrial Informatics,"Shen G., Zhao Z., Kong X.",10.1109/TII.2021.3051934,Article,7.8962182999,6.4502491951
6,24,1.0,Urban soils as a spatial indicator of quality for urban socio-ecological systems,Andes; Cities; Environmental Quality; Machine learning; Volcanic urban soils,"The development of criteria and indicators to quantify the transition to sustainability of the urban socio-ecological systems quality is determinant for planning policies and the 21st century urban agenda. This study models the spatial variation in the concentration and distribution of some macronutrients, micronutrients, and trace nutrients in the soil of a high-altitude city in the Andes. Meanwhile, machine learning methods were employed to study some interactions between the different dimensions that constitute an urban socio-ecosystem that caused these variations. We proposed a methodology that considered two phases: a) field work to collect data on 300 soil samples; laboratory analysis to measure the concentrations of 24 macronutrients, micronutrients, and trace nutrients; and the design of geophysical, spectral, and urban co-variables; b) statistical and geo-informatics analysis, where multivariate analysis grouped the elements into factors; and, machine learning integrated with co-variables was applied to derive the intensity of each factor across the city. Multivariate statistics described the variation in soil co-concentrations with a moderate percentage (42%). Four factors were determined that grouped some of the analyzed elements, as follows: F1 (Zn, S, Cu, Pb, Ni, and Cr), F2 (Ba, Ag, K, In, and Mg), F3 (B, V, Li, and Sr), and F4 (Si and Mn). The percentage R2 out-of-bag of the spatial model were: F1 = 20%, F2 = 8%, F3 = 14%, and F4 = 10%. Our outputs show that the enrichment and contamination by anthropogenic factors, such as the increase in population density, land use, road network, and traffic generated by fossil fuel vehicles, should be prioritized in urban planning decisions. © 2021",2021,Journal of Environmental Management,"Bonilla-Bedoya S., López-Ulloa M., Mora-Garcés A., Macedo-Pezzopane J.E., Salazar L., Herrera M.Á.",10.1016/j.jenvman.2021.113556,Article,8.2305278778,6.640048027
6,25,,Data-based wildfire risk model for Mediterranean ecosystems-case study of the Concepción metropolitan area in central Chile,,"Wildfire risk is latent in Chilean metropolitan areas characterized by the strong presence of wildland-urban interfaces (WUIs). The Concepción metropolitan area (CMA) constitutes one of the most representative samples of that dynamic. The wildfire risk in the CMA was addressed by establishing a model of five categories (near zero, low, moderate, high, and very high) that represent discernible thresholds in fire occurrence, using geospatial data and satellite images describing anthropic-biophysical factors that trigger fires. Those were used to deliver a model of fire hazard using machine learning algorithms, including principal component analysis and Kohonen self-organizing maps in two experimental scenarios: Only native forest and only forestry plantation. The model was validated using fire hotspots obtained from the forestry government organization. The results indicated that 12.3% of the CMA's surface area has a high and very high risk of a forest fire, 29.4% has a moderate risk, and 58.3% has a low and very low risk. Lastly, the observed main drivers that have deepened this risk were discussed: First, the evident proximity between the increasing urban areas with exotic forestry plantations and, second, climate change that threatens triggering more severe and large wildfires because of human activities. © 2021 Edilia Jaque Castillo et al.",2021,Natural Hazards and Earth System Sciences,"Jaque Castillo E., Fernández A., Fuentes Robles R., Ojeda C.G.",10.5194/nhess-21-3663-2021,Article,8.0483026505,6.6297597885
6,26,,Machine-learning models to replicate large-eddy simulations of air pollutant concentrations along boulevard-type streets,,"Running large-eddy simulations (LESs) can be burdensome and computationally too expensive from the application point of view, for example, to support urban planning. In this study, regression models are used to replicate modelled air pollutant concentrations from LES in urban boulevards. We study the performance of regression models and discuss how to detect situations where the models are applied outside their training domain and their outputs cannot be trusted. Regression models from 10 different model families are trained and a cross-validation methodology is used to evaluate their performance and to find the best set of features needed to reproduce the LES outputs. We also test the regression models on an independent testing dataset. Our results suggest that in general, log-linear regression gives the best and most robust performance on new independent data. It clearly outperforms the dummy model which would predict constant concentrations for all locations (multiplicative minimum RMSE (mRMSE) of 0.76 vs. 1.78 of the dummy model). Furthermore, we demonstrate that it is possible to detect concept drift, i.e. situations where the model is applied outside its training domain and a new LES run may be necessary to obtain reliable results. Regression models can be used to replace LES simulations in estimating air pollutant concentrations, unless higher accuracy is needed. In order to have reliable results, it is however important to do the model and feature selection carefully to avoid overfitting and to use methods to detect the concept drift. © 2021 Moritz Lange et al.",2021,Geoscientific Model Development,"Lange M., Suominen H., Kurppa M., Järvi L., Oikarinen E., Savvides R., Puolamäki K.",10.5194/gmd-14-7411-2021,Article,8.2843065262,6.6667013168
5,27,,Landslide susceptibility mapping using artificial neural network tuned by metaheuristic algorithms,Landslide; Machine learning; Metaheuristic optimization; Natural hazard; Susceptibility modeling,"As a frequent natural disaster, landslides incur significant economic and human losses worldwide. The main idea of this paper is to propose novel integrative models for landslide susceptibility evaluation in a prone area of Chaharmahal va Bakhtiari Province in Iran. To do this, four metaheuristic techniques, namely chimp optimization algorithm (ChOA), crow search algorithm (CSA), satin bowerbird optimization (SBO), and water cycle algorithm (WCA) are used to supervise the training of an artificial neural network (ANN). A spatial database is created by 170 historical landslides and 14 most common conditioning factors. The models are optimized in terms of hyper-parameters and elite ones are then used to produce the susceptibility maps. During the training phase, all models could acquire a reliable understanding of the landslide pattern. The obtained accuracy index of area under the receiving operating characteristic curve (AUROC) showed that the maps produced by the WCA-ANN (AUROC = 0.925) and SBO-ANN (AUROC = 0.900) are more accurate than those of the ChOA-ANN (AUROC = 0.851) and CSA-ANN (AUROC = 0.855). Considering this assessment, the suggested hybrid models are reliable enough for landslide susceptibility modeling. Accordingly, the generated susceptibility map can be used for urban planning and generating alert systems over the studied area. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",2021,Environmental Earth Sciences,"Mehrabi M., Moayedi H.",10.1007/s12665-021-10098-7,Article,7.8729748726,6.5354409218
