Cluster,Group,SubGroup,TitleWords,NumPhrases,Key-phrases,NumDocs,DocIds
1,0,1,"['urban', 'area', 'complex']",20,"['complex urban area', 'urban area', 'OSM urban area', 'complex urban study', 'urban environment', 'surface urban heat', 'populated urban region', 'large urban scene', 'catchment area', 'Athens area', 'water body', 'Urban Atlas land', 'Taliban regime', 'small polish city', 'Population spatialization', 'populated emirate', 'large window', 'Lahore city', 'Historical Cityscape', 'Coastal development']",49,"[2, 12, 19, 21, 26, 58, 63, 68, 70, 74, 77, 81, 90, 99, 102, 109, 147, 150, 156, 166, 171, 172, 182, 197, 224, 228, 242, 245, 256, 300, 327, 332, 347, 364, 389, 428, 430, 431, 451, 455, 469, 474, 503, 521, 532, 535, 540, 564, 580]"
1,0,2,"['building', 'urban', 'prediction']",17,"['urban land prediction', 'building size prediction', 'urban expansion trend', 'predict urban expansion', 'land price prediction', 'future urban extent', 'building type information', 'building height', 'building footprint', 'building detection', 'time series', 'spatial trend', 'roofs', 'roof superstructure classification', 'roof diaphragms', 'decadal historical pattern', 'combinatory trend']",26,"[3, 20, 54, 70, 74, 81, 139, 144, 147, 156, 172, 177, 297, 300, 327, 329, 385, 389, 428, 430, 444, 460, 471, 485, 522, 548]"
1,0,3,"['urban', 'growth', 'population']",16,"['urban growth', 'Rapid urban growth', 'urbanization lead', 'urbanization', 'urban sprawl', 'Urban population distribution', 'smart city growth', 'population mapping', 'population forecasting', 'growth modeling', 'census population', 'annual urbanization', 'regional planning relies', 'Regional mapping', 'Logistic regression analysis', 'Interregional comparison']",33,"[12, 17, 26, 30, 53, 68, 70, 74, 76, 96, 99, 112, 139, 172, 176, 182, 197, 202, 224, 228, 297, 300, 329, 347, 407, 439, 471, 485, 497, 522, 532, 548, 564]"
1,0,4,"['land', 'use', 'urban']",15,"['land use dynamic', 'land use change', 'future land use', 'accelerated land use', 'urban intelligent navigator', 'sustainable urban planning', 'smart urban planning', 'landscape structural transformation', 'land expansion', 'land cover change', 'land change model', 'future land management', 'digital landscape model', 'accurate urban mapping', 'annual air pollution']",21,"[2, 17, 68, 74, 84, 90, 96, 113, 166, 172, 176, 177, 224, 332, 431, 455, 471, 521, 535, 537, 564]"
1,0,5,"['data', 'land', 'use']",15,"['land use datasets', 'land use data', 'land use map', 'land use information', 'land classification dataset', 'land boundary data', 'vacant land spread', 'urban data', 'spatial data quality', 'sensed urban data', 'sensed activity data', 'digital urban data', 'area geospatial data', 'air quality data', 'historical topographic map']",19,"[1, 12, 19, 61, 70, 84, 96, 125, 177, 327, 329, 407, 465, 497, 521, 522, 531, 537, 538]"
1,0,6,"['land', 'urban', 'use']",15,"['Urban land use', 'urban land cover', 'truth land use', 'optimal urban land', 'urban vegetation mapping', 'urban greenery information', 'urban forest cover', 'residential land', 'landscape diversity', 'Land use', 'inefficient industrial land', 'green urban area', 'agricultural land', 'sand consumption', 'agricultural conversion']",45,"[17, 19, 21, 25, 31, 63, 64, 68, 70, 74, 76, 77, 84, 96, 102, 109, 112, 113, 139, 166, 176, 177, 186, 204, 224, 237, 297, 300, 324, 329, 332, 361, 382, 407, 431, 437, 459, 471, 497, 505, 522, 537, 539, 576, 580]"
1,0,7,"['urban', 'GIS', 'modelling']",14,"['urban hydrologic modelling', 'urban city modelling', 'urban water type', 'urban planning model', 'GIS modelling', 'volunteered geographic information', 'GIS workflow', 'GIS functionality', 'GIS approach', 'geospatial application', 'geographic information system', 'geographic information', 'elevation model', 'elevation']",20,"[12, 17, 26, 56, 84, 96, 125, 147, 197, 223, 237, 249, 256, 313, 327, 503, 521, 537, 576, 580]"
1,0,8,"['land', 'cover', 'map']",14,"['landcover map', 'land cover mapping', 'land cover map', 'sensed land cover', 'land use mapping', 'land cover pattern', 'land cover extraction', 'land cover class', 'land cover', 'natural land', 'cloud coverage', 'settlement pattern', 'nonroad area removing', 'cadastral parcel layer']",36,"[2, 21, 25, 30, 53, 64, 68, 76, 77, 102, 113, 147, 166, 176, 178, 186, 224, 245, 300, 347, 361, 364, 382, 407, 437, 459, 471, 505, 531, 532, 537, 538, 539, 548, 564, 580]"
1,0,9,"['urban', 'planning', 'building']",12,"['urban planning sector', 'urban planning', 'urban building', 'local urban planning', 'urban structure type', 'urban morphology', 'urban governance implication', 'urban development', 'individual building', 'common building typology', 'binary urban footprint', 'development zone construction']",88,"[3, 20, 21, 26, 30, 37, 41, 53, 54, 63, 70, 71, 72, 76, 96, 100, 102, 105, 110, 111, 112, 113, 126, 137, 144, 148, 156, 171, 172, 176, 177, 178, 186, 197, 202, 204, 211, 220, 223, 228, 237, 249, 292, 297, 300, 324, 327, 329, 347, 361, 367, 378, 382, 385, 401, 428, 430, 431, 437, 439, 444, 450, 451, 454, 455, 459, 460, 469, 471, 474, 485, 486, 488, 497, 503, 504, 505, 506, 521, 522, 531, 538, 539, 540, 548, 564, 575, 576]"
1,0,10,"['mapping', 'map', 'slum']",11,"['slum mapping', 'mapping', 'deprivation mapping', 'automatic mapping', 'urban slum area', 'slum', 'map revision', 'map', 'complex map production', 'change map', 'urban neighborhood']",56,"[1, 19, 21, 25, 41, 64, 68, 70, 71, 74, 76, 77, 96, 99, 100, 102, 109, 110, 111, 112, 113, 126, 147, 148, 150, 177, 220, 224, 228, 237, 245, 256, 313, 324, 329, 347, 407, 437, 451, 455, 459, 471, 488, 497, 503, 505, 521, 531, 532, 538, 539, 548, 564, 568, 575, 580]"
1,0,11,"['spatial', 'data', 'consumption']",10,"['water consumption data', 'spatial data', 'spatial logistic regression', 'spatial distribution', 'spatial', 'material consumption analysis', 'footprint data', 'Various graph measure', 'population density', 'distribution map']",19,"[12, 30, 70, 96, 139, 147, 197, 204, 223, 228, 238, 297, 332, 347, 459, 474, 488, 497, 521]"
1,0,12,"['vegetation', 'mapping', 'greenery']",10,"['vegetation specie mapping', 'vegetation', 'greenery land cover', 'greenery auto extraction', 'difference vegetation index', 'climate zone mapping', 'shrubland coverage', 'green space analysis', 'environmental landscape attribute', 'climate analysis']",20,"[19, 20, 68, 72, 81, 90, 99, 102, 109, 137, 144, 150, 166, 249, 256, 382, 407, 503, 540, 564]"
1,0,13,"['object', 'tree', 'small']",7,"['small object', 'tree', 'scene object', 'object', 'deciduous tree', 'appearance object', 'forest']",46,"[2, 25, 30, 53, 56, 70, 90, 102, 105, 109, 111, 125, 144, 147, 150, 156, 171, 176, 186, 204, 211, 220, 228, 245, 249, 292, 300, 313, 324, 332, 347, 382, 401, 430, 454, 488, 497, 503, 505, 506, 531, 532, 535, 568, 575, 580]"
1,0,14,"['surface', 'openness', 'perennial']",3,"['surface openness', 'perennial drainage', 'anthropogenic impervious surface']",3,"[126, 401, 503]"
1,0,15,"['planning', 'coastal', 'area']",3,"['planning coastal area', 'conflict zone', 'bathymetry estimation']",3,"[166, 347, 469]"
1,1,0,"['data', 'dataset', 'datasets']",22,"['Sentinel datasets', 'fake datasets', 'Earth Observation datasets', 'datasets', 'training dataset', 'test dataset', 'large training dataset', 'large annotated dataset', 'satellite data', 'satellite big data', 'Planet database', 'big geo data', 'big data processing', 'big data', 'unlabeled learning classifier', 'remote sensing technique', 'remote sensing image', 'remote sensing', 'mislabeled training sample', 'GEE publication', 'Earth Engine platform', 'Copernicus mission satellite']",50,"[2, 3, 17, 21, 37, 41, 54, 63, 71, 72, 84, 90, 105, 109, 111, 113, 126, 150, 156, 171, 178, 204, 220, 237, 238, 245, 292, 300, 324, 327, 364, 367, 378, 389, 401, 431, 437, 444, 450, 454, 459, 471, 488, 504, 521, 539, 564, 568, 575, 580]"
1,1,1,"['satellite', 'image', 'resolution']",20,"['resolution satellite image', 'satellite imagery', 'satellite image need', 'satellite image', 'RGB satellite image', 'resolution aerial imagery', 'IKONOS satellite imagery', 'fake satellite image', 'Street View image', 'Sentinel image', 'optical satellite', 'high spatial resolution', 'high resolution earth', 'supervoxels', 'spoofing', 'pixel level', 'parking lot pixel', 'optical data', 'multiscale Gabor filter', 'different street object']",46,"[3, 19, 20, 25, 26, 30, 41, 54, 56, 63, 64, 71, 76, 100, 109, 110, 139, 147, 156, 166, 176, 204, 223, 237, 242, 256, 292, 300, 313, 327, 332, 367, 389, 444, 465, 469, 471, 474, 503, 504, 506, 521, 535, 540, 548, 575]"
1,1,2,"['aerial', 'image', 'UAV']",13,"['aerial imagery', 'aerial image dataset', 'aerial image', 'unmanned aerial vehicle', 'unlabeled overhead imagery', 'UAV image', 'Spark RDD image', 'aerial orthophotos', 'aerial building dataset', 'UAV photogrammetry', 'UAV datasets', 'subsampled orthophoto', 'drone']",20,"[37, 54, 100, 111, 148, 150, 220, 238, 249, 361, 367, 378, 385, 389, 454, 455, 486, 505, 532, 535]"
1,2,0,"['descriptor', 'ensemble', 'learning']",20,"['ensemble learning', 'transfer learning', 'shape descriptor', 'many visual descriptor', 'feature descriptor', 'extreme learning machine', 'ensemble classifier', 'descriptor extraction', 'trained SVM classifier', 'SVM technique', 'SVM modeling', 'support vector regression', 'Support Vector Machine', 'invariant augmentation', 'feature importance', 'feature extraction', 'Ensemble method', 'Conditional random field', 'conditional adversarial term', 'adversarial training']",34,"[2, 21, 25, 31, 37, 41, 53, 54, 61, 68, 70, 84, 102, 105, 109, 137, 148, 156, 182, 211, 237, 242, 245, 256, 313, 329, 428, 439, 444, 450, 488, 504, 540, 575]"
1,2,1,"['tree', 'regression', 'classification']",15,"['tree specie classification', 'regression tree', 'boosted regression tree', 'weighted regression', 'regression domain', 'Random Forests classification', 'decision tree', 'XGBoost algorithm', 'rotation forest', 'logic', 'imbalanced data', 'fuzzy logic', 'Forest classifier', 'ffmax algorithm', 'data weighting']",21,"[2, 31, 53, 58, 70, 76, 102, 105, 150, 171, 245, 300, 332, 347, 430, 439, 474, 503, 506, 522, 531]"
1,2,2,"['deep', 'learning', 'network']",13,"['deep learning scheme', 'deep learning model', 'deep learning framework', 'deep learning algorithm', 'deep belief network', 'neural network paradigm', 'neural network', 'deep representation', 'Deep learning paradigm', 'deep architecture', 'artificial neural network', 'fractal net evolution', 'cellular automaton model']",36,"[1, 3, 12, 19, 21, 37, 81, 96, 99, 100, 105, 110, 111, 139, 156, 172, 256, 292, 324, 327, 367, 378, 382, 389, 428, 454, 460, 465, 485, 488, 505, 506, 522, 532, 535, 568]"
1,2,3,"['classification', 'image', 'task']",13,"['image classification task', 'supervised image classification', 'OLI image classification', 'image classification method', 'image classification approach', 'image classification', 'secondary task', 'object classification result', 'multilabel classification', 'CNN classification', 'binary feature classification', 'CNNs parameter', 'binary class']",24,"[1, 17, 19, 37, 64, 68, 72, 77, 90, 105, 113, 137, 150, 178, 186, 237, 245, 256, 361, 378, 385, 471, 539, 575]"
1,2,4,"['learning', 'machine', 'algorithms']",13,"['machine learning algorithms', 'machine learning technique', 'machine learning capability', 'machine learning algorithm', 'machine learning', 'inductive learning algorithms', 'supervised machine', 'supervised deep learning', 'deep learning', 'advanced mathematical algorithms', 'zonal modeling strategy', 'endogenous optimization method', 'artificial intelligence']",68,"[1, 3, 21, 56, 64, 70, 71, 72, 74, 81, 84, 99, 100, 102, 105, 109, 110, 112, 113, 125, 144, 156, 166, 171, 177, 178, 182, 186, 202, 211, 220, 223, 224, 228, 242, 245, 249, 292, 300, 313, 329, 364, 378, 382, 389, 428, 430, 431, 437, 439, 450, 451, 454, 465, 469, 474, 497, 503, 505, 521, 522, 531, 535, 538, 539, 548, 564, 576]"
1,2,5,"['classification', 'classifier', 'model']",13,"['classification model', 'RF classifier', 'PEN Net classifier', 'model prediction', 'ge classifier', 'efficient classification', 'classifier', 'classification strategy', 'classification method', 'classification algorithms', 'classification', 'generalized machine learning', 'adaptive data reduction']",78,"[1, 2, 3, 17, 19, 20, 21, 25, 26, 30, 31, 37, 41, 53, 54, 56, 61, 63, 64, 68, 72, 76, 77, 81, 84, 90, 99, 100, 102, 105, 109, 113, 125, 137, 144, 147, 150, 166, 171, 178, 186, 197, 202, 211, 223, 224, 237, 238, 245, 256, 297, 300, 313, 324, 347, 361, 364, 378, 385, 389, 401, 428, 430, 437, 450, 455, 471, 504, 505, 531, 532, 537, 539, 540, 548, 564, 575, 580]"
1,2,6,"['classification', 'accuracy', 'high']",11,"['high classification accuracy', 'high classification', 'classification accuracy', 'significant accuracy', 'consistent classification result', 'accuracy', 'RMSE value', 'prediction error', 'powerful sensor', 'hyperspectral system', 'accurate prediction']",74,"[1, 2, 20, 26, 30, 31, 37, 41, 53, 56, 61, 63, 64, 68, 74, 76, 77, 96, 99, 102, 105, 109, 110, 112, 113, 126, 147, 150, 166, 171, 182, 186, 197, 202, 204, 228, 238, 242, 245, 249, 292, 300, 313, 324, 327, 361, 364, 382, 437, 439, 444, 450, 451, 454, 455, 460, 465, 469, 471, 486, 488, 497, 504, 505, 531, 532, 535, 537, 539, 540, 548, 568, 575, 580]"
1,2,7,"['network', 'convolutional', 'neural']",11,"['convolutional neural network', 'convolutional network', 'convolution neural network', 'residual network', 'highway unit network', 'generative adversarial network', 'basis function network', 'sparse coding', 'encoder', 'deep learning configuration', 'CNN architecture']",22,"[1, 3, 19, 37, 74, 81, 99, 100, 110, 178, 220, 237, 256, 367, 428, 437, 460, 486, 504, 505, 535, 568]"
