HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
-1,42,36.0,2017,Article,Scale- and region-dependence in landscape-PM2.5 correlation: Implications for urban planning,"Under rapid urbanization, many cities in China suffer from serious fine particulate matter (PMPM2.5) pollution. As the emission sources or adsorption sinks, land use and the corresponding landscape pattern unavoidably affect the concentration. However, the correlation varies with different regions and scales, leaving a significant gap for urban planning. This study clarifies the correlation with the aid of in situ and satellite-based spatial datasets over six urban agglomerations in China. Two coverage and four landscape indices are adopted to represent land use and landscape pattern. Specifically, the coverage indices include the area ratios of forest (F_PLAND) and built-up areas (C_PLAND). The landscape indices refer to the perimeter-area fractal dimension index (PAFRAC), interspersion and juxtaposition index (IJI), aggregation index (AI), Shannon's diversity index (SHDI). Then, the correlation between PMPM2.5 concentration with the selected indices are evaluated from supporting the potential urban planning. Results show that the correlations are weak with the in situ PMPM2.5 concentration, which are significant with the regional value. It means that land use coverage and landscape pattern affect PMPM2.5 at a relatively large scale. Furthermore, regional PMPM2.5 concentration negatively correlate to F_PLAND and positively to C_PLAND (significance at p &lt; 0.05), indicating that forest helps to improve air quality, while built-up areas worsen the pollution. Finally, the heterogeneous landscape presents positive correlation to the regional PMPM2.5 concentration in most regions, except for the urban agglomeration with highly-developed urban (i.e., the Jing-Jin-Ji and Chengdu-Chongqing urban agglomerations). It suggests that centralized urbanization would be helpful for PMPM2.5 pollution controlling by reducing the emission sources in most regions. Based on the results, the potential urban planning is proposed for controlling PMPM2.5 pollution for each urban agglomeration.",China; Land use; Landscape; PMPM2.5 concentration; Spatial variability,"Feng H., Zou B., Tang Y.",10.3390/rs9090918,4.96,0.96
4,45,34.0,2018,Article,The effect of multi-dimensional indicators on urban thermal conditions,"Urban heat island (UHI) studies have recognized ten factors as increasing the inner-city temperature compared with that of the surrounding suburbs. The UHI effect is a leading cause of heat-related diseases and mortality in many nations. However, there are still two main shortcomings. First, the effect of UHI is not well recognized in arid and semi-arid regions. Second, the association of multi-dimensional information with surface temperature in urban areas must be examined. This study focuses on the height-related aspects of urban geometry in an arid region. A range of multispectral and spatial vector data were used to derive the surface temperature and two-dimensional (2D) and three-dimensional (3D) information of the study area. All information was aggregated into a grid with common spatial resolution to create a homogeneous dataset. The machine learning statistical model of a boosted regression tree (BRT) was used to reflect the relative influence of 2D and 3D indicators with land surface temperature. Our results showed a cooler surface temperature in the city than in the surrounding area, leading to the question of whether the established UHI definition encompasses all types of cities. In addition, the thermal band was able to distinguish different spatial structures in the study area. The BRT analysis demonstrated that both multi-dimensional 2D and 3D indicators affect the surface temperature. In particular, the 3D indicators play a more important role than 2D indicators in shaping the surface temperature at different urban geometries of the study area. This new method can help urban planners identify the most influential 2D and 3D indicators that affect the surface temperature in different districts of a city. © 2017",3D modeling; Boosted regression tree analysis; Building shadows; Urban ecology; Urban heat island; Urban morphology,"Alavipanah S., Schreyer J., Haase D., Lakes T., Qureshi S.",10.1016/j.jclepro.2017.12.187,5.26,1.3
-1,46,34.0,2017,Article,Forecasting smog-related health hazard based on social media and physical sensor,"Smog disasters are becoming more and more frequent and may cause severe consequences on the environment and public health, especially in urban areas. Social media as a real-time urban data source has become an increasingly effective channel to observe people׳s reactions on smog-related health hazard. It can be used to capture possible smog-related public health disasters in its early stage. We then propose a predictive analytic approach that utilizes both social media and physical sensor data to forecast the next day smog-related health hazard. First, we model smog-related health hazards and smog severity through mining raw microblogging text and network information diffusion data. Second, we developed an artificial neural network (ANN)-based model to forecast smog-related health hazard with the current health hazard and smog severity observations. We evaluate the performance of the approach with other alternative machine learning methods. To the best of our knowledge, we are the first to integrate social media and physical sensor data for smog-related health hazard forecasting. The empirical findings can help researchers to better understand the non-linear relationships between the current smog observations and the next day health hazard. In addition, this forecasting approach can provide decision support for smog-related health hazard management through functions like early warning. © 2016 Elsevier Ltd",Data mining; Forecasting; Health hazard; Smog disaster; Social media; Urban data,"Chen J., Chen H., Wu Z., Hu D., Pan J.Z.",10.1016/j.is.2016.03.011,7.14,0.95
0,48,34.0,1989,Article,Can expert systems help with planning?,"The study of urban information systems has focused primarily on devising an effective way to integrate data from various sources to provide the necessary information for decision making. Recent advances in artificial intelligence (AI) technology have raised interest in how existing urban information systems might benefit from AI. Artificial intelligence does not solve urban planning problems by itself. Rather, it is a newly emerging and promising technology that can be integrated into existing information systems to provide more intelligent and effective solutions to urban problems. We conclude that applications of expert systems to urban planning are not only desirable but also a means of overcoming the limitations found in current computer-based approaches to problem solving. By integrating the techniques of expert systems into existing computer-based systems, planners will be able to develop more intelligent information systems for supporting their various tasks. © 1989 Taylor & Francis Group, LLC.",,"Han S.Y., Kim T.J.",10.1080/01944368908975417,5.92,-2.05
3,50,32.0,2018,Article,Mining transition rules of cellular automata for simulating urban expansion by using the deep learning techniques,"Along with the gradually accelerated urbanization process, simulating and predicting the future pattern of the city is of great importance to the prediction and prevention of some environmental, economic and urban issues. Previous studies have generally integrated traditional machine learning with cellular automaton (CA) models to simulate urban development. Nevertheless, difficulties still exist in the process of obtaining more accurate results with CA models; such difficulties are mainly due to the insufficient consideration of neighborhood effects during urban transition rule mining. In this paper, we used an effective deep learning method, named convolution neural network for united mining (UMCNN), to solve the problem. UMCNN has substantial potential to get neighborhood information from its receptive field. Thus, a novel CA model coupled with UMCNN and Markov chain was designed to improve the performance of simulating urban expansion processes. Choosing the Pearl River Delta of China as the study area, we excavate the driving factors and the transformational relations revealed by the urban land-use patterns in 2000, 2005 and 2010 and further simulate the urban expansion status in 2020 and 2030. Additionally, three traditional machine-learning-based CA models (LR, ANN and RFA) are built to attest the practicality of the proposed model. In the comparison, the proposed method reaches the highest simulation accuracy and landscape index similarity. The predicted urban expansion results reveal that the economy will continue to be the primary factor in the study area from 2010 to 2030. The proposed model can serve as guidance in urban planning and government decision-making. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.",cellular automata; deep learning; large scale; Markov chain; Urban expansion,"He J., Li X., Yao Y., Hong Y., Jinbao Z.",10.1080/13658816.2018.1480783,4.18,-0.05
-1,51,32.0,2016,Article,"Impacts of land use and amenities on public transport use, urban planning and design","Various land-use configurations are known to have wide-ranging effects on the dynamics of and within other city components including the transportation system. In this work, we particularly focus on the complex relationship between land-use and transport offering an innovative approach to the problem by using land-use features at two differing levels of granularity (the more general land-use sector types and the more granular amenity structures) to evaluate their impact on public transit ridership in both time and space. To quantify the interdependencies, we explored three machine learning models and demonstrate that the decision tree model performs best in terms of overall performance-good predictive accuracy, generality, computational efficiency, and ""interpretability"". Results also reveal that amenity-related features are better predictors than the more general ones, which suggests that high-resolution geo-information can provide more insights into the dependence of transit ridership on land-use. We then demonstrate how the developed framework can be applied to urban planning for transit-oriented development by exploring practicable scenarios based on Singapore's urban plan toward 2030, which includes the development of ""regional centers"" (RCs) across the city-state. Results show an initial increase in transit ridership as the amount of amenities is increased. This trend, on the other hand, eventually reverses (particularly during peak hours) with continued strategic increase in amenities; a tipping point at 55% increase is identified where ridership begins to decline and at 110%, the predicted ridership begins to fall below current levels. Our in-silico experiments support one of the medium-term land-use transport goals of stakeholders-to alleviate future strains in the transportation system of Singapore through the development of RCs. The model put forward can serve as a good foundation in building decision-support tools that can assist planners in better strategizing and planning land-use configurations, in particular the amenity resource distribution, to influence and shape public transportation demand. © 2016 Elsevier Ltd.",Amenities; Land use; Public transit; Urban planning,"Hu N., Legara E.F., Lee K.K., Hung G.G., Monterola C.",10.1016/j.landusepol.2016.06.004,5.28,-0.06
-1,52,30.0,2019,Article,Upscaling urban data science for global climate solutions,"Non-technical summary Manhattan, Berlin and New Delhi all need to take action to adapt to climate change and to reduce greenhouse gas emissions. While case studies on these cities provide valuable insights, comparability and scalability remain sidelined. It is therefore timely to review the state-of-the-art in data infrastructures, including earth observations, social media data, and how they could be better integrated to advance climate change science in cities and urban areas. We present three routes for expanding knowledge on global urban areas: mainstreaming data collections, amplifying the use of big data and taking further advantage of computational methods to analyse qualitative data to gain new insights. These data-based approaches have the potential to upscale urban climate solutions and effect change at the global scale. Technical summary Cities have an increasingly integral role in addressing climate change. To gain a common understanding of solutions, we require adequate and representative data of urban areas, including data on related greenhouse gas emissions, climate threats and of socio-economic contexts. Here, we review the current state of urban data science in the context of climate change, investigating the contribution of urban metabolism studies, remote sensing, big data approaches, urban economics, urban climate and weather studies. We outline three routes for upscaling urban data science for global climate solutions: 1) Mainstreaming and harmonizing data collection in cities worldwide; 2) Exploiting big data and machine learning to scale solutions while maintaining privacy; 3) Applying computational techniques and data science methods to analyse published qualitative information for the systematization and understanding of first-order climate effects and solutions. Collaborative efforts towards a joint data platform and integrated urban services would provide the quantitative foundations of the emerging global urban sustainability science. © 2019 The Author(s).",adaptation and mitigation; policies; politics and governance; urban systems,"Creutzig F., Lohrey S., Bai X., Baklanov A., Dawson R., Dhakal S., Lamb W.F., McPhearson T., Minx J., Munoz E., Walsh B.",10.1017/sus.2018.16,6.2,0.6
1,59,27.0,2019,Article,A human-machine adversarial scoring framework for urban perception assessment using street-view images,"Though global-coverage urban perception datasets have been recently created using machine learning, their efficacy in accurately assessing local urban perceptions for other countries and regions remains a problem. Here we describe a human-machine adversarial scoring framework using a methodology that incorporates deep learning and iterative feedback with recommendation scores, which allows for the rapid and cost-effective assessment of the local urban perceptions for Chinese cities. Using the state-of-the-art Fully Convolutional Network (FCN) and Random Forest (RF) algorithms, the proposed method provides perception estimations with errors less than 10%. The driving factor analysis from both the visual and urban functional aspects demonstrated its feasibility in facilitating local urban perception derivations. With high-throughput and high-accuracy scorings, the proposed human-machine adversarial framework offers an affordable and rapid solution for urban planners and researchers to conduct local urban perception assessments. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.",deep learning; human-machine adversarial scoring; Street view; urban perception; urban planning,"Yao Y., Liang Z., Yuan Z., Liu P., Bie Y., Zhang J., Wang R., Wang J., Guan Q.",10.1080/13658816.2019.1643024,6.78,-0.43
2,67,24.0,2019,Article,"Spatial prediction of landslide susceptibility using GIS-based statistical and machine learning models in Wanzhou County, Three Gorges Reservoir, China","Landslide susceptibility mapping is vital for landslide risk management and urban planning. In this study, we used three statistical models [frequency ratio, certainty factor and index of entropy (IOE)] and a machine learning model [random forest (RF)] for landslide susceptibility mapping in Wanzhou County, China. First, a landslide inventory map was prepared using earlier geotechnical investigation reports, aerial images, and field surveys. Then, the redundant factors were excluded from the initial fourteen landslide causal factors via factor correlation analysis. To determine the most effective causal factors, landslide susceptibility evaluations were performed based on four cases with different combinations of factors (“cases”). In the analysis, 465 (70%) landslide locations were randomly selected for model training, and 200 (30%) landslide locations were selected for verification. The results showed that case 3 produced the best performance for the statistical models and that case 2 produced the best performance for the RF model. Finally, the receiver operating characteristic (ROC) curve was used to verify the accuracy of each model’s results for its respective optimal case. The ROC curve analysis showed that the machine learning model performed better than the other three models, and among the three statistical models, the IOE model with weight coefficients was superior. © 2019, Science Press and Institute of Geochemistry, CAS and Springer-Verlag GmbH Germany, part of Springer Nature.",Four cases; Landslide susceptibility mapping; Machine learning model; Statistical model,"Xiao T., Yin K., Yao T., Liu S.",10.1007/s11631-019-00341-1,7.86,0.76
-1,69,24.0,2014,Article,A tool for urban soundscape evaluation applying Support Vector Machines for developing a soundscape classification model,"To ensure appropriate soundscape management in urban environments, the urban-planning authorities need a range of tools that enable such a task to be performed. An essential step during the management of urban areas from a sound standpoint should be the evaluation of the soundscape in such an area. In this sense, it has been widely acknowledged that a subjective and acoustical categorization of a soundscape is the first step to evaluate it, providing a basis for designing or adapting it to match people's expectations as well. In this sense, this work proposes a model for automatic classification of urban soundscapes. This model is intended for the automatic classification of urban soundscapes based on underlying acoustical and perceptual criteria. Thus, this classification model is proposed to be used as a tool for a comprehensive urban soundscape evaluation. Because of the great complexity associated with the problem, two machine learning techniques, Support Vector Machines (SVM) and Support Vector Machines trained with Sequential Minimal Optimization (SMO), are implemented in developing model classification. The results indicate that the SMO model outperforms the SVM model in the specific task of soundscape classification. With the implementation of the SMO algorithm, the classification model achieves an outstanding performance (91.3% of instances correctly classified). © 2013 Elsevier B.V.",Acoustical assessment; Classification model; Sequential Minimal Optimization; Soundscape classifier; Soundscape evaluation; Support Vector Machines,"Torija A.J., Ruiz D.P., Ramos-Ridao T.F.",10.1016/j.scitotenv.2013.07.108,7.49,-0.52
-1,73,23.0,2019,Article,Examining threshold effects of built environment elements on travel-related carbon-dioxide emissions,"Understanding how built environment features are associated with travel-related carbon-dioxide (CO2) emissions is essential for planners to encourage environmentally sustainable travel through transportation and land use policies. Applying gradient boosting decision trees to the data from the Minneapolis-St. Paul metropolitan area, this study addresses two gaps in the literature by identifying critical built environment determinants of CO2 emissions, and more importantly, illustrating threshold effects of built environment elements. The results show that three neighborhood-level built environment factors have the strongest influences on CO2 emissions: distance to the nearest transit stop, job density, and land use diversity. The distance to downtowns also has a substantial impact. This study further confirms that built environment variables are effective only within a certain range. These threshold effects offer valuable implications for planners to achieve desirable environmental benefits efficiently. © 2019 Elsevier Ltd",Climate change; Greenhouse gas emissions; Machine learning; Travel behavior; Urban form,"Wu X., Tao T., Cao J., Fan Y., Ramaswami A.",10.1016/j.trd.2019.08.018,5.63,0.58
