Cluster,Group,SubGroup,TitleWords,NumPhrases,Key-phrases,NumDocs,DocIds
1,0,4,"['land', 'use', 'urban']",15,"['land use dynamic', 'land use change', 'future land use', 'accelerated land use', 'urban intelligent navigator', 'sustainable urban planning', 'smart urban planning', 'landscape structural transformation', 'land expansion', 'land cover change', 'land change model', 'future land management', 'digital landscape model', 'accurate urban mapping', 'annual air pollution']",18,"[2, 17, 74, 84, 90, 96, 166, 172, 176, 177, 224, 332, 431, 455, 471, 521, 535, 537]"
1,0,5,"['data', 'land', 'use']",15,"['land use datasets', 'land use data', 'land use map', 'land use information', 'land classification dataset', 'land boundary data', 'vacant land spread', 'urban data', 'spatial data quality', 'sensed urban data', 'sensed activity data', 'digital urban data', 'area geospatial data', 'air quality data', 'historical topographic map']",15,"[12, 19, 70, 84, 96, 125, 177, 327, 329, 465, 521, 522, 531, 537, 538]"
1,0,6,"['land', 'urban', 'use']",15,"['Urban land use', 'urban land cover', 'truth land use', 'optimal urban land', 'urban vegetation mapping', 'urban greenery information', 'urban forest cover', 'residential land', 'landscape diversity', 'Land use', 'inefficient industrial land', 'green urban area', 'agricultural land', 'sand consumption', 'agricultural conversion']",25,"[17, 19, 21, 25, 31, 63, 64, 68, 102, 109, 112, 139, 176, 186, 204, 324, 329, 332, 382, 407, 431, 459, 471, 537, 576]"
1,0,7,"['urban', 'GIS', 'modelling']",14,"['urban hydrologic modelling', 'urban city modelling', 'urban water type', 'urban planning model', 'GIS modelling', 'volunteered geographic information', 'GIS workflow', 'GIS functionality', 'GIS approach', 'geospatial application', 'geographic information system', 'geographic information', 'elevation model', 'elevation']",15,"[12, 17, 26, 56, 84, 125, 147, 197, 223, 313, 503, 521, 537, 576, 580]"
1,0,8,"['land', 'cover', 'map']",14,"['landcover map', 'land cover mapping', 'land cover map', 'sensed land cover', 'land use mapping', 'land cover pattern', 'land cover extraction', 'land cover class', 'land cover', 'natural land', 'cloud coverage', 'settlement pattern', 'nonroad area removing', 'cadastral parcel layer']",19,"[30, 53, 76, 102, 113, 178, 186, 224, 245, 347, 364, 382, 407, 459, 505, 531, 537, 538, 539]"
1,0,9,"['urban', 'planning', 'building']",12,"['urban planning sector', 'urban planning', 'urban building', 'local urban planning', 'urban structure type', 'urban morphology', 'urban governance implication', 'urban development', 'individual building', 'common building typology', 'binary urban footprint', 'development zone construction']",38,"[3, 30, 41, 53, 70, 96, 110, 111, 126, 137, 144, 171, 176, 177, 197, 202, 223, 228, 237, 297, 367, 385, 428, 430, 444, 450, 451, 459, 460, 474, 488, 497, 506, 522, 531, 538, 540, 548]"
1,0,10,"['mapping', 'map', 'slum']",11,"['slum mapping', 'mapping', 'deprivation mapping', 'automatic mapping', 'urban slum area', 'slum', 'map revision', 'map', 'complex map production', 'change map', 'urban neighborhood']",10,"[19, 21, 71, 77, 110, 324, 531, 532, 568, 580]"
1,0,11,"['spatial', 'data', 'consumption']",10,"['water consumption data', 'spatial data', 'spatial logistic regression', 'spatial distribution', 'spatial', 'material consumption analysis', 'footprint data', 'Various graph measure', 'population density', 'distribution map']",10,"[30, 147, 197, 204, 223, 228, 297, 347, 459, 488]"
1,0,12,"['vegetation', 'mapping', 'greenery']",10,"['vegetation specie mapping', 'vegetation', 'greenery land cover', 'greenery auto extraction', 'difference vegetation index', 'climate zone mapping', 'shrubland coverage', 'green space analysis', 'environmental landscape attribute', 'climate analysis']",9,"[20, 72, 90, 99, 102, 150, 249, 382, 540]"
1,0,13,"['object', 'tree', 'small']",7,"['small object', 'tree', 'scene object', 'object', 'deciduous tree', 'appearance object', 'forest']",9,"[109, 125, 150, 156, 176, 186, 211, 245, 454]"
1,0,14,"['surface', 'openness', 'perennial']",3,"['surface openness', 'perennial drainage', 'anthropogenic impervious surface']",3,"[126, 401, 503]"
1,0,15,"['planning', 'coastal', 'area']",3,"['planning coastal area', 'conflict zone', 'bathymetry estimation']",3,"[166, 347, 469]"
1,1,0,"['data', 'dataset', 'datasets']",22,"['Sentinel datasets', 'fake datasets', 'Earth Observation datasets', 'datasets', 'training dataset', 'test dataset', 'large training dataset', 'large annotated dataset', 'satellite data', 'satellite big data', 'Planet database', 'big geo data', 'big data processing', 'big data', 'unlabeled learning classifier', 'remote sensing technique', 'remote sensing image', 'remote sensing', 'mislabeled training sample', 'GEE publication', 'Earth Engine platform', 'Copernicus mission satellite']",25,"[3, 17, 54, 63, 71, 72, 113, 126, 204, 237, 238, 292, 300, 324, 364, 367, 378, 389, 431, 437, 450, 459, 539, 564, 568]"
1,1,1,"['satellite', 'image', 'resolution']",20,"['resolution satellite image', 'satellite imagery', 'satellite image need', 'satellite image', 'RGB satellite image', 'resolution aerial imagery', 'IKONOS satellite imagery', 'fake satellite image', 'Street View image', 'Sentinel image', 'optical satellite', 'high spatial resolution', 'high resolution earth', 'supervoxels', 'spoofing', 'pixel level', 'parking lot pixel', 'optical data', 'multiscale Gabor filter', 'different street object']",32,"[20, 25, 26, 30, 41, 56, 63, 64, 76, 100, 110, 147, 166, 204, 223, 237, 242, 256, 292, 327, 389, 444, 465, 469, 471, 474, 503, 504, 506, 535, 540, 575]"
1,1,2,"['aerial', 'image', 'UAV']",13,"['aerial imagery', 'aerial image dataset', 'aerial image', 'unmanned aerial vehicle', 'unlabeled overhead imagery', 'UAV image', 'Spark RDD image', 'aerial orthophotos', 'aerial building dataset', 'UAV photogrammetry', 'UAV datasets', 'subsampled orthophoto', 'drone']",14,"[37, 54, 148, 220, 238, 249, 361, 378, 385, 454, 486, 505, 532, 535]"
1,2,0,"['descriptor', 'ensemble', 'learning']",20,"['ensemble learning', 'transfer learning', 'shape descriptor', 'many visual descriptor', 'feature descriptor', 'extreme learning machine', 'ensemble classifier', 'descriptor extraction', 'trained SVM classifier', 'SVM technique', 'SVM modeling', 'support vector regression', 'Support Vector Machine', 'invariant augmentation', 'feature importance', 'feature extraction', 'Ensemble method', 'Conditional random field', 'conditional adversarial term', 'adversarial training']",22,"[31, 37, 41, 54, 61, 68, 84, 105, 109, 137, 148, 156, 211, 242, 256, 329, 428, 439, 444, 504, 540, 575]"
1,2,1,"['tree', 'regression', 'classification']",15,"['tree specie classification', 'regression tree', 'boosted regression tree', 'weighted regression', 'regression domain', 'Random Forests classification', 'decision tree', 'XGBoost algorithm', 'rotation forest', 'logic', 'imbalanced data', 'fuzzy logic', 'Forest classifier', 'ffmax algorithm', 'data weighting']",16,"[31, 58, 70, 76, 102, 150, 171, 245, 300, 332, 430, 439, 474, 503, 506, 522]"
1,2,2,"['deep', 'learning', 'network']",13,"['deep learning scheme', 'deep learning model', 'deep learning framework', 'deep learning algorithm', 'deep belief network', 'neural network paradigm', 'neural network', 'deep representation', 'Deep learning paradigm', 'deep architecture', 'artificial neural network', 'fractal net evolution', 'cellular automaton model']",17,"[12, 19, 21, 81, 105, 111, 139, 156, 172, 292, 382, 389, 454, 465, 485, 522, 532]"
1,2,3,"['classification', 'image', 'task']",13,"['image classification task', 'supervised image classification', 'OLI image classification', 'image classification method', 'image classification approach', 'image classification', 'secondary task', 'object classification result', 'multilabel classification', 'CNN classification', 'binary feature classification', 'CNNs parameter', 'binary class']",16,"[17, 64, 68, 72, 113, 137, 150, 186, 245, 256, 361, 378, 385, 471, 539, 575]"
1,2,4,"['learning', 'machine', 'algorithms']",13,"['machine learning algorithms', 'machine learning technique', 'machine learning capability', 'machine learning algorithm', 'machine learning', 'inductive learning algorithms', 'supervised machine', 'supervised deep learning', 'deep learning', 'advanced mathematical algorithms', 'zonal modeling strategy', 'endogenous optimization method', 'artificial intelligence']",27,"[1, 71, 99, 112, 113, 144, 178, 182, 211, 220, 223, 224, 245, 249, 364, 378, 437, 439, 450, 469, 474, 497, 505, 538, 539, 564, 576]"
1,2,5,"['classification', 'classifier', 'model']",13,"['classification model', 'RF classifier', 'PEN Net classifier', 'model prediction', 'ge classifier', 'efficient classification', 'classifier', 'classification strategy', 'classification method', 'classification algorithms', 'classification', 'generalized machine learning', 'adaptive data reduction']",17,"[2, 37, 61, 81, 90, 102, 105, 109, 113, 166, 197, 202, 297, 401, 450, 531, 548]"
1,2,6,"['classification', 'accuracy', 'high']",11,"['high classification accuracy', 'high classification', 'classification accuracy', 'significant accuracy', 'consistent classification result', 'accuracy', 'RMSE value', 'prediction error', 'powerful sensor', 'hyperspectral system', 'accurate prediction']",13,"[20, 63, 68, 74, 197, 238, 327, 451, 454, 455, 505, 535, 539]"
1,2,7,"['network', 'convolutional', 'neural']",11,"['convolutional neural network', 'convolutional network', 'convolution neural network', 'residual network', 'highway unit network', 'generative adversarial network', 'basis function network', 'sparse coding', 'encoder', 'deep learning configuration', 'CNN architecture']",17,"[1, 3, 37, 74, 100, 110, 178, 220, 237, 256, 367, 428, 437, 460, 486, 504, 535]"
