DocId,key-phrases
85,"['GIS hotspot analysis', 'travel carbon emission', 'urban planning', 'carbon emission assessment', 'hotspot analysis']"
86,"['turbulent air flow', 'reduced order modelling', 'turbulent flow', 'Gaussian plume model', 'turbulent air']"
87,"['public transportation data', 'transportation data', 'visual analytics', 'public transport commuter', 'transport commuter']"
88,"['understanding city', 'urban analytics', 'urban system', 'deep computer vision', 'deep computer']"
89,"['urban thermal environment', 'physical urban form', 'urban spatial structure', 'urban ecological infrastructure', 'Urban green space']"
90,"['future land management', 'land management', 'land use land', 'Landsat image', 'land management practice']"
91,"['urban greening', 'urban greening policy', 'streetscapes', 'street accessibility', 'new urban data']"
92,"['smart city', 'modern smart city', 'Twitter data', 'urban function', 'modern city']"
93,"['public space', 'subjective perception', 'landscape', 'perception', 'perceptual variable']"
94,"['urban governance', 'data dashboard', 'analytics infrastructure', 'data', 'data capture']"
95,"['urban surface temperature', 'Urban architecture', 'mean architecture height', 'architecture height', 'building height']"
96,"['urban land planning', 'urban land use', 'land change model', 'land use transition', 'future land use']"
97,"['impact pedestrian activity', 'local pedestrian activity', 'influence pedestrian activity', 'pedestrian behavior modeling', 'urban walkability']"
98,"['urban thermal landscape', 'urban ecosystem', 'thermal landscape', 'thermal landscape pattern', 'thermal environment research']"
99,"['climate zone mapping', 'urban climate', 'climate zone', 'urban environment', 'scene classification task']"
100,"['Accurate road extraction', 'road centerline extraction', 'road extraction method', 'Multiscale road centerline', 'road extraction']"
101,"['urban geometric form', 'urban geometric type', 'building geometry', 'capture urban geometry', 'energy performance pattern']"
102,"['land cover data', 'resolution land cover', 'different land cover', 'green space analysis', 'data weighting']"
103,"['pedestrian landscape', 'pedestrian environment', 'good pedestrian landscape', 'pedestrian space', 'decision tree']"
104,"['land use pattern', 'urban land', 'multiple land use', 'convolutional neural network', 'neural network']"
105,"['hyperspectral datasets', 'standard hyperspectral datasets', 'hyperspectral pixel', 'Net classifier', 'novel neural network']"
106,"['deep learning car', 'learning car detection', 'Urban traffic flow', 'Urban traffic', 'CNN model']"
107,"['urban planning', 'urban system', 'many urban planning', 'local urban context', 'urban location']"
108,"['transportation route planning', 'big geodata analysis', 'public transportation route', 'route planning', 'big geodata']"
109,"['urban vegetation mapping', 'vegetation mapping', 'urban vegetation', 'SAR imagery', 'extreme learning machine']"
110,"['deprivation mapping', 'automated deprivation mapping', 'urban deprivation', 'deprivation area', 'heterogeneous deprivation area']"
111,"['complex road network', 'complete road network', 'complex road', 'road network', 'centerline extraction']"
112,"['Regional mapping', 'essential urban land', 'land use category', 'urban parcel', 'map']"
113,"['surface land cover', 'use land cover', 'machine learning technique', 'NN ge classifier', 'ge classifier']"
114,"['Effective urban ventilation', 'urban ventilation', 'building ventilation potential', 'building ventilation', 'indoor building ventilation']"
115,"['street quality', 'Urban data', 'urban planning practice', 'street', 'clustering']"
116,"['pedestrian motion', 'pedestrian behavior', 'pedestrian crossing', 'crosswalk', 'pedestrian']"
117,"['urban segregation', 'residential segregation', 'Ethnoracial residential segregation', 'spatial segregation', 'segregation']"
118,"['travel behavior interpretation', 'Automated urban travel', 'urban travel interpretation', 'trajectory segmentation', 'travel mode detection']"
119,"['urban building', 'spatial modeling approach', 'building energy performance', 'urban building stock', 'spatial modeling']"
120,"['Landslide susceptibility assessment', 'wildfire burnt area', 'landslide worldwide', 'burnt catchment', 'landslide']"
121,"['urban pluvial flood', 'pluvial flood vulnerability', 'location problem model', 'flood vulnerability', 'location allocation model']"
122,"['navigate intersection', 'automated vehicle', 'complex urban environment', 'scene decomposition', 'scene decomposition approach']"
123,"['Mobile crowdsensing', 'urban data collection', 'deep reinforcement', 'spatial temporal coverage', 'vehicle selection algorithm']"
124,"['Extracting leisure activity', 'urban leisure', 'leisure ontology', 'leisure activity potential', 'tourism research']"
125,"['sensed urban data', 'vehicle extraction', 'single vehicle extraction', 'computer vision', 'vehicle']"
126,"['anthropogenic impervious surface', 'remote sensing technique', 'impervious surface extraction', 'urban runoff', 'impervious surface']"
127,"['crime security game', 'opportunistic crime security', 'optimal police', 'police strategy', 'urban crime']"
128,"['basin governance', 'nexus governance debate', 'resource security governance', 'nexus governance', 'governance debate']"
129,"['perceives AI technology', 'AI application area', 'intelligence technology', 'related urban planning', 'popular AI technology']"
130,"['landslide susceptibility simulation', 'landslide prevention', 'landslide inventory', 'frequent natural disaster', 'historical landslide']"
131,"['residential land growth', 'land use planning', 'land growth simulation', 'land use conversion', 'urban growth trajectory']"
132,"['semantic address matching', 'address matching', 'address match', 'unstructured address data', 'unstructured address record']"
133,"['traffic prediction', 'machine learning method', 'machine learning', 'traffic speed', 'traffic management']"
134,"['open urban data', 'Urban data', 'visualization technique', 'urban data set', 'visualization']"
135,"['urban identity', 'new urban pattern', 'urban pattern', 'city', 'Feature extraction']"
136,"['soundscape assessment', 'urban soundscape mapping', 'soundscape mapping', 'urban soundscape', 'future soundscape mapping']"
137,"['airborne LIDAR data', 'different LIDAR data', 'LIDAR data need', 'binary classification', 'binary classification approach']"
138,"['climate solution research', 'climate solution', 'climate change mitigation', 'machine learning', 'machine learning study']"
139,"['predict urban expansion', 'future urban expansion', 'agricultural land', 'urbanization', 'urban expansion']"
140,"['Urban planning', 'Urban planning student', 'urban planner', 'big data', 'planning education']"
141,"['traffic forecast feature', 'traffic forecast', 'time traffic forecast', 'road traffic management', 'adaptive traffic control']"
142,"['Predictive analytics', 'proactive property vacancy', 'prevent vacant property', 'property vacancy policy', 'property vacancy']"
143,"['dynamic land use', 'Land use data', 'Urbanization process', 'spatiotemporal neighborhood feature', 'spatiotemporal neighborhood']"
144,"['point cloud classification', 'cloud classification', 'Aerial point cloud', 'machine learning algorithm', 'geometric feature']"
145,"['urban park access', 'park accessibility', 'geographical accessibility model', 'park accessibility change', 'declined park accessibility']"
146,"['urban design parameter', 'campus design parameter', 'urban design approach', 'campus design', 'urban design']"
147,"['urban hydrologic modelling', 'urban catchment area', 'hydrologic modelling', 'detailed land cover', 'urban catchment']"
148,"['semantic segmentation', 'image semantic inpainting', 'semantic segmentation task', 'unlabeled overhead imagery', 'semantic inpainting']"
149,"['urban design decision', 'urban design alternative', 'geometric urban form', 'design decision making', 'urban form scenario']"
150,"['vegetation specie mapping', 'tree specie classification', 'vegetation specie', 'deciduous tree specie', 'hyperspectral data cube']"
151,"['city temperature prediction', 'temperature prediction model', 'temperature forecast system', 'temperature prediction', 'air temperature forecast']"
152,"['NLOS multipath detection', 'NLOS classifier', 'navigation satellite', 'navigation satellite system', 'support vector']"
153,"['personality classification method', 'personality classification', 'data mining technique', 'natural language processing', 'data mining']"
154,"['flooding prediction', 'pluvial flooding prediction', 'Urban pluvial flooding', 'flood occurrence', 'pluvial flood event']"
155,"['future land change', 'urban expansion pattern', 'balance urban expansion', 'predicted map', 'transition map']"
156,"['building size prediction', 'building footprint', 'building size', 'deep learning framework', 'building']"
157,"['urban agglomeration scale', 'sustainable urban development', 'total urban area', 'scattered urban form', 'ideal urban form']"
158,"['road traffic prediction', 'traffic profiling', 'traffic congestion detection', 'Trajectory clustering', 'unsupervised incremental learning']"
159,"['Inferring urban performance', 'discrete urban space', 'various urban feature', 'urban design', 'urban morphology']"
160,"['land use policy', 'land management', 'hierarchical farmland protection', 'urbanizing area', 'hierarchical farmland']"
161,"['transportation mode recognition', 'transportation mode information', 'deep learning method', 'deep learning', 'LSTM network']"
162,"['subjective data', 'machine learning', 'data science technique', 'urban green space', 'data science']"
163,"['distance localization', 'cellular tower', 'mean distance localization', 'distance localization error', 'cellular base transceiver']"
164,"['Social medium data', 'participatory urban planning', 'Computational social medium', 'city structure', 'data analysis']"
165,"['Iran arid area', 'aridity index', 'compatible aridity index', 'Iq aridity index', 'aridity trend']"
166,"['land cover information', 'coastal area development', 'planning coastal area', 'area development', 'dense vegetation']"
167,"['urban pattern', 'knowledge discovery technique', 'urban research', 'data mining', 'urban phenomenon']"
168,"['landslide susceptibility model', 'landslide hazard', 'shallow landslide susceptibility', 'potential landslide runout', 'potential landslide']"
169,"['urban behaviour', 'urban sensing', 'energy usage pattern', 'energy usage', 'occupant behaviour']"
170,"['Smart City dimension', 'classifier', 'city service dimension', 'social network message', 'urban data']"
171,"['airborne LiDAR datasets', 'LiDAR datasets', 'airborne LiDAR point', 'LiDAR point', 'robust segmentation framework']"
172,"['smart urban planning', 'influence building height', 'Rapid urbanization', 'urbanization', 'spatial characteristic']"
173,"['green infrastructure', 'urban planning practice', 'fuzzy inference system', 'fuzzy inference', 'dynamic urbanscapes']"
174,"['urban functional zone', 'zone classification approach', 'functional zone classification', 'XGBoost classification', 'zone classification']"
175,"['graph machine learning', 'Graph convolutional network', 'citation network', 'social network', 'graph machine']"
176,"['landscape structural transformation', 'landscape structure', 'urban governance implication', 'urban governance', 'forested land']"
177,"['urban morphology', 'urban structure', 'different urban structure', 'urban structure type', 'land use information']"
178,"['SAR image classification', 'SAR remote sensing', 'SAR image interpretation', 'highway unit network', 'hierarchic feature representation']"
179,"['thermal comfort prediction', 'Thermal sensation prediction', 'comfort prediction', 'Thermal comfort', 'suitable thermal comfort']"
180,"['business zone recommender', 'zone recommender system', 'zone recommender', 'zone recommendation system', 'business zone']"
181,"['urban sound recognition', 'sound recognition', 'audio descriptor', 'automatic sound recognizer', 'Automatic sound recognition']"
182,"['urban feature extraction', 'athens agglomeration', 'urbanization rate', 'urban feature', 'industrial area']"
183,"['use expert system', 'effective urban planning', 'use expert', 'planning problem', 'expert']"
184,"['area intelligent classification', 'urban area', 'intelligent classification', 'multiple classifier', 'automatic classification']"
185,"['Building Energy Information', 'energy demand', 'smart city', 'energy consumption', 'urban sustainability']"
186,"['urban tree coverage', 'land cover feature', 'tree coverage', 'CNN classification', 'Urban tree']"
187,"['government knowledge graph', 'Kadaster knowledge graph', 'knowledge graph', 'open data', 'open government knowledge']"
188,"['international development', 'Positive deviance', 'data', 'positive deviance face', 'development impact']"
189,"['transportation mode classification', 'mode classification method', 'mode classification', 'different transportation mode', 'transportation mode']"
190,"['regional development', 'futuristic urban design', 'thin globalization', 'globalization', 'advantage innovation']"
191,"['human mobility prediction', 'mobility prediction model', 'mobility prediction', 'urban traffic gravity', 'traffic gravity model']"
192,"['human design process', 'urban design problem', 'interactive design', 'interactive machine learning', 'urban design']"
193,"['mobile phone activity', 'phone activity', 'land use classification', 'phone data', 'mobile phone data']"
194,"['sidewalk design', 'street view image', 'random forest', 'street view', 'urban environment']"
195,"['gaze analysis system', 'Visual gaze analysis', 'gaze analysis', 'gaze vector', 'Visual gaze']"
196,"['urban space', 'spatial environment concern', 'spacescapes', 'spatial agent', 'spatial environment']"
197,"['GIS approach', 'spatial analysis', 'classification technique', 'classification scheme', 'classification']"
198,"['body mass index', 'obesity', 'decision tree', 'urban planner', 'body mass']"
199,"['urban heat hazard', 'Urban ambient air', 'heat hazard mapping', 'air temperature estimation', 'temperature data']"
200,"['emotional computing technics', 'emotion information', 'emotional computing concept', 'emotional computing', 'human emotion']"
201,"['environmental noise pollution', 'noise pollution', 'pollution level', 'environmental noise', 'pollution']"
202,"['urban footprint', 'binary urban footprint', 'growth prediction', 'Spatiotemporal modeling', 'urban region']"
203,"['urban functional zoning', 'spatial clustering', 'smart city field', 'traffic data', 'taxi trajectory']"
204,"['urban forest cover', 'urban forest', 'Random Forest machine', 'forest cover', 'forest']"
205,"['traffic accident prediction', 'accident prediction', 'citywide traffic accident', 'urban traffic management', 'urban data']"
206,"['urban environmental problem', 'important urban characteristic', 'urban characteristic', 'heat island study', 'heat island research']"
207,"['intelligent transportation system', 'intelligent transportation', 'fuzzy reasoning', 'fuzzy logic', 'fuzzy reasoning scheme']"
208,"['unstructured community input', 'crowdsourcing', 'collaborative city planning', 'collaborative city', 'unstructured community']"
209,"['electric load forecasting', 'electrical load forecasting', 'load forecasting', 'electrical load prediction', 'Load prediction']"
210,"['traffic path', 'lighter traffic path', 'traffic condition', 'Deep neural network', 'Traffic grid']"
211,"['shape descriptor', 'robust feature extraction', 'object representation', 'object recognition', 'robust feature']"
212,"['city life', 'sociodemographics', 'urban sociology', 'crowdsourcing game', 'urban scene']"
213,"['urban natural ventilation', 'indoor ventilation potential', 'indoor ventilation', 'indoor natural ventilation', 'natural ventilation potential']"
214,"['localization accuracy', 'receiver location', 'average localization accuracy', 'source localization', 'urban environment']"
215,"['Intelligent driver assist', 'Intelligent driver', 'driver assist system', 'driver assist', 'driver assist device']"
216,"['integrated tourism planning', 'tourism planning', 'domain ontology', 'integrated tourism', 'ontology']"
217,"['scene classification', 'semantic image classification', 'image classification', 'semantic image', 'urban scene']"
218,"['urban regeneration layout', 'evolutionary urban layout', 'urban layout generation', 'urban regeneration planning', 'automated urban layout']"
219,"['medical IoT sensor', 'sustainable smart city', 'IoT sensor network', 'IoT sensor', 'deep learning']"
220,"['aerial building dataset', 'spatial pyramid pooling', 'rural building dataset', 'distinguish building', 'receptive field']"
221,"['water demand modeling', 'water demand pattern', 'predictive model', 'water demand', 'water management']"
222,"['urban spatial pattern', 'GIS data', 'sustainable planning', 'Climate Zone classification', 'spatial structure']"
223,"['urban building', 'classification model', 'GIS workflow', 'machine learning capability', 'machine learning']"
224,"['accelerated land use', 'land use transformation', 'land use harmonization', 'major land use', 'land cover category']"
225,"['traffic flow prediction', 'flow prediction', 'intelligent transportation system', 'principal component analysis', 'traffic flow']"
226,"['water quality timeseries', 'water quality time', 'Outlet water quality', 'water quality', 'neural network analysis']"
227,"['city image dimension', 'city image', 'latent Dirichlet allocation', 'city branding', 'Dirichlet allocation']"
228,"['Population spatialization', 'population mapping', 'population density', 'gridded population density', 'population modeling']"
229,"['rockfall hazard assessment', 'comprehensive rockfall hazard', 'rockfall hazard', 'rockfall kinematic model', 'rockfall probability']"
230,"['Drone Future', 'drone', 'landscape observation', 'construction monitoring', 'urban condition']"
231,"['complex urban governance', 'smart urbanization', 'smart city initiative', 'urban governance dilemma', 'AI economy']"
232,"['urban policy', 'urban infrastructure', 'urban infrastructure investment', 'urban data framework', 'inclusive planning']"
233,"['urban redevelopment', 'topic modeling', 'text mining', 'redevelopment', 'building information']"
234,"['urban development pattern', 'urban development', 'urbanization process', 'landscape metric model', 'geography']"
235,"['artificial neural network', 'collusion occurrence', 'neural network', 'collusion occurrence probability', 'construction sector']"
236,"['urban freight transportation', 'freight transportation system', 'urban freight', 'friendly urban freight', 'genetic algorithm']"
237,"['fake satellite image', 'Satellite image spoofing', 'fake satellite', 'fake datasets', 'image spoofing']"
238,"['aerial imagery', 'UAV datasets', 'UAV data', 'basemaps', 'labeled training']"
239,"['urban valuation estimation', 'urban valuation', 'urban scene data', 'property assessment', 'land value']"
240,"['vehicular data', 'interactive traffic control', 'vehicular traffic', 'traffic control system', 'Traffic control']"
241,"['crime forecasting', 'crime data', 'information system', 'urban data', 'geospatial data']"
242,"['Accurate urban area', 'urban area information', 'resolution satellite imagery', 'resolution satellite image', 'city planning']"
243,"['crowd surveillance', 'crowd analysis', 'crowd analysis benchmark', 'image descriptor', 'compressed sensing']"
244,"['intelligence urban model', 'Urban land use', 'urban dynamic process', 'urban system', 'land dynamic modelling']"
245,"['accurate land cover', 'image classification technique', 'high classification', 'classification technique', 'accurate classifier']"
246,"['soundscape recognition', 'soundscape recognition aim', 'soundscapes', 'soundscape', 'sound recognition task']"
247,"['urban growth planning', 'urban development pattern', 'different urban development', 'urban sprawl', 'sprawl development']"
248,"['sustainable urban planning', 'big data mining', 'urban dynamic', 'unstructured data', 'medium big data']"
249,"['UAV photogrammetry', 'building extraction accuracy', 'UAV image', 'segmentation', 'building area']"
250,"['smart city lie', 'big data analysis', 'civic query data', 'big data', 'civic participation platform']"
251,"['usable floor area', 'spatial information system', 'spatial information', 'urban environmental problem', 'floor area']"
252,"['greenway planning', 'optimized greenway suitability', 'urban greenway network', 'greenway suitability analysis', 'urban design theory']"
253,"['geographic information system', 'GIS map', 'sustainable urban management', 'geospatial technology', 'geographic data']"
254,"['urban climate mitigation', 'urban climate change', 'urban climate assessment', 'upscaling urban climate', 'climate assessment']"
255,"['boosted regression', 'colder air mass', 'colder air', 'wind index', 'topographic wind index']"
256,"['conditional adversarial term', 'digital elevation', 'inexpensive satellite imagery', 'dataset', 'learned uncertainty estimate']"
257,"['air pollution', 'pollution control', 'regression model', 'statistical model', 'vegetation distribution']"
258,"['community detection algorithm', 'clustering process', 'clustering', 'clustering result', 'community detection']"
259,"['urban design plan', 'urban design task', 'urban design', 'automatic design', 'inspires urban designer']"
260,"['mobility pattern discovery', 'big transit data', 'geovisual analytics', 'transit network data', 'transit mobility']"
261,"['railway safety', 'railway enable safety', 'big data analysis', 'data mining', 'passenger data']"
262,"['Enhanced urban clustering', 'urban clustering', 'online machine learning', 'clustering protocol', 'available clustering protocol']"
263,"['slum area', 'slum', 'Poverty rate', 'monetary poverty', 'poverty']"
264,"['topic identification', 'several subject area', 'data mining technique', 'data mining', 'machine learning']"
265,"['spatiotemporal pattern mining', 'city spatiotemporal pattern', 'tensor factorization', 'spatiotemporal data', 'matrix tensor factorization']"
266,"['Structural health monitoring', 'health monitoring installation', 'Structural health', 'health monitoring', 'Health Monitoring utility']"
267,"['RF fingerprint localization', 'RF fingerprint database', 'RF fingerprint', 'fingerprint localization', 'effective localization method']"
268,"['smart urban environment', 'videogame environment', 'game environment', 'smart environment', 'playable city']"
269,"['Urban multisensory laboratory', 'Urban multisensory', 'urban sensory lab', 'urban sensory', 'multisensory laboratory']"
270,"['activity prediction', 'prediction challenging', 'decision tree', 'prediction', 'prediction capability']"
271,"['land use mapping', 'land use information', 'Urban land use', 'Land use map', 'Urban land']"
272,"['wearable fall detection', 'fall detection', 'human fall detection', 'fall detection system', 'automatic wearable fall']"
273,"['urban traffic control', 'air quality concern', 'air quality limitation', 'vehicle emission', 'intelligent routing']"
274,"['Maharashtra government', 'Maharashtra government doe', 'urban plan', 'central government', 'development plan']"
275,"['space conceptualization', 'urban planning', 'cooperative space conceptualization', 'space perception', 'urban environment']"
276,"['automated vacuum waste', 'waste collection optimization', 'vacuum waste collection', 'urban waste disposal', 'waste collection']"
277,"['personality classification task', 'player personality behavior', 'player personality', 'personality behavior', 'possible personality class']"
278,"['collaborative chat', 'computational linguistics', 'natural language', 'novel computational linguistics', 'online educational game']"
279,"['smart city model', 'omnichannel service', 'city model', 'urban economy', 'city model composition']"
280,"['GPS signal', 'raw GPS measurement', 'GPS measurement', 'positioning accuracy', 'attenuate GPS signal']"
281,"['intelligent city', 'terrorist action signal', 'intelligence identification layer', 'intelligent city construction', 'intelligence inference layer']"
282,"['planning support system', 'effective digital planning', 'planning support', 'digital planning', 'participatory analytics']"
283,"['geographical cluster', 'Geographical measure', 'urban place detection', 'urban place', 'place detection']"
284,"['commercial district discovery', 'unsupervised commercial district', 'graph convolution network', 'district discovery framework', 'hierarchical clustering']"
285,"['swarm intelligence', 'unmanned aerial vehicle', 'dynamic flight plan', 'harmonious smart ecosystem', 'smart ecosystem']"
286,"['outdoor thermal comfort', 'sustainable architecture', 'sustainable architecture strategy', 'thermal comfort improvement', 'engineering energy modeling']"
287,"['urban infrastructure', 'geospatial data', 'building footprint', 'local height data', 'building']"
288,"['urban traffic flow', 'intelligent transportation', 'traffic trajectory', 'clustering algorithm', 'traditional clustering algorithm']"
289,"['Machine Learning technique', 'ML model', 'improved urban planning', 'unprecedented urban growth', 'urban growth']"
290,"['reduced residential segregation', 'immigrant assimilation', 'urban area', 'open urban area', 'assimilation']"
291,"['path loss prediction', 'prediction path loss', 'loss prediction', 'path loss dataset', 'LTE network']"
292,"['global feature fusion', 'deep representation', 'remote sensing image', 'deep framework', 'global latent feature']"
293,"['urbanization process', 'artificial intelligence approach', 'urbanization', 'artificial intelligence', 'KNN algorithm']"
294,"['land use planning', 'human planning', 'scenario planning', 'different human planning', 'traditional scenario planning']"
295,"['urban event cause', 'urban event', 'Crosstown traffic', 'event data', 'event impact']"
296,"['geographic contextual information', 'graph attention network', 'learned embeddings', 'embeddings', 'flow prediction']"
