Cluster,Group,SubGroup,TitleWords,NumPhrases,Key-phrases,NumDocs,DocIds
0,0,0,"['urban', 'data', 'space']",33,"['urban space', 'urban planning data', 'urban green space', 'urban data science', 'urban data analysis', 'urban data', 'understanding urban space', 'discrete urban space', 'urbanization', 'urban study', 'urban network analysis', 'urban morphology', 'urban mobility structure', 'urban mobility scenario', 'urban informal economy', 'urban human activity', 'urban decision', 'timely socioeconomic data', 'human urban behavior', 'government use data', 'census data', 'building permit data', 'Urban placeness', 'Urban human mobility', 'residential travel census', 'modular decision', 'land use detection', 'land use classification', 'geodemographic classification', 'complex network analysis', 'city activity', 'city', 'centrality']",40,"[3, 32, 38, 55, 69, 84, 97, 110, 124, 127, 200, 202, 210, 258, 272, 311, 324, 326, 337, 353, 355, 356, 359, 362, 375, 410, 412, 417, 430, 467, 468, 504, 510, 536, 542, 544, 550, 562, 571, 584]"
0,0,1,"['urban', 'planning', 'system']",26,"['urban planning system', 'urban resource planning', 'urban planning', 'urban complex system', 'urban walkability', 'urban redevelopment', 'urban planner', 'urban neighborhood', 'urban environment', 'urban critical infrastructure', 'large urban police', 'large urban area', 'historical urbanization', 'dynamic urban theory', 'property vacancy', 'popularity', 'popular place', 'planner', 'optimal police', 'neighborhood scale', 'local real estate', 'livability improvement', 'disaster response', 'COVID pandemic', 'city development', 'built environment practitioner']",43,"[4, 63, 84, 104, 124, 125, 133, 146, 191, 202, 211, 233, 244, 249, 257, 261, 264, 272, 291, 324, 336, 345, 353, 355, 363, 364, 395, 422, 428, 432, 459, 485, 486, 491, 504, 516, 530, 536, 537, 545, 546, 562, 574]"
0,0,2,"['functional', 'analysis', 'urban']",25,"['urban functional zoning', 'urban functional region', 'geospatial analysis', 'geographic analysis', 'geodata analysis', 'functional region', 'workshop', 'Street vending', 'starbucks post', 'spatial heterogeneity', 'socioeconomic status', 'socioeconomic feature', 'social science study', 'restaurant', 'poverty research', 'online gis', 'international development', 'industry', 'geovisual analytics', 'geography', 'food business', 'contextual influence', 'contextual attribute', 'capture spatial correlation', 'analyze place']",23,"[3, 30, 104, 202, 281, 291, 311, 326, 355, 362, 364, 375, 388, 412, 415, 417, 428, 467, 486, 491, 544, 545, 560]"
0,0,3,"['spatial', 'context', 'information']",15,"['spatial information', 'spatial context', 'geographic contextual information', 'urban context feature', 'spatial status', 'spatial familiarity', 'neighborhood contexts', 'location context', 'work place detection', 'similar region', 'location semantic predicting', 'government knowledge graph', 'geographic knowledge graphs', 'distinguish geographical proximity', 'big geodata']",15,"[4, 210, 249, 264, 273, 336, 345, 375, 433, 486, 499, 542, 545, 546, 574]"
0,0,4,"['urban', 'smart', 'future']",15,"['urban area smart', 'Smart urban future', 'future smart city', 'urban safety control', 'urban heat monitoring', 'urban ground sensing', 'smart city environment', 'advanced urban application', 'Urban computing', 'retail store placement', 'optimal store placement', 'lockdown policy', 'edge computing', 'commercial district discovery', 'business zone recommender']",15,"[22, 97, 145, 156, 243, 272, 300, 358, 364, 410, 432, 468, 511, 544, 584]"
0,0,5,"['urban', 'problem', 'issue']",15,"['urban problem complaint', 'urban issue', 'urban governance issue', 'scale urban problem', 'urban stakeholder', 'urban health', 'urban event causes', 'thing multiagent system', 'service infrastructure', 'high resolution grid', 'civic participation platform', 'city service dimension', 'city image dimension', 'citizen report', 'citizen profile']",13,"[3, 55, 191, 194, 235, 244, 261, 264, 434, 451, 502, 503, 537]"
0,0,6,"['pedestrian', 'area', 'movement']",14,"['reachable area', 'population movement', 'pedestrian motion', 'pedestrian', 'implicit geographic movement', 'impact pedestrian activity', 'area feature', 'spatial temporal coverage', 'kernelized random walk', 'kernel density', 'human mobility pattern', 'human mobility', 'distance value', 'distance feature']",14,"[22, 127, 156, 200, 281, 362, 363, 364, 382, 407, 423, 428, 459, 510]"
0,0,7,"['data', 'urban', 'dataset']",14,"['Yelp hierarchical dataset', 'urban data set', 'urban data exploration', 'OpenStreetMap dataset', 'open urban data', 'massive urban data', 'intelligent urban data', 'geolocated dataset', 'crucial urban data', 'urban activity inference', 'restaurant data', 'large data set', 'Enhanced urban clustering', 'data rich landscape']",12,"[30, 133, 210, 346, 353, 382, 493, 502, 503, 504, 543, 573]"
0,0,8,"['population', 'data', 'location']",13,"['population data', 'spatial location demographic', 'population map', 'population', 'pedestrian count data', 'nighttime population number', 'location category', 'unlabeled customer coordinate', 'place modeling', 'likelihood map', 'geotagging', 'geotagged photo', 'geoparsing algorithm']",12,"[32, 104, 124, 133, 353, 358, 362, 373, 415, 428, 435, 511]"
0,0,9,"['urban', 'data', 'heterogeneous']",5,"['heterogeneous urban datasets', 'heterogeneous urban data', 'model urban data', 'different urban data', 'Inferring urban performance']",5,"[298, 337, 364, 428, 527]"
0,1,0,"['travel', 'mobility', 'data']",28,"['mobility data mining', 'mobility data', 'human mobility data', 'vehicular data', 'travel pattern', 'travel mode detection', 'travel mode choice', 'travel demand model', 'travel behavior research', 'travel behavior interpretation', 'travel activity', 'temporal mobility pattern', 'specific travel time', 'mobility structure detection', 'mobility pattern discovery', 'individual travel behavior', 'human mobility prediction', 'historical data', 'emergency travel time', 'driver survey data', 'transportation mode recognition', 'transportation mode classification', 'temporal trend', 'ridership pattern', 'mode detection', 'massive itinerary', 'historical trajectory', 'historical exploration route']",27,"[30, 69, 104, 134, 233, 257, 261, 281, 296, 326, 373, 392, 395, 423, 425, 430, 433, 451, 459, 491, 503, 516, 522, 530, 536, 555, 571]"
0,1,1,"['trajectory', 'data', 'dataset']",18,"['trajectory dataset', 'GPS trajectory dataset', 'trajectory data', 'taxi journey dataset', 'system trajectory data', 'GPS trajectory data', 'bike trajectory data', 'trajectory segmentation', 'flow data', 'eye movement data', 'urban logistics system', 'urban freight transportation', 'Trajectory clustering', 'logistics transportation', 'fleet service analysis', 'exploratory taxi fleet', 'bike flow pattern', 'bike']",16,"[4, 110, 127, 138, 156, 249, 298, 321, 334, 395, 407, 423, 435, 499, 522, 571]"
0,1,2,"['transportation', 'data', 'public']",17,"['public transportation data', 'transportation data management', 'traditional public transportation', 'transportation impact', 'traffic data', 'public transit travel', 'passenger data', 'big transit data', 'aggregated public transit', 'Transportation', 'train', 'road monitoring application', 'road hazard warning', 'railway safety', 'intercity bus', 'impact', 'high accident risk']",15,"[13, 63, 69, 138, 145, 243, 311, 319, 326, 343, 392, 502, 546, 555, 587]"
0,1,3,"['traffic', 'activity', 'incident']",13,"['traffic incident analysis', 'traffic profiling', 'traffic pattern detection', 'traffic crash location', 'traffic analysis application', 'road incident detector', 'monitoring road traffic', 'Extracting leisure activity', 'activity transition', 'activity recommendation', 'activity', 'tourist flow', 'Data mining tourism']",13,"[32, 124, 133, 295, 321, 334, 370, 417, 439, 516, 522, 527, 573]"
0,1,4,"['commute', 'daily', 'pattern']",3,"['daily commute pattern', 'commute', 'commuting trip']",3,"[134, 296, 373]"
0,2,0,"['data', 'big', 'social']",26,"['social sensing data', 'social medium data', 'social data', 'ERI big data', 'big data revolution', 'big data analysis', 'big data', 'Web data', 'twitter data', 'subjective data', 'POI data', 'open data', 'data browsing', 'data', 'crowdsensed datasets', 'crowd data', 'complementary data', 'civic query data', 'typical source', 'Twitter interaction', 'tweet', 'recommendation quality', 'Mobile crowdsensing', 'informal civic query', 'Foursquare user', 'facebook']",32,"[3, 13, 32, 133, 134, 139, 155, 191, 194, 200, 202, 211, 220, 295, 296, 336, 343, 355, 375, 407, 412, 415, 417, 434, 468, 485, 504, 542, 544, 550, 562, 573]"
0,2,1,"['analytics', 'graph', 'network']",23,"['social network analytics', 'graph convolution network', 'visual analytics framework', 'thematic analytics framework', 'sport analytics', 'Predictive analytics', 'participatory analytics approach', 'graph machine learning', 'graph fusion module', 'citation network', 'association graph', 'analytics', 'visualization technique', 'visual clutter', 'visual Analytics', 'risk analysis', 'Qualitative Evaluation', 'Positive deviance', 'exploratory monitoring', 'data visualization', 'data dashboard', 'attention', 'Analysis']",21,"[22, 83, 125, 156, 184, 243, 343, 359, 384, 388, 415, 432, 438, 493, 502, 503, 511, 543, 546, 562, 584]"
0,2,2,"['data', 'unsupervised', 'unstructured']",18,"['unsupervised data', 'unstructured text data', 'unstructured data', 'various data science', 'unsupervised incremental learning', 'unsupervised graphical model', 'unstructured community input', 'textual feedback data', 'text datasets', 'multimodal data distribution', 'data interpretation', 'data analysis', 'social network message', 'social medium', 'sentiment analysis result', 'natural language processing', 'collaborative heterogeneous information', 'annotation model']",14,"[97, 139, 200, 235, 324, 334, 387, 438, 485, 493, 499, 510, 511, 574]"
0,3,0,"['learning', 'machine', 'technique']",22,"['machine learning technique', 'online machine learning', 'machine learning technology', 'machine learning method', 'machine learning algorithms', 'machine learning algorithm', 'machine learning', 'extreme learning machine', 'supervised machine', 'multitask learning framework', 'machine', 'knowledge learning system', 'Interactive visual learning', 'data mining technique', 'collective learning', 'Active learning', 'particle swarm optimization', 'paper', 'image labeling system', 'heuristic propagation', 'genetic algorithm', 'Analysing Flickr photos']",36,"[13, 83, 104, 117, 125, 145, 146, 184, 191, 211, 240, 244, 261, 273, 304, 307, 309, 346, 373, 384, 387, 412, 430, 435, 451, 461, 467, 468, 493, 537, 542, 543, 545, 546, 550, 560]"
0,3,1,"['model', 'prediction', 'robust']",17,"['robust forecasting model', 'Robust prediction', 'Regression model performs', 'predictive model', 'prediction', 'learning model', 'high performance prediction', 'hidden Markov model', 'forecast model', 'feature generation model', 'distribution prediction', 'different prediction methodology', 'classification model', 'training sample', 'top predictive feature', 'Selection Operator regression', 'high accuracy']",20,"[83, 97, 110, 156, 191, 273, 295, 298, 304, 307, 345, 346, 355, 362, 382, 422, 430, 466, 519, 530]"
0,3,2,"['crime', 'terrorist', 'prediction']",14,"['terrorist attack prediction', 'crime prediction', 'terrorist action signal', 'crime security game', 'video surveillance', 'synchronized functioning', 'sensitive threat event', 'security camera', 'offensive strategy', 'event processing system', 'Crime Detection', 'cctv image series', 'capture system', 'anomaly detection method']",11,"[83, 117, 184, 243, 264, 370, 430, 439, 466, 537, 561]"
0,3,3,"['classification', 'classifier', 'tree']",14,"['various classification', 'regression tree', 'random forest classifier', 'LightGBM classifier', 'decision tree', 'classifier', 'classification method', 'classification', 'random forest', 'person detection method', 'labeling', 'gradient boosting', 'contain', 'branding']",15,"[4, 32, 38, 55, 84, 220, 235, 244, 281, 309, 423, 466, 555, 573, 574]"
0,3,4,"['network', 'neural', 'deep']",13,"['memory neural network', 'Deep neural network', 'convolutional neural network', 'autoregressive neural network', 'LSTM network', 'deep mind analytics', 'deep learning', 'deep analysis', 'convolutional network', 'variational autoencoder', 'Multilayer Perceptron model', 'LSTM model', 'CNN model']",15,"[63, 155, 240, 249, 304, 319, 321, 359, 370, 388, 392, 425, 439, 450, 536]"
0,3,5,"['reinforcement', 'learning', 'factorization']",12,"['inverse reinforcement learning', 'tensor factorization', 'representation learning', 'nonnegative matrix factorization', 'deep reinforcement', 'word embedding', 'region embeddings', 'principal component analysis', 'learned embeddings', 'hyperdimensional computing', 'dimensionality reduction', 'corpus training']",12,"[220, 233, 258, 273, 281, 295, 334, 407, 410, 425, 491, 519]"
0,3,6,"['sequence', 'advance']",2,"['sequence', 'advance']",2,"[240, 296]"
