NumTopics,Cluster,NumDocs,Percent,DocId,Score,LDATopics
4,9,8,0.02,"[5, 30, 47, 174, 208, 209, 262, 351]",-4.05149384315868,"[{'topic': ['noise', 'traffic', 'road traffic', 'road', 'difference', 'response', 'traffic noise', 'road traffic noise', 'house', 'activity'], 'score': -0.138629436103989}, {'topic': ['environment', 'design', 'soundscape', 'system', 'sound', 'people', 'method', 'acoustic environment', 'built environment', 'aspect'], 'score': -2.4091457888756236}, {'topic': ['city', 'space', 'people', 'place', 'research', 'comfort', 'environment', 'noise', 'effect', 'diversity'], 'score': -4.7330790410020525}, {'topic': ['location', 'problem', 'activity', 'city', 'sound', 'interview', 'isolating people', 'human civilization', 'control city', 'control sound'], 'score': -6.478424923245018}]"
4,10,16,0.041,"[10, 51, 62, 74, 101, 127, 136, 140, 164, 199, 220, 221, 309, 317, 367, 383]",-6.233131845825996,"[{'topic': ['risk', 'culture', 'research', 'community', 'people', 'perception', 'place', 'study', 'amplification', 'environmental hazard'], 'score': -1.0106532075285073}, {'topic': ['people', 'culture', 'place', 'practice', 'life', 'region', 'community', 'indigenous people', 'economy', 'city'], 'score': -5.631444052546241}, {'topic': ['planning', 'culture', 'right', 'risk', 'value', 'landscape', 'property', 'development', 'property right', 'tradition'], 'score': -6.069549586830476}, {'topic': ['design', 'people', 'city', 'culture', 'article', 'area', 'study', 'death', 'good death', 'Indigenous people'], 'score': -6.770204988787297}]"
4,11,12,0.03,"[77, 144, 170, 224, 229, 265, 267, 282, 291, 320, 374, 379]",-4.691519017814162,"[{'topic': ['city', 'space', 'identity', 'people', 'urban space', 'place', 'time', 'event', 'activity', 'town'], 'score': -1.4216868357901629}, {'topic': ['settlement', 'space', 'city', 'paper', 'flood', 'rehabilitation', 'heritage', 'approach', 'life', 'environment'], 'score': -2.480020185248755}, {'topic': ['urban sprawl', 'sprawl', 'study', 'people', 'urbanization', 'development', 'area', 'urbanism', 'core', 'building'], 'score': -2.757236210565858}, {'topic': ['citizenship', 'nomad', 'concept', 'government', 'culture', 'research', 'citizenship education', 'education', 'citizen', 'country'], 'score': -3.9899642830797055}]"
4,12,7,0.018,"[25, 38, 114, 152, 177, 389, 392]",-5.113882665113539,"[{'topic': ['adaptation', 'community', 'strategy', 'settlement', 'slum', 'change', 'level', 'resident', 'risk', 'place'], 'score': -0.6922901812702048}, {'topic': ['place', 'strategy', 'design', 'value', 'change', 'service', 'research', 'planning', 'level', 'urbanization'], 'score': -4.120797333823083}, {'topic': ['water', 'development', 'housing', 'people', 'area', 'paper', 'influence', 'plan', 'society', 'form'], 'score': -4.802519828927743}, {'topic': ['development', 'governance', 'urban development', 'form', 'planning', 'paper', 'urban form', 'slum', 'city', 'architecture'], 'score': -7.544901605998859}]"
4,13,8,0.02,"[7, 41, 102, 115, 120, 138, 188, 363]",-3.372034032848845,"[{'topic': ['child', 'planning', 'urban planning', 'game', 'environment', 'tool', 'actor', 'potential', 'people', 'experiment'], 'score': -0.4994267402523483}, {'topic': ['culture', 'food', 'design', 'environment', 'people', 'framework', 'technology', 'paper', 'participation', 'food culture'], 'score': -1.87789054551704}, {'topic': ['planning', 'process', 'planning process', 'information', 'technology', 'role', 'use', 'population', 'community', 'city'], 'score': -2.3736314798558427}, {'topic': ['design', 'community', 'creativity', 'studio', 'diversity', 'paper', 'activity', 'student', 'culture', 'technology'], 'score': -7.912070206759893}]"
4,14,12,0.03,"[100, 132, 134, 159, 183, 186, 240, 287, 293, 300, 305, 386]",-6.719847792355367,"[{'topic': ['park', 'city', 'heritage', 'national park', 'conservation', 'environment', 'volume', 'naturbanity', 'planning', 'value'], 'score': -4.50580551496159}, {'topic': ['architecture', 'material', 'construction', 'specie', 'research', 'study', 'building', 'people', 'totora', 'city'], 'score': -5.129404088880036}, {'topic': ['place', 'planning', 'crisis', 'culture', 'people', 'astronomy', 'spatial planning', 'calendar', 'region', 'nature'], 'score': -7.507256777120348}, {'topic': ['architecture', 'landscape', 'example', 'engineering', 'area', 'bridge', 'history', 'condition', 'center', 'tourism'], 'score': -8.845595543181199}]"
4,15,11,0.028,"[6, 89, 93, 97, 99, 150, 182, 249, 260, 290, 307]",-2.4985476289012634,"[{'topic': ['city', 'transformation', 'article', 'tourist', 'urban transformation', 'culture', 'people', 'class', 'urban planning', 'consumer'], 'score': -0.6772215457292476}, {'topic': ['indicator', 'article', 'planning', 'city', 'region', 'people', 'development', 'culture', 'work', 'governance'], 'score': -0.7059862580381215}, {'topic': ['century', 'form', 'development', 'colonialism', 'term', 'idea', 'region', 'architecture', 'representation', 'history'], 'score': -0.7979798622470838}, {'topic': ['history', 'design', 'infrastructure', 'architecture', 'life', 'article', 'city', 'field', 'concept', 'activity'], 'score': -7.10848643821926}]"
4,16,8,0.02,"[35, 46, 104, 143, 181, 275, 341, 353]",-5.859433959697582,"[{'topic': ['city', 'community', 'sustainability', 'race', 'policy', 'development', 'segregation', 'planning', 'interaction', 'practice'], 'score': -3.5553201383332396}, {'topic': ['space', 'public space', 'regulation', 'gentrification', 'neighborhood', 'role', 'people', 'behavior', 'visibility', 'chapter'], 'score': -3.6296401035029167}, {'topic': ['space', 'study', 'inequality', 'research', 'street', 'effort', 'form', 'divide', 'strategy', 'digital divide'], 'score': -6.0707077201927495}, {'topic': ['community', 'Latino community', 'culture', 'challenge', 'literature', 'people', 'planning', 'bicycling', 'advocacy', 'bicyclist'], 'score': -9.331048868005443}]"
4,17,12,0.03,"[151, 236, 237, 271, 306, 308, 328, 334, 373, 380, 387, 393]",-4.656435782624766,"[{'topic': ['culture', 'project', 'Chapter', 'design', 'people', 'destination', 'city', 'center', 'perspective', 'strategy'], 'score': -0.8986935293064872}, {'topic': ['environment', 'interaction', 'level', 'student', 'Chinese student', 'research', 'people', 'urban environment', 'culture', 'group'], 'score': -4.024228820581305}, {'topic': ['city', 'life', 'beach', 'people', 'culture', 'book', 'overview', 'day', 'development', 'urban life'], 'score': -4.1498447500549664}, {'topic': ['city', 'knowledge', 'space', 'environment', 'article', 'urbanity', 'indigenous knowledge', 'culture', 'community', 'people'], 'score': -5.1982896248464}]"
4,18,9,0.023,"[45, 57, 69, 88, 126, 169, 187, 195, 248]",-3.867262817059586,"[{'topic': ['book', 'city', 'architecture', 'development', 'work', 'government', 'environment', 'year', 'technology', 'program'], 'score': -0.6259264839858478}, {'topic': ['planning', 'urban planning', 'development', 'Urban planning', 'influence', 'economic development', 'information', 'force', 'culture', 'market force'], 'score': -0.6420037010053785}, {'topic': ['city', 'class', 'development', 'middle class', 'study', 'history', 'life', 'people', 'place', 'politics'], 'score': -3.4149553787876976}, {'topic': ['city', 'Chinese city', 'transformation', 'state', 'urban transformation', 'paper', 'economy', 'control', 'project', 'form'], 'score': -4.7226345159054794}]"
4,19,5,0.013,"[148, 258, 332, 372, 381]",-1.7512766985961998,"[{'topic': ['business', 'small business', 'development', 'Small business', 'role', 'quality', 'interaction', 'relationship', 'engagement', 'economic development'], 'score': -0.30806541357725337}, {'topic': ['understanding', 'agency', 'effort', 'element', 'exhibition', 'digital archive', 'concern', 'colonist', 'content', 'aboriginal issue'], 'score': -0.4466948496895204}, {'topic': ['culture', 'network', 'event', 'commitment', 'city', 'year', 'planning', 'building', 'hegemony', 'support'], 'score': -0.48493062500916534}, {'topic': ['city', 'culture', 'people', 'mobility', 'place', 'model', 'time', 'history', 'area', 'space'], 'score': -0.5751129698013092}]"
4,20,5,0.013,"[111, 263, 316, 335, 357]",-2.1655203502947296,"[{'topic': ['waste', 'property', 'effect', 'method', 'analysis', 'removal', 'system', 'water', 'performance', 'plastic waste'], 'score': -0.29150400953960987}, {'topic': ['design', 'life', 'built environment', 'organization', 'urban planning', 'environment', 'people', 'culture', 'land', 'space'], 'score': -0.9113926020255991}, {'topic': ['environment', 'development', 'built environment', 'community', 'village', 'concept', 'study', 'research', 'space', 'floating village'], 'score': -2.980049193662909}, {'topic': ['reconstruction', 'government', 'measure', 'city', 'area', 'building', 'zone', 'sustainability', 'architecture', 'design'], 'score': -6.0575166507240645}]"
4,21,6,0.015,"[156, 206, 217, 245, 325, 369]",-3.4058128795533276,"[{'topic': ['city', 'planning', 'map', 'creativity', 'approach', 'method', 'modern city', 'theory', 'city planning', 'process'], 'score': -0.6266004303284743}, {'topic': ['city', 'design', 'concept', 'culture', 'space', 'square design', 'heritage', 'cultural context', 'square', 'context'], 'score': -0.7922608736476746}, {'topic': ['design', 'strategy', 'area', 'space', 'people', 'study', 'regeneration', 'form', 'public space', 'urban planning'], 'score': -4.110192926217389}, {'topic': ['approach', 'globalization', 'people', 'method', 'complexity', 'problem', 'life', 'environment', 'project', 'peripheral area'], 'score': -4.67045473734252}]"
4,22,5,0.013,"[16, 204, 227, 274, 333]",-2.681763953072945,"[{'topic': ['livability', 'urban livability', 'measure', 'sense', 'paper', 'place', 'urban livability measure', 'principle', 'placemaking principle', 'livability measure'], 'score': -0.23104906018164836}, {'topic': ['level', 'comfort', 'energy', 'relationship', 'dorm', 'building', 'people', 'analysis', 'context', 'student'], 'score': -0.33834492101081065}, {'topic': ['city', 'development', 'application', 'system', 'smart city', 'community', 'process', 'service', 'city application', 'role'], 'score': -0.6446211018009188}, {'topic': ['study', 'limit', 'winter', 'summer', 'comfort', 'environment', 'attribute', 'upper limit', 'index', 'thermal comfort'], 'score': -5.022768739678713}]"
4,23,8,0.02,"[26, 108, 219, 225, 234, 257, 278, 304]",-4.331513503554526,"[{'topic': ['education', 'student', 'government', 'language', 'aboriginal education', 'system', 'resource', 'success', 'effort', 'wisdom'], 'score': -0.2171050569334356}, {'topic': ['place', 'knowledge', 'book', 'creative knowledge', 'mobility', 'place attachment', 'attachment', 'worker', 'market', 'form'], 'score': -0.369678496290993}, {'topic': ['landscape', 'state', 'people', 'culture', 'community', 'meaning', 'para', 'way', 'housing', 'resident'], 'score': -4.019799018851145}, {'topic': ['visitor', 'place', 'site', 'expectation', 'experience', 'interpretation', 'comment', 'site interpretation', 'centre', 'third place'], 'score': -8.319058808281703}]"
4,24,7,0.018,"[23, 64, 107, 116, 198, 233, 251]",-4.9399750904998365,"[{'topic': ['indicator', 'strategy', 'sustainability', 'city', 'study', 'urban sustainability', 'aspect', 'development', 'service', 'order'], 'score': -0.5311655151208501}, {'topic': ['problem', 'city', 'analysis', 'planning', 'environment', 'impact', 'city system', 'system', 'cause', 'source'], 'score': -0.6343057202894045}, {'topic': ['country', 'change', 'people', 'challenge', 'climate', 'governance', 'climate change', 'growth', 'population', 'developing country'], 'score': -2.353909820357867}, {'topic': ['city', 'transition', 'capacity', 'electrical capacity', 'system', 'world', 'culture', 'opportunity', 'company', 'consumption'], 'score': -11.448130918210506}]"
4,25,5,0.013,"[21, 31, 44, 72, 216]",-2.2479834438108695,"[{'topic': ['paper', 'city', 'landscape', 'waterfront', 'development', 'influence', 'capital', 'case', 'visitor', 'interaction'], 'score': -0.46260738546289576}, {'topic': ['city', 'way', 'landscape', 'waterfront', 'transformation', 'reclamation', 'redevelopment', 'study', 'case study', 'degree'], 'score': -0.4901654265940138}, {'topic': ['waterfront', 'people', 'activity', 'life', 'redevelopment', 'living', 'culture', 'history', 'place', 'plan'], 'score': -0.5689171034242413}, {'topic': ['value', 'ocean', 'city', 'mangrove', 'development', 'sea', 'energy', 'extraction', 'ecosystem', 'transition'], 'score': -9.645536628723228}]"
4,26,5,0.013,"[52, 117, 163, 212, 254]",-1.8743707892460058,"[{'topic': ['history', 'symbol', 'meaning', 'new light', 'motivation', 'others', 'origin', 'price', 'national symbol', 'local people'], 'score': -0.3542752256145831}, {'topic': ['history', 'symbol', 'meaning', 'new light', 'motivation', 'others', 'origin', 'price', 'national symbol', 'local people'], 'score': -0.3542752256145831}, {'topic': ['city', 'planning', 'vision', 'world', 'future', 'fair', 'time', 'idea', 'planner', 'model'], 'score': -0.658443270705865}, {'topic': ['city', 'people', 'icon', 'regulation', 'conversation', 'modernity', 'history', 'growth', 'boundary', 'description'], 'score': -7.526736716028621}]"
4,27,7,0.018,"[19, 28, 34, 50, 67, 147, 231]",-5.071780377036757,"[{'topic': ['urbanity', 'context', 'paper', 'planner', 'emphasis', 'city', 'towards', 'culture', 'country people', 'concept'], 'score': -0.4203450980647256}, {'topic': ['design', 'city', 'space', 'planning', 'people', 'city planning', 'competition', 'idea', 'youth', 'child'], 'score': -1.9833441667550236}, {'topic': ['design', 'city', 'architecture', 'landscape', 'environment', 'article', 'people', 'society', 'fashion', 'contemporary city'], 'score': -4.8045213701228935}, {'topic': ['citizen', 'method', 'towards', 'people', 'culture', 'concern', 'city', 'meeting', 'matter', 'human value'], 'score': -8.222010984890309}]"
4,28,8,0.02,"[36, 65, 80, 85, 130, 162, 197, 202]",-3.580016825588304,"[{'topic': ['community', 'trust', 'risk', 'condition', 'relationship', 'trust relationship', 'people', 'resident', 'city', 'world'], 'score': -0.27610073885856296}, {'topic': ['mobility', 'immobility', 'risk', 'culture', 'society', 'life', 'risk society', 'crisis', 'activity', 'virus'], 'score': -0.5227695555115627}, {'topic': ['city', 'standard', 'planning', 'residential standard', 'water', 'process', 'system', 'problem', 'people', 'approach'], 'score': -3.8009693792753727}, {'topic': ['city', 'sustainability', 'indicator', 'building', 'vision', 'development', 'plan', 'construction', 'efficiency', 'perspective'], 'score': -7.508135101272183}]"
