NumTopics,Cluster,NumDocs,Percent,DocId,Score,LDATopics#0,LDATopics#1,LDATopics#2,LDATopics#3,LDATopics#4,LDATopics#5,LDATopics#6,LDATopics#7,LDATopics#8,LDATopics#9
10,9,8,0.02,"[5, 30, 47, 174, 208, 209, 262, 351]",-1.8640221969574609,"['social aspect', 'soundscape analysis', 'room', 'several factor', 'several soundscape', 'several soundscape evaluation', 'simplicity', 'required data', 'sound source', 'soundscape evaluation']","['social aspect', 'soundscape analysis', 'room', 'several factor', 'several soundscape', 'several soundscape evaluation', 'simplicity', 'required data', 'sound source', 'soundscape evaluation']","['social aspect', 'soundscape analysis', 'room', 'several factor', 'several soundscape', 'several soundscape evaluation', 'simplicity', 'required data', 'sound source', 'soundscape evaluation']","['social aspect', 'soundscape analysis', 'room', 'several factor', 'several soundscape', 'several soundscape evaluation', 'simplicity', 'required data', 'sound source', 'soundscape evaluation']","['noise', 'traffic', 'road traffic', 'road', 'difference', 'response', 'traffic noise', 'road traffic noise', 'house', 'activity']","['house', 'disturbance', 'noise', 'community', 'questionnaire', 'community response', 'detached house', 'difference', 'city', 'response']","['research', 'soundscape', 'environment', 'question', 'science', 'approach', 'soundscapes', 'built environment', 'planning', 'diversity']","['space', 'people', 'effect', 'behaviour', 'activity', 'thermal comfort', 'urban space', 'comfort', 'climate', 'hot arid climate']","['system', 'soundscape', 'environment', 'people', 'method', 'city', 'design', 'acoustic environment', 'aspect', 'data']","['design', 'environment', 'sound', 'built environment', 'city', 'paper', 'hearing', 'people', 'le', 'noise']"
10,10,16,0.041,"[10, 51, 62, 74, 101, 127, 136, 140, 164, 199, 220, 221, 309, 317, 367, 383]",-5.652988726822858,"['heart', 'architecture', 'knowledge', 'indigenous people', 'pedersen', 'iredale pedersen hook', 'major scheme', 'method', 'public engagement', 'series']","['risk', 'research', 'culture', 'place', 'others', 'study', 'amplification', 'risk perception', 'resident', 'worldviews']","['design', 'government', 'consultation', 'building', 'community', 'housing', 'theme', 'family', 'relate', 'article']","['practice', 'people', 'place', 'management', 'culture', 'part', 'implication', 'focus', 'way', 'natural resource']","['city', 'participation', 'urban planning', 'process', 'challenge', 'recognition', 'Place', 'support', 'culture', 'planning']","['planning', 'development', 'risk', 'value', 'community', 'landscape', 'right', 'region', 'culture', 'property']","['culture', 'people', 'place', 'community', 'art', 'environment', 'design', 'city', 'framework', 'paper']","['life', 'death', 'good death', 'people', 'study', 'centre', 'dimension', 'home', 'city', 'homelessness']","['indigenous people', 'economy', 'tradition', 'teacher', 'researcher', 'book', 'practitioner', 'chapter', 'product', 'skill']","['truth', 'transformative urban design', 'attenuation', 'Explaining resident', 'urban inhabitant', 'urban design', 'community context', 'settler mainstream', 'tokenism', 'conservative religious community']"
10,11,12,0.03,"[77, 144, 170, 224, 229, 265, 267, 282, 291, 320, 374, 379]",-1.3538478374184089,"['nomad', 'poverty', 'national identity', 'ger', 'felt tent', 'informality', 'importance', 'hour', 'given importance', 'gers']","['citizenship', 'country', 'citizenship education', 'education', 'citizen', 'society', 'citizen orientation', 'type', 'orientation', 'improve citizenship education']","['conglomerate', 'contemporary urbanism', 'central concern', 'change', 'changing role', 'characteristic', 'city possess', 'city whereas', 'complex system', 'concept']","['conglomerate', 'contemporary urbanism', 'central concern', 'change', 'changing role', 'characteristic', 'city possess', 'city whereas', 'complex system', 'concept']","['conglomerate', 'contemporary urbanism', 'central concern', 'change', 'changing role', 'characteristic', 'city possess', 'city whereas', 'complex system', 'concept']","['conglomerate', 'contemporary urbanism', 'central concern', 'change', 'changing role', 'characteristic', 'city possess', 'city whereas', 'complex system', 'concept']","['conglomerate', 'contemporary urbanism', 'central concern', 'change', 'changing role', 'characteristic', 'city possess', 'city whereas', 'complex system', 'concept']","['identity', 'city', 'space', 'role', 'document', 'urban space', 'place', 'event', 'time', 'activity']","['concept', 'government', 'people', 'part', 'culture', 'article', 'life', 'way', 'understanding', 'dweller']","['research', 'city', 'space', 'settlement', 'culture', 'development', 'area', 'people', 'periphery', 'factor']"
10,12,7,0.018,"[25, 38, 114, 152, 177, 389, 392]",-2.783662681235252,"['family', 'finding', 'de velopment', 'developer', 'dimension', 'district', 'ethnic group', 'ethnic origin', 'every member', 'cultural contact']","['family', 'finding', 'de velopment', 'developer', 'dimension', 'district', 'ethnic group', 'ethnic origin', 'every member', 'cultural contact']","['family', 'finding', 'de velopment', 'developer', 'dimension', 'district', 'ethnic group', 'ethnic origin', 'every member', 'cultural contact']","['family', 'finding', 'de velopment', 'developer', 'dimension', 'district', 'ethnic group', 'ethnic origin', 'every member', 'cultural contact']","['service', 'water', 'attitude', 'payment', 'authority', 'level', 'system', 'government', 'towards', 'resistance']","['adaptation', 'community', 'strategy', 'settlement', 'slum', 'level', 'change', 'risk', 'resident', 'place']","['housing', 'people', 'form', 'pattern', 'society', 'house', 'paper', 'quality', 'origin', 'role']","['development', 'water', 'area', 'plan', 'influence', 'management', 'region', 'paper', 'life', 'culture']","['development', 'governance', 'urban development', 'form', 'planning', 'paper', 'urban form', 'slum', 'city', 'architecture']","['authority', 'system', 'service', 'level', 'water', 'payment', 'attitude', 'illegitimate', 'de velopment', 'district']"
10,13,8,0.02,"[7, 41, 102, 115, 120, 138, 188, 363]",-3.704284509443667,"['explore youth engagement', 'game', 'development', 'emancipated actor', 'engaging child', 'engaging young people', 'design workshop', 'future city', 'geogame environment', 'game support child']","['explore youth engagement', 'game', 'development', 'emancipated actor', 'engaging child', 'engaging young people', 'design workshop', 'future city', 'geogame environment', 'game support child']","['explore youth engagement', 'game', 'development', 'emancipated actor', 'engaging child', 'engaging young people', 'design workshop', 'future city', 'geogame environment', 'game support child']","['child', 'planning', 'urban planning', 'game', 'tool', 'environment', 'actor', 'potential', 'people', 'engagement']","['design', 'studio', 'student', 'author', 'design studio', 'work', 'knowledge', 'city', 'virtual design', 'exchange']","['planning', 'process', 'planning process', 'information', 'role', 'population', 'use', 'engagement', 'study', 'case']","['design', 'community', 'diversity', 'technology', 'cultural diversity', 'culture', 'role', 'science', 'technology design', 'usage']","['culture', 'participation', 'people', 'research', 'framework', 'stakeholder', 'view', 'system', 'environment', 'world']","['city', 'technology', 'place', 'urban environment', 'environment', 'action', 'mean', 'Designing technology', 'blend', 'belonging']","['design', 'food', 'creativity', 'paper', 'culture', 'activity', 'environment', 'sustainable food culture', 'people', 'food culture']"
10,14,12,0.03,"[100, 132, 134, 159, 183, 186, 240, 287, 293, 300, 305, 386]",-2.766202223890983,"['condition', 'beginning', 'architect', 'took place', 'climate', 'expedition', 'natural value', 'natural condition', 'natural resource', 'extreme sacrifice']","['center', 'classic period', 'suspension bridge', 'suspension', 'engineer', 'meter', 'construct', 'complex infrastructure', 'concrete structure', 'Italian engineer']","['outstanding example', 'objective', 'protection', 'perspective', 'part', 'outstanding universal value', 'requirement', 'managing', 'meets criterion iv', 'respect']","['architecture', 'landscape', 'building', 'book', 'place', 'interaction', 'expression', 'project', 'reason', 'factor']","['astronomy', 'volume', 'interest', 'aspect', 'student', 'ancient people', 'principle', 'new dimension', 'explore new dimension', 'merged idea']","['bridge', 'construction', 'engineering', 'world', 'material', 'potential', 'year', 'application', 'structure', 'century']","['history', 'example', 'calendar', 'need', 'society', 'culture', 'function', 'people', 'system', 'development']","['period', 'place', 'mountain', 'road', 'number', 'region', 'culture', 'people', 'nature', 'house']","['area', 'tourism', 'specie', 'population', 'design', 'background', 'tourist', 'creation', 'country', 'city']","['park', 'city', 'introduction', 'heritage', 'national park', 'conservation', 'environment', 'naturbanity', 'volume', 'planning']"
10,15,11,0.028,"[6, 89, 93, 97, 99, 150, 182, 249, 260, 290, 307]",-1.5396989029287775,"['Sustainable development', 'Science', 'Vancouver region', 'Vancouver', 'Urban indicator', 'Urban Observatory network', 'UN member state', 'UN member', 'academic', 'Olewiler']","['Sustainable development', 'Science', 'Vancouver region', 'Vancouver', 'Urban indicator', 'Urban Observatory network', 'UN member state', 'UN member', 'academic', 'Olewiler']","['transformation', 'class', 'consumer', 'world', 'architecture', 'fraction', 'city', 'people', 'environment', 'politician']","['article', 'tourist', 'time', 'century', 'place', 'result', 'paper', 'urban planning', 'development', 'nineteenth century']","['indicator', 'region', 'article', 'development', 'governance', 'city', 'capital', 'Vancouver region', 'perspective', 'sustainability']","['infrastructure', 'consensus', 'Infrastructure', 'city', 'study', 'implement infrastructure', 'goal', 'expert language', 'facilitates daily life', 'ignore']","['history', 'field', 'architecture', 'activity', 'urban planning', 'context', 'planning', 'representation', 'internal discourse', 'discourse']","['form', 'century', 'development', 'term', 'colonialism', 'idea', 'region', 'context', 'representation', 'nation']","['city', 'urban transformation', 'planning', 'culture', 'form', 'growth', 'economic growth', 'earliest city', 'des jardins', 'expectation']","['culture', 'change', 'design', 'world', 'life', 'article', 'concept', 'science', 'speculative design', 'good life']"
10,16,8,0.02,"[35, 46, 104, 143, 181, 275, 341, 353]",-2.701229098775509,"['homeless', 'homelessness', 'defensive architecture', 'entitlement', 'expectation', 'exposure', 'grammable', 'group', 'control', 'important role']","['homeless', 'homelessness', 'defensive architecture', 'entitlement', 'expectation', 'exposure', 'grammable', 'group', 'control', 'important role']","['homeless', 'homelessness', 'defensive architecture', 'entitlement', 'expectation', 'exposure', 'grammable', 'group', 'control', 'important role']","['people', 'planning', 'advocacy', 'bicyclist', 'bicycle', 'bicycling', 'culture', 'urban planning', 'class', 'community']","['visibility', 'chapter', 'space', 'response', 'people', 'urban space', 'sight', 'homelessness', 'social control', 'group']","['city', 'community', 'sustainability', 'race', 'policy', 'transportation', 'making', 'landscape', 'ideal', 'conversation']","['space', 'inequality', 'research', 'effort', 'public space', 'digital divide', 'strategy', 'divide', 'claim', 'color']","['community', 'Latino community', 'challenge', 'study', 'form', 'governance', 'literature', 'street', 'city', 'review']","['space', 'public space', 'gentrification', 'neighborhood', 'regulation', 'development', 'behavior', 'community', 'city', 'role']","['Latino community', 'study', 'street', 'form', 'challenge', 'defensive architecture', 'entitlement', 'expectation', 'exposure', 'grammable']"
10,17,12,0.03,"[151, 236, 237, 271, 306, 308, 328, 334, 373, 380, 387, 393]",-2.8524869114677918,"['sustainable design', 'sustainable assessment', 'sustainable urban design', 'sustainable key factor', 'sustainable design assessment', 'urban change', 'strategic development plan', 'strategic planning', 'urban design factor', 'success']","['center', 'lifestyle', 'Chapter', 'design', 'city', 'destination', 'people', 'perspective', 'strategy', 'historical city']","['people', 'disaster', 'research', 'earthquake', 'knowledge', 'measure', 'behavior', 'field', 'attitude', 'awareness']","['culture', 'project', 'management', 'cultural dimension', 'dimension', 'manager', 'organization', 'context', 'identity', 'approach']","['group', 'center', 'village', 'culture', 'people', 'city', 'community', 'subway line', 'modern center', 'long beach']","['article', 'culture', 'city', 'area', 'place', 'twin city', 'displacement', 'attachment', 'twin', 'space']","['city', 'community', 'village', 'culture', 'people', 'space', 'environment', 'composition', 'whole', 'future']","['city', 'life', 'environment', 'urban environment', 'culture', 'role', 'space', 'urban life', 'urbanity', 'development']","['knowledge', 'interaction', 'environment', 'issue', 'level', 'student', 'city', 'day', 'part', 'indigenous knowledge']","['beach', 'overview', 'book', 'second largest city', 'subway line', 'long beach', 'million people', 'modern center', 'Los Angeles basin', 'wide beach']"
10,18,9,0.023,"[45, 57, 69, 88, 126, 169, 187, 195, 248]",-2.061166104400242,"['recent emphasis', 'responsibility', 'prosperity', 'providing grant', 'public process', 'purpose', 'quality', 'policy', 'relation', 'sense']","['recent emphasis', 'responsibility', 'prosperity', 'providing grant', 'public process', 'purpose', 'quality', 'policy', 'relation', 'sense']","['project', 'form', 'regeneration', 'paper', 'market', 'Chinese city', 'traditional form', 'order', 'symbol', 'city']","['history', 'urban history', 'study', 'structure', 'force', 'research', 'interest', 'attention', 'topic', 'change']","['development', 'city', 'generation', 'people', 'cultural development', 'place', 'community', 'life', 'government', 'program']","['city', 'development', 'prosperity', 'environment', 'life', 'quality', 'solution', 'industry', 'report', 'potential']","['class', 'middle class', 'state', 'transformation', 'study', 'society', 'control', 'urban transformation', 'politics', 'economy']","['abstract', 'development', 'prosperity', 'city', 'public process', 'purpose', 'quality', 'recent emphasis', 'relation', 'responsibility']","['book', 'planning', 'city', 'architecture', 'development', 'work', 'author', 'urban planning', 'government', 'urban architecture']","['work', 'architecture', 'city', 'book', 'recent emphasis', 'responsibility', 'providing grant', 'public process', 'purpose', 'quality']"
10,19,5,0.013,"[148, 258, 332, 372, 381]",-2.081191119239384,"['generate smart city', 'gives good method', 'direction', 'distance', 'embedded system', 'garden', 'different place', 'geographical information', 'human mobility', 'help urban decision']","['generate smart city', 'gives good method', 'direction', 'distance', 'embedded system', 'garden', 'different place', 'geographical information', 'human mobility', 'help urban decision']","['generate smart city', 'gives good method', 'direction', 'distance', 'embedded system', 'garden', 'different place', 'geographical information', 'human mobility', 'help urban decision']","['generate smart city', 'gives good method', 'direction', 'distance', 'embedded system', 'garden', 'different place', 'geographical information', 'human mobility', 'help urban decision']","['commitment', 'event', 'network', 'culture', 'city', 'role', 'planning', 'year', 'construction', 'elite']","['time', 'publication', 'style', 'understanding', 'work', 'exhibition', 'agency', 'element', 'effort', 'colonist']","['city', 'culture', 'history', 'square', 'concept', 'design', 'space', 'building', 'urban culture', 'local resident']","['business', 'city', 'small business', 'place', 'mobility', 'people', 'model', 'area', 'paper', 'development']","['culture', 'network', 'city', 'event', 'history', 'garden', 'human mobility', 'direction', 'distance', 'help urban decision']","['business', 'small business', 'development', 'direction', 'distance', 'embedded system', 'garden', 'generate smart city', 'geographical information', 'help urban decision']"
10,20,5,0.013,"[111, 263, 316, 335, 357]",-0.8224385418090708,"['link', 'lignin solution', 'marine', 'manufacturing process', 'manufacturing', 'low seismic region', 'load', 'litter', 'material temperature', 'life cycle assessment']","['link', 'lignin solution', 'marine', 'manufacturing process', 'manufacturing', 'low seismic region', 'load', 'litter', 'material temperature', 'life cycle assessment']","['waste', 'load', 'link', 'marine litter', 'marine', 'manufacturing process', 'manufacturing', 'low seismic region', 'material temperature distribution', 'litter']","['reconstruction', 'government', 'measure', 'city', 'area', 'zone', 'recovery', 'disaster', 'tsunami', 'town']","['waste', 'method', 'system', 'rubber', 'production', 'road', 'plastic waste', 'powder', 'property', 'investigation']","['waste', 'property', 'effect', 'method', 'analysis', 'removal', 'water', 'catalyst', 'characterization', 'rubber']","['architecture', 'design', 'sustainability', 'social sustainability', 'life', 'building', 'material', 'order', 'system', 'climate']","['community', 'village', 'study', 'concept', 'floating village', 'floating community', 'development', 'project', 'order', 'space']","['environment', 'built environment', 'research', 'development', 'planning', 'life', 'field', 'role', 'challenge', 'nature']","['government', 'waste', 'acid', 'wastewater', 'effect', 'investigation', 'plastic waste', 'distribution', 'building', 'membrane']"
