term,freq,range,score,doc_ids
validation process,1,1,2,[420]
overestimation problem,1,1,2,[420]
acceptable range,1,1,2,[420]
final decision,1,1,2,[420]
decision making,1,1,2,[420]
new paradigm,1,1,2,[494]
nonexclusive class,1,1,2,[494]
considerable merit,1,1,2,[494]
several application,1,1,2,[494]
potential model,1,1,2,[494]
neighborhood effect,1,1,2,[494]
ca transition,1,1,2,[494]
ann model,1,1,2,[494]
standard evaluation,1,1,2,[494]
evaluation measure,1,1,2,[494]
integrated model,1,1,2,[494]
ltm model,1,1,2,[494]
testing procedure,1,1,2,[494]
luc model,1,1,2,[494]
fit calibration,1,1,2,[494]
calibration value,1,1,2,[494]
modified model,1,1,2,[494]
geospatial application,1,1,2,[524]
current literature,1,1,2,[524]
svm method,1,1,2,[524]
attribute selection,1,1,2,[524]
optimal parameter,1,1,2,[524]
parameter choice,1,1,2,[524]
main objective,1,1,2,[524]
svm technique,1,1,2,[524]
urban land,1,1,2,[524]
svm model,1,1,2,[524]
model building,1,1,2,[524]
building procedure,1,1,2,[524]
detailed evaluation,1,1,2,[524]
output result,1,1,2,[524]
svm parameter,1,1,2,[524]
geospatial datasets,1,1,2,[524]
use class,1,1,2,[524]
spatial attribute,1,1,2,[524]
subset method,1,1,2,[524]
model evaluation,1,1,2,[524]
real land,1,1,2,[524]
use datasets,1,1,2,[524]
result indicate,1,1,2,[524]
model perform,1,1,2,[524]
data sampling,1,1,2,[524]
informative subset,1,1,2,[524]
optimal learning,1,1,2,[524]
learning parameter,1,1,2,[524]
performance analysis,1,1,2,[553]
perceptron network,1,1,2,[553]
urban planner,1,1,2,[553]
environment protection,1,1,2,[553]
protection activist,1,1,2,[553]
wide range,1,1,2,[553]
method exists,1,1,2,[553]
urban extent,1,1,2,[553]
reference map,1,1,2,[553]
statistical measure,1,1,2,[553]
spatial distance,1,1,2,[553]
distance deviation,1,1,2,[553]
result show,1,1,2,[553]
explanatory variable,1,1,2,[553]
promising result,1,1,2,[553]
close match,1,1,2,[553]
spatial accuracy,1,1,2,[553]
novel method,1,1,2,[589]
new generation,1,1,2,[589]
regression domain,1,1,2,[589]
svm modeling,1,1,2,[589]
various factor,1,1,2,[589]
unchanged data,1,1,2,[589]
traditional method,1,1,2,[589]
high accuracy,1,1,2,[589]
reliable performance,1,1,2,[589]
classification scheme,1,1,2,[594]
gis approach,1,1,2,[594]
classification schema,1,1,2,[594]
independent variable,1,1,2,[594]
dependent variable,1,1,2,[594]
spatial location,1,1,2,[594]
classification technique,1,1,2,[594]
conclusion drawn,1,1,2,[594]
urban pattern,1,1,2,[594]
spatial analysis,1,1,2,[594]
prediction error,1,1,2,[594]
