term,freq,range,score,doc_ids
cooling efficiency,2,1,3,[79]
urbanization process,2,1,3,[115]
built area,2,1,3,[115]
pattern scenario,2,1,3,[119]
urban design,2,1,3,[201]
statistical energy,2,1,3,[201]
similar study,2,1,3,[201]
social implication,2,1,3,[201]
citygml file,2,1,3,[215]
microclimate simulation,2,1,3,[215]
urban morphology,2,1,3,[215]
maximum temperature,2,1,3,[215]
minimum temperature,2,1,3,[215]
average temperature,2,1,3,[215]
ambient air,2,1,3,[216]
hyperlocal variability,2,1,3,[216]
tree management,2,1,3,[222]
site condition,2,1,3,[222]
tree specie,2,1,3,[222]
crown base,2,1,3,[222]
leaf area,2,1,3,[222]
ecosystem service,2,1,3,[222]
surface elevation,2,1,3,[228]
african city,2,1,3,[229]
ssa city,2,1,3,[229]
urban architecture,2,1,3,[247]
negative correlation,2,1,3,[247]
thermal environment,2,1,3,[371]
observation scale,2,1,3,[371]
lst variation,2,1,3,[371]
different configuration,2,1,3,[372]
island phenomenon,2,1,3,[431]
land parcel,2,1,3,[431]
korean peninsula,2,1,3,[453]
urban space,2,1,3,[453]
urban geometry,2,1,3,[454]
daily maximum,2,1,3,[456]
minimum air,2,1,3,[456]
urban air,2,1,3,[456]
data analysis,2,1,3,[515]
temperature mapping,1,1,2,[39]
effective spatial,1,1,2,[39]
temporal resolution,1,1,2,[39]
many field,1,1,2,[39]
arid city,1,1,2,[39]
cairo region,1,1,2,[39]
spectral index,1,1,2,[39]
analysis technique,1,1,2,[39]
regression modelling,1,1,2,[39]
temperature map,1,1,2,[39]
temporal monitoring,1,1,2,[39]
cover impact,1,1,2,[44]
park area,1,1,2,[44]
many researcher,1,1,2,[44]
major culprit,1,1,2,[44]
urban land,1,1,2,[44]
rapid urbanization,1,1,2,[44]
great amount,1,1,2,[44]
surface area,1,1,2,[44]
satellite image,1,1,2,[44]
boosted model,1,1,2,[44]
modern game,1,1,2,[44]
shap value,1,1,2,[44]
different land,1,1,2,[44]
important reference,1,1,2,[44]
disease dynamic,1,1,2,[56]
environmental factor,1,1,2,[56]
previous study,1,1,2,[56]
mosquito development,1,1,2,[56]
disease transmission,1,1,2,[56]
suitable environment,1,1,2,[56]
rain water,1,1,2,[56]
mathematical constraint,1,1,2,[56]
landscape data,1,1,2,[56]
rainy season,1,1,2,[56]
respective government,1,1,2,[56]
government agency,1,1,2,[56]
remote sensing,1,1,2,[56]
forest algorithm,1,1,2,[56]
climate variable,1,1,2,[56]
environmental condition,1,1,2,[56]
density area,1,1,2,[56]
low precipitation,1,1,2,[56]
high proportion,1,1,2,[56]
commercial area,1,1,2,[56]
dengue dynamic,1,1,2,[56]
individual effect,1,1,2,[56]
combined effect,1,1,2,[56]
vector surveillance,1,1,2,[56]
climatic condition,1,1,2,[56]
anthropogenic impact,1,1,2,[60]
local climate,1,1,2,[60]
effective variable,1,1,2,[60]
temperature anomaly,1,1,2,[60]
canyon geometry,1,1,2,[60]
geometry factor,1,1,2,[60]
fabric component,1,1,2,[60]
suhi formation,1,1,2,[60]
mitigation strategy,1,1,2,[60]
design discipline,1,1,2,[60]
city microclimate,1,1,2,[79]
urban resident,1,1,2,[79]
ecological benefit,1,1,2,[79]
absolute perspective,1,1,2,[79]
satellite imagery,1,1,2,[79]
inefficient park,1,1,2,[79]
efficiency index,1,1,2,[79]
relative efficiency,1,1,2,[79]
intensity index,1,1,2,[79]
absolute efficiency,1,1,2,[79]
metropolitan city,1,1,2,[79]
empirical research,1,1,2,[79]
correlation analysis,1,1,2,[79]
park size,1,1,2,[79]
vegetation greenness,1,1,2,[79]
dominant factor,1,1,2,[79]
park cooling,1,1,2,[79]
current study,1,1,2,[79]
body coverage,1,1,2,[79]
research finding,1,1,2,[79]
valuable reference,1,1,2,[79]
cooling benefit,1,1,2,[79]
inexpensive tool,1,1,2,[115]
temperature change,1,1,2,[115]
small city,1,1,2,[115]
vegetation cover,1,1,2,[115]
process monitoring,1,1,2,[115]
case study,1,1,2,[115]
normalized difference,1,1,2,[115]
simple tool,1,1,2,[115]
lst change,1,1,2,[115]
temperature increase,1,1,2,[115]
cdi value,1,1,2,[115]
evident increase,1,1,2,[115]
cluster analysis,1,1,2,[115]
potential formation,1,1,2,[115]
implantation area,1,1,2,[115]
housing complex,1,1,2,[115]
priority area,1,1,2,[115]
simple methodology,1,1,2,[115]
interpretable machine,1,1,2,[119]
pollutant generation,1,1,2,[119]
urban growth,1,1,2,[119]
growth planning,1,1,2,[119]
pollutant concentration,1,1,2,[119]
concentration data,1,1,2,[119]
total phosphate,1,1,2,[119]
escherichia coli,1,1,2,[119]
planning scenario,1,1,2,[119]
urban density,1,1,2,[119]
shap result,1,1,2,[119]
urbanization level,1,1,2,[119]
rf prediction,1,1,2,[119]
prediction result,1,1,2,[119]
high density,1,1,2,[119]
current sprawl,1,1,2,[119]
sprawl development,1,1,2,[119]
potential risk,1,1,2,[119]
coli pollution,1,1,2,[119]
wet season,1,1,2,[119]
empirical evidence,1,1,2,[119]
mechanistic explanation,1,1,2,[119]
quality degradation,1,1,2,[119]
powerful tool,1,1,2,[119]
scenario prediction,1,1,2,[119]
environmental impact,1,1,2,[119]
comfort prediction,1,1,2,[201]
new methodology,1,1,2,[201]
energy engineering,1,1,2,[201]
engineering modeling,1,1,2,[201]
optimum morphology,1,1,2,[201]
high quality,1,1,2,[201]
python advantage,1,1,2,[201]
main part,1,1,2,[201]
study follow,1,1,2,[201]
engineering energy,1,1,2,[201]
mean vote,1,1,2,[201]
data set,1,1,2,[201]
final reliable,1,1,2,[201]
current model,1,1,2,[201]
similar sidewalk,1,1,2,[201]
mathematical model,1,1,2,[201]
sml error,1,1,2,[201]
error evaluation,1,1,2,[201]
evaluation function,1,1,2,[201]
result confirm,1,1,2,[201]
occurred error,1,1,2,[201]
similar field,1,1,2,[201]
sustainable architecture,1,1,2,[201]
architecture strategy,1,1,2,[201]
urban scale,1,1,2,[201]
operational phase,1,1,2,[201]
existed element,1,1,2,[201]
life span,1,1,2,[201]
notable impact,1,1,2,[201]
trustable input,1,1,2,[201]
input data,1,1,2,[201]
simulation process,1,1,2,[201]
significant part,1,1,2,[201]
exact result,1,1,2,[201]
final step,1,1,2,[201]
practical implication,1,1,2,[201]
landscape designer,1,1,2,[201]
air quality,1,1,2,[201]
urban health,1,1,2,[201]
design goal,1,1,2,[201]
urban atmosphere,1,1,2,[201]
living space,1,1,2,[201]
infrastructure influence,1,1,2,[201]
comfort improvement,1,1,2,[201]
design method,1,1,2,[201]
new subject,1,1,2,[201]
new insight,1,1,2,[201]
effective design,1,1,2,[201]
comfort preparation,1,1,2,[201]
previous project,1,1,2,[201]
efficient strategy,1,1,2,[201]
healthy place,1,1,2,[201]
efficient model,1,1,2,[201]
study achievement,1,1,2,[201]
new vision,1,1,2,[201]
urban study,1,1,2,[201]
tropical city,1,1,2,[215]
geometric input,1,1,2,[215]
simulation program,1,1,2,[215]
customized machine,1,1,2,[215]
outdoor temperature,1,1,2,[215]
scientific research,1,1,2,[215]
planning tool,1,1,2,[215]
sustainable design,1,1,2,[215]
model development,1,1,2,[215]
meteorological data,1,1,2,[215]
morphology feature,1,1,2,[215]
outdoor air,1,1,2,[215]
sensitivity analysis,1,1,2,[215]
daytime temperature,1,1,2,[215]
aspect ratio,1,1,2,[215]
canyon street,1,1,2,[215]
tropical climate,1,1,2,[215]
cooling measure,1,1,2,[215]
logarithmic relationship,1,1,2,[215]
green plot,1,1,2,[215]
plot ratio,1,1,2,[215]
green coverage,1,1,2,[215]
coverage increase,1,1,2,[215]
greenery increase,1,1,2,[215]
urban ambient,1,1,2,[216]
temperature estimation,1,1,2,[216]
hyperlocal data,1,1,2,[216]
challenging environment,1,1,2,[216]
hazard study,1,1,2,[216]
integrated approach,1,1,2,[216]
diverse set,1,1,2,[216]
mobile sensor,1,1,2,[216]
city bus,1,1,2,[216]
biophysical parameter,1,1,2,[216]
lst data,1,1,2,[216]
forest regression,1,1,2,[216]
temperature sensor,1,1,2,[216]
sensor data,1,1,2,[216]
large temperature,1,1,2,[216]
diurnal change,1,1,2,[216]
forest modeling,1,1,2,[216]
accurate result,1,1,2,[216]
mean absolute,1,1,2,[216]
absolute error,1,1,2,[216]
enhanced granularity,1,1,2,[216]
hazard mapping,1,1,2,[216]
research approach,1,1,2,[216]
urban core,1,1,2,[216]
aat difference,1,1,2,[216]
sensing framework,1,1,2,[216]
heat vulnerability,1,1,2,[216]
individual community,1,1,2,[216]
local government,1,1,2,[216]
hazard mitigation,1,1,2,[216]
mitigation effort,1,1,2,[216]
exposure warning,1,1,2,[216]
empirical analysis,1,1,2,[222]
research highlight,1,1,2,[222]
empirical study,1,1,2,[222]
thermal benefit,1,1,2,[222]
tree physiognomy,1,1,2,[222]
physiognomy trait,1,1,2,[222]
particular play,1,1,2,[222]
key role,1,1,2,[222]
detailed understanding,1,1,2,[222]
management decision,1,1,2,[222]
hot city,1,1,2,[222]
tree crown,1,1,2,[222]
crown height,1,1,2,[222]
reference area,1,1,2,[222]
tree height,1,1,2,[222]
crown volume,1,1,2,[222]
crown area,1,1,2,[222]
area index,1,1,2,[222]
area density,1,1,2,[222]
european city,1,1,2,[222]
beside site,1,1,2,[222]
great influence,1,1,2,[222]
city dweller,1,1,2,[222]
valuable indicator,1,1,2,[222]
robust estimator,1,1,2,[222]
policy maker,1,1,2,[222]
management practitioner,1,1,2,[222]
green area,1,1,2,[222]
colder air,1,1,2,[228]
air mass,1,1,2,[228]
rural surroundings,1,1,2,[228]
open space,1,1,2,[228]
vital approach,1,1,2,[228]
nocturnal warming,1,1,2,[228]
important mitigation,1,1,2,[228]
mitigation aspect,1,1,2,[228]
field measurement,1,1,2,[228]
spatial domain,1,1,2,[228]
german city,1,1,2,[228]
important predictor,1,1,2,[228]
path occurrence,1,1,2,[228]
spatial transferability,1,1,2,[228]
brt model,1,1,2,[228]
study city,1,1,2,[228]
relative surface,1,1,2,[228]
topographic position,1,1,2,[228]
position index,1,1,2,[228]
topographic wind,1,1,2,[228]
wind index,1,1,2,[228]
model performance,1,1,2,[228]
characteristic curve,1,1,2,[228]
model transfer,1,1,2,[228]
suitable basis,1,1,2,[228]
general model,1,1,2,[228]
comparable range,1,1,2,[228]
morphological structure,1,1,2,[228]
path identification,1,1,2,[228]
promising method,1,1,2,[228]
helpful information,1,1,2,[228]
spatiotemporal measurement,1,1,2,[229]
environmental noise,1,1,2,[229]
study protocol,1,1,2,[229]
environmental health,1,1,2,[229]
health hazard,1,1,2,[229]
complex spatial,1,1,2,[229]
temporal pattern,1,1,2,[229]
local data,1,1,2,[229]
measurement campaign,1,1,2,[229]
source influence,1,1,2,[229]
road traffic,1,1,2,[229]
socioeconomic class,1,1,2,[229]
fine particulate,1,1,2,[229]
particulate matter,1,1,2,[229]
nitrogen oxide,1,1,2,[229]
noise level,1,1,2,[229]
lightweight monitoring,1,1,2,[229]
monitoring device,1,1,2,[229]
spatial statistic,1,1,2,[229]
emission modelling,1,1,2,[229]
pollution level,1,1,2,[229]
potential source,1,1,2,[229]
environmental study,1,1,2,[229]
ethic review,1,1,2,[229]
environmental pollution,1,1,2,[229]
health harming,1,1,2,[229]
harming exposure,1,1,2,[229]
local stakeholder,1,1,2,[229]
stakeholder engagement,1,1,2,[229]
private sector,1,1,2,[229]
policy document,1,1,2,[229]
conference presentation,1,1,2,[229]
important contributor,1,1,2,[247]
thorough investigation,1,1,2,[247]
pattern influence,1,1,2,[247]
typical megacity,1,1,2,[247]
result show,1,1,2,[247]
building coverage,1,1,2,[247]
architecture height,1,1,2,[247]
standard deviation,1,1,2,[247]
architecture projection,1,1,2,[247]
projection area,1,1,2,[247]
influential factor,1,1,2,[247]
regulation amplitude,1,1,2,[247]
lst temperature,1,1,2,[247]
positive correlation,1,1,2,[247]
development intensity,1,1,2,[247]
architectural base,1,1,2,[247]
base area,1,1,2,[247]
building height,1,1,2,[247]
dominant contributor,1,1,2,[247]
different season,1,1,2,[247]
quantitative insight,1,1,2,[247]
lst effect,1,1,2,[247]
rational design,1,1,2,[247]
distinctive insight,1,1,2,[247]
brt method,1,1,2,[247]
environmental variable,1,1,2,[247]
key element,1,1,2,[371]
high temperature,1,1,2,[371]
temperature weather,1,1,2,[371]
form feature,1,1,2,[371]
building morphology,1,1,2,[371]
dominant effect,1,1,2,[371]
positive effect,1,1,2,[371]
floor area,1,1,2,[371]
area ratio,1,1,2,[371]
environment mitigation,1,1,2,[371]
mitigation planning,1,1,2,[371]
city manager,1,1,2,[371]
enhanced understanding,1,1,2,[372]
city scale,1,1,2,[372]
urban dweller,1,1,2,[372]
adverse heat,1,1,2,[372]
heat impact,1,1,2,[372]
fine spatial,1,1,2,[372]
resolution imagery,1,1,2,[372]
sensed temperature,1,1,2,[372]
configuration influence,1,1,2,[372]
urban temperature,1,1,2,[372]
panel regression,1,1,2,[372]
shrub cover,1,1,2,[372]
grass coverage,1,1,2,[372]
robustness check,1,1,2,[372]
observed relationship,1,1,2,[372]
weighted regression,1,1,2,[372]
different vegetation,1,1,2,[372]
temperature relationship,1,1,2,[372]
summer surface,1,1,2,[372]
large vegetation,1,1,2,[372]
vegetation structure,1,1,2,[372]
local detail,1,1,2,[372]
city coverage,1,1,2,[372]
explicit tool,1,1,2,[372]
urban characteristic,1,1,2,[431]
environmental problem,1,1,2,[431]
urban phenomenon,1,1,2,[431]
island research,1,1,2,[431]
planning practice,1,1,2,[431]
spatial scale,1,1,2,[431]
important variable,1,1,2,[431]
main contribution,1,1,2,[431]
island study,1,1,2,[431]
determinant variable,1,1,2,[431]
temperature forecast,1,1,2,[453]
forecast system,1,1,2,[453]
information service,1,1,2,[453]
statistical downscaling,1,1,2,[453]
numerical model,1,1,2,[453]
forecasting data,1,1,2,[453]
working model,1,1,2,[453]
horizontal resolution,1,1,2,[453]
weather forecast,1,1,2,[453]
detailed temperature,1,1,2,[453]
temperature characteristic,1,1,2,[453]
characteristic change,1,1,2,[453]
spatial area,1,1,2,[453]
city temperature,1,1,2,[453]
temperature prediction,1,1,2,[453]
spatial decomposition,1,1,2,[453]
decomposition capability,1,1,2,[453]
temperature model,1,1,2,[453]
temperature resolution,1,1,2,[453]
seoul area,1,1,2,[453]
spatial information,1,1,2,[453]
statistical method,1,1,2,[453]
linear regression,1,1,2,[453]
observational data,1,1,2,[453]
vertical characteristic,1,1,2,[453]
temperature information,1,1,2,[453]
tropical night,1,1,2,[453]
administrative district,1,1,2,[453]
ten factor,1,1,2,[454]
many nation,1,1,2,[454]
main shortcoming,1,1,2,[454]
arid region,1,1,2,[454]
spatial vector,1,1,2,[454]
vector data,1,1,2,[454]
homogeneous dataset,1,1,2,[454]
cooler surface,1,1,2,[454]
uhi definition,1,1,2,[454]
thermal band,1,1,2,[454]
brt analysis,1,1,2,[454]
new method,1,1,2,[454]
different district,1,1,2,[454]
modis time,1,1,2,[456]
time series,1,1,2,[456]
series satellite,1,1,2,[456]
significant variable,1,1,2,[456]
urban issue,1,1,2,[456]
spatial pattern,1,1,2,[456]
insufficient weather,1,1,2,[456]
weather station,1,1,2,[456]
station limit,1,1,2,[456]
spatial representation,1,1,2,[456]
heterogeneous city,1,1,2,[456]
forest machine,1,1,2,[456]
climate characteristic,1,1,2,[456]
auxiliary variable,1,1,2,[456]
solar radiation,1,1,2,[456]
impervious area,1,1,2,[456]
different relationship,1,1,2,[456]
different input,1,1,2,[456]
lst variable,1,1,2,[456]
geographic factor,1,1,2,[456]
sea breeze,1,1,2,[456]
distinct temperature,1,1,2,[456]
vegetated area,1,1,2,[456]
agricultural land,1,1,2,[515]
unintended spread,1,1,2,[515]
artificial component,1,1,2,[515]
cover type,1,1,2,[515]
wide range,1,1,2,[515]
human health,1,1,2,[515]
air pollution,1,1,2,[515]
energy demand,1,1,2,[515]
water shortage,1,1,2,[515]
relevant role,1,1,2,[515]
ground surface,1,1,2,[515]
local temperature,1,1,2,[515]
certain area,1,1,2,[515]
low density,1,1,2,[515]
lst model,1,1,2,[515]
local scale,1,1,2,[515]
algorithm base,1,1,2,[515]
base approach,1,1,2,[515]
comprehensive data,1,1,2,[515]
gis functionality,1,1,2,[515]
image analysis,1,1,2,[515]
complex map,1,1,2,[515]
map production,1,1,2,[515]
considerable efficiency,1,1,2,[515]
high accuracy,1,1,2,[515]
expanded investigation,1,1,2,[515]
temporal dynamic,1,1,2,[515]
environmental significance,1,1,2,[515]
microclimate perception,1,1,2,[515]
improved decision,1,1,2,[515]
decision making,1,1,2,[515]
problem identification,1,1,2,[515]
support mitigation,1,1,2,[515]
