term,freq,range,score,doc_ids
operating characteristic,1,1,2,[138]
dynamic programming,1,1,2,[138]
programming algorithm,1,1,2,[138]
several experiment,1,1,2,[138]
shuttle bus,1,1,2,[138]
current trend,1,1,2,[143]
environmental awareness,1,1,2,[143]
personal fitness,1,1,2,[143]
many people,1,1,2,[143]
public transport,1,1,2,[143]
micromobility solution,1,1,2,[143]
electric bicycle,1,1,2,[143]
cargo bike,1,1,2,[143]
micromobility vehicle,1,1,2,[143]
short time,1,1,2,[143]
single person,1,1,2,[143]
system architecture,1,1,2,[143]
fixed time,1,1,2,[143]
additional hardware,1,1,2,[143]
knowledge base,1,1,2,[143]
new environment,1,1,2,[143]
external update,1,1,2,[143]
adequate accuracy,1,1,2,[143]
moderate processing,1,1,2,[143]
processing power,1,1,2,[143]
object representation,1,1,2,[143]
classification accuracy,1,1,2,[143]
overall power,1,1,2,[143]
power consumption,1,1,2,[143]
total operating,1,1,2,[143]
operating time,1,1,2,[143]
lead battery,1,1,2,[143]
public policy,1,1,2,[273]
policy development,1,1,2,[273]
challenging task,1,1,2,[273]
complex pattern,1,1,2,[273]
conventional model,1,1,2,[273]
gravity model,1,1,2,[273]
physic principle,1,1,2,[273]
predictive power,1,1,2,[273]
many factor,1,1,2,[273]
existing machine,1,1,2,[273]
nearby region,1,1,2,[273]
attention mechanism,1,1,2,[273]
graph attention,1,1,2,[273]
attention network,1,1,2,[273]
demand characteristic,1,1,2,[273]
multitask learning,1,1,2,[273]
learning framework,1,1,2,[273]
effective representation,1,1,2,[273]
learned embeddings,1,1,2,[273]
big city,1,1,2,[298]
city taxi,1,1,2,[298]
long waiting,1,1,2,[298]
waiting time,1,1,2,[298]
excessive vacant,1,1,2,[298]
vacant trip,1,1,2,[298]
exploratory taxi,1,1,2,[298]
taxi fleet,1,1,2,[298]
fleet service,1,1,2,[298]
service analysis,1,1,2,[298]
forecast model,1,1,2,[298]
taxi demand,1,1,2,[298]
large sample,1,1,2,[298]
historic data,1,1,2,[298]
direct comparison,1,1,2,[298]
statistical model,1,1,2,[298]
complex interaction,1,1,2,[298]
data source,1,1,2,[298]
traffic speed,1,1,2,[304]
urban place,1,1,2,[304]
increased availability,1,1,2,[304]
different method,1,1,2,[304]
common need,1,1,2,[304]
traffic prediction,1,1,2,[304]
traffic light,1,1,2,[304]
management scheme,1,1,2,[304]
forecasting effectiveness,1,1,2,[304]
probe data,1,1,2,[304]
multiple test,1,1,2,[304]
first scenario,1,1,2,[304]
second scenario,1,1,2,[304]
min interval,1,1,2,[304]
third scenario,1,1,2,[304]
random road,1,1,2,[304]
whole day,1,1,2,[304]
result show,1,1,2,[304]
regression model,1,1,2,[304]
model performs,1,1,2,[304]
stable condition,1,1,2,[304]
minor variation,1,1,2,[304]
perceptron model,1,1,2,[304]
model adapts,1,1,2,[304]
destination prediction,1,1,2,[321]
urban delivery,1,1,2,[321]
urban logistics,1,1,2,[321]
logistics system,1,1,2,[321]
estimated time,1,1,2,[321]
paramount importance,1,1,2,[321]
efficient resource,1,1,2,[321]
resource planning,1,1,2,[321]
satisfactory client,1,1,2,[321]
client experience,1,1,2,[321]
individual logistics,1,1,2,[321]
logistics business,1,1,2,[321]
business entity,1,1,2,[321]
urban road,1,1,2,[321]
road system,1,1,2,[321]
smart city,1,1,2,[321]
initiative worldwide,1,1,2,[321]
new opportunity,1,1,2,[321]
destination predictor,1,1,2,[321]
trajectory data,1,1,2,[321]
road incident,1,1,2,[321]
incident detector,1,1,2,[321]
incident detection,1,1,2,[321]
practical choice,1,1,2,[321]
government authority,1,1,2,[321]
advanced infrastructure,1,1,2,[321]
operational efficiency,1,1,2,[321]
logistics industry,1,1,2,[321]
traditional methodology,1,1,2,[355]
complex dynamic,1,1,2,[355]
historical urbanization,1,1,2,[355]
mobile device,1,1,2,[355]
urban decision,1,1,2,[355]
accurate result,1,1,2,[355]
local business,1,1,2,[355]
temporal demand,1,1,2,[355]
business hour,1,1,2,[355]
performance evaluation,1,1,2,[355]
luxembourg city,1,1,2,[355]
crowdsensed datasets,1,1,2,[355]
high accuracy,1,1,2,[355]
hidden feature,1,1,2,[355]
rapid development,1,1,2,[392]
internet technique,1,1,2,[392]
various contexts,1,1,2,[392]
contexts attracts,1,1,2,[392]
much attention,1,1,2,[392]
mode information,1,1,2,[392]
journey planning,1,1,2,[392]
much work,1,1,2,[392]
classic machine,1,1,2,[392]
strong representation,1,1,2,[392]
representation ability,1,1,2,[392]
deep learning,1,1,2,[392]
multiple transportation,1,1,2,[392]
robust feature,1,1,2,[392]
feature representation,1,1,2,[392]
lstm network,1,1,2,[392]
temporal dependency,1,1,2,[392]
dependency characteristic,1,1,2,[392]
feature vector,1,1,2,[392]
cnn output,1,1,2,[392]
artificial segment,1,1,2,[392]
peak feature,1,1,2,[392]
raw sensor,1,1,2,[392]
sensor measurement,1,1,2,[392]
long period,1,1,2,[392]
extensive experiment,1,1,2,[392]
htc datasets,1,1,2,[392]
comparative algorithms,1,1,2,[392]
shl dataset,1,1,2,[392]
barometric data,1,1,2,[392]
smart mobile,1,1,2,[407]
urban vehicle,1,1,2,[407]
promising sensing,1,1,2,[407]
sensing paradigm,1,1,2,[407]
mobile node,1,1,2,[407]
municipal administration,1,1,2,[407]
mcs task,1,1,2,[407]
sensing data,1,1,2,[407]
recruiting strategy,1,1,2,[407]
novel vehicle,1,1,2,[407]
selection algorithm,1,1,2,[407]
sensing range,1,1,2,[407]
limited cost,1,1,2,[407]
selection problem,1,1,2,[407]
mcs server,1,1,2,[407]
candidate vehicle,1,1,2,[407]
markov decision,1,1,2,[407]
decision process,1,1,2,[407]
temporal coverage,1,1,2,[407]
real trajectory,1,1,2,[407]
trajectory dataset,1,1,2,[407]
numerical result,1,1,2,[407]
optimal solution,1,1,2,[407]
activity profile,1,1,2,[425]
dynamical pattern,1,1,2,[425]
freight behavior,1,1,2,[425]
digital age,1,1,2,[425]
heterogeneous demographic,1,1,2,[425]
work profile,1,1,2,[425]
pervasive data,1,1,2,[425]
learning concept,1,1,2,[425]
signature travel,1,1,2,[425]
travel activity,1,1,2,[425]
survey data,1,1,2,[425]
longitudinal activity,1,1,2,[425]
activity sequence,1,1,2,[425]
activity reconstruction,1,1,2,[425]
component analysis,1,1,2,[425]
fundamental activity,1,1,2,[425]
activity feature,1,1,2,[425]
survey dataset,1,1,2,[425]
daily activity,1,1,2,[425]
faithful reconstruction,1,1,2,[425]
input data,1,1,2,[425]
reconstruction error,1,1,2,[425]
useful extension,1,1,2,[425]
single activity,1,1,2,[425]
infrequent activity,1,1,2,[425]
truck queuing,1,1,2,[425]
original dimension,1,1,2,[425]
error rate,1,1,2,[425]
variational autoencoder,1,1,2,[425]
driver activity,1,1,2,[425]
distinctive activity,1,1,2,[425]
activity pattern,1,1,2,[425]
singapore truck,1,1,2,[425]
fuzzy logic,1,1,2,[433]
detection framework,1,1,2,[433]
research area,1,1,2,[433]
different domain,1,1,2,[433]
mobile computing,1,1,2,[433]
intelligent transportation,1,1,2,[433]
transportation system,1,1,2,[433]
current approach,1,1,2,[433]
substantial training,1,1,2,[433]
training data,1,1,2,[433]
reasoning procedure,1,1,2,[433]
ground truth,1,1,2,[433]
truth information,1,1,2,[433]
various transport,1,1,2,[433]
expert knowledge,1,1,2,[433]
spatial information,1,1,2,[433]
fuzzy reasoning,1,1,2,[433]
reasoning scheme,1,1,2,[433]
fuzzy rule,1,1,2,[433]
rule base,1,1,2,[433]
varied certainty,1,1,2,[433]
certainty factor,1,1,2,[433]
different membership,1,1,2,[433]
membership function,1,1,2,[433]
function combination,1,1,2,[433]
different classification,1,1,2,[555]
classification algorithm,1,1,2,[555]
comprehensive comparison,1,1,2,[555]
computational time,1,1,2,[555]
kobe city,1,1,2,[555]
feature extraction,1,1,2,[555]
much quicker,1,1,2,[555]
boosted decision,1,1,2,[555]
