term,freq,range,score,doc_ids
important variable,2,1,3,[99]
demographic rate,2,1,3,[100]
block carbon,2,1,3,[102]
environment factor,2,1,3,[102]
corporate network,2,1,3,[109]
intercity network,2,1,3,[109]
price prediction,2,1,3,[114]
prediction model,2,1,3,[114]
rlp distribution,2,1,3,[114]
body mass,2,1,3,[123]
mass index,2,1,3,[123]
collective effect,2,1,3,[123]
simulation model,2,1,3,[130]
artificial fish,2,1,3,[130]
fish swarm,2,1,3,[130]
swarm algorithm,2,1,3,[130]
sustainable development,2,1,3,[130]
certainty area,2,1,3,[182]
domestic product,2,1,3,[186]
electric consumption,2,1,3,[186]
ntl dataset,2,1,3,[186]
air pollution,2,1,3,[238]
nonlinear effect,2,1,3,[238]
construction land,2,1,3,[238]
land parcel,2,1,3,[239]
area partitioning,2,1,3,[245]
entire region,2,1,3,[245]
probability map,2,1,3,[245]
traditional model,2,1,3,[245]
use planning,2,1,3,[256]
location decision,2,1,3,[256]
use category,2,1,3,[260]
mapping result,2,1,3,[260]
population coverage,2,1,3,[293]
temporal length,2,1,3,[293]
data set,2,1,3,[293]
water consumption,2,1,3,[293]
socioeconomic function,2,1,3,[293]
municipal service,2,1,3,[293]
spatial factor,2,1,3,[310]
land value,2,1,3,[310]
park access,2,1,3,[339]
relative role,2,1,3,[339]
accessibility change,2,1,3,[339]
transport network,2,1,3,[339]
local policy,2,1,3,[348]
travel block,2,1,3,[350]
hotspot analysis,2,1,3,[350]
road network,2,1,3,[350]
classification approach,2,1,3,[383]
weibo data,2,1,3,[383]
particle swarm,2,1,3,[421]
swarm optimization,2,1,3,[421]
current food,2,1,3,[421]
use transition,2,1,3,[426]
land change,2,1,3,[426]
urban subclass,2,1,3,[426]
deep learning,2,1,3,[436]
transportation system,2,1,3,[521]
natural factor,2,1,3,[570]
main driving,2,1,3,[570]
contribution rate,2,1,3,[570]
factor identification,1,1,2,[17]
urban air,1,1,2,[17]
accurate air,1,1,2,[17]
quality prediction,1,1,2,[17]
management policy,1,1,2,[17]
data acquisition,1,1,2,[17]
unknown space,1,1,2,[17]
geographic feature,1,1,2,[17]
pollution source,1,1,2,[17]
reference station,1,1,2,[17]
predicted air,1,1,2,[17]
quality index,1,1,2,[17]
unknown location,1,1,2,[17]
climatic effect,1,1,2,[17]
seasonal difference,1,1,2,[17]
spatial inference,1,1,2,[17]
inference stage,1,1,2,[17]
city type,1,1,2,[17]
spatial feature,1,1,2,[17]
transportation use,1,1,2,[17]
residential use,1,1,2,[17]
whereas population,1,1,2,[17]
labor force,1,1,2,[17]
prediction framework,1,1,2,[17]
actual data,1,1,2,[17]
coastal city,1,1,2,[57]
land surface,1,1,2,[57]
surface temperature,1,1,2,[57]
lst product,1,1,2,[57]
different land,1,1,2,[57]
land cover,1,1,2,[57]
cover type,1,1,2,[57]
radiative transfer,1,1,2,[57]
transfer equation,1,1,2,[57]
input variable,1,1,2,[57]
island intensity,1,1,2,[57]
uhi grade,1,1,2,[57]
northern city,1,1,2,[57]
high building,1,1,2,[57]
building density,1,1,2,[57]
dense population,1,1,2,[57]
different factor,1,1,2,[57]
artificial heat,1,1,2,[57]
surface heat,1,1,2,[57]
hybrid heat,1,1,2,[57]
urban structure,1,1,2,[57]
vegetated area,1,1,2,[57]
building color,1,1,2,[57]
different type,1,1,2,[90]
forest algorithm,1,1,2,[90]
different expansion,1,1,2,[90]
expansion determinant,1,1,2,[90]
service land,1,1,2,[90]
industrial land,1,1,2,[90]
use expansion,1,1,2,[90]
downtown area,1,1,2,[90]
poi factor,1,1,2,[90]
rf estimation,1,1,2,[90]
enormous difference,1,1,2,[90]
potential determinant,1,1,2,[90]
actual land,1,1,2,[90]
spatiotemporal knowledge,1,1,2,[90]
use dynamic,1,1,2,[90]
sound planning,1,1,2,[90]
planning strategy,1,1,2,[90]
new light,1,1,2,[90]
potential driving,1,1,2,[90]
asian perspective,1,1,2,[99]
rapid identification,1,1,2,[99]
empirical evidence,1,1,2,[99]
learning approach,1,1,2,[99]
community level,1,1,2,[99]
line segment,1,1,2,[99]
segment detector,1,1,2,[99]
hough transform,1,1,2,[99]
cooccurrence matrix,1,1,2,[99]
local binary,1,1,2,[99]
binary pattern,1,1,2,[99]
model performance,1,1,2,[99]
variable differs,1,1,2,[99]
satisfactory prediction,1,1,2,[99]
obvious difference,1,1,2,[99]
different poverty,1,1,2,[99]
poverty level,1,1,2,[99]
housing affordability,1,1,2,[99]
important manifestation,1,1,2,[99]
potential application,1,1,2,[99]
sustainable society,1,1,2,[99]
learning strategy,1,1,2,[100]
national infrastructure,1,1,2,[100]
positive population,1,1,2,[100]
planning relies,1,1,2,[100]
unique advantage,1,1,2,[100]
primary planner,1,1,2,[100]
type population,1,1,2,[100]
population forecasting,1,1,2,[100]
biased result,1,1,2,[100]
major city,1,1,2,[100]
xgboost algorithm,1,1,2,[100]
feature importance,1,1,2,[100]
near future,1,1,2,[100]
objective reference,1,1,2,[100]
low carbon,1,1,2,[102]
carbon city,1,1,2,[102]
effective way,1,1,2,[102]
urban level,1,1,2,[102]
various source,1,1,2,[102]
good prediction,1,1,2,[102]
prediction performance,1,1,2,[102]
absolute percentage,1,1,2,[102]
percentage error,1,1,2,[102]
average value,1,1,2,[102]
obvious variation,1,1,2,[102]
emission map,1,1,2,[102]
central city,1,1,2,[102]
planning scheme,1,1,2,[102]
key role,1,1,2,[102]
predefined model,1,1,2,[109]
interlocking network,1,1,2,[109]
network model,1,1,2,[109]
target variable,1,1,2,[109]
city factor,1,1,2,[109]
geographical factor,1,1,2,[109]
test set,1,1,2,[109]
different test,1,1,2,[109]
test data,1,1,2,[109]
specific application,1,1,2,[109]
scenario simulation,1,1,2,[109]
exploratory research,1,1,2,[109]
price distribution,1,1,2,[114]
experimental study,1,1,2,[114]
open data,1,1,2,[114]
spatiotemporal distribution,1,1,2,[114]
residential market,1,1,2,[114]
accurate mapping,1,1,2,[114]
dynamic require,1,1,2,[114]
reliable land,1,1,2,[114]
temporal resolution,1,1,2,[114]
several land,1,1,2,[114]
geographic variable,1,1,2,[114]
experimental result,1,1,2,[114]
regression algorithm,1,1,2,[114]
radial basis,1,1,2,[114]
vector regression,1,1,2,[114]
corresponding period,1,1,2,[114]
spatial pattern,1,1,2,[114]
urban subcenters,1,1,2,[114]
educational facility,1,1,2,[114]
important determinant,1,1,2,[114]
natural amenity,1,1,2,[114]
education facility,1,1,2,[114]
commercial facility,1,1,2,[114]
urban data,1,1,2,[114]
new approach,1,1,2,[114]
infrastructure layout,1,1,2,[114]
city growth,1,1,2,[114]
comparative role,1,1,2,[123]
common goal,1,1,2,[123]
essential role,1,1,2,[123]
new evidence,1,1,2,[123]
geographic scale,1,1,2,[123]
unified framework,1,1,2,[123]
city level,1,1,2,[123]
population size,1,1,2,[123]
influential factor,1,1,2,[123]
vital importance,1,1,2,[123]
optimum parameter,1,1,2,[130]
novel model,1,1,2,[130]
growth type,1,1,2,[130]
certain range,1,1,2,[130]
central area,1,1,2,[130]
genetic algorithms,1,1,2,[130]
distance variable,1,1,2,[130]
parameter value,1,1,2,[130]
model regardless,1,1,2,[130]
initial parameter,1,1,2,[130]
parameter setting,1,1,2,[130]
cropland protection,1,1,2,[130]
ecological security,1,1,2,[130]
core area,1,1,2,[130]
town center,1,1,2,[130]
precise simulation,1,1,2,[130]
potential increase,1,1,2,[130]
increase area,1,1,2,[130]
urbanization prediction,1,1,2,[182]
computational resource,1,1,2,[182]
geographical information,1,1,2,[182]
growth modeling,1,1,2,[182]
viable tool,1,1,2,[182]
civil organization,1,1,2,[182]
design infrastructure,1,1,2,[182]
public utility,1,1,2,[182]
utility network,1,1,2,[182]
plan housing,1,1,2,[182]
housing solution,1,1,2,[182]
environmental impact,1,1,2,[182]
prediction estimate,1,1,2,[182]
land prediction,1,1,2,[182]
different growth,1,1,2,[182]
human knowledge,1,1,2,[182]
understandable policy,1,1,2,[182]
priori knowledge,1,1,2,[182]
town planning,1,1,2,[182]
planning policy,1,1,2,[182]
land extension,1,1,2,[182]
geographical condition,1,1,2,[182]
economic driver,1,1,2,[182]
inherent doubt,1,1,2,[182]
paper aim,1,1,2,[182]
planning exercise,1,1,2,[182]
city worldwide,1,1,2,[182]
raster format,1,1,2,[186]
great challenge,1,1,2,[186]
related issue,1,1,2,[186]
flood loss,1,1,2,[186]
loss assessment,1,1,2,[186]
epidemiological study,1,1,2,[186]
present study,1,1,2,[186]
back propagation,1,1,2,[186]
rf model,1,1,2,[186]
district scale,1,1,2,[186]
administrative scale,1,1,2,[186]
specific situation,1,1,2,[186]
optimum model,1,1,2,[186]
scientific support,1,1,2,[186]
zonal strategy,1,1,2,[212]
fine resolution,1,1,2,[212]
guangzhou city,1,1,2,[212]
light remote,1,1,2,[212]
interest data,1,1,2,[212]
accuracy evaluation,1,1,2,[212]
evaluation result,1,1,2,[212]
determinant coefficient,1,1,2,[212]
root mean,1,1,2,[212]
mean square,1,1,2,[212]
square error,1,1,2,[212]
dense area,1,1,2,[212]
sparse area,1,1,2,[212]
zonal modeling,1,1,2,[212]
modeling strategy,1,1,2,[212]
primary choice,1,1,2,[212]
regional difference,1,1,2,[212]
seasonal variation,1,1,2,[238]
accurate identification,1,1,2,[238]
effective control,1,1,2,[238]
environmental governance,1,1,2,[238]
key factor,1,1,2,[238]
wide attention,1,1,2,[238]
considerable study,1,1,2,[238]
fine particulate,1,1,2,[238]
particulate matter,1,1,2,[238]
annual analysis,1,1,2,[238]
seasonal variability,1,1,2,[238]
possible estimation,1,1,2,[238]
estimation bias,1,1,2,[238]
statistical model,1,1,2,[238]
magnitude impact,1,1,2,[238]
different season,1,1,2,[238]
policy implication,1,1,2,[238]
main conclusion,1,1,2,[238]
seasonal characteristic,1,1,2,[238]
inhibitory effect,1,1,2,[238]
vegetation distribution,1,1,2,[238]
positive impact,1,1,2,[238]
artificial surface,1,1,2,[238]
surface distribution,1,1,2,[238]
leaf drop,1,1,2,[238]
pollution control,1,1,2,[238]
coverage area,1,1,2,[238]
evergreen vegetation,1,1,2,[238]
pinus bungeana,1,1,2,[238]
euonymus japonicus,1,1,2,[238]
main road,1,1,2,[238]
regional urbanization,1,1,2,[238]
fine scale,1,1,2,[239]
transition suitability,1,1,2,[239]
neighborhood level,1,1,2,[239]
vca model,1,1,2,[239]
developmental potential,1,1,2,[239]
morphological characteristic,1,1,2,[239]
use pattern,1,1,2,[239]
ecological control,1,1,2,[239]
control strategy,1,1,2,[239]
spatiotemporal convolution,1,1,2,[245]
dynamic land,1,1,2,[245]
previous research,1,1,2,[245]
data time,1,1,2,[245]
time slice,1,1,2,[245]
neighborhood interaction,1,1,2,[245]
spatiotemporal dependency,1,1,2,[245]
feature learning,1,1,2,[245]
partitioning strategy,1,1,2,[245]
conversion probability,1,1,2,[245]
dynamic simulation,1,1,2,[245]
simulation result,1,1,2,[245]
entire study,1,1,2,[245]
stochastic factor,1,1,2,[245]
result illustrate,1,1,2,[245]
composite pattern,1,1,2,[245]
som partitioning,1,1,2,[245]
partitioning result,1,1,2,[245]
optimal time,1,1,2,[245]
time step,1,1,2,[245]
positive correlation,1,1,2,[245]
temporal dependency,1,1,2,[245]
beijing city,1,1,2,[251]
similar feature,1,1,2,[251]
statistical method,1,1,2,[251]
multisource remote,1,1,2,[251]
population census,1,1,2,[251]
census data,1,1,2,[251]
predictive algorithm,1,1,2,[251]
feature selection,1,1,2,[251]
variable combination,1,1,2,[251]
population modeling,1,1,2,[251]
developed model,1,1,2,[251]
absolute error,1,1,2,[251]
census population,1,1,2,[251]
town scale,1,1,2,[251]
valuable reference,1,1,2,[251]
public health,1,1,2,[251]
disaster prevention,1,1,2,[251]
use plan,1,1,2,[256]
deep understanding,1,1,2,[256]
different domain,1,1,2,[256]
key challenge,1,1,2,[256]
individual make,1,1,2,[256]
human agent,1,1,2,[256]
learning model,1,1,2,[256]
use conversion,1,1,2,[256]
conversion model,1,1,2,[256]
use master,1,1,2,[256]
master plan,1,1,2,[256]
shenzhen city,1,1,2,[256]
empirical data,1,1,2,[256]
learning matter,1,1,2,[256]
decision model,1,1,2,[256]
detailed planning,1,1,2,[256]
growth trajectory,1,1,2,[256]
facility planning,1,1,2,[256]
planning effectiveness,1,1,2,[256]
regional mapping,1,1,2,[260]
resource allocation,1,1,2,[260]
first mapping,1,1,2,[260]
national map,1,1,2,[260]
regional analysis,1,1,2,[260]
segmentation approach,1,1,2,[260]
basic mapping,1,1,2,[260]
mapping unit,1,1,2,[260]
urban parcel,1,1,2,[260]
social sensing,1,1,2,[260]
sensing data,1,1,2,[260]
ii class,1,1,2,[260]
accuracy assessment,1,1,2,[260]
derived map,1,1,2,[260]
various application,1,1,2,[260]
biased population,1,1,2,[293]
social medium,1,1,2,[293]
mobile phone,1,1,2,[293]
smart card,1,1,2,[293]
effective analysis,1,1,2,[293]
landuse pattern,1,1,2,[293]
municipal water,1,1,2,[293]
consumption data,1,1,2,[293]
classification strategy,1,1,2,[293]
socioeconomic type,1,1,2,[293]
public facility,1,1,2,[293]
various form,1,1,2,[293]
consumption time,1,1,2,[293]
mixed land,1,1,2,[293]
diversity index,1,1,2,[293]
information entropy,1,1,2,[293]
spatial expansion,1,1,2,[293]
city center,1,1,2,[293]
industrial development,1,1,2,[293]
consumption pattern,1,1,2,[293]
service data,1,1,2,[293]
large population,1,1,2,[293]
comparative case,1,1,2,[310]
serious issue,1,1,2,[310]
issue worldwide,1,1,2,[310]
spatial characteristic,1,1,2,[310]
valuable implication,1,1,2,[310]
previous attempt,1,1,2,[310]
influence building,1,1,2,[310]
different development,1,1,2,[310]
development pattern,1,1,2,[310]
detailed information,1,1,2,[310]
neighbor algorithm,1,1,2,[310]
administrative center,1,1,2,[310]
transportation network,1,1,2,[310]
new building,1,1,2,[310]
urban park,1,1,2,[339]
important element,1,1,2,[339]
urban landscape,1,1,2,[339]
important role,1,1,2,[339]
sustainable city,1,1,2,[339]
equitable service,1,1,2,[339]
catchment area,1,1,2,[339]
metropolitan area,1,1,2,[339]
local contributor,1,1,2,[339]
deprivation dimension,1,1,2,[339]
study period,1,1,2,[339]
excellent park,1,1,2,[339]
population decrease,1,1,2,[339]
park increase,1,1,2,[339]
increase contribute,1,1,2,[339]
network change,1,1,2,[339]
deprived community,1,1,2,[339]
declined park,1,1,2,[339]
methodological framework,1,1,2,[339]
geographical accessibility,1,1,2,[339]
accessibility model,1,1,2,[339]
economic chain,1,1,2,[339]
chain substitution,1,1,2,[339]
substitution model,1,1,2,[339]
dynamic park,1,1,2,[339]
social inequality,1,1,2,[339]
urbanizing region,1,1,2,[339]
urban resident,1,1,2,[347]
spatial dataset,1,1,2,[347]
sufficient quality,1,1,2,[347]
scientific management,1,1,2,[347]
correlative study,1,1,2,[347]
sentinel image,1,1,2,[347]
engine platform,1,1,2,[347]
significant opportunity,1,1,2,[347]
forest machine,1,1,2,[347]
pixel scale,1,1,2,[347]
sample point,1,1,2,[347]
field visit,1,1,2,[347]
high resolution,1,1,2,[347]
resolution image,1,1,2,[347]
independent validation,1,1,2,[347]
validation sample,1,1,2,[347]
forest cover,1,1,2,[347]
average percentage,1,1,2,[347]
large city,1,1,2,[347]
western part,1,1,2,[347]
urbanizing district,1,1,2,[348]
annual land,1,1,2,[348]
timely assessment,1,1,2,[348]
urbanizing area,1,1,2,[348]
automata modelling,1,1,2,[348]
future urbanization,1,1,2,[348]
direct response,1,1,2,[348]
local land,1,1,2,[348]
strict enforcement,1,1,2,[348]
urbanization rate,1,1,2,[348]
subsequent year,1,1,2,[348]
previous farmland,1,1,2,[348]
management agency,1,1,2,[348]
baseline scenario,1,1,2,[348]
new growth,1,1,2,[348]
industry zone,1,1,2,[348]
overall plan,1,1,2,[348]
plan scenario,1,1,2,[348]
significant amount,1,1,2,[348]
marginal farmland,1,1,2,[348]
urban zone,1,1,2,[348]
hierarchical farmland,1,1,2,[348]
farmland protection,1,1,2,[348]
protection policy,1,1,2,[348]
local setting,1,1,2,[348]
sustainable urbanization,1,1,2,[348]
farmland loss,1,1,2,[348]
gis hotspot,1,1,2,[350]
useful mean,1,1,2,[350]
efficient system,1,1,2,[350]
full advantage,1,1,2,[350]
new technology,1,1,2,[350]
environment conducive,1,1,2,[350]
travel time,1,1,2,[350]
index data,1,1,2,[350]
questionnaire survey,1,1,2,[350]
comprehensive carbon,1,1,2,[350]
hotspot density,1,1,2,[350]
density surface,1,1,2,[350]
different index,1,1,2,[350]
e block,1,1,2,[350]
research area,1,1,2,[350]
planning implication,1,1,2,[350]
use mode,1,1,2,[350]
urban district,1,1,2,[350]
residential building,1,1,2,[350]
building area,1,1,2,[350]
travel model,1,1,2,[350]
bicycle lane,1,1,2,[350]
total road,1,1,2,[350]
road area,1,1,2,[350]
transit site,1,1,2,[350]
recreational facility,1,1,2,[350]
result confirm,1,1,2,[350]
functional mixing,1,1,2,[350]
dense road,1,1,2,[350]
volume rate,1,1,2,[350]
scattered distribution,1,1,2,[350]
professional post,1,1,2,[350]
traditional mode,1,1,2,[350]
volume ratio,1,1,2,[350]
bus system,1,1,2,[350]
bus station,1,1,2,[350]
station coverage,1,1,2,[350]
high popularity,1,1,2,[350]
new way,1,1,2,[350]
emission assessment,1,1,2,[350]
block planning,1,1,2,[350]
timely classification,1,1,2,[383]
zone prove,1,1,2,[383]
urban function,1,1,2,[383]
many effort,1,1,2,[383]
various classification,1,1,2,[383]
geospatial datasets,1,1,2,[383]
tremendous challenge,1,1,2,[383]
classification accuracy,1,1,2,[383]
rapid development,1,1,2,[383]
new opportunity,1,1,2,[383]
first endeavor,1,1,2,[383]
xgboost classification,1,1,2,[383]
classification model,1,1,2,[383]
optimization method,1,1,2,[421]
important way,1,1,2,[421]
climate change,1,1,2,[421]
environmental quality,1,1,2,[421]
city system,1,1,2,[421]
major restriction,1,1,2,[421]
afforestation program,1,1,2,[421]
spatial estimation,1,1,2,[421]
pso model,1,1,2,[421]
optimal zoning,1,1,2,[421]
afforestation area,1,1,2,[421]
different scenario,1,1,2,[421]
productivity decrease,1,1,2,[421]
decrease ratio,1,1,2,[421]
small loss,1,1,2,[421]
maximum carbon,1,1,2,[421]
high level,1,1,2,[421]
city management,1,1,2,[421]
numerous machine,1,1,2,[426]
change model,1,1,2,[426]
use class,1,1,2,[426]
specific land,1,1,2,[426]
important example,1,1,2,[426]
urban policy,1,1,2,[426]
rural protection,1,1,2,[426]
subclass development,1,1,2,[426]
new model,1,1,2,[426]
multiple transition,1,1,2,[426]
ganzhou city,1,1,2,[426]
satisfactory goodness,1,1,2,[426]
simulated future,1,1,2,[426]
future map,1,1,2,[426]
main pathway,1,1,2,[426]
multiple law,1,1,2,[426]
future land,1,1,2,[426]
policy making,1,1,2,[426]
land planning,1,1,2,[426]
sustainable land,1,1,2,[426]
strengthened regulation,1,1,2,[426]
land market,1,1,2,[426]
land supply,1,1,2,[426]
ecological function,1,1,2,[426]
key point,1,1,2,[426]
use function,1,1,2,[426]
use management,1,1,2,[426]
learning technique,1,1,2,[436]
accelerated urbanization,1,1,2,[436]
future pattern,1,1,2,[436]
urban issue,1,1,2,[436]
traditional machine,1,1,2,[436]
accurate result,1,1,2,[436]
insufficient consideration,1,1,2,[436]
urban transition,1,1,2,[436]
rule mining,1,1,2,[436]
effective deep,1,1,2,[436]
united mining,1,1,2,[436]
substantial potential,1,1,2,[436]
neighborhood information,1,1,2,[436]
receptive field,1,1,2,[436]
markov chain,1,1,2,[436]
expansion process,1,1,2,[436]
transformational relation,1,1,2,[436]
expansion status,1,1,2,[436]
landscape index,1,1,2,[436]
index similarity,1,1,2,[436]
expansion result,1,1,2,[436]
result reveal,1,1,2,[436]
primary factor,1,1,2,[436]
public transport,1,1,2,[521]
transport use,1,1,2,[521]
city component,1,1,2,[521]
complex relationship,1,1,2,[521]
innovative approach,1,1,2,[521]
sector type,1,1,2,[521]
granular amenity,1,1,2,[521]
amenity structure,1,1,2,[521]
public transit,1,1,2,[521]
tree model,1,1,2,[521]
model performs,1,1,2,[521]
predictive accuracy,1,1,2,[521]
computational efficiency,1,1,2,[521]
developed framework,1,1,2,[521]
practicable scenario,1,1,2,[521]
urban plan,1,1,2,[521]
regional center,1,1,2,[521]
initial increase,1,1,2,[521]
peak hour,1,1,2,[521]
strategic increase,1,1,2,[521]
tipping point,1,1,2,[521]
predicted ridership,1,1,2,[521]
current level,1,1,2,[521]
experiment support,1,1,2,[521]
transport goal,1,1,2,[521]
alleviate future,1,1,2,[521]
future strain,1,1,2,[521]
good foundation,1,1,2,[521]
amenity resource,1,1,2,[521]
resource distribution,1,1,2,[521]
transportation demand,1,1,2,[521]
force analysis,1,1,2,[570]
area expansion,1,1,2,[570]
many research,1,1,2,[570]
core topic,1,1,2,[570]
basic component,1,1,2,[570]
scientific basis,1,1,2,[570]
evolution process,1,1,2,[570]
expansion trend,1,1,2,[570]
rational control,1,1,2,[570]
control policy,1,1,2,[570]
shenyang city,1,1,2,[570]
arcgis software,1,1,2,[570]
topographic map,1,1,2,[570]
statistical yearbook,1,1,2,[570]
dependent variable,1,1,2,[570]
ensemble method,1,1,2,[570]
learning tradition,1,1,2,[570]
empirical relationship,1,1,2,[570]
binary dependent,1,1,2,[570]
continuous variable,1,1,2,[570]
development plan,1,1,2,[570]
brt analysis,1,1,2,[570]
regression analysis,1,1,2,[570]
residential area,1,1,2,[570]
important driving,1,1,2,[570]
main factor,1,1,2,[570]
total contribution,1,1,2,[570]
rural settlement,1,1,2,[570]
much influence,1,1,2,[570]
location factor,1,1,2,[570]
spatial form,1,1,2,[570]
zone construction,1,1,2,[570]
