term,freq,range,score,doc_ids
feature space,3,2,5,"[129, 427]"
sar imagery,3,2,5,"[252, 479]"
hyperspectral image,3,2,5,"[427, 437]"
classification performance,3,2,5,"[437, 559]"
road centerline,4,1,5,[443]
light detection,3,2,5,"[443, 567]"
decision level,4,1,5,[476]
deep highway,4,1,5,[479]
highway unit,4,1,5,[479]
unit network,4,1,5,[479]
precision agriculture,2,2,4,"[8, 427]"
many challenge,2,2,4,"[8, 237]"
standard resolution,3,1,4,[8]
valuable information,2,2,4,"[73, 92]"
land surface,2,2,4,"[73, 443]"
large amount,2,2,4,"[73, 92]"
network architecture,2,2,4,"[73, 427]"
test set,2,2,4,"[73, 96]"
various application,2,2,4,"[92, 237]"
environmental protection,2,2,4,"[92, 479]"
new approach,2,2,4,"[92, 169]"
natural hazard,2,2,4,"[92, 398]"
hidden layer,2,2,4,"[92, 427]"
accuracy assessment,2,2,4,"[92, 405]"
semantic labelling,2,2,4,"[96, 443]"
training set,2,2,4,"[96, 444]"
classification output,2,2,4,"[96, 204]"
learning architecture,2,2,4,"[96, 559]"
edge detection,2,2,4,"[106, 118]"
tl model,3,1,4,[144]
novel approach,2,2,4,"[169, 531]"
classification model,2,2,4,"[204, 479]"
important role,2,2,4,"[237, 559]"
various machine,2,2,4,"[237, 252]"
comparative assessment,2,2,4,"[252, 557]"
urban vegetation,3,1,4,[252]
urban planner,2,2,4,"[312, 444]"
tree coverage,3,1,4,[312]
automatic extraction,2,2,4,"[312, 443]"
high accuracy,2,2,4,"[312, 452]"
management practice,2,2,4,"[312, 567]"
big data,2,2,4,"[398, 479]"
vision task,2,2,4,"[398, 490]"
limited availability,2,2,4,"[398, 490]"
high classification,2,2,4,"[405, 444]"
hsi classification,3,1,4,[427]
classification framework,2,2,4,"[427, 531]"
hyperspectral data,2,2,4,"[437, 531]"
urban greenery,3,1,4,[452]
integration level,3,1,4,[476]
cover type,3,1,4,[479]
different time,2,2,4,"[479, 531]"
multispectral image,2,2,4,"[531, 557]"
building type,3,1,4,[567]
statistical index,2,1,3,[73]
manual labeling,2,1,3,[73]
lidar point,2,1,3,[129]
point cloud,2,1,3,[129]
geometric feature,2,1,3,[129]
individual tree,2,1,3,[162]
fusion approach,2,1,3,[162]
reflectance band,2,1,3,[162]
coastal development,2,1,3,[169]
residential status,2,1,3,[204]
urban building,2,1,3,[204]
middle income,2,1,3,[204]
detection method,2,1,3,[237]
vegetation mapping,2,1,3,[252]
cadastral parcel,2,1,3,[312]
manual preparation,2,1,3,[312]
cnn method,2,1,3,[312]
cnn output,2,1,3,[312]
vision system,2,1,3,[314]
spatial information,2,1,3,[318]
city scale,2,1,3,[318]
nn ge,2,1,3,[320]
test dataset,2,1,3,[320]
target task,2,1,3,[398]
hyperspectral pixel,2,1,3,[427]
net classifier,2,1,3,[427]
simultaneous use,2,1,3,[437]
infrared image,2,1,3,[437]
spectral property,2,1,3,[437]
road connectivity,2,1,3,[443]
labeled training,2,1,3,[444]
unreliable sample,2,1,3,[444]
dar es,2,1,3,[444]
greenery coverage,2,1,3,[452]
coverage information,2,1,3,[452]
greenery extraction,2,1,3,[452]
multispectral remote,2,1,3,[452]
pixel level,2,1,3,[476]
feature level,2,1,3,[476]
use class,2,1,3,[490]
spectral unmixing,2,1,3,[531]
training example,2,1,3,[531]
classification approach,2,1,3,[559]
dbn model,2,1,3,[559]
polsar data,2,1,3,[559]
landscape attribute,2,1,3,[567]
classification result,2,1,3,[567]
type information,2,1,3,[567]
environmental landscape,2,1,3,[567]
vital step,1,1,2,[8]
vision application,1,1,2,[8]
defense application,1,1,2,[8]
complicated task,1,1,2,[8]
various reason,1,1,2,[8]
pixel resolution,1,1,2,[8]
small object,1,1,2,[8]
single satellite,1,1,2,[8]
class variation,1,1,2,[8]
high variance,1,1,2,[8]
object size,1,1,2,[8]
dense background,1,1,2,[8]
imagery multiscale,1,1,2,[8]
rapid detection,1,1,2,[8]
windowed network,1,1,2,[8]
developed dataset,1,1,2,[8]
obvious leader,1,1,2,[8]
automatic detection,1,1,2,[73]
scale quantification,1,1,2,[73]
socioeconomic development,1,1,2,[73]
gis technique,1,1,2,[73]
temporal information,1,1,2,[73]
different band,1,1,2,[73]
sentinel series,1,1,2,[73]
regression technique,1,1,2,[73]
labeled data,1,1,2,[73]
significant effort,1,1,2,[73]
visual interpretation,1,1,2,[73]
evaluation data,1,1,2,[73]
extensive experimentation,1,1,2,[73]
optimization method,1,1,2,[73]
model configuration,1,1,2,[73]
root mean,1,1,2,[73]
statistical accuracy,1,1,2,[73]
brighter prediction,1,1,2,[73]
territorial monitoring,1,1,2,[92]
change prevention,1,1,2,[92]
high revolution,1,1,2,[92]
mapping task,1,1,2,[92]
learning model,1,1,2,[92]
coastal town,1,1,2,[92]
ténès region,1,1,2,[92]
national strategy,1,1,2,[92]
cnn model,1,1,2,[92]
spectral index,1,1,2,[92]
index combination,1,1,2,[92]
good value,1,1,2,[92]
rf algorithm,1,1,2,[92]
final land,1,1,2,[92]
support tool,1,1,2,[92]
national decision,1,1,2,[92]
new caledonia,1,1,2,[96]
complementary piece,1,1,2,[96]
cartographic information,1,1,2,[96]
biodiversity hotspot,1,1,2,[96]
lulc maps,1,1,2,[96]
extreme event,1,1,2,[96]
human activity,1,1,2,[96]
learning configuration,1,1,2,[96]
labelling architecture,1,1,2,[96]
data augmentation,1,1,2,[96]
lulc mapping,1,1,2,[96]
subtropical environment,1,1,2,[96]
specific data,1,1,2,[96]
data set,1,1,2,[96]
scientific community,1,1,2,[96]
lulc benchmark,1,1,2,[96]
complex environment,1,1,2,[96]
representative area,1,1,2,[96]
human operator,1,1,2,[96]
several architecture,1,1,2,[96]
raw observation,1,1,2,[96]
learning approach,1,1,2,[96]
comparable result,1,1,2,[96]
lc detection,1,1,2,[96]
lu detection,1,1,2,[96]
detection task,1,1,2,[96]
lc classification,1,1,2,[96]
raw channel,1,1,2,[96]
channel input,1,1,2,[96]
lu classification,1,1,2,[96]
sensing community,1,1,2,[96]
lulc detection,1,1,2,[96]
detection technique,1,1,2,[96]
hot topic,1,1,2,[106]
various method,1,1,2,[106]
different study,1,1,2,[106]
extraction process,1,1,2,[106]
current study,1,1,2,[106]
dark roofs,1,1,2,[106]
various indicator,1,1,2,[106]
example completeness,1,1,2,[106]
preliminary finding,1,1,2,[106]
used machine,1,1,2,[106]
research result,1,1,2,[106]
generic indicator,1,1,2,[106]
planning authority,1,1,2,[106]
urban demand,1,1,2,[106]
last decade,1,1,2,[118]
hyperspectral system,1,1,2,[118]
lidar scanner,1,1,2,[118]
road detection,1,1,2,[118]
city management,1,1,2,[118]
urban feature,1,1,2,[118]
road edge,1,1,2,[118]
first result,1,1,2,[118]
forest algorithm,1,1,2,[118]
airborne lidar,1,1,2,[129]
urban resident,1,1,2,[129]
total world,1,1,2,[129]
world population,1,1,2,[129]
demographic transition,1,1,2,[129]
urgent need,1,1,2,[129]
planning process,1,1,2,[129]
current plan,1,1,2,[129]
spectral signature,1,1,2,[129]
different sensor,1,1,2,[129]
multiple feature,1,1,2,[129]
point clouds,1,1,2,[129]
aerial photo,1,1,2,[129]
classifying space,1,1,2,[129]
different class,1,1,2,[129]
independent acquisition,1,1,2,[129]
orthorectification problem,1,1,2,[129]
radiometric property,1,1,2,[129]
affordable sensor,1,1,2,[129]
rs image,1,1,2,[144]
recent technology,1,1,2,[144]
hidden information,1,1,2,[144]
observed earth,1,1,2,[144]
earth environment,1,1,2,[144]
sustainable development,1,1,2,[144]
agricultural decision,1,1,2,[144]
performance improvement,1,1,2,[144]
large datasets,1,1,2,[144]
dl method,1,1,2,[144]
transfer learning,1,1,2,[144]
recent research,1,1,2,[144]
research problem,1,1,2,[144]
dl approach,1,1,2,[144]
much time,1,1,2,[144]
tl modeling,1,1,2,[144]
modeling technique,1,1,2,[144]
bottleneck feature,1,1,2,[144]
feature extraction,1,1,2,[144]
lclu classification,1,1,2,[144]
merced dataset,1,1,2,[144]
outdate performance,1,1,2,[144]
pléiades image,1,1,2,[153]
marina area,1,1,2,[153]
new gateway,1,1,2,[153]
building data,1,1,2,[153]
automated extraction,1,1,2,[153]
efficient mapping,1,1,2,[153]
touristic development,1,1,2,[153]
morphological operation,1,1,2,[153]
classified imagery,1,1,2,[153]
detected building,1,1,2,[153]
spatial diversity,1,1,2,[162]
tree classification,1,1,2,[162]
fusion technique,1,1,2,[162]
infrared imagery,1,1,2,[162]
urban study,1,1,2,[162]
supervised machine,1,1,2,[162]
diverse datasets,1,1,2,[162]
multiple sensor,1,1,2,[162]
sensor type,1,1,2,[162]
multispectral reflectance,1,1,2,[162]
minimum noise,1,1,2,[162]
noise fraction,1,1,2,[162]
hyperspectral reflectance,1,1,2,[162]
full dataset,1,1,2,[162]
dataset combination,1,1,2,[162]
individual sensor,1,1,2,[162]
limited sampling,1,1,2,[162]
sampling requirement,1,1,2,[162]
different issue,1,1,2,[169]
natural disaster,1,1,2,[169]
extreme storm,1,1,2,[169]
storm event,1,1,2,[169]
physical characteristic,1,1,2,[169]
coastal area,1,1,2,[169]
important factor,1,1,2,[169]
risk mitigation,1,1,2,[169]
overall coastal,1,1,2,[169]
coastal zone,1,1,2,[169]
zone management,1,1,2,[169]
traditional bathymetry,1,1,2,[169]
bathymetry measurement,1,1,2,[169]
various complexity,1,1,2,[169]
incident wave,1,1,2,[169]
wave signature,1,1,2,[169]
inversion model,1,1,2,[169]
physical model,1,1,2,[169]
computational cost,1,1,2,[169]
real data,1,1,2,[169]
ocean depth,1,1,2,[169]
simulated case,1,1,2,[169]
bathymetry estimation,1,1,2,[169]
novel application,1,1,2,[169]
income setting,1,1,2,[204]
common practice,1,1,2,[204]
computational power,1,1,2,[204]
learning capability,1,1,2,[204]
capability expand,1,1,2,[204]
footprint data,1,1,2,[204]
income country,1,1,2,[204]
ensemble machine,1,1,2,[204]
first time,1,1,2,[204]
label data,1,1,2,[204]
attribute consistency,1,1,2,[204]
gis workflow,1,1,2,[204]
additional country,1,1,2,[204]
use input,1,1,2,[204]
input data,1,1,2,[204]
diverse source,1,1,2,[204]
ensemble model,1,1,2,[204]
human population,1,1,2,[204]
population distribution,1,1,2,[204]
related application,1,1,2,[204]
resource allocation,1,1,2,[204]
service delivery,1,1,2,[204]
fundamental task,1,1,2,[237]
data processing,1,1,2,[237]
appropriate method,1,1,2,[237]
many variation,1,1,2,[237]
viewpoint variation,1,1,2,[237]
significant accuracy,1,1,2,[237]
image training,1,1,2,[237]
epoch time,1,1,2,[237]
learning method,1,1,2,[252]
green vegetation,1,1,2,[252]
spatial planning,1,1,2,[252]
urban challenge,1,1,2,[252]
optical satellite,1,1,2,[252]
extreme gradient,1,1,2,[252]
gradient boosting,1,1,2,[252]
extreme learning,1,1,2,[252]
learning machine,1,1,2,[252]
mlp classifier,1,1,2,[252]
mt classification,1,1,2,[252]
classification scenario,1,1,2,[252]
speckle filtering,1,1,2,[252]
additional increase,1,1,2,[252]
low vegetation,1,1,2,[252]
urban tree,1,1,2,[312]
tree offer,1,1,2,[312]
significant benefit,1,1,2,[312]
major challenge,1,1,2,[312]
artificial intelligence,1,1,2,[312]
intelligence workflow,1,1,2,[312]
thematic quality,1,1,2,[312]
aerial orthophoto,1,1,2,[312]
required training,1,1,2,[312]
input sample,1,1,2,[312]
cnn classification,1,1,2,[312]
parcel layer,1,1,2,[312]
combined method,1,1,2,[312]
parcel level,1,1,2,[312]
level statistic,1,1,2,[312]
land management,1,1,2,[312]
low altitude,1,1,2,[314]
many research,1,1,2,[314]
past decade,1,1,2,[314]
recent time,1,1,2,[314]
powerful sensor,1,1,2,[314]
laser rangefinder,1,1,2,[314]
rangefinder sensor,1,1,2,[314]
stereo vision,1,1,2,[314]
vision method,1,1,2,[314]
urban intelligent,1,1,2,[314]
intelligent navigator,1,1,2,[314]
low power,1,1,2,[314]
power consumption,1,1,2,[314]
different street,1,1,2,[314]
street object,1,1,2,[314]
bump sign,1,1,2,[314]
different parameter,1,1,2,[314]
initial learning,1,1,2,[314]
learning rate,1,1,2,[314]
third model,1,1,2,[314]
specified location,1,1,2,[314]
urban deprivation,1,1,2,[318]
exceptional efficiency,1,1,2,[318]
automated deprivation,1,1,2,[318]
deprivation mapping,1,1,2,[318]
local scale,1,1,2,[318]
heterogeneous deprivation,1,1,2,[318]
deprivation area,1,1,2,[318]
planning department,1,1,2,[318]
practical situation,1,1,2,[318]
limited reference,1,1,2,[318]
reference data,1,1,2,[318]
spatial morphology,1,1,2,[318]
updated map,1,1,2,[318]
limited information,1,1,2,[318]
model performance,1,1,2,[318]
model architecture,1,1,2,[318]
accuracy outperforms,1,1,2,[318]
small deprivation,1,1,2,[318]
distribution pattern,1,1,2,[318]
research output,1,1,2,[318]
important information,1,1,2,[318]
northern region,1,1,2,[320]
cover change,1,1,2,[320]
change mapping,1,1,2,[320]
environmental change,1,1,2,[320]
essential factor,1,1,2,[320]
surface land,1,1,2,[320]
change phenomenon,1,1,2,[320]
r programming,1,1,2,[320]
programming language,1,1,2,[320]
ge classifier,1,1,2,[320]
training dataset,1,1,2,[320]
dtnb algorithms,1,1,2,[320]
big remote,1,1,2,[398]
data analysis,1,1,2,[398]
learning framework,1,1,2,[398]
airborne sensor,1,1,2,[398]
huge number,1,1,2,[398]
whole earth,1,1,2,[398]
different side,1,1,2,[398]
several domain,1,1,2,[398]
hazard monitoring,1,1,2,[398]
global climate,1,1,2,[398]
successful technique,1,1,2,[398]
huge amount,1,1,2,[398]
significant challenge,1,1,2,[398]
available training,1,1,2,[398]
recent literature,1,1,2,[398]
various way,1,1,2,[398]
cnns parameter,1,1,2,[398]
annotated dataset,1,1,2,[398]
hybrid classification,1,1,2,[398]
rdd image,1,1,2,[398]
local region,1,1,2,[398]
image segmentation,1,1,2,[398]
machine accuracy,1,1,2,[405]
used model,1,1,2,[405]
possible variable,1,1,2,[405]
copernicus mission,1,1,2,[405]
mission satellite,1,1,2,[405]
town environment,1,1,2,[405]
different town,1,1,2,[405]
optimal combination,1,1,2,[405]
area extraction,1,1,2,[405]
overall kappa,1,1,2,[405]
kappa index,1,1,2,[405]
network paradigm,1,1,2,[427]
recent year,1,1,2,[427]
decision tree,1,1,2,[427]
ensemble learning,1,1,2,[427]
promising result,1,1,2,[427]
hsi analysis,1,1,2,[427]
insufficient information,1,1,2,[427]
information abstraction,1,1,2,[427]
classification algorithm,1,1,2,[427]
nonlinear feature,1,1,2,[427]
hyperspectral datasets,1,1,2,[427]
classifier yield,1,1,2,[427]
competitive processing,1,1,2,[427]
processing speed,1,1,2,[427]
spatial feature,1,1,2,[427]
new window,1,1,2,[427]
future research,1,1,2,[427]
deciduous tree,1,1,2,[437]
data gathering,1,1,2,[437]
processing technique,1,1,2,[437]
vegetation specie,1,1,2,[437]
specie mapping,1,1,2,[437]
scientific aspect,1,1,2,[437]
platform design,1,1,2,[437]
imaging system,1,1,2,[437]
rikola frame,1,1,2,[437]
infrared camera,1,1,2,[437]
flight mission,1,1,2,[437]
ha area,1,1,2,[437]
spectral band,1,1,2,[437]
spectral range,1,1,2,[437]
research question,1,1,2,[437]
conventional machine,1,1,2,[437]
individual crown,1,1,2,[437]
crown level,1,1,2,[437]
moderate classification,1,1,2,[437]
classification ability,1,1,2,[437]
data cube,1,1,2,[437]
classification error,1,1,2,[437]
error matrix,1,1,2,[437]
alternative imaging,1,1,2,[437]
imaging platform,1,1,2,[437]
simulated imaging,1,1,2,[437]
imaging project,1,1,2,[437]
sound solution,1,1,2,[437]
green space,1,1,2,[437]
space inventory,1,1,2,[437]
tree mapping,1,1,2,[437]
centerline extraction,1,1,2,[443]
key information,1,1,2,[443]
broad range,1,1,2,[443]
urban management,1,1,2,[443]
observational data,1,1,2,[443]
road map,1,1,2,[443]
map irregular,1,1,2,[443]
net evolution,1,1,2,[443]
evolution approach,1,1,2,[443]
image object,1,1,2,[443]
classifies image,1,1,2,[443]
minimum area,1,1,2,[443]
structure feature,1,1,2,[443]
feature index,1,1,2,[443]
complete road,1,1,2,[443]
multistep approach,1,1,2,[443]
morphology thinning,1,1,2,[443]
harris corner,1,1,2,[443]
corner detection,1,1,2,[443]
square fitting,1,1,2,[443]
complex road,1,1,2,[443]
york dataset,1,1,2,[443]
object identification,1,1,2,[443]
identification dataset,1,1,2,[443]
vaihingen dataset,1,1,2,[443]
labelling benchmark,1,1,2,[443]
guangzhou dataset,1,1,2,[443]
experiment result,1,1,2,[443]
efficient solution,1,1,2,[443]
complex scene,1,1,2,[443]
aerial imagery,1,1,2,[444]
frequent interval,1,1,2,[444]
valuable tool,1,1,2,[444]
uav data,1,1,2,[444]
time consuming,1,1,2,[444]
spatial datasets,1,1,2,[444]
training label,1,1,2,[444]
contextual cue,1,1,2,[444]
uav datasets,1,1,2,[444]
mislabeled training,1,1,2,[444]
image segment,1,1,2,[444]
spatial data,1,1,2,[444]
viable method,1,1,2,[444]
costly step,1,1,2,[444]
greenery land,1,1,2,[452]
cover extraction,1,1,2,[452]
critical part,1,1,2,[452]
modern city,1,1,2,[452]
land resource,1,1,2,[452]
resource management,1,1,2,[452]
challenging work,1,1,2,[452]
greenery information,1,1,2,[452]
extraction method,1,1,2,[452]
main step,1,1,2,[452]
small part,1,1,2,[452]
manual extraction,1,1,2,[452]
extraction result,1,1,2,[452]
verification sample,1,1,2,[452]
unlabelled data,1,1,2,[452]
high resolution,1,1,2,[452]
favourable performance,1,1,2,[452]
square kilometer,1,1,2,[452]
kilometer area,1,1,2,[452]
ndvi method,1,1,2,[452]
accurate delineation,1,1,2,[452]
greenery region,1,1,2,[452]
computational load,1,1,2,[452]
great potential,1,1,2,[452]
large area,1,1,2,[452]
area greenery,1,1,2,[452]
greenery auto,1,1,2,[452]
auto extraction,1,1,2,[452]
optimal integration,1,1,2,[476]
promising approach,1,1,2,[476]
suitable remains,1,1,2,[476]
many researcher,1,1,2,[476]
different integration,1,1,2,[476]
scientific reference,1,1,2,[476]
imp mode,1,1,2,[476]
typical machine,1,1,2,[476]
original image,1,1,2,[476]
extracted feature,1,1,2,[476]
significant improvement,1,1,2,[476]
different level,1,1,2,[476]
suitable method,1,1,2,[476]
data distribution,1,1,2,[476]
data resolution,1,1,2,[476]
sar feature,1,1,2,[476]
likelihood method,1,1,2,[476]
texture feature,1,1,2,[476]
single data,1,1,2,[476]
data source,1,1,2,[476]
appropriate fusion,1,1,2,[476]
fusion level,1,1,2,[476]
fusion method,1,1,2,[476]
advanced earth,1,1,2,[479]
earth observation,1,1,2,[479]
observation system,1,1,2,[479]
night imaging,1,1,2,[479]
imaging capability,1,1,2,[479]
rich information,1,1,2,[479]
resource investigation,1,1,2,[479]
massive data,1,1,2,[479]
operational operation,1,1,2,[479]
sar remote,1,1,2,[479]
large data,1,1,2,[479]
image interpretation,1,1,2,[479]
great challenge,1,1,2,[479]
scientific application,1,1,2,[479]
intelligent method,1,1,2,[479]
vision technology,1,1,2,[479]
great success,1,1,2,[479]
vision area,1,1,2,[479]
band imaging,1,1,2,[479]
phase coherence,1,1,2,[479]
coherence processing,1,1,2,[479]
optical image,1,1,2,[479]
projection direction,1,1,2,[479]
data composition,1,1,2,[479]
hierarchic feature,1,1,2,[479]
feature representation,1,1,2,[479]
resource inventory,1,1,2,[479]
planning data,1,1,2,[479]
convolutional network,1,1,2,[490]
energy audit,1,1,2,[490]
built infrastructure,1,1,2,[490]
physical feature,1,1,2,[490]
expert understanding,1,1,2,[490]
socioeconomic end,1,1,2,[490]
urban neighborhood,1,1,2,[490]
imagery data,1,1,2,[490]
vision technique,1,1,2,[490]
standard benchmark,1,1,2,[490]
ground truth,1,1,2,[490]
truth land,1,1,2,[490]
class label,1,1,2,[490]
atlas land,1,1,2,[490]
land classification,1,1,2,[490]
classification dataset,1,1,2,[490]
european city,1,1,2,[490]
deep architecture,1,1,2,[490]
good performance,1,1,2,[490]
standard computer,1,1,2,[490]
geospatial data,1,1,2,[490]
deep representation,1,1,2,[490]
several city,1,1,2,[490]
high cost,1,1,2,[531]
human annotation,1,1,2,[531]
field study,1,1,2,[531]
multilabel classification,1,1,2,[531]
powerful framework,1,1,2,[531]
complex relationship,1,1,2,[531]
spectral profile,1,1,2,[531]
different type,1,1,2,[531]
surface material,1,1,2,[531]
different approach,1,1,2,[531]
modis sensor,1,1,2,[531]
supervised classification,1,1,2,[531]
predictive performance,1,1,2,[531]
annotated training,1,1,2,[531]
time instance,1,1,2,[531]
hyperion sensor,1,1,2,[531]
cover estimation,1,1,2,[531]
excellent prediction,1,1,2,[531]
prediction accuracy,1,1,2,[531]
limited number,1,1,2,[531]
diverse training,1,1,2,[531]
unmixing method,1,1,2,[531]
sensed imagery,1,1,2,[557]
important problem,1,1,2,[557]
hazard assessment,1,1,2,[557]
disaster risk,1,1,2,[557]
risk management,1,1,2,[557]
technology nowadays,1,1,2,[557]
many study,1,1,2,[557]
lidar imagery,1,1,2,[557]
multispectral imagery,1,1,2,[557]
logical group,1,1,2,[557]
standard deviation,1,1,2,[557]
positive surface,1,1,2,[557]
surface openness,1,1,2,[557]
deep belief,1,1,2,[559]
belief network,1,1,2,[559]
core application,1,1,2,[559]
hierarchical structure,1,1,2,[559]
human brain,1,1,2,[559]
good classification,1,1,2,[559]
contextual mapping,1,1,2,[559]
mapping feature,1,1,2,[559]
method outperforms,1,1,2,[559]
preserved shape,1,1,2,[559]
shape detail,1,1,2,[559]
key element,1,1,2,[567]
spatial attribute,1,1,2,[567]
downtown site,1,1,2,[567]
different building,1,1,2,[567]
building component,1,1,2,[567]
neighborhood environment,1,1,2,[567]
footprint area,1,1,2,[567]
parking lot,1,1,2,[567]
lot pixel,1,1,2,[567]
consistent classification,1,1,2,[567]
