term,freq,range,score,doc_ids
mobile measurement,2,2,4,"[50, 292]"
linear model,2,2,4,"[50, 292]"
vegetation barrier,3,1,4,[94]
computational fluid,2,2,4,"[94, 322]"
fluid dynamic,2,2,4,"[94, 322]"
accurate prediction,2,2,4,"[142, 191]"
prediction performance,2,2,4,"[142, 218]"
learning algorithms,2,2,4,"[191, 512]"
service request,2,2,4,"[191, 486]"
prediction accuracy,2,2,4,"[218, 322]"
quality monitoring,2,2,4,"[292, 447]"
building design,2,2,4,"[322, 512]"
ventilation requirement,2,2,4,"[322, 512]"
current building,2,2,4,"[322, 512]"
absolute indoor,2,2,4,"[322, 512]"
outdoor wind,2,2,4,"[322, 512]"
wind environment,2,2,4,"[322, 512]"
simulation result,2,2,4,"[322, 512]"
wind tunnel,2,2,4,"[322, 386]"
tunnel experiment,2,2,4,"[322, 386]"
design variation,2,2,4,"[322, 512]"
design stage,2,2,4,"[322, 512]"
human mobility,2,1,3,[5]
memory network,2,1,3,[14]
structure pattern,2,1,3,[19]
sturla class,2,1,3,[19]
urban landscape,2,1,3,[19]
training domain,2,1,3,[26]
dummy model,2,1,3,[26]
concept drift,2,1,3,[26]
reliable result,2,1,3,[26]
mental health,2,1,3,[34]
built environment,2,1,3,[34]
urban setting,2,1,3,[34]
care pattern,2,1,3,[34]
decision tree,2,1,3,[50]
urban factor,2,1,3,[50]
co concentration,2,1,3,[50]
local community,2,1,3,[94]
barrier design,2,1,3,[94]
ml model,2,1,3,[94]
leaf area,2,1,3,[94]
particle size,2,1,3,[94]
average test,2,1,3,[94]
different season,2,1,3,[142]
concentration value,2,1,3,[142]
acid rain,2,1,3,[218]
pollutant prediction,2,1,3,[218]
household travel,2,1,3,[255]
high resolution,2,1,3,[292]
spatial feature,2,1,3,[292]
cross ventilation,2,1,3,[322]
transportation cost,2,1,3,[323]
area resident,2,1,3,[323]
reduced order,2,1,3,[386]
turbulent air,2,1,3,[386]
les model,2,1,3,[386]
aerosol monitor,2,1,3,[447]
reference instrument,2,1,3,[447]
urban stakeholder,2,1,3,[486]
urban neighborhood,2,1,3,[486]
flow field,2,1,3,[500]
different wind,2,1,3,[500]
wind direction,2,1,3,[500]
comprehensive study,1,1,2,[5]
correlation coefficient,1,1,2,[5]
absolute bias,1,1,2,[5]
concentration show,1,1,2,[5]
individual remain,1,1,2,[5]
residential area,1,1,2,[5]
various region,1,1,2,[5]
great impact,1,1,2,[5]
human activity,1,1,2,[5]
eleven region,1,1,2,[5]
black carbon,1,1,2,[5]
organic carbon,1,1,2,[5]
study period,1,1,2,[5]
mode recombination,1,1,2,[14]
recombination technique,1,1,2,[14]
important implication,1,1,2,[14]
public health,1,1,2,[14]
ecological environment,1,1,2,[14]
haze prevention,1,1,2,[14]
original sequence,1,1,2,[14]
reconstructed subseries,1,1,2,[14]
following conclusion,1,1,2,[14]
pattern reorganization,1,1,2,[14]
reorganization algorithms,1,1,2,[14]
high volatility,1,1,2,[14]
traditional machine,1,1,2,[14]
time series,1,1,2,[14]
series prediction,1,1,2,[14]
prediction tool,1,1,2,[14]
citywide distribution,1,1,2,[19]
monitoring method,1,1,2,[19]
bc data,1,1,2,[19]
atmospheric pollution,1,1,2,[19]
class exhibit,1,1,2,[19]
significant difference,1,1,2,[19]
pollution concentration,1,1,2,[19]
sturla component,1,1,2,[19]
spatial distribution,1,1,2,[19]
urban air,1,1,2,[19]
bare soil,1,1,2,[19]
bc concentration,1,1,2,[19]
landscape composition,1,1,2,[19]
interpolate concentration,1,1,2,[19]
sturla methodology,1,1,2,[19]
application point,1,1,2,[26]
urban boulevard,1,1,2,[26]
different model,1,1,2,[26]
model family,1,1,2,[26]
les output,1,1,2,[26]
independent testing,1,1,2,[26]
testing dataset,1,1,2,[26]
robust performance,1,1,2,[26]
independent data,1,1,2,[26]
constant concentration,1,1,2,[26]
multiplicative minimum,1,1,2,[26]
les run,1,1,2,[26]
les simulation,1,1,2,[26]
pregnancy care,1,1,2,[34]
risk factor,1,1,2,[34]
preventive care,1,1,2,[34]
retrospective observational,1,1,2,[34]
observational study,1,1,2,[34]
care event,1,1,2,[34]
environment experience,1,1,2,[34]
different pattern,1,1,2,[34]
clinical event,1,1,2,[34]
adverse outcome,1,1,2,[34]
pattern detection,1,1,2,[34]
encounter type,1,1,2,[34]
clinical problem,1,1,2,[34]
medication prescription,1,1,2,[34]
structural equation,1,1,2,[34]
equation modeling,1,1,2,[34]
care variation,1,1,2,[34]
pregnancy outcome,1,1,2,[34]
main outcome,1,1,2,[34]
postpartum depression,1,1,2,[34]
electronic health,1,1,2,[34]
health record,1,1,2,[34]
pregnant woman,1,1,2,[34]
live delivery,1,1,2,[34]
medical center,1,1,2,[34]
common type,1,1,2,[34]
homogeneous land,1,1,2,[34]
land use,1,1,2,[34]
retail floor,1,1,2,[34]
floor ratio,1,1,2,[34]
average education,1,1,2,[34]
education level,1,1,2,[34]
marital status,1,1,2,[34]
income inequality,1,1,2,[34]
walkable community,1,1,2,[34]
urban design,1,1,2,[34]
design policy,1,1,2,[34]
care provider,1,1,2,[34]
healthy pregnancy,1,1,2,[34]
nonlinear relationship,1,1,2,[50]
tree model,1,1,2,[50]
physical health,1,1,2,[50]
pollutant list,1,1,2,[50]
national monitoring,1,1,2,[50]
street level,1,1,2,[50]
pollution distribution,1,1,2,[50]
concentration data,1,1,2,[50]
form characteristic,1,1,2,[50]
geographic information,1,1,2,[50]
information system,1,1,2,[50]
observed concentration,1,1,2,[50]
predictor variable,1,1,2,[50]
modeling result,1,1,2,[50]
result demonstrate,1,1,2,[50]
gbdt model,1,1,2,[50]
pollution prediction,1,1,2,[50]
important relationship,1,1,2,[50]
standard deviation,1,1,2,[50]
green infrastructure,1,1,2,[94]
adverse health,1,1,2,[94]
health effect,1,1,2,[94]
roadside vegetation,1,1,2,[94]
vegetation design,1,1,2,[94]
direct field,1,1,2,[94]
field measurement,1,1,2,[94]
numerical simulation,1,1,2,[94]
support vector,1,1,2,[94]
vector machine,1,1,2,[94]
dependent particle,1,1,2,[94]
particle concentration,1,1,2,[94]
concentration downwind,1,1,2,[94]
various vegetation,1,1,2,[94]
overall accuracy,1,1,2,[94]
feature space,1,1,2,[94]
vegetation width,1,1,2,[94]
area index,1,1,2,[94]
area density,1,1,2,[94]
different height,1,1,2,[94]
normalized root,1,1,2,[94]
mean square,1,1,2,[94]
vegetation dimension,1,1,2,[94]
mitigation strategy,1,1,2,[94]
trap problem,1,1,2,[94]
main factor,1,1,2,[142]
preventive measure,1,1,2,[142]
urban governance,1,1,2,[142]
pollutant data,1,1,2,[142]
seasonal factor,1,1,2,[142]
pollutant factor,1,1,2,[142]
seasonal prediction,1,1,2,[142]
pearson correlation,1,1,2,[142]
correlation index,1,1,2,[142]
influence factor,1,1,2,[142]
input variable,1,1,2,[142]
performance comparison,1,1,2,[142]
season forecast,1,1,2,[142]
error value,1,1,2,[142]
fitting effect,1,1,2,[142]
neighborhood scale,1,1,2,[191]
urban health,1,1,2,[191]
chronic disease,1,1,2,[191]
tract level,1,1,2,[191]
predictive model,1,1,2,[191]
different machine,1,1,2,[191]
social environment,1,1,2,[191]
physical environment,1,1,2,[191]
neighborhood disorder,1,1,2,[191]
socioeconomic variable,1,1,2,[191]
historical record,1,1,2,[191]
complementary data,1,1,2,[191]
data source,1,1,2,[191]
city official,1,1,2,[191]
evaluate future,1,1,2,[191]
future scenario,1,1,2,[191]
neighborhood condition,1,1,2,[191]
significant discrepancy,1,1,2,[191]
actual value,1,1,2,[191]
policy intervention,1,1,2,[191]
hybrid air,1,1,2,[218]
sequence reconstruction,1,1,2,[218]
serious threat,1,1,2,[218]
terrestrial ecosystem,1,1,2,[218]
warning information,1,1,2,[218]
rain prevention,1,1,2,[218]
novel air,1,1,2,[218]
new subsequence,1,1,2,[218]
extreme learning,1,1,2,[218]
learning machine,1,1,2,[218]
whale optimization,1,1,2,[218]
optimization algorithm,1,1,2,[218]
data set,1,1,2,[218]
experimental result,1,1,2,[218]
main conclusion,1,1,2,[218]
excellent prediction,1,1,2,[218]
data preprocessing,1,1,2,[218]
average improvement,1,1,2,[218]
improvement level,1,1,2,[218]
effective method,1,1,2,[218]
original basis,1,1,2,[218]
valuable reference,1,1,2,[218]
future work,1,1,2,[218]
transportation system,1,1,2,[255]
national household,1,1,2,[255]
travel survey,1,1,2,[255]
survey data,1,1,2,[255]
socioeconomic characteristic,1,1,2,[255]
environment variable,1,1,2,[255]
inferential model,1,1,2,[255]
random forest,1,1,2,[255]
first study,1,1,2,[255]
advanced method,1,1,2,[255]
travel record,1,1,2,[255]
negative correlation,1,1,2,[255]
relative contribution,1,1,2,[255]
intuitive sense,1,1,2,[255]
design practice,1,1,2,[255]
environment become,1,1,2,[255]
spatial data,1,1,2,[292]
visual interface,1,1,2,[292]
important topic,1,1,2,[292]
urban life,1,1,2,[292]
great significance,1,1,2,[292]
human health,1,1,2,[292]
accurate assessment,1,1,2,[292]
major city,1,1,2,[292]
limited number,1,1,2,[292]
monitoring station,1,1,2,[292]
quality varies,1,1,2,[292]
spatially dependent,1,1,2,[292]
multiple factor,1,1,2,[292]
building distribution,1,1,2,[292]
traffic situation,1,1,2,[292]
high quality,1,1,2,[292]
quality sensor,1,1,2,[292]
sensor data,1,1,2,[292]
different land,1,1,2,[292]
road network,1,1,2,[292]
available data,1,1,2,[292]
quality prediction,1,1,2,[292]
simple baseline,1,1,2,[292]
baseline model,1,1,2,[292]
visual dashboard,1,1,2,[292]
analytical workflow,1,1,2,[292]
model performance,1,1,2,[292]
urban ventilation,1,1,2,[322]
building code,1,1,2,[322]
coupled indoor,1,1,2,[322]
novel ventilation,1,1,2,[322]
ventilation index,1,1,2,[322]
index considers,1,1,2,[322]
outdoor space,1,1,2,[322]
turbulent model,1,1,2,[322]
experiment data,1,1,2,[322]
key design,1,1,2,[322]
design variable,1,1,2,[322]
parametric design,1,1,2,[322]
ventilation assessment,1,1,2,[322]
outdoor interaction,1,1,2,[322]
speed ratio,1,1,2,[322]
indoor area,1,1,2,[322]
outdoor reference,1,1,2,[322]
reference area,1,1,2,[322]
ground level,1,1,2,[322]
indoor building,1,1,2,[322]
building ventilation,1,1,2,[322]
design support,1,1,2,[322]
model display,1,1,2,[322]
absolute percentage,1,1,2,[322]
percentage error,1,1,2,[322]
different design,1,1,2,[322]
design option,1,1,2,[322]
urban data,1,1,2,[323]
data framework,1,1,2,[323]
comparing accessibility,1,1,2,[323]
dual task,1,1,2,[323]
essential service,1,1,2,[323]
benefit accrue,1,1,2,[323]
open data,1,1,2,[323]
urban infrastructure,1,1,2,[323]
infrastructure investment,1,1,2,[323]
investment strategy,1,1,2,[323]
regional scale,1,1,2,[323]
differential access,1,1,2,[323]
public hospital,1,1,2,[323]
public transit,1,1,2,[323]
distributional impact,1,1,2,[323]
vulnerable population,1,1,2,[323]
clinic access,1,1,2,[323]
geographic area,1,1,2,[323]
high population,1,1,2,[323]
population density,1,1,2,[323]
inclusive planning,1,1,2,[323]
senior population,1,1,2,[323]
specialized service,1,1,2,[323]
public transportation,1,1,2,[323]
average population,1,1,2,[323]
evaluation framework,1,1,2,[323]
systematic approach,1,1,2,[323]
distributional effect,1,1,2,[323]
service infrastructure,1,1,2,[323]
infrastructure planning,1,1,2,[323]
urban policy,1,1,2,[323]
order model,1,1,2,[386]
turbulent flow,1,1,2,[386]
healthy indoor,1,1,2,[386]
outdoor environment,1,1,2,[386]
scale turbulent,1,1,2,[386]
turbulent fluctuation,1,1,2,[386]
computational model,1,1,2,[386]
unstructured mesh,1,1,2,[386]
statistical quantity,1,1,2,[386]
reynolds stress,1,1,2,[386]
probability density,1,1,2,[386]
key step,1,1,2,[386]
order modelling,1,1,2,[386]
operational purpose,1,1,2,[386]
gaussian plume,1,1,2,[386]
plume model,1,1,2,[386]
model fidelity,1,1,2,[386]
increased availability,1,1,2,[447]
improved quality,1,1,2,[447]
serious respiratory,1,1,2,[447]
respiratory illness,1,1,2,[447]
unprecedented level,1,1,2,[447]
numerous laboratory,1,1,2,[447]
field evaluation,1,1,2,[447]
evaluation study,1,1,2,[447]
monitoring device,1,1,2,[447]
field calibration,1,1,2,[447]
calibration campaign,1,1,2,[447]
novel calibration,1,1,2,[447]
calibration approach,1,1,2,[447]
overall sensor,1,1,2,[447]
sensor performance,1,1,2,[447]
device calibration,1,1,2,[447]
significant variation,1,1,2,[447]
weather condition,1,1,2,[447]
important consideration,1,1,2,[447]
quality monitor,1,1,2,[447]
urban location,1,1,2,[486]
urban system,1,1,2,[486]
spatial heterogeneity,1,1,2,[486]
political decision,1,1,2,[486]
deep understanding,1,1,2,[486]
local neighborhood,1,1,2,[486]
neighborhood contexts,1,1,2,[486]
possible way,1,1,2,[486]
unique signature,1,1,2,[486]
urban context,1,1,2,[486]
decision support,1,1,2,[486]
support tool,1,1,2,[486]
meaningful classification,1,1,2,[486]
socioeconomic profile,1,1,2,[486]
sufficient information,1,1,2,[486]
socioeconomic feature,1,1,2,[486]
future trend,1,1,2,[486]
real estate,1,1,2,[486]
estate price,1,1,2,[486]
socioeconomic performance,1,1,2,[486]
open access,1,1,2,[486]
access article,1,1,2,[486]
unrestricted use,1,1,2,[486]
original author,1,1,2,[486]
building simulation,1,1,2,[500]
geographic representation,1,1,2,[500]
computational domain,1,1,2,[500]
coordinate system,1,1,2,[500]
flow pattern,1,1,2,[500]
much time,1,1,2,[500]
predicted microclimate,1,1,2,[500]
building performance,1,1,2,[500]
air movement,1,1,2,[512]
building standard,1,1,2,[512]
define absolute,1,1,2,[512]
indoor air,1,1,2,[512]
air speed,1,1,2,[512]
outdoor condition,1,1,2,[512]
integrated index,1,1,2,[512]
cioi index,1,1,2,[512]
cioiv regression,1,1,2,[512]
improved performance,1,1,2,[512]
building designer,1,1,2,[512]
cioi prediction,1,1,2,[512]
indoor ventilation,1,1,2,[512]
