term,freq,range,score,doc_ids
mobility feature,1,1,2,[22]
geographic similarity,1,1,2,[22]
hierarchical clustering,1,1,2,[22]
functional region,1,1,2,[22]
human pattern,1,1,2,[22]
kernel density,1,1,2,[22]
density estimation,1,1,2,[22]
semantic label,1,1,2,[22]
multisource data,1,1,2,[22]
metaheuristic algorithms,1,1,2,[27]
human loss,1,1,2,[27]
loss worldwide,1,1,2,[27]
main idea,1,1,2,[27]
integrative model,1,1,2,[27]
prone area,1,1,2,[27]
chaharmahal va,1,1,2,[27]
metaheuristic technique,1,1,2,[27]
chimp optimization,1,1,2,[27]
optimization algorithm,1,1,2,[27]
crow search,1,1,2,[27]
search algorithm,1,1,2,[27]
satin bowerbird,1,1,2,[27]
bowerbird optimization,1,1,2,[27]
water cycle,1,1,2,[27]
cycle algorithm,1,1,2,[27]
common conditioning,1,1,2,[27]
reliable understanding,1,1,2,[27]
landslide pattern,1,1,2,[27]
accuracy index,1,1,2,[27]
characteristic curve,1,1,2,[27]
generated susceptibility,1,1,2,[27]
alert system,1,1,2,[27]
studied area,1,1,2,[27]
essential requirement,1,1,2,[45]
land management,1,1,2,[45]
recent advance,1,1,2,[45]
remote sensing,1,1,2,[45]
holistic mapping,1,1,2,[45]
mapping framework,1,1,2,[45]
different end,1,1,2,[45]
end user,1,1,2,[45]
key component,1,1,2,[45]
urban setting,1,1,2,[45]
spatial complexity,1,1,2,[45]
use category,1,1,2,[45]
first stage,1,1,2,[45]
second stage,1,1,2,[45]
use attribute,1,1,2,[45]
dominant type,1,1,2,[45]
mixture mode,1,1,2,[45]
potential influencing,1,1,2,[45]
influencing factor,1,1,2,[45]
component analysis,1,1,2,[45]
coastal city,1,1,2,[45]
object scale,1,1,2,[45]
use map,1,1,2,[45]
industrial land,1,1,2,[45]
complicated category,1,1,2,[45]
multiple factor,1,1,2,[45]
collective impact,1,1,2,[45]
broad range,1,1,2,[45]
environment identification,1,1,2,[53]
different structure,1,1,2,[53]
structure type,1,1,2,[53]
structural attribute,1,1,2,[53]
automated classification,1,1,2,[53]
ml feature,1,1,2,[53]
common structure,1,1,2,[53]
overall performance,1,1,2,[53]
average recall,1,1,2,[53]
classification method,1,1,2,[53]
urban form,1,1,2,[53]
resource requirement,1,1,2,[53]
urban metabolism,1,1,2,[53]
ecological planning,1,1,2,[53]
structure towards,1,1,2,[69]
sustainable city,1,1,2,[69]
integrated graph,1,1,2,[69]
disjoint cluster,1,1,2,[69]
similar mobility,1,1,2,[69]
different part,1,1,2,[69]
city interact,1,1,2,[69]
urban transportation,1,1,2,[69]
transportation development,1,1,2,[69]
resilient society,1,1,2,[69]
novel transit,1,1,2,[69]
structure detection,1,1,2,[69]
detection problem,1,1,2,[69]
collective movement,1,1,2,[69]
study region,1,1,2,[69]
big transit,1,1,2,[69]
function information,1,1,2,[69]
different source,1,1,2,[69]
attributed graph,1,1,2,[69]
graph node,1,1,2,[69]
travel dynamic,1,1,2,[69]
pattern matrix,1,1,2,[69]
unsupervised clustering,1,1,2,[69]
gap statistic,1,1,2,[69]
static information,1,1,2,[69]
topological structure,1,1,2,[69]
resident movement,1,1,2,[69]
movement dynamic,1,1,2,[69]
meaningful transit,1,1,2,[69]
detected mobility,1,1,2,[69]
mobility community,1,1,2,[69]
holistic overview,1,1,2,[69]
public transit,1,1,2,[69]
transit movement,1,1,2,[69]
movement structure,1,1,2,[69]
informed decision,1,1,2,[69]
urban development,1,1,2,[69]
transit management,1,1,2,[69]
comparative study,1,1,2,[81]
bayes network,1,1,2,[81]
hoeffding tree,1,1,2,[81]
logistic model,1,1,2,[81]
model tree,1,1,2,[81]
common hazard,1,1,2,[81]
severe damage,1,1,2,[81]
various model,1,1,2,[81]
prevailing data,1,1,2,[81]
data stream,1,1,2,[81]
stream mining,1,1,2,[81]
mining algorithm,1,1,2,[81]
first time,1,1,2,[81]
landslide data,1,1,2,[81]
validation datasets,1,1,2,[81]
slope angle,1,1,2,[81]
profile curvature,1,1,2,[81]
plan curvature,1,1,2,[81]
slope aspect,1,1,2,[81]
activity concentrate,1,1,2,[81]
satisfying performance,1,1,2,[81]
lmt model,1,1,2,[81]
validation dataset,1,1,2,[81]
bn model,1,1,2,[81]
county town,1,1,2,[81]
whereas region,1,1,2,[81]
border suffer,1,1,2,[81]
ht model,1,1,2,[81]
promising classifier,1,1,2,[81]
disaster spread,1,1,2,[112]
urban rainstorm,1,1,2,[112]
urgent challenge,1,1,2,[112]
real time,1,1,2,[112]
urbanization construction,1,1,2,[112]
online monitoring,1,1,2,[112]
monitoring system,1,1,2,[112]
traditional machine,1,1,2,[112]
learning method,1,1,2,[112]
nationwide map,1,1,2,[112]
microblogging data,1,1,2,[112]
spatial granularity,1,1,2,[124]
current information,1,1,2,[124]
information technology,1,1,2,[124]
unexplored dimension,1,1,2,[124]
social outcome,1,1,2,[124]
old question,1,1,2,[124]
new technology,1,1,2,[124]
spatial boundary,1,1,2,[124]
urban space,1,1,2,[124]
urban planner,1,1,2,[124]
available smartphone,1,1,2,[124]
smartphone data,1,1,2,[124]
systematic framework,1,1,2,[124]
locational request,1,1,2,[124]
high concentration,1,1,2,[124]
direct observation,1,1,2,[124]
selected time,1,1,2,[124]
additional transportation,1,1,2,[124]
population data,1,1,2,[124]
strong approximation,1,1,2,[124]
derived place,1,1,2,[124]
commercial patch,1,1,2,[124]
spatial configuration,1,1,2,[124]
spatial variety,1,1,2,[124]
popular place,1,1,2,[124]
different lifestyle,1,1,2,[124]
income group,1,1,2,[124]
fixed location,1,1,2,[124]
unmovable boundary,1,1,2,[124]
dynamic redefinition,1,1,2,[124]
recent work,1,1,2,[124]
potential contribution,1,1,2,[124]
locational model,1,1,2,[124]
landslide detachment,1,1,2,[131]
runout susceptibility,1,1,2,[131]
serious threat,1,1,2,[131]
mountainous landscape,1,1,2,[131]
foreign tourist,1,1,2,[131]
coastal landscape,1,1,2,[131]
beach holiday,1,1,2,[131]
practice hiking,1,1,2,[131]
high level,1,1,2,[131]
landslide hazard,1,1,2,[131]
steep territory,1,1,2,[131]
severe event,1,1,2,[131]
several fatality,1,1,2,[131]
planning approach,1,1,2,[131]
runout process,1,1,2,[131]
combined approach,1,1,2,[131]
potential runout,1,1,2,[131]
ensemble approach,1,1,2,[131]
geographical information,1,1,2,[131]
potential landslide,1,1,2,[131]
landslide runout,1,1,2,[131]
reach angle,1,1,2,[131]
obtained susceptibility,1,1,2,[131]
land planning,1,1,2,[131]
hazard mitigation,1,1,2,[131]
mitigation measure,1,1,2,[131]
essential prerequisite,1,1,2,[136]
urban community,1,1,2,[136]
recent study,1,1,2,[136]
global positioning,1,1,2,[136]
positioning system,1,1,2,[136]
generalizable delineation,1,1,2,[136]
previous research,1,1,2,[136]
core task,1,1,2,[136]
generalizable method,1,1,2,[136]
environmental data,1,1,2,[136]
error rate,1,1,2,[136]
final estimation,1,1,2,[136]
population composition,1,1,2,[136]
delineation result,1,1,2,[136]
facility adjustment,1,1,2,[136]
location selection,1,1,2,[136]
activity space,1,1,2,[136]
space estimation,1,1,2,[136]
urban policy,1,1,2,[136]
change impact,1,1,2,[159]
landslide cause,1,1,2,[159]
considerable damage,1,1,2,[159]
property worldwide,1,1,2,[159]
vulnerable area,1,1,2,[159]
future landslide,1,1,2,[159]
excellent result,1,1,2,[159]
probability distribution,1,1,2,[159]
representative concentration,1,1,2,[159]
concentration pathway,1,1,2,[159]
pathway scenario,1,1,2,[159]
future uncertainty,1,1,2,[159]
model scenario,1,1,2,[159]
overall prediction,1,1,2,[159]
prediction accuracy,1,1,2,[159]
minor difference,1,1,2,[159]
average susceptibility,1,1,2,[159]
landslide vulnerability,1,1,2,[159]
important perspective,1,1,2,[159]
land expansion,1,1,2,[167]
urbanization process,1,1,2,[167]
contextual information,1,1,2,[167]
cover change,1,1,2,[167]
new method,1,1,2,[167]
resolution imagery,1,1,2,[167]
temporal texture,1,1,2,[167]
pseudo cross,1,1,2,[167]
cross multivariate,1,1,2,[167]
multivariate variogram,1,1,2,[167]
multispectral image,1,1,2,[167]
pcmv texture,1,1,2,[167]
multiple scale,1,1,2,[167]
spectral feature,1,1,2,[167]
normalized difference,1,1,2,[167]
difference vegetation,1,1,2,[167]
vegetation index,1,1,2,[167]
change mapping,1,1,2,[167]
change detection,1,1,2,[167]
tianjin area,1,1,2,[167]
feature combination,1,1,2,[167]
postclassification comparison,1,1,2,[167]
comparison method,1,1,2,[167]
result demonstrate,1,1,2,[167]
beijing area,1,1,2,[167]
reliable way,1,1,2,[167]
network model,1,1,2,[176]
ungauged area,1,1,2,[176]
flood inundation,1,1,2,[176]
inundation event,1,1,2,[176]
flood prevention,1,1,2,[176]
prevention infrastructure,1,1,2,[176]
hybridized model,1,1,2,[176]
mlpnn model,1,1,2,[176]
regression tree,1,1,2,[176]
true skill,1,1,2,[176]
matthews correlation,1,1,2,[176]
correlation coefficient,1,1,2,[176]
misclassification rate,1,1,2,[176]
realistic flood,1,1,2,[176]
available data,1,1,2,[176]
view imagery,1,1,2,[185]
empirical data,1,1,2,[185]
large city,1,1,2,[185]
social detection,1,1,2,[185]
detection model,1,1,2,[185]
potential relationship,1,1,2,[185]
entropy index,1,1,2,[185]
model performs,1,1,2,[185]
sufficient neighborhood,1,1,2,[185]
attribute consistent,1,1,2,[185]
research finding,1,1,2,[185]
spatial dynamic,1,1,2,[185]
city planning,1,1,2,[185]
recent effort,1,1,2,[190]
demand modeling,1,1,2,[190]
practical information,1,1,2,[190]
demand pattern,1,1,2,[190]
different level,1,1,2,[190]
census tract,1,1,2,[190]
cb scale,1,1,2,[190]
household characteristic,1,1,2,[190]
rf technique,1,1,2,[190]
iterative approach,1,1,2,[190]
input variable,1,1,2,[190]
minimum redundancy,1,1,2,[190]
ct scale,1,1,2,[190]
capita income,1,1,2,[190]
education level,1,1,2,[190]
economic aspect,1,1,2,[190]
direct relationship,1,1,2,[190]
water management,1,1,2,[190]
socioeconomic inequality,1,1,2,[190]
planning decision,1,1,2,[190]
flooding prediction,1,1,2,[217]
natural hazard,1,1,2,[217]
recent year,1,1,2,[217]
flood occurrence,1,1,2,[217]
subsequent aftermath,1,1,2,[217]
water manager,1,1,2,[217]
manager aim,1,1,2,[217]
precipitation characteristic,1,1,2,[217]
peak intensity,1,1,2,[217]
arrival time,1,1,2,[217]
risky area,1,1,2,[217]
emergency action,1,1,2,[217]
previous study,1,1,2,[217]
large volume,1,1,2,[217]
simulation accuracy,1,1,2,[217]
computational complexity,1,1,2,[217]
great extent,1,1,2,[217]
future climate,1,1,2,[217]
several rainfall,1,1,2,[217]
threshold line,1,1,2,[217]
principal component,1,1,2,[217]
binary result,1,1,2,[217]
critical rainfall,1,1,2,[217]
rainfall curve,1,1,2,[217]
discriminant analysis,1,1,2,[217]
rainfall intensity,1,1,2,[217]
false alert,1,1,2,[217]
alert rate,1,1,2,[217]
conventional model,1,1,2,[217]
critical index,1,1,2,[217]
positive rate,1,1,2,[217]
early warning,1,1,2,[217]
warning system,1,1,2,[217]
rational information,1,1,2,[217]
emergency planning,1,1,2,[217]
ratio model,1,1,2,[248]
yunyang county,1,1,2,[248]
historical record,1,1,2,[248]
extensive field,1,1,2,[248]
geospatial database,1,1,2,[248]
primary conditioning,1,1,2,[248]
topography factor,1,1,2,[248]
geological factor,1,1,2,[248]
environmental factor,1,1,2,[248]
human engineering,1,1,2,[248]
engineering activity,1,1,2,[248]
secondary conditioning,1,1,2,[248]
evaluation factor,1,1,2,[248]
factor library,1,1,2,[248]
mathematical analysis,1,1,2,[248]
susceptibility simulation,1,1,2,[248]
entire area,1,1,2,[248]
analysis result,1,1,2,[248]
predictive ability,1,1,2,[248]
lsm model,1,1,2,[248]
coincidence degree,1,1,2,[248]
susceptibility class,1,1,2,[248]
significant model,1,1,2,[248]
theoretical basis,1,1,2,[248]
landslide prevention,1,1,2,[248]
adequate response,1,1,2,[248]
susceptibility assessment,1,1,2,[248]
hazardous phenomenon,1,1,2,[253]
hilly region,1,1,2,[253]
steep terrain,1,1,2,[253]
massive damage,1,1,2,[253]
assessment method,1,1,2,[253]
different scale,1,1,2,[253]
airborne laser,1,1,2,[253]
laser scanning,1,1,2,[253]
accurate digital,1,1,2,[253]
digital terrain,1,1,2,[253]
terrain model,1,1,2,[253]
terrestrial laser,1,1,2,[253]
laser scanner,1,1,2,[253]
critical area,1,1,2,[253]
different classifier,1,1,2,[253]
rockfall probability,1,1,2,[253]
various rockfall,1,1,2,[253]
rockfall conditioning,1,1,2,[253]
kinetic energy,1,1,2,[253]
impact location,1,1,2,[253]
spatial model,1,1,2,[253]
analytical hierarchy,1,1,2,[253]
hierarchy process,1,1,2,[253]
different area,1,1,2,[253]
mitigation process,1,1,2,[253]
comprehensive information,1,1,2,[253]
planning management,1,1,2,[253]
tested model,1,1,2,[253]
suggested mitigation,1,1,2,[253]
geographical place,1,1,2,[253]
comprehensive rockfall,1,1,2,[253]
zone mapping,1,1,2,[254]
forty year,1,1,2,[254]
urban citizen,1,1,2,[254]
urbanization lead,1,1,2,[254]
economic progress,1,1,2,[254]
extra heat,1,1,2,[254]
air pollution,1,1,2,[254]
new concept,1,1,2,[254]
urban heat,1,1,2,[254]
heat island,1,1,2,[254]
island research,1,1,2,[254]
standard classification,1,1,2,[254]
classification system,1,1,2,[254]
minimum diameter,1,1,2,[254]
valid effect,1,1,2,[254]
urban climate,1,1,2,[254]
classification task,1,1,2,[254]
environmental context,1,1,2,[254]
fifteen city,1,1,2,[254]
economic region,1,1,2,[254]
multispectral data,1,1,2,[254]
residual learning,1,1,2,[254]
large image,1,1,2,[254]
small image,1,1,2,[254]
image representation,1,1,2,[254]
image size,1,1,2,[254]
natural class,1,1,2,[254]
urban class,1,1,2,[254]
large input,1,1,2,[254]
input size,1,1,2,[254]
environment context,1,1,2,[254]
training data,1,1,2,[254]
lcz model,1,1,2,[254]
satisfactory result,1,1,2,[254]
domain shift,1,1,2,[254]
advanced domain,1,1,2,[254]
domain adaptation,1,1,2,[254]
adaptation method,1,1,2,[254]
use detection,1,1,2,[258]
research hotspot,1,1,2,[258]
numerous method,1,1,2,[258]
gps trajectory,1,1,2,[258]
previous work,1,1,2,[258]
poi data,1,1,2,[258]
multiple data,1,1,2,[258]
information loss,1,1,2,[258]
integrated framework,1,1,2,[258]
region embeddings,1,1,2,[258]
glove model,1,1,2,[258]
lda model,1,1,2,[258]
use topic,1,1,2,[258]
topic distribution,1,1,2,[258]
similarity matrix,1,1,2,[258]
similarity measure,1,1,2,[258]
use result,1,1,2,[258]
use algorithm,1,1,2,[258]
effective information,1,1,2,[258]
information support,1,1,2,[258]
shanghai city,1,1,2,[262]
gdp contribution,1,1,2,[262]
work load,1,1,2,[262]
statistical survey,1,1,2,[262]
traditional approach,1,1,2,[262]
current condition,1,1,2,[262]
possible outcome,1,1,2,[262]
promising future,1,1,2,[262]
scientific research,1,1,2,[262]
learning architecture,1,1,2,[263]
semantic address,1,1,2,[263]
unprecedented development,1,1,2,[263]
large amount,1,1,2,[263]
traditional address,1,1,2,[263]
literal similarity,1,1,2,[263]
semantic similarity,1,1,2,[263]
corresponding vector,1,1,2,[263]
sequential inference,1,1,2,[263]
inference model,1,1,2,[263]
global inference,1,1,2,[263]
address match,1,1,2,[263]
popular address,1,1,2,[263]
matching accuracy,1,1,2,[263]
harmonic mean,1,1,2,[263]
test set,1,1,2,[263]
statistical method,1,1,2,[274]
fine resolution,1,1,2,[274]
resolution provide,1,1,2,[274]
basic data,1,1,2,[274]
satellite sensor,1,1,2,[274]
potential method,1,1,2,[274]
multiple explanatory,1,1,2,[274]
learning algorithms,1,1,2,[274]
downscaling result,1,1,2,[274]
mean absolute,1,1,2,[274]
absolute error,1,1,2,[274]
resulting image,1,1,2,[274]
spatial pattern,1,1,2,[274]
great detail,1,1,2,[274]
infrared image,1,1,2,[274]
spectral explanatory,1,1,2,[274]
lst downscalingwas,1,1,2,[274]
mechanism explanatory,1,1,2,[274]
high application,1,1,2,[274]
application value,1,1,2,[274]
practical effort,1,1,2,[274]
interface radiation,1,1,2,[274]
radiation budget,1,1,2,[274]
budget study,1,1,2,[274]
suitability assessment,1,1,2,[274]
human settlement,1,1,2,[274]
hot topic,1,1,2,[311]
various field,1,1,2,[311]
smart city,1,1,2,[311]
city field,1,1,2,[311]
scale limitation,1,1,2,[311]
low accuracy,1,1,2,[311]
high uncertainty,1,1,2,[311]
dynamic data,1,1,2,[311]
social medium,1,1,2,[311]
traffic data,1,1,2,[311]
distribution waveform,1,1,2,[311]
interpretation indicator,1,1,2,[311]
spatial error,1,1,2,[311]
taxi driver,1,1,2,[311]
spatial clustering,1,1,2,[311]
travel behavior,1,1,2,[311]
aoi type,1,1,2,[311]
hds method,1,1,2,[311]
matching test,1,1,2,[311]
similarity index,1,1,2,[311]
gaussian kernel,1,1,2,[311]
kernel function,1,1,2,[311]
pearson coefficient,1,1,2,[311]
residential district,1,1,2,[311]
taxi trajectory,1,1,2,[311]
continuous update,1,1,2,[311]
supplementary method,1,1,2,[311]
identification effect,1,1,2,[311]
risk management,1,1,2,[329]
certainty factor,1,1,2,[329]
geotechnical investigation,1,1,2,[329]
investigation report,1,1,2,[329]
aerial image,1,1,2,[329]
redundant factor,1,1,2,[329]
fourteen landslide,1,1,2,[329]
landslide causal,1,1,2,[329]
factor correlation,1,1,2,[329]
correlation analysis,1,1,2,[329]
effective causal,1,1,2,[329]
optimal case,1,1,2,[329]
curve analysis,1,1,2,[329]
ioe model,1,1,2,[329]
weight coefficient,1,1,2,[329]
life service,1,1,2,[335]
data mining,1,1,2,[335]
mining technology,1,1,2,[335]
gps location,1,1,2,[335]
residential area,1,1,2,[335]
grocery store,1,1,2,[335]
transportation station,1,1,2,[335]
integration machine,1,1,2,[335]
research idea,1,1,2,[335]
rational construction,1,1,2,[335]
logistics service,1,1,2,[335]
rainfall event,1,1,2,[351]
additional pavement,1,1,2,[351]
water storage,1,1,2,[351]
storage site,1,1,2,[351]
flood vulnerability,1,1,2,[351]
prompt emergency,1,1,2,[351]
step towards,1,1,2,[351]
risk mitigation,1,1,2,[351]
uncertainty exist,1,1,2,[351]
