term,freq,range,score,doc_ids
comprehensive relevant,1,1,2,[122]
data base,1,1,2,[122]
performance data,1,1,2,[122]
global city,1,1,2,[122]
sequential cluster,1,1,2,[122]
novel machine,1,1,2,[122]
python software,1,1,2,[122]
characteristic feature,1,1,2,[122]
relevant cluster,1,1,2,[122]
important predictor,1,1,2,[122]
urban performance,1,1,2,[122]
relevant policy,1,1,2,[122]
policy lesson,1,1,2,[122]
various guise,1,1,2,[126]
pervasive interest,1,1,2,[126]
urban study,1,1,2,[126]
large number,1,1,2,[126]
urban place,1,1,2,[126]
recent critique,1,1,2,[126]
regional science,1,1,2,[126]
science perspective,1,1,2,[126]
geographical cluster,1,1,2,[126]
racial data,1,1,2,[126]
census block,1,1,2,[126]
brooklyn neighborhood,1,1,2,[126]
new geosilhouettes,1,1,2,[126]
boundary analysis,1,1,2,[126]
detection problem,1,1,2,[126]
mathematical form,1,1,2,[126]
new direction,1,1,2,[126]
economic reason,1,1,2,[164]
rapid urbanization,1,1,2,[164]
negative impact,1,1,2,[164]
social wellbeing,1,1,2,[164]
heavy traffic,1,1,2,[164]
unexpected geohazards,1,1,2,[164]
uncontrollable development,1,1,2,[164]
numerous automation,1,1,2,[164]
planner assess,1,1,2,[164]
unplanned development,1,1,2,[164]
tool use,1,1,2,[164]
use machine,1,1,2,[164]
various trend,1,1,2,[164]
trend view,1,1,2,[164]
sophisticated tool,1,1,2,[164]
massive datasets,1,1,2,[164]
colossal migration,1,1,2,[164]
witness traffic,1,1,2,[164]
traffic jam,1,1,2,[164]
environmental degradation,1,1,2,[164]
urban dweller,1,1,2,[164]
current predictor,1,1,2,[164]
planning machine,1,1,2,[164]
suitable predictor,1,1,2,[164]
correct set,1,1,2,[164]
development classification,1,1,2,[164]
neural method,1,1,2,[174]
urban prediction,1,1,2,[174]
prediction problem,1,1,2,[174]
transportation resource,1,1,2,[174]
resource demand,1,1,2,[174]
accident risk,1,1,2,[174]
crowd mobility,1,1,2,[174]
public safety,1,1,2,[174]
model performance,1,1,2,[174]
data repository,1,1,2,[174]
uncurated source,1,1,2,[174]
integrated representation,1,1,2,[174]
heterogeneous datasets,1,1,2,[174]
unsupervised model,1,1,2,[174]
integrative model,1,1,2,[174]
adaptive weighting,1,1,2,[174]
certain datasets,1,1,2,[174]
discriminatory bias,1,1,2,[174]
adversarial learning,1,1,2,[174]
sensitive attribute,1,1,2,[174]
input datasets,1,1,2,[174]
real application,1,1,2,[174]
application show,1,1,2,[174]
sensitive information,1,1,2,[174]
biased data,1,1,2,[174]
important part,1,1,2,[175]
settlement system,1,1,2,[175]
rural area,1,1,2,[175]
important function,1,1,2,[175]
great importance,1,1,2,[175]
social science,1,1,2,[175]
main goal,1,1,2,[175]
satellite imagery,1,1,2,[175]
poland form,1,1,2,[175]
segmentation procedure,1,1,2,[175]
significant association,1,1,2,[175]
regional variation,1,1,2,[175]
rich source,1,1,2,[210]
many downstream,1,1,2,[210]
downstream application,1,1,2,[210]
comprehensive analysis,1,1,2,[210]
geographic information,1,1,2,[210]
information retrieval,1,1,2,[210]
recommender system,1,1,2,[210]
geographic knowledge,1,1,2,[210]
knowledge graphs,1,1,2,[210]
urban space,1,1,2,[210]
researched aspect,1,1,2,[210]
statistical model,1,1,2,[210]
spatial adjacency,1,1,2,[210]
functional semantics,1,1,2,[210]
distributional heterogeneity,1,1,2,[210]
spatial context,1,1,2,[210]
itdl augmentation,1,1,2,[210]
spatial heterogeneity,1,1,2,[210]
different region,1,1,2,[210]
clustering mechanism,1,1,2,[210]
denser area,1,1,2,[210]
hierarchical dataset,1,1,2,[210]
openstreetmap dataset,1,1,2,[210]
baseline task,1,1,2,[210]
different scale,1,1,2,[210]
interesting fact,1,1,2,[210]
semantic analogy,1,1,2,[210]
social computing,1,1,2,[210]
policy making,1,1,2,[210]
immigrant assimilation,1,1,2,[219]
social tie,1,1,2,[219]
large inflow,1,1,2,[219]
rich set,1,1,2,[219]
summary measure,1,1,2,[219]
building level,1,1,2,[219]
exact address,1,1,2,[219]
finding show,1,1,2,[219]
learning approach,1,1,2,[241]
functionality prediction,1,1,2,[241]
transportation management,1,1,2,[241]
centrality characteristic,1,1,2,[241]
vital measure,1,1,2,[241]
structural property,1,1,2,[241]
dense traffic,1,1,2,[241]
traffic network,1,1,2,[241]
human life,1,1,2,[241]
many city,1,1,2,[241]
street guideline,1,1,2,[241]
new rehabilitation,1,1,2,[241]
transportation research,1,1,2,[241]
functionality classification,1,1,2,[241]
potential factor,1,1,2,[241]
use mix,1,1,2,[241]
accessible service,1,1,2,[241]
design goal,1,1,2,[241]
movement pattern,1,1,2,[241]
urban traveler,1,1,2,[241]
structural importance,1,1,2,[241]
logistic regression,1,1,2,[241]
different class,1,1,2,[241]
collector road,1,1,2,[241]
local road,1,1,2,[241]
grid configuration,1,1,2,[241]
repeated pattern,1,1,2,[241]
road network,1,1,2,[241]
open access,1,1,2,[241]
access article,1,1,2,[241]
current trend,1,1,2,[242]
innovative mobility,1,1,2,[242]
mobility technology,1,1,2,[242]
urban transportation,1,1,2,[242]
transportation system,1,1,2,[242]
methodological framework,1,1,2,[242]
future state,1,1,2,[242]
mobility landscape,1,1,2,[242]
massive ingestion,1,1,2,[242]
source transportation,1,1,2,[242]
decision support,1,1,2,[242]
support system,1,1,2,[242]
optimization approach,1,1,2,[242]
adaptive plan,1,1,2,[242]
technological disruption,1,1,2,[242]
growth scenario,1,1,2,[242]
new framework,1,1,2,[242]
data scientist,1,1,2,[242]
benchmark model,1,1,2,[242]
bistro framework,1,1,2,[242]
important finding,1,1,2,[242]
rigorous analysis,1,1,2,[242]
unbounded region,1,1,2,[242]
search space,1,1,2,[242]
cyberphysical system,1,1,2,[242]
optimization algorithms,1,1,2,[242]
feedback mechanism,1,1,2,[242]
constraint specification,1,1,2,[242]
transportation intervention,1,1,2,[242]
regional planning,1,1,2,[242]
planning goal,1,1,2,[242]
participatory stakeholder,1,1,2,[242]
stakeholder engagement,1,1,2,[242]
engagement practice,1,1,2,[242]
building renovation,1,1,2,[324]
central role,1,1,2,[324]
developed city,1,1,2,[324]
available land,1,1,2,[324]
new building,1,1,2,[324]
socioeconomic dynamic,1,1,2,[324]
leading indicator,1,1,2,[324]
collective understanding,1,1,2,[324]
alteration pattern,1,1,2,[324]
significant barrier,1,1,2,[324]
building permit,1,1,2,[324]
permit data,1,1,2,[324]
alteration project,1,1,2,[324]
natural language,1,1,2,[324]
language processing,1,1,2,[324]
topic modeling,1,1,2,[324]
construction activity,1,1,2,[324]
permit description,1,1,2,[324]
urban change,1,1,2,[324]
process proceeds,1,1,2,[324]
text mining,1,1,2,[324]
popular word,1,1,2,[324]
popularity change,1,1,2,[324]
dirichlet allocation,1,1,2,[324]
building information,1,1,2,[324]
ancillary data,1,1,2,[324]
thematic pattern,1,1,2,[324]
urban redevelopment,1,1,2,[324]
generalizable approach,1,1,2,[324]
unstructured text,1,1,2,[324]
text data,1,1,2,[324]
permit record,1,1,2,[324]
database structure,1,1,2,[324]
permit typology,1,1,2,[324]
local contexts,1,1,2,[324]
alteration activity,1,1,2,[324]
spatiotemporal pattern,1,1,2,[324]
environmental implication,1,1,2,[324]
environment feature,1,1,2,[338]
sustainable travel,1,1,2,[338]
use policy,1,1,2,[338]
environment determinant,1,1,2,[338]
environment factor,1,1,2,[338]
transit stop,1,1,2,[338]
job density,1,1,2,[338]
use diversity,1,1,2,[338]
substantial impact,1,1,2,[338]
environment variable,1,1,2,[338]
certain range,1,1,2,[338]
effect offer,1,1,2,[338]
valuable implication,1,1,2,[338]
environmental benefit,1,1,2,[338]
maximal exploitation,1,1,2,[365]
exploitation prospect,1,1,2,[365]
aforementioned data,1,1,2,[365]
preeminent problem,1,1,2,[365]
appropriate choice,1,1,2,[365]
particular activity,1,1,2,[365]
common welfare,1,1,2,[365]
welfare service,1,1,2,[365]
correct use,1,1,2,[365]
empty space,1,1,2,[365]
proposed system,1,1,2,[365]
system combine,1,1,2,[365]
various type,1,1,2,[365]
semantic model,1,1,2,[365]
geometric information,1,1,2,[365]
learning model,1,1,2,[365]
experimental evaluation,1,1,2,[365]
several classifier,1,1,2,[365]
examined performance,1,1,2,[365]
construction sector,1,1,2,[377]
state budget,1,1,2,[377]
tender participant,1,1,2,[377]
bidding procedure,1,1,2,[377]
construction industry,1,1,2,[377]
road section,1,1,2,[377]
collusion occurrence,1,1,2,[377]
occurrence probability,1,1,2,[377]
first method,1,1,2,[377]
predictive capability,1,1,2,[377]
multiple output,1,1,2,[377]
membership function,1,1,2,[377]
function value,1,1,2,[377]
fuzzy set,1,1,2,[377]
different level,1,1,2,[377]
separate process,1,1,2,[377]
created tool,1,1,2,[377]
future tender,1,1,2,[377]
economic performance,1,1,2,[411]
protective effect,1,1,2,[411]
behavioral phenomenon,1,1,2,[411]
economic effect,1,1,2,[411]
daily life,1,1,2,[411]
quantitative measuring,1,1,2,[411]
analytical tool,1,1,2,[411]
private neighborhood,1,1,2,[411]
city center,1,1,2,[411]
certain radius,1,1,2,[411]
neighborhood feature,1,1,2,[411]
accessed street,1,1,2,[411]
hedonic pricing,1,1,2,[411]
pricing model,1,1,2,[411]
massive number,1,1,2,[411]
geographical information,1,1,2,[411]
information system,1,1,2,[411]
baidu street,1,1,2,[411]
view image,1,1,2,[411]
street accessibility,1,1,2,[411]
global scale,1,1,2,[411]
scale hold,1,1,2,[411]
positive coefficient,1,1,2,[411]
regression coefficient,1,1,2,[411]
combined assessment,1,1,2,[411]
quantitative support,1,1,2,[411]
important issue,1,1,2,[411]
urban greening,1,1,2,[411]
greening policy,1,1,2,[411]
starbucks post,1,1,2,[467]
vital role,1,1,2,[467]
conventional method,1,1,2,[467]
essential insight,1,1,2,[467]
common factor,1,1,2,[467]
psychological construct,1,1,2,[467]
ontological framework,1,1,2,[467]
curated dataset,1,1,2,[467]
contextual attribute,1,1,2,[467]
quantitative variation,1,1,2,[467]
comprehensive understanding,1,1,2,[470]
neighborhood facility,1,1,2,[470]
facility distribution,1,1,2,[470]
residential quality,1,1,2,[470]
life satisfaction,1,1,2,[470]
key asset,1,1,2,[470]
livability management,1,1,2,[470]
transportation network,1,1,2,[470]
simultaneous involvement,1,1,2,[470]
varied factor,1,1,2,[470]
objective mean,1,1,2,[470]
survey domain,1,1,2,[470]
domain knowledge,1,1,2,[470]
communication difficulty,1,1,2,[470]
community stakeholder,1,1,2,[470]
transportation agency,1,1,2,[470]
urban computing,1,1,2,[470]
traditional context,1,1,2,[470]
computational power,1,1,2,[470]
particular community,1,1,2,[470]
quantitative measure,1,1,2,[470]
quantitative framework,1,1,2,[470]
combined service,1,1,2,[470]
research question,1,1,2,[470]
blended framework,1,1,2,[470]
livability pattern,1,1,2,[470]
heterogeneous perception,1,1,2,[470]
public preference,1,1,2,[470]
multidimensional livability,1,1,2,[470]
livability index,1,1,2,[470]
data representation,1,1,2,[472]
environment assessment,1,1,2,[472]
big data,1,1,2,[472]
architect use,1,1,2,[472]
urban phenomenon,1,1,2,[472]
urban feature,1,1,2,[472]
correlation matrix,1,1,2,[472]
major type,1,1,2,[472]
third category,1,1,2,[472]
general impression,1,1,2,[472]
visual perception,1,1,2,[472]
specific spot,1,1,2,[472]
data work,1,1,2,[472]
environment value,1,1,2,[472]
multifarious interest,1,1,2,[472]
macroeconomic policy,1,1,2,[472]
local people,1,1,2,[472]
specific house,1,1,2,[472]
different group,1,1,2,[472]
several regression,1,1,2,[472]
forest model,1,1,2,[472]
urban matrix,1,1,2,[472]
multiple factor,1,1,2,[472]
urban issue,1,1,2,[472]
land value,1,1,2,[472]
relevant machine,1,1,2,[472]
practical guideline,1,1,2,[472]
market force,1,1,2,[480]
different industry,1,1,2,[480]
related industry,1,1,2,[480]
knowledge pool,1,1,2,[480]
tree method,1,1,2,[480]
target value,1,1,2,[480]
principal result,1,1,2,[480]
supply industry,1,1,2,[480]
manufacturing industry,1,1,2,[480]
crucial role,1,1,2,[480]
main factor,1,1,2,[480]
rare factor,1,1,2,[480]
company creation,1,1,2,[480]
spatial segregation,1,1,2,[484]
multiscalar phenomenon,1,1,2,[484]
economic cost,1,1,2,[484]
pressing problem,1,1,2,[484]
information theory,1,1,2,[484]
decomposition method,1,1,2,[484]
related regionalization,1,1,2,[484]
regionalization method,1,1,2,[484]
profile curve,1,1,2,[484]
decomposition analysis,1,1,2,[484]
nonarbitrary areal,1,1,2,[484]
areal unit,1,1,2,[484]
intercity comparison,1,1,2,[484]
method highlight,1,1,2,[484]
urban segregation,1,1,2,[484]
broad range,1,1,2,[484]
study question,1,1,2,[484]
source software,1,1,2,[484]
adverse effect,1,1,2,[508]
life quality,1,1,2,[508]
planning stage,1,1,2,[508]
noise barrier,1,1,2,[508]
noise control,1,1,2,[508]
control plan,1,1,2,[508]
regression analysis,1,1,2,[508]
noise level,1,1,2,[508]
building facade,1,1,2,[508]
building coverage,1,1,2,[508]
coverage ratio,1,1,2,[508]
floor area,1,1,2,[508]
area ratio,1,1,2,[508]
traffic volume,1,1,2,[508]
heavy vehicle,1,1,2,[508]
explanation power,1,1,2,[508]
syntactic feature,1,1,2,[513]
use type,1,1,2,[513]
syntactic measure,1,1,2,[513]
ten business,1,1,2,[513]
syntactic blueprint,1,1,2,[513]
model varies,1,1,2,[513]
statistical significance,1,1,2,[513]
starbucks coffee,1,1,2,[513]
exploratory exercise,1,1,2,[513]
business activity,1,1,2,[513]
location study,1,1,2,[513]
syntactic measurement,1,1,2,[513]
proactive property,1,1,2,[562]
property vacancy,1,1,2,[562]
vacancy policy,1,1,2,[562]
vacant property,1,1,2,[562]
future vacancy,1,1,2,[562]
vacancy risk,1,1,2,[562]
individual property,1,1,2,[562]
city activity,1,1,2,[562]
high accuracy,1,1,2,[562]
reactive strategy,1,1,2,[562]
urgent need,1,1,2,[562]
policy development,1,1,2,[562]
holistic insight,1,1,2,[562]
proactive intervention,1,1,2,[562]
reverse decline,1,1,2,[562]
sociotechnical system,1,1,2,[562]
