term,freq,range,score,doc_ids
mode likelihood,1,1,2,[104]
past study,1,1,2,[104]
geographic context,1,1,2,[104]
context problem,1,1,2,[104]
innovative framework,1,1,2,[104]
likelihood map,1,1,2,[104]
notable change,1,1,2,[104]
local level,1,1,2,[104]
spatial dimension,1,1,2,[104]
negative association,1,1,2,[104]
afternoon peak,1,1,2,[104]
meaningful interpretation,1,1,2,[104]
complex interaction,1,1,2,[104]
traffic planning,1,1,2,[127]
route recommendation,1,1,2,[127]
various method,1,1,2,[127]
semantic analysis,1,1,2,[127]
essential idea,1,1,2,[127]
experimental result,1,1,2,[127]
potential information,1,1,2,[127]
movement simulation,1,1,2,[233]
simulation framework,1,1,2,[233]
crowd dynamic,1,1,2,[233]
numerous application,1,1,2,[233]
demand model,1,1,2,[233]
survey data,1,1,2,[233]
low frequency,1,1,2,[233]
collection method,1,1,2,[233]
tremendous amount,1,1,2,[233]
traditional travel,1,1,2,[233]
observed trajectory,1,1,2,[233]
inverse reinforcement,1,1,2,[233]
smartphone application,1,1,2,[233]
large amount,1,1,2,[233]
daily movement,1,1,2,[233]
traffic simulation,1,1,2,[233]
simulation technology,1,1,2,[233]
simulation result,1,1,2,[233]
travel activity,1,1,2,[233]
model performance,1,1,2,[233]
urban dynamic,1,1,2,[233]
interesting pattern,1,1,2,[249]
research interest,1,1,2,[249]
broad range,1,1,2,[249]
social network,1,1,2,[249]
crowd behavior,1,1,2,[249]
primary focus,1,1,2,[249]
previous study,1,1,2,[249]
embedded space,1,1,2,[249]
real trajectory,1,1,2,[249]
trajectory deviate,1,1,2,[249]
theoretical null,1,1,2,[249]
null model,1,1,2,[249]
geographical proximity,1,1,2,[249]
semantic proximity,1,1,2,[249]
deep analysis,1,1,2,[249]
experimental evaluation,1,1,2,[249]
evaluation aim,1,1,2,[249]
different city,1,1,2,[249]
animal migration,1,1,2,[281]
migration understanding,1,1,2,[281]
geographic coordinate,1,1,2,[281]
time stamp,1,1,2,[281]
computational technique,1,1,2,[281]
implicit movement,1,1,2,[281]
route direction,1,1,2,[281]
historical exploration,1,1,2,[281]
exploration route,1,1,2,[281]
diverse corpus,1,1,2,[281]
comparable corpora,1,1,2,[281]
iterative process,1,1,2,[281]
hand labeling,1,1,2,[281]
word embeddings,1,1,2,[281]
traditional machine,1,1,2,[281]
model ensembling,1,1,2,[281]
prediction accuracy,1,1,2,[281]
acceptable level,1,1,2,[281]
corpus training,1,1,2,[281]
training set,1,1,2,[281]
computational processing,1,1,2,[281]
spatial cognition,1,1,2,[281]
unique dataset,1,1,2,[296]
main predictor,1,1,2,[296]
reachability feature,1,1,2,[296]
travel time,1,1,2,[296]
travel type,1,1,2,[296]
considerable influence,1,1,2,[296]
mode choice,1,1,2,[296]
geovisual analytics,1,1,2,[326]
fundamental importance,1,1,2,[326]
transportation planning,1,1,2,[326]
transit passenger,1,1,2,[326]
massive data,1,1,2,[326]
heterogeneous source,1,1,2,[326]
efficient representation,1,1,2,[326]
large number,1,1,2,[326]
transit trip,1,1,2,[326]
comprehensive solution,1,1,2,[326]
original transit,1,1,2,[326]
transit corridor,1,1,2,[326]
primarymobility connection,1,1,2,[326]
different region,1,1,2,[326]
hierarchical mobility,1,1,2,[326]
mobility community,1,1,2,[326]
visualization form,1,1,2,[326]
mapping prototype,1,1,2,[326]
specific visualization,1,1,2,[326]
behavior pattern,1,1,2,[326]
visual exploration,1,1,2,[326]
transit mobility,1,1,2,[326]
different scale,1,1,2,[326]
big transit,1,1,2,[326]
transit data,1,1,2,[326]
network data,1,1,2,[326]
bus trajectory,1,1,2,[326]
visual analytics,1,1,2,[326]
analytics approach,1,1,2,[326]
effective solution,1,1,2,[326]
meaningful travel,1,1,2,[326]
metropolitan area,1,1,2,[326]
urban performance,1,1,2,[337]
temporal telecom,1,1,2,[337]
fundamental aspect,1,1,2,[337]
public space,1,1,2,[337]
laborious data,1,1,2,[337]
novel methodology,1,1,2,[337]
urban space,1,1,2,[337]
learning algorithms,1,1,2,[337]
clear correlation,1,1,2,[337]
cellular device,1,1,2,[337]
certain roaming,1,1,2,[337]
roaming distance,1,1,2,[337]
linear regression,1,1,2,[337]
regression model,1,1,2,[337]
urban morphology,1,1,2,[337]
meter resolution,1,1,2,[337]
entertainment amenity,1,1,2,[337]
natural water,1,1,2,[337]
water feature,1,1,2,[337]
betweenness centrality,1,1,2,[337]
road network,1,1,2,[337]
park amenity,1,1,2,[337]
negative impact,1,1,2,[337]
urban design,1,1,2,[337]
decision making,1,1,2,[337]
human behavioral,1,1,2,[337]
foundational design,1,1,2,[337]
design tool,1,1,2,[337]
success rate,1,1,2,[337]
urban place,1,1,2,[337]
urban population,1,1,2,[358]
key role,1,1,2,[358]
public travel,1,1,2,[358]
travel information,1,1,2,[358]
information service,1,1,2,[358]
widespread use,1,1,2,[358]
population study,1,1,2,[358]
data sparsity,1,1,2,[358]
sparsity problem,1,1,2,[358]
huge handicap,1,1,2,[358]
comprehensive approach,1,1,2,[358]
population map,1,1,2,[358]
trajectory reconstruction,1,1,2,[358]
reconstruction method,1,1,2,[358]
spatiotemporal granularity,1,1,2,[358]
phone trajectory,1,1,2,[358]
efficient automation,1,1,2,[358]
automation population,1,1,2,[358]
spatiotemporal resolution,1,1,2,[358]
phone dataset,1,1,2,[358]
case study,1,1,2,[358]
distribution estimation,1,1,2,[358]
movement state,1,1,2,[358]
urban application,1,1,2,[358]
many aspect,1,1,2,[373]
global spread,1,1,2,[373]
infectious disease,1,1,2,[373]
daily commute,1,1,2,[373]
commute pattern,1,1,2,[373]
cellular radio,1,1,2,[373]
radio tower,1,1,2,[373]
wifi positioning,1,1,2,[373]
significant pattern,1,1,2,[373]
advanced analysis,1,1,2,[373]
analysis technique,1,1,2,[373]
learning method,1,1,2,[373]
different approach,1,1,2,[373]
positioning characteristic,1,1,2,[373]
modeling approach,1,1,2,[373]
user modeling,1,1,2,[373]
place modeling,1,1,2,[373]
trajectory modeling,1,1,2,[373]
future challenge,1,1,2,[373]
mobility analysis,1,1,2,[373]
new concept,1,1,2,[395]
mobile application,1,1,2,[395]
flexible cycling,1,1,2,[395]
bike trajectory,1,1,2,[395]
bike activity,1,1,2,[395]
sparsity constraint,1,1,2,[395]
combine time,1,1,2,[395]
time information,1,1,2,[395]
potential pattern,1,1,2,[395]
historical trajectory,1,1,2,[395]
poi information,1,1,2,[395]
typical category,1,1,2,[395]
poi recommendation,1,1,2,[395]
mobike trajectory,1,1,2,[395]
matrix tensor,1,1,2,[410]
tensor factorization,1,1,2,[410]
pattern mining,1,1,2,[410]
inbuilt sensor,1,1,2,[410]
spatiotemporal activity,1,1,2,[410]
available information,1,1,2,[410]
automated extraction,1,1,2,[410]
city environment,1,1,2,[410]
traffic control,1,1,2,[410]
transportation facility,1,1,2,[410]
learning process,1,1,2,[410]
challenging task,1,1,2,[410]
additional contexts,1,1,2,[410]
meaningful pattern,1,1,2,[410]
efficient factorization,1,1,2,[410]
factorization algorithm,1,1,2,[410]
variable selection,1,1,2,[410]
empirical analysis,1,1,2,[410]
factor goodness,1,1,2,[410]
human travel,1,1,2,[423]
gps device,1,1,2,[423]
different transportation,1,1,2,[423]
useful information,1,1,2,[423]
trajectory prediction,1,1,2,[423]
traffic monitoring,1,1,2,[423]
mode classification,1,1,2,[423]
original trajectory,1,1,2,[423]
mode label,1,1,2,[423]
feature vector,1,1,2,[423]
basic feature,1,1,2,[423]
distance feature,1,1,2,[423]
stop rate,1,1,2,[423]
velocity change,1,1,2,[423]
lightgbm classifier,1,1,2,[423]
experiment data,1,1,2,[423]
result show,1,1,2,[423]
xgboost method,1,1,2,[423]
tree method,1,1,2,[423]
local function,1,1,2,[459]
prediction model,1,1,2,[459]
newtonian mechanic,1,1,2,[459]
resident population,1,1,2,[459]
sns post,1,1,2,[459]
mass value,1,1,2,[459]
urban traffic,1,1,2,[459]
traffic gravity,1,1,2,[459]
travel distance,1,1,2,[459]
possible distance,1,1,2,[459]
distance value,1,1,2,[459]
social factor,1,1,2,[459]
dimension reduction,1,1,2,[459]
reduction method,1,1,2,[459]
record data,1,1,2,[459]
euclidean distance,1,1,2,[459]
social function,1,1,2,[459]
function vector,1,1,2,[459]
significant impact,1,1,2,[459]
open access,1,1,2,[459]
access article,1,1,2,[459]
unrestricted use,1,1,2,[459]
original author,1,1,2,[459]
functional region,1,1,2,[491]
joint matrix,1,1,2,[491]
various function,1,1,2,[491]
hospital district,1,1,2,[491]
region function,1,1,2,[491]
statistical model,1,1,2,[491]
previous work,1,1,2,[491]
single domain,1,1,2,[491]
domain data,1,1,2,[491]
mobility information,1,1,2,[491]
district attribute,1,1,2,[491]
human trajectory,1,1,2,[491]
station information,1,1,2,[491]
nonnegative matrix,1,1,2,[491]
factorization model,1,1,2,[491]
function distribution,1,1,2,[491]
clustering process,1,1,2,[491]
extracted distribution,1,1,2,[491]
baseline method,1,1,2,[491]
mining tourism,1,1,2,[516]
tourism pattern,1,1,2,[516]
call detail,1,1,2,[516]
transportation information,1,1,2,[516]
different country,1,1,2,[516]
different length,1,1,2,[516]
event period,1,1,2,[516]
complete information,1,1,2,[516]
tourist move,1,1,2,[516]
traditional survey,1,1,2,[516]
smarter transportation,1,1,2,[516]
urban resource,1,1,2,[516]
resource planning,1,1,2,[516]
urban travel,1,1,2,[522]
travel interpretation,1,1,2,[522]
trajectory segmentation,1,1,2,[522]
service provision,1,1,2,[522]
travel diary,1,1,2,[522]
mode detection,1,1,2,[522]
current approach,1,1,2,[522]
approach segment,1,1,2,[522]
certain criterion,1,1,2,[522]
significant vagueness,1,1,2,[522]
activity transition,1,1,2,[522]
segmentation approach,1,1,2,[522]
time interpretation,1,1,2,[522]
frequent gap,1,1,2,[522]
location trace,1,1,2,[522]
atomic segment,1,1,2,[522]
homogeneous state,1,1,2,[522]
progressive iteration,1,1,2,[522]
new state,1,1,2,[522]
offline mode,1,1,2,[522]
environmental condition,1,1,2,[522]
varying quality,1,1,2,[522]
segmentation model,1,1,2,[522]
information delivery,1,1,2,[522]
delivery pertinent,1,1,2,[522]
behavior interpretation,1,1,2,[522]
epidemic control,1,1,2,[536]
forecasting system,1,1,2,[536]
various mobile,1,1,2,[536]
network application,1,1,2,[536]
gps data,1,1,2,[536]
mobile operator,1,1,2,[536]
cellular network,1,1,2,[536]
network location,1,1,2,[536]
data contains,1,1,2,[536]
urban challenge,1,1,2,[536]
traffic congestion,1,1,2,[536]
air pollution,1,1,2,[536]
pollution problem,1,1,2,[536]
recent literature,1,1,2,[536]
mining view,1,1,2,[536]
data set,1,1,2,[536]
deep learning,1,1,2,[536]
learning predictor,1,1,2,[536]
predictive tool,1,1,2,[536]
city challenge,1,1,2,[536]
human fall,1,1,2,[541]
critical health,1,1,2,[541]
health problem,1,1,2,[541]
elderly people,1,1,2,[541]
significant injury,1,1,2,[541]
serious risk,1,1,2,[541]
wearable fall,1,1,2,[541]
wireless sensor,1,1,2,[541]
accelerometer signal,1,1,2,[541]
effective machine,1,1,2,[541]
distinguish fall,1,1,2,[541]
daily living,1,1,2,[541]
triaxial accelerometer,1,1,2,[541]
performance result,1,1,2,[541]
wearable sensor,1,1,2,[541]
mobile device,1,1,2,[541]
significant performance,1,1,2,[541]
wearable device,1,1,2,[541]
device data,1,1,2,[541]
enormous amount,1,1,2,[542]
direct measurement,1,1,2,[542]
early recognition,1,1,2,[542]
great importance,1,1,2,[542]
societal application,1,1,2,[542]
transportation optimization,1,1,2,[542]
social platform,1,1,2,[542]
location context,1,1,2,[542]
data record,1,1,2,[542]
advanced approach,1,1,2,[542]
human activity,1,1,2,[542]
phone activity,1,1,2,[542]
timeline type,1,1,2,[542]
obtained category,1,1,2,[542]
location area,1,1,2,[542]
human communication,1,1,2,[542]
official land,1,1,2,[542]
use classification,1,1,2,[542]
temporal decomposition,1,1,2,[571]
past decade,1,1,2,[571]
localisation technology,1,1,2,[571]
analytical approach,1,1,2,[571]
new generation,1,1,2,[571]
gis system,1,1,2,[571]
decision support,1,1,2,[571]
support platform,1,1,2,[571]
fleet management,1,1,2,[571]
data analysis,1,1,2,[571]
related application,1,1,2,[571]
probabilistic topic,1,1,2,[571]
trip count,1,1,2,[571]
social medium,1,1,2,[571]
medium data,1,1,2,[571]
semantic decomposition,1,1,2,[571]
real dataset,1,1,2,[571]
urban location,1,1,2,[574]
location annotation,1,1,2,[574]
mobile record,1,1,2,[574]
location information,1,1,2,[574]
mobile service,1,1,2,[574]
perfect location,1,1,2,[574]
location sensor,1,1,2,[574]
sensor probe,1,1,2,[574]
meaningful location,1,1,2,[574]
digital coordinate,1,1,2,[574]
valuable information,1,1,2,[574]
semantic predicting,1,1,2,[574]
predicting method,1,1,2,[574]
meaningful base,1,1,2,[574]
semantic tag,1,1,2,[574]
explicit feature,1,1,2,[574]
phone record,1,1,2,[574]
annotation model,1,1,2,[574]
comprehensive experiment,1,1,2,[574]
experiment demonstrate,1,1,2,[574]
good performance,1,1,2,[574]
overall accuracy,1,1,2,[574]
traditional classification,1,1,2,[574]
semantic location,1,1,2,[574]
transportation management,1,1,2,[574]
use planning,1,1,2,[574]
