term,freq,range,score,doc_ids
segmentation model,3,2,5,"[16, 66]"
scene image,3,2,5,"[37, 231]"
learning scheme,3,2,5,"[66, 469]"
elevation data,3,2,5,"[132, 460]"
unreinforced masonry,4,1,5,[137]
image data,3,2,5,"[226, 231]"
shape feature,3,2,5,"[289, 378]"
geometric feature,3,2,5,"[327, 528]"
feature learning,3,2,5,"[389, 548]"
building structure,3,2,5,"[418, 469]"
digital elevation,2,2,4,"[9, 234]"
elevation model,2,2,4,"[9, 234]"
dem data,2,2,4,"[9, 46]"
accuracy evaluation,2,2,4,"[9, 289]"
image processing,2,2,4,"[16, 93]"
multiscale feature,2,2,4,"[16, 161]"
feature fusion,2,2,4,"[16, 226]"
crucial role,2,2,4,"[23, 389]"
image feature,2,2,4,"[23, 46]"
pyramid pooling,2,2,4,"[23, 188]"
building datasets,2,2,4,"[23, 188]"
many field,2,2,4,"[37, 330]"
classification method,3,1,4,[37]
geospatial data,2,2,4,"[46, 330]"
detection result,2,2,4,"[46, 473]"
road detection,2,2,4,"[66, 507]"
building map,2,2,4,"[66, 330]"
segmentation task,2,2,4,"[66, 389]"
challenging problem,2,2,4,"[66, 226]"
result demonstrate,2,2,4,"[66, 462]"
automatic building,2,2,4,"[87, 525]"
supervised machine,2,2,4,"[87, 478]"
transfer learning,2,2,4,"[87, 231]"
city modelling,2,2,4,"[132, 528]"
several machine,2,2,4,"[132, 469]"
masonry building,3,1,4,[137]
research result,2,2,4,"[137, 301]"
network architecture,2,2,4,"[137, 234]"
building area,2,2,4,"[141, 463]"
overall accuracy,2,2,4,"[141, 548]"
large area,2,2,4,"[161, 330]"
learning model,2,2,4,"[165, 462]"
segmentation algorithms,2,2,4,"[183, 525]"
environment monitoring,2,2,4,"[226, 231]"
sensing image,2,2,4,"[226, 473]"
image dataset,2,2,4,"[226, 548]"
good result,2,2,4,"[231, 548]"
image classifier,2,2,4,"[231, 507]"
numerous application,2,2,4,"[234, 507]"
city planning,2,2,4,"[234, 496]"
satellite imagery,2,2,4,"[234, 496]"
centerline extraction,2,2,4,"[289, 378]"
cloud classification,2,2,4,"[327, 478]"
recent advance,2,2,4,"[327, 525]"
robust feature,2,2,4,"[378, 478]"
classification framework,2,2,4,"[418, 528]"
first stage,2,2,4,"[460, 463]"
specific feature,2,2,4,"[460, 548]"
classification approach,2,2,4,"[460, 563]"
computer vision,2,2,4,"[460, 528]"
local feature,2,2,4,"[463, 525]"
shadow detection,3,1,4,[469]
object recognition,3,1,4,[478]
light detection,2,2,4,"[528, 563]"
engineering application,2,2,4,"[547, 563]"
spatial feature,3,1,4,[548]
support region,3,1,4,[592]
novel deeply,2,1,3,[23]
sag module,2,1,3,[37]
natural feature,2,1,3,[46]
feature detection,2,1,3,[46]
fusion strategy,2,1,3,[46]
road map,2,1,3,[66]
binary decomposition,2,1,3,[66]
decomposition technique,2,1,3,[66]
segmentation problem,2,1,3,[66]
roof superstructure,2,1,3,[89]
imbalanced class,2,1,3,[89]
siamese network,2,1,3,[93]
urban environment,2,1,3,[93]
building reconstruction,2,1,3,[132]
historical map,2,1,3,[132]
historical data,2,1,3,[132]
extraction accuracy,2,1,3,[141]
vdvi band,2,1,3,[141]
building prediction,2,1,3,[161]
scale attention,2,1,3,[161]
aerial videos,2,1,3,[183]
segmentation method,2,1,3,[183]
cnn architecture,2,1,3,[183]
temporal information,2,1,3,[183]
building dataset,2,1,3,[188]
hsr image,2,1,3,[226]
observation image,2,1,3,[231]
dictionary learning,2,1,3,[231]
segmentation framework,2,1,3,[236]
related work,2,1,3,[259]
optimization step,2,1,3,[289]
posterior probability,2,1,3,[289]
aerial point,2,1,3,[327]
semantic class,2,1,3,[327]
accurate road,2,1,3,[378]
gabor filter,2,1,3,[378]
ground imagery,2,1,3,[389]
learning paradigm,2,1,3,[418]
residual block,2,1,3,[462]
convolutional layer,2,1,3,[462]
binary feature,2,1,3,[463]
feature classification,2,1,3,[463]
superpixel segmentation,2,1,3,[463]
shape descriptor,2,1,3,[478]
area extraction,2,1,3,[496]
resolution satellite,2,1,3,[496]
road infrastructure,2,1,3,[507]
feature space,2,1,3,[507]
cloud labelling,2,1,3,[528]
visual feature,2,1,3,[548]
ensemble method,2,1,3,[563]
binary classification,2,1,3,[563]
adaptive data,2,1,3,[592]
data reduction,2,1,3,[592]
laser scanner,2,1,3,[592]
critical role,1,1,2,[9]
geospatial database,1,1,2,[9]
facility siting,1,1,2,[9]
hydrological analysis,1,1,2,[9]
urban design,1,1,2,[9]
big gap,1,1,2,[9]
practical idea,1,1,2,[9]
bicubic interpolation,1,1,2,[9]
local variation,1,1,2,[9]
recent development,1,1,2,[9]
great progress,1,1,2,[9]
terrain character,1,1,2,[9]
huge difference,1,1,2,[9]
elevation field,1,1,2,[9]
value field,1,1,2,[9]
traditional interpolation,1,1,2,[9]
interpolation method,1,1,2,[9]
sr experiment,1,1,2,[9]
important role,1,1,2,[16]
demographic analysis,1,1,2,[16]
new deep,1,1,2,[16]
learning network,1,1,2,[16]
cascaded multiscale,1,1,2,[16]
classification network,1,1,2,[16]
segmentation network,1,1,2,[16]
nonlocal operation,1,1,2,[16]
excessive noise,1,1,2,[16]
computational effort,1,1,2,[16]
multiscale prediction,1,1,2,[16]
prediction performance,1,1,2,[16]
different remote,1,1,2,[16]
image datasets,1,1,2,[16]
generalization ability,1,1,2,[16]
building change,1,1,2,[23]
extensive attention,1,1,2,[23]
detection method,1,1,2,[23]
method suffer,1,1,2,[23]
limited accuracy,1,1,2,[23]
information loss,1,1,2,[23]
inadequate capability,1,1,2,[23]
bcd task,1,1,2,[23]
spatial attention,1,1,2,[23]
contextual information,1,1,2,[23]
raw image,1,1,2,[23]
difference feature,1,1,2,[23]
detection performance,1,1,2,[23]
supervision module,1,1,2,[23]
middle layer,1,1,2,[23]
distinctive feature,1,1,2,[23]
qualitative experiment,1,1,2,[23]
available datasets,1,1,2,[23]
efficiency analysis,1,1,2,[23]
analysis reveals,1,1,2,[23]
great balance,1,1,2,[23]
bcd performance,1,1,2,[23]
disaster detection,1,1,2,[37]
natural image,1,1,2,[37]
image field,1,1,2,[37]
supervised scene,1,1,2,[37]
unsupervised scene,1,1,2,[37]
actual need,1,1,2,[37]
adversarial net,1,1,2,[37]
gating unit,1,1,2,[37]
discriminative network,1,1,2,[37]
feature representation,1,1,2,[37]
representation capability,1,1,2,[37]
semisupervised classification,1,1,2,[37]
feature map,1,1,2,[37]
dependence relationship,1,1,2,[37]
module aim,1,1,2,[37]
important scene,1,1,2,[37]
scene region,1,1,2,[37]
branch aim,1,1,2,[37]
semantic representation,1,1,2,[37]
input image,1,1,2,[37]
discriminant ability,1,1,2,[37]
new optimization,1,1,2,[37]
optimization term,1,1,2,[37]
generator loss,1,1,2,[37]
eurosat data,1,1,2,[37]
terrain analysis,1,1,2,[46]
geoai research,1,1,2,[46]
research method,1,1,2,[46]
deep machine,1,1,2,[46]
detection pipeline,1,1,2,[46]
new feature,1,1,2,[46]
channel expansion,1,1,2,[46]
detection model,1,1,2,[46]
simultaneous machine,1,1,2,[46]
sensing imagery,1,1,2,[46]
new data,1,1,2,[46]
enriched information,1,1,2,[46]
information content,1,1,2,[46]
different set,1,1,2,[46]
data augmentation,1,1,2,[46]
augmentation technique,1,1,2,[46]
training data,1,1,2,[46]
model performance,1,1,2,[46]
joint building,1,1,2,[66]
important input,1,1,2,[66]
great deal,1,1,2,[66]
disaster response,1,1,2,[66]
response service,1,1,2,[66]
land surveying,1,1,2,[66]
last decade,1,1,2,[66]
network detection,1,1,2,[66]
detection problem,1,1,2,[66]
single model,1,1,2,[66]
overall performance,1,1,2,[66]
learning literature,1,1,2,[66]
multiclass problem,1,1,2,[66]
different model,1,1,2,[66]
aggregation step,1,1,2,[66]
final output,1,1,2,[66]
output label,1,1,2,[66]
novel approach,1,1,2,[66]
road class,1,1,2,[66]
problem scheme,1,1,2,[66]
robust experimental,1,1,2,[66]
experimental study,1,1,2,[66]
decomposition strategy,1,1,2,[66]
binary segmentation,1,1,2,[66]
major area,1,1,2,[87]
extensive range,1,1,2,[87]
environmental risk,1,1,2,[87]
risk management,1,1,2,[87]
urban morphology,1,1,2,[87]
morphology complexity,1,1,2,[87]
different method,1,1,2,[87]
footprint extraction,1,1,2,[87]
ml model,1,1,2,[87]
benchmark dataset,1,1,2,[87]
feature descriptor,1,1,2,[87]
extreme learning,1,1,2,[87]
learning machine,1,1,2,[87]
third model,1,1,2,[87]
convolutional network,1,1,2,[87]
urban context,1,1,2,[87]
active remote,1,1,2,[89]
essential tool,1,1,2,[89]
geoinformation extraction,1,1,2,[89]
clouds segmentation,1,1,2,[89]
accurate classification,1,1,2,[89]
city design,1,1,2,[89]
superstructure classification,1,1,2,[89]
low density,1,1,2,[89]
nonplanar object,1,1,2,[89]
class problem,1,1,2,[89]
major advantage,1,1,2,[89]
methodological novelty,1,1,2,[89]
key element,1,1,2,[89]
connected component,1,1,2,[89]
component analysis,1,1,2,[89]
new component,1,1,2,[89]
imbalanced data,1,1,2,[89]
data problem,1,1,2,[89]
gable dormer,1,1,2,[89]
satisfying classification,1,1,2,[89]
urban change,1,1,2,[93]
earth population,1,1,2,[93]
efficient monitoring,1,1,2,[93]
monitoring tool,1,1,2,[93]
crucial point,1,1,2,[93]
vertical axis,1,1,2,[93]
new construction,1,1,2,[93]
valuable source,1,1,2,[93]
method start,1,1,2,[93]
conventional image,1,1,2,[93]
processing tool,1,1,2,[93]
significant loss,1,1,2,[93]
deep method,1,1,2,[93]
siamese architecture,1,1,2,[93]
kpconv network,1,1,2,[93]
method outperforms,1,1,2,[93]
different application,1,1,2,[132]
many domain,1,1,2,[132]
data availability,1,1,2,[132]
unavoidable prerequisite,1,1,2,[132]
past scenario,1,1,2,[132]
historical scenario,1,1,2,[132]
digital representation,1,1,2,[132]
height information,1,1,2,[132]
geospatial analysis,1,1,2,[132]
regression technique,1,1,2,[132]
height data,1,1,2,[132]
implemented method,1,1,2,[132]
method relies,1,1,2,[132]
categorical attribute,1,1,2,[132]
height prediction,1,1,2,[132]
multitemporal version,1,1,2,[132]
urban scenario,1,1,2,[132]
various evaluation,1,1,2,[132]
common issue,1,1,2,[132]
roof diaphragms,1,1,2,[137]
roof diaphragm,1,1,2,[137]
vulnerability study,1,1,2,[137]
disaster risk,1,1,2,[137]
risk assessment,1,1,2,[137]
management strategy,1,1,2,[137]
great relevance,1,1,2,[137]
common building,1,1,2,[137]
building typology,1,1,2,[137]
local government,1,1,2,[137]
detailed exposure,1,1,2,[137]
exposure model,1,1,2,[137]
uav photogrammetry,1,1,2,[141]
essential part,1,1,2,[141]
geographic information,1,1,2,[141]
information system,1,1,2,[141]
economic growth,1,1,2,[141]
photogrammetry work,1,1,2,[141]
data updating,1,1,2,[141]
complex area,1,1,2,[141]
various pattern,1,1,2,[141]
complex structure,1,1,2,[141]
unique style,1,1,2,[141]
uav image,1,1,2,[141]
difference vegetation,1,1,2,[141]
vegetation index,1,1,2,[141]
dsm band,1,1,2,[141]
separate building,1,1,2,[141]
ground object,1,1,2,[141]
small building,1,1,2,[141]
tree branch,1,1,2,[141]
open standard,1,1,2,[141]
standard dataset,1,1,2,[141]
footprint information,1,1,2,[161]
key factor,1,1,2,[161]
observation field,1,1,2,[161]
outstanding improvement,1,1,2,[161]
extraction field,1,1,2,[161]
hierarchical feature,1,1,2,[161]
different size,1,1,2,[161]
depict building,1,1,2,[161]
varied size,1,1,2,[161]
extra lightweight,1,1,2,[161]
lightweight encoder,1,1,2,[161]
representative building,1,1,2,[161]
building feature,1,1,2,[161]
attention module,1,1,2,[161]
final building,1,1,2,[161]
large earthquake,1,1,2,[165]
earthquake occurs,1,1,2,[165]
damage distribution,1,1,2,[165]
housing structure,1,1,2,[165]
disaster prevention,1,1,2,[165]
prevention measure,1,1,2,[165]
public organization,1,1,2,[165]
novel method,1,1,2,[165]
single building,1,1,2,[165]
recent machine,1,1,2,[165]
damage detection,1,1,2,[165]
detection system,1,1,2,[165]
optical satellite,1,1,2,[165]
structural attribute,1,1,2,[165]
detection accuracy,1,1,2,[165]
affected area,1,1,2,[165]
kumamoto earthquake,1,1,2,[165]
environmental change,1,1,2,[183]
decision support,1,1,2,[183]
support system,1,1,2,[183]
additional module,1,1,2,[183]
optical flow,1,1,2,[183]
temporal dynamic,1,1,2,[183]
computational overhead,1,1,2,[183]
research work,1,1,2,[183]
consistent labeling,1,1,2,[183]
accurate localization,1,1,2,[183]
class label,1,1,2,[183]
manipaluavid dataset,1,1,2,[183]
promising result,1,1,2,[183]
pretrained model,1,1,2,[183]
urban street,1,1,2,[183]
street scene,1,1,2,[183]
final layer,1,1,2,[183]
massive data,1,1,2,[188]
productive activity,1,1,2,[188]
dynamic monitoring,1,1,2,[188]
suburban construction,1,1,2,[188]
construction inspection,1,1,2,[188]
high intraclass,1,1,2,[188]
intraclass variance,1,1,2,[188]
receptive field,1,1,2,[188]
decoder architecture,1,1,2,[188]
attention gate,1,1,2,[188]
pooling module,1,1,2,[188]
gated feature,1,1,2,[188]
distinguish building,1,1,2,[188]
complex surroundings,1,1,2,[188]
aerial building,1,1,2,[188]
rural building,1,1,2,[188]
recent model,1,1,2,[188]
great potential,1,1,2,[188]
practical scenario,1,1,2,[188]
significant role,1,1,2,[226]
civil infrastructure,1,1,2,[226]
infrastructure construction,1,1,2,[226]
disaster rescuing,1,1,2,[226]
geographic image,1,1,2,[226]
image retrieval,1,1,2,[226]
geoinformatics community,1,1,2,[226]
many approach,1,1,2,[226]
previous method,1,1,2,[226]
abundant information,1,1,2,[226]
hsr remote,1,1,2,[226]
mentioned challenge,1,1,2,[226]
deep framework,1,1,2,[226]
meaningful object,1,1,2,[226]
deep representation,1,1,2,[226]
augmented image,1,1,2,[226]
image representation,1,1,2,[226]
fused representation,1,1,2,[226]
global latent,1,1,2,[226]
latent feature,1,1,2,[226]
different object,1,1,2,[226]
strong baseline,1,1,2,[226]
data analytics,1,1,2,[226]
corresponding applicability,1,1,2,[226]
wide range,1,1,2,[231]
industrial world,1,1,2,[231]
world benefit,1,1,2,[231]
resolution earth,1,1,2,[231]
many machine,1,1,2,[231]
sparse coding,1,1,2,[231]
classical model,1,1,2,[231]
promising classification,1,1,2,[231]
many benchmark,1,1,2,[231]
benchmark data,1,1,2,[231]
sparse representation,1,1,2,[231]
learning stage,1,1,2,[231]
classification stage,1,1,2,[231]
recent study,1,1,2,[231]
unlabeled data,1,1,2,[231]
multiple classification,1,1,2,[231]
classification task,1,1,2,[231]
landuse data,1,1,2,[231]
changping data,1,1,2,[231]
new way,1,1,2,[231]
resource cost,1,1,2,[231]
sensing scene,1,1,2,[231]
height map,1,1,2,[234]
valuable data,1,1,2,[234]
inexpensive satellite,1,1,2,[234]
basic model,1,1,2,[234]
learning concept,1,1,2,[234]
generalized framework,1,1,2,[234]
decoder leverage,1,1,2,[234]
type classification,1,1,2,[234]
secondary task,1,1,2,[234]
adversarial term,1,1,2,[234]
loss function,1,1,2,[234]
learned uncertainty,1,1,2,[234]
uncertainty estimate,1,1,2,[234]
specific instance,1,1,2,[234]
common data,1,1,2,[234]
new dataset,1,1,2,[234]
independent study,1,1,2,[234]
robust segmentation,1,1,2,[236]
urban village,1,1,2,[236]
asian city,1,1,2,[236]
multiple machine,1,1,2,[236]
urban scene,1,1,2,[236]
presented framework,1,1,2,[236]
major segmentation,1,1,2,[236]
segmentation process,1,1,2,[236]
forest classifier,1,1,2,[236]
entire scene,1,1,2,[236]
building point,1,1,2,[236]
point clouds,1,1,2,[236]
attribute analysis,1,1,2,[236]
analysis method,1,1,2,[236]
individual building,1,1,2,[236]
different city,1,1,2,[236]
unified structure,1,1,2,[236]
lidar datasets,1,1,2,[236]
overall segmentation,1,1,2,[236]
segmentation accuracy,1,1,2,[236]
complicated structure,1,1,2,[236]
yolo framework,1,1,2,[259]
predominant feature,1,1,2,[259]
valuable information,1,1,2,[259]
solar energy,1,1,2,[259]
energy suitability,1,1,2,[259]
suitability analysis,1,1,2,[259]
increased availability,1,1,2,[259]
small object,1,1,2,[259]
layer architecture,1,1,2,[259]
spatial characteristic,1,1,2,[259]
constrained regression,1,1,2,[259]
building size,1,1,2,[259]
size prediction,1,1,2,[259]
invariant augmentation,1,1,2,[259]
prediction phase,1,1,2,[259]
solution quality,1,1,2,[259]
land planning,1,1,2,[289]
many preprocessing,1,1,2,[289]
subsequent optimization,1,1,2,[289]
automatic road,1,1,2,[289]
nonroad area,1,1,2,[289]
area removing,1,1,2,[289]
positive sample,1,1,2,[289]
sample selection,1,1,2,[289]
selection method,1,1,2,[289]
road sample,1,1,2,[289]
classifier framework,1,1,2,[289]
unlabeled learning,1,1,2,[289]
learning classifier,1,1,2,[289]
final road,1,1,2,[289]
tensor voting,1,1,2,[289]
voting algorithm,1,1,2,[289]
benchmark datasets,1,1,2,[289]
completeness ratio,1,1,2,[289]
correctness ratio,1,1,2,[289]
detection quality,1,1,2,[289]
quantitative accuracy,1,1,2,[289]
classification road,1,1,2,[289]
extraction algorithms,1,1,2,[289]
high accuracy,1,1,2,[289]
method comparison,1,1,2,[289]
method performs,1,1,2,[289]
long training,1,1,2,[289]
training time,1,1,2,[289]
training sample,1,1,2,[289]
planet database,1,1,2,[301]
jaccard index,1,1,2,[301]
real mask,1,1,2,[301]
developed model,1,1,2,[301]
outlet etc,1,1,2,[301]
learning algorithms,1,1,2,[327]
visualization need,1,1,2,[327]
public administration,1,1,2,[327]
frequent source,1,1,2,[327]
urban development,1,1,2,[327]
development plan,1,1,2,[327]
energy evaluation,1,1,2,[327]
visibility analysis,1,1,2,[327]
gis study,1,1,2,[327]
main data,1,1,2,[327]
aerial photogrammetry,1,1,2,[327]
towards automation,1,1,2,[327]
different approach,1,1,2,[327]
ground level,1,1,2,[327]
level object,1,1,2,[327]
various machine,1,1,2,[327]
synthetic aperture,1,1,2,[330]
several challenge,1,1,2,[330]
conventional sensor,1,1,2,[330]
sar mapping,1,1,2,[330]
mapping approach,1,1,2,[330]
significant cost,1,1,2,[330]
cost saving,1,1,2,[330]
ground control,1,1,2,[330]
control point,1,1,2,[330]
cloud coverage,1,1,2,[330]
independent image,1,1,2,[330]
turnaround time,1,1,2,[330]
population estimation,1,1,2,[330]
whilst mapping,1,1,2,[330]
many interest,1,1,2,[330]
learning approach,1,1,2,[330]
topographic mapping,1,1,2,[330]
artificial intelligent,1,1,2,[330]
intelligent problem,1,1,2,[330]
geospatial infrastructure,1,1,2,[330]
high demand,1,1,2,[330]
current technique,1,1,2,[330]
future trend,1,1,2,[330]
multiscale road,1,1,2,[378]
navigation system,1,1,2,[378]
common road,1,1,2,[378]
classification algorithm,1,1,2,[378]
extraction problem,1,1,2,[378]
time consuming,1,1,2,[378]
structural feature,1,1,2,[378]
classification map,1,1,2,[378]
original imagery,1,1,2,[378]
imagery serving,1,1,2,[378]
guidance image,1,1,2,[378]
reliable road,1,1,2,[378]
quantitative result,1,1,2,[378]
visual performance,1,1,2,[378]
crop yield,1,1,2,[389]
yield forecasting,1,1,2,[389]
policy making,1,1,2,[389]
large domain,1,1,2,[389]
domain gap,1,1,2,[389]
inherent complexity,1,1,2,[389]
vast amount,1,1,2,[389]
imagery share,1,1,2,[389]
common structure,1,1,2,[389]
unsupervised feature,1,1,2,[389]
semantic inpainting,1,1,2,[389]
architectural change,1,1,2,[389]
adversarial training,1,1,2,[389]
training scheme,1,1,2,[389]
pretext task,1,1,2,[389]
unified approach,1,1,2,[389]
overhead scene,1,1,2,[389]
scene parsing,1,1,2,[389]
network extraction,1,1,2,[389]
cover estimation,1,1,2,[389]
efficient classification,1,1,2,[418]
application scenario,1,1,2,[418]
learning act,1,1,2,[418]
mathematical transformation,1,1,2,[418]
raw input,1,1,2,[418]
appropriate form,1,1,2,[418]
mathematical computation,1,1,2,[418]
physical property,1,1,2,[418]
physical interpretation,1,1,2,[418]
network model,1,1,2,[418]
input representation,1,1,2,[418]
representation suitable,1,1,2,[418]
test site,1,1,2,[418]
complex urban,1,1,2,[418]
various kind,1,1,2,[418]
test project,1,1,2,[418]
traditional method,1,1,2,[418]
challenging topic,1,1,2,[460]
consecutive stage,1,1,2,[460]
candidate identification,1,1,2,[460]
single vehicle,1,1,2,[460]
vehicle extraction,1,1,2,[460]
previous approach,1,1,2,[460]
third stage,1,1,2,[460]
multiple sensor,1,1,2,[460]
sensor input,1,1,2,[460]
significant improvement,1,1,2,[460]
detailed evaluation,1,1,2,[460]
superior performance,1,1,2,[460]
residual network,1,1,2,[462]
feature engineering,1,1,2,[462]
hyperspectral image,1,1,2,[462]
discriminative feature,1,1,2,[462]
spectral signature,1,1,2,[462]
spatial contexts,1,1,2,[462]
hyperspectral imagery,1,1,2,[462]
block connect,1,1,2,[462]
identity mapping,1,1,2,[462]
batch normalization,1,1,2,[462]
learning process,1,1,2,[462]
trained model,1,1,2,[462]
qualitative result,1,1,2,[462]
hsi classification,1,1,2,[462]
various application,1,1,2,[463]
fast building,1,1,2,[463]
major stage,1,1,2,[463]
area detection,1,1,2,[463]
building contour,1,1,2,[463]
contour extraction,1,1,2,[463]
subsampled orthophoto,1,1,2,[463]
second stage,1,1,2,[463]
original orthophoto,1,1,2,[463]
building contours,1,1,2,[463]
intersection likewise,1,1,2,[463]
binary descriptor,1,1,2,[463]
binary description,1,1,2,[463]
full use,1,1,2,[463]
texture detail,1,1,2,[463]
color channel,1,1,2,[463]
different roof,1,1,2,[463]
roof color,1,1,2,[463]
desirable result,1,1,2,[463]
historical cityscape,1,1,2,[469]
active research,1,1,2,[469]
research field,1,1,2,[469]
generalization capability,1,1,2,[469]
shadow compensation,1,1,2,[469]
compensation method,1,1,2,[469]
test datasets,1,1,2,[469]
special architecture,1,1,2,[469]
pixel resolution,1,1,2,[469]
objective evaluation,1,1,2,[469]
computational complexity,1,1,2,[469]
change information,1,1,2,[473]
multispectral remote,1,1,2,[473]
geographical location,1,1,2,[473]
disaster evaluation,1,1,2,[473]
deforestation monitoring,1,1,2,[473]
landsat imagery,1,1,2,[473]
camera sensor,1,1,2,[473]
aperture artifact,1,1,2,[473]
significant result,1,1,2,[473]
change map,1,1,2,[473]
observation application,1,1,2,[473]
result reveal,1,1,2,[473]
improved result,1,1,2,[473]
semantic object,1,1,2,[473]
predefined class,1,1,2,[473]
important task,1,1,2,[478]
many area,1,1,2,[478]
augmented reality,1,1,2,[478]
sensor measure,1,1,2,[478]
high amount,1,1,2,[478]
scene object,1,1,2,[478]
high collect,1,1,2,[478]
collect rate,1,1,2,[478]
robust technique,1,1,2,[478]
common solution,1,1,2,[478]
extraction technique,1,1,2,[478]
representative scene,1,1,2,[478]
scene information,1,1,2,[478]
computational cost,1,1,2,[478]
new approach,1,1,2,[478]
simplified object,1,1,2,[478]
object representation,1,1,2,[478]
pattern recognition,1,1,2,[478]
recognition input,1,1,2,[478]
object shape,1,1,2,[478]
promising approach,1,1,2,[478]
multi sensor,1,1,2,[496]
sensor data,1,1,2,[496]
area information,1,1,2,[496]
disaster prediction,1,1,2,[496]
urban structure,1,1,2,[496]
key advantage,1,1,2,[496]
imaging modality,1,1,2,[496]
ground survey,1,1,2,[496]
much research,1,1,2,[496]
spectral resolution,1,1,2,[496]
good precision,1,1,2,[496]
moderate accuracy,1,1,2,[496]
spectral index,1,1,2,[496]
empirical result,1,1,2,[496]
machine approach,1,1,2,[507]
image analysis,1,1,2,[507]
resolution image,1,1,2,[507]
available data,1,1,2,[507]
available map,1,1,2,[507]
temporal resolution,1,1,2,[507]
sheer volume,1,1,2,[507]
collected image,1,1,2,[507]
road data,1,1,2,[507]
key role,1,1,2,[507]
traffic management,1,1,2,[507]
military application,1,1,2,[507]
mobile phone,1,1,2,[507]
major issue,1,1,2,[507]
infrastructure extraction,1,1,2,[507]
first order,1,1,2,[507]
texture feature,1,1,2,[507]
image transforms,1,1,2,[507]
identified dataset,1,1,2,[507]
dataset form,1,1,2,[507]
high dimension,1,1,2,[507]
dimension feature,1,1,2,[507]
superior machine,1,1,2,[507]
great result,1,1,2,[507]
dimensional datasets,1,1,2,[507]
technique towards,1,1,2,[507]
