term,freq,range,score,doc_ids
large area,1,1,2,[285]
long period,1,1,2,[285]
high potential,1,1,2,[285]
different application,1,1,2,[285]
rs application,1,1,2,[285]
recent year,1,1,2,[285]
different aspect,1,1,2,[285]
gee platform,1,1,2,[285]
various application,1,1,2,[285]
journal article,1,1,2,[285]
sentinel datasets,1,1,2,[285]
gee user,1,1,2,[285]
image classification,1,1,2,[285]
classification task,1,1,2,[285]
broad range,1,1,2,[285]
use classification,1,1,2,[285]
climate analysis,1,1,2,[285]
image processing,1,1,2,[285]
gee publication,1,1,2,[285]
different field,1,1,2,[285]
data processing,1,1,2,[285]
processing challenge,1,1,2,[285]
theoretical design,1,1,2,[297]
previous researcher,1,1,2,[297]
researcher demonstrate,1,1,2,[297]
different kind,1,1,2,[297]
traffic congestion,1,1,2,[297]
smart home,1,1,2,[297]
vehicular sensor,1,1,2,[297]
resource data,1,1,2,[297]
first phase,1,1,2,[297]
iot device,1,1,2,[297]
second phase,1,1,2,[297]
data handling,1,1,2,[297]
handling operation,1,1,2,[297]
mapreduce framework,1,1,2,[297]
third phase,1,1,2,[297]
phase deal,1,1,2,[297]
important step,1,1,2,[297]
offline service,1,1,2,[297]
online service,1,1,2,[297]
processing time,1,1,2,[297]
energy information,1,1,2,[308]
essential role,1,1,2,[308]
particular importance,1,1,2,[308]
comprehensive taxonomy,1,1,2,[308]
promising model,1,1,2,[308]
performance pattern,1,1,2,[379]
geometric parameter,1,1,2,[379]
geometric characteristic,1,1,2,[379]
target area,1,1,2,[379]
conventional approach,1,1,2,[379]
building geometry,1,1,2,[379]
energy impact,1,1,2,[379]
geometric form,1,1,2,[379]
energy pattern,1,1,2,[379]
significant indicator,1,1,2,[379]
real city,1,1,2,[379]
geometric indicator,1,1,2,[379]
regression analysis,1,1,2,[379]
hierarchical clustering,1,1,2,[379]
clustering algorithm,1,1,2,[379]
block planning,1,1,2,[379]
valuable insight,1,1,2,[406]
data infrastructure,1,1,2,[406]
earth observation,1,1,2,[406]
social medium,1,1,2,[406]
medium data,1,1,2,[406]
change science,1,1,2,[406]
mainstreaming data,1,1,2,[406]
computational method,1,1,2,[406]
qualitative data,1,1,2,[406]
effect change,1,1,2,[406]
integral role,1,1,2,[406]
common understanding,1,1,2,[406]
representative data,1,1,2,[406]
related greenhouse,1,1,2,[406]
climate threat,1,1,2,[406]
current state,1,1,2,[406]
urban metabolism,1,1,2,[406]
metabolism study,1,1,2,[406]
data approach,1,1,2,[406]
urban economics,1,1,2,[406]
weather study,1,1,2,[406]
city worldwide,1,1,2,[406]
computational technique,1,1,2,[406]
science method,1,1,2,[406]
qualitative information,1,1,2,[406]
climate effect,1,1,2,[406]
collaborative effort,1,1,2,[406]
effort towards,1,1,2,[406]
joint data,1,1,2,[406]
data platform,1,1,2,[406]
urban service,1,1,2,[406]
quantitative foundation,1,1,2,[406]
sustainability science,1,1,2,[406]
monitoring installation,1,1,2,[424]
installation scheme,1,1,2,[424]
intensified disaster,1,1,2,[424]
natural phenomenon,1,1,2,[424]
efficient environment,1,1,2,[424]
structural information,1,1,2,[424]
novel utility,1,1,2,[424]
early detection,1,1,2,[424]
risk factor,1,1,2,[424]
input data,1,1,2,[424]
identifier address,1,1,2,[424]
biometric attendance,1,1,2,[424]
attendance system,1,1,2,[424]
sensor reading,1,1,2,[424]
visual representation,1,1,2,[424]
utility manager,1,1,2,[424]
high disturbance,1,1,2,[424]
denser area,1,1,2,[424]
rural area,1,1,2,[424]
simple machine,1,1,2,[424]
give expert,1,1,2,[424]
specific authority,1,1,2,[424]
monitoring utility,1,1,2,[424]
resource management,1,1,2,[424]
occupant measuring,1,1,2,[424]
simulated occupation,1,1,2,[424]
occupation model,1,1,2,[424]
mathematical model,1,1,2,[424]
zone calculation,1,1,2,[424]
analysis data,1,1,2,[424]
visual data,1,1,2,[424]
computing model,1,1,2,[424]
effective system,1,1,2,[424]
prepare authority,1,1,2,[424]
crisis management,1,1,2,[424]
external surroundings,1,1,2,[424]
environmental emission,1,1,2,[441]
significant effort,1,1,2,[441]
model aim,1,1,2,[441]
statistical learning,1,1,2,[441]
learning method,1,1,2,[441]
energy dynamic,1,1,2,[441]
urban microclimate,1,1,2,[441]
microclimate factor,1,1,2,[441]
substantial impact,1,1,2,[441]
concept case,1,1,2,[441]
university building,1,1,2,[441]
monthly interval,1,1,2,[441]
simulation approach,1,1,2,[441]
urban context,1,1,2,[441]
merit future,1,1,2,[441]
future work,1,1,2,[441]
energy prediction,1,1,2,[441]
wide variety,1,1,2,[441]
sustainability stakeholder,1,1,2,[441]
generation capacity,1,1,2,[442]
capacity planning,1,1,2,[442]
friendly energy,1,1,2,[442]
energy source,1,1,2,[442]
district level,1,1,2,[442]
demand side,1,1,2,[442]
side management,1,1,2,[442]
renewable power,1,1,2,[442]
area load,1,1,2,[442]
meteorological condition,1,1,2,[442]
complex predictor,1,1,2,[442]
big amount,1,1,2,[442]
training data,1,1,2,[442]
binary dummy,1,1,2,[442]
dummy variable,1,1,2,[442]
long term,1,1,2,[442]
electric load,1,1,2,[442]
categorical level,1,1,2,[442]
load datasets,1,1,2,[442]
meteorological parameter,1,1,2,[442]
sydney region,1,1,2,[442]
data correlation,1,1,2,[442]
seasonal change,1,1,2,[442]
various regressors,1,1,2,[442]
territorial dynamic,1,1,2,[495]
anthropogenic energy,1,1,2,[495]
dynamic nature,1,1,2,[495]
geospatial localization,1,1,2,[495]
dynamic necessitate,1,1,2,[495]
considerable modification,1,1,2,[495]
energy infrastructure,1,1,2,[495]
consumption model,1,1,2,[495]
strategic deployment,1,1,2,[495]
renewable energy,1,1,2,[495]
system model,1,1,2,[495]
interrelated work,1,1,2,[495]
work package,1,1,2,[495]
modelling problem,1,1,2,[495]
hierarchical process,1,1,2,[495]
computational infrastructure,1,1,2,[495]
geospatial energy,1,1,2,[495]
environmental policy,1,1,2,[495]
comprehensive planning,1,1,2,[495]
energy supply,1,1,2,[495]
demand estimation,1,1,2,[495]
storage facility,1,1,2,[495]
sustainable planning,1,1,2,[495]
mobility pattern,1,1,2,[495]
operational planning,1,1,2,[495]
power market,1,1,2,[495]
market design,1,1,2,[495]
many city,1,1,2,[517]
efficiency market,1,1,2,[517]
carbon reduction,1,1,2,[517]
reduction plan,1,1,2,[517]
large building,1,1,2,[517]
city scale,1,1,2,[517]
disclosure policy,1,1,2,[517]
statistical model,1,1,2,[517]
linear regression,1,1,2,[517]
random forest,1,1,2,[517]
support vector,1,1,2,[517]
vector regression,1,1,2,[517]
energy benchmarking,1,1,2,[517]
model accuracy,1,1,2,[517]
zip code,1,1,2,[517]
code level,1,1,2,[517]
actual consumption,1,1,2,[517]
calendar year,1,1,2,[517]
ols model,1,1,2,[517]
model performs,1,1,2,[517]
svm result,1,1,2,[517]
absolute error,1,1,2,[517]
electric energy,1,1,2,[517]
office building,1,1,2,[517]
absolute log,1,1,2,[517]
log accuracy,1,1,2,[517]
accuracy ratio,1,1,2,[517]
building age,1,1,2,[517]
significant predictor,1,1,2,[517]
consumption level,1,1,2,[517]
retail building,1,1,2,[517]
building use,1,1,2,[517]
taller building,1,1,2,[517]
floor area,1,1,2,[517]
attached building,1,1,2,[517]
adjacent building,1,1,2,[517]
party wall,1,1,2,[517]
result demonstrate,1,1,2,[517]
actual data,1,1,2,[517]
complicated problem,1,1,2,[517]
bimodal distribution,1,1,2,[517]
infrastructure availability,1,1,2,[517]
