term,freq,range,score,doc_ids
aforementioned challenge,1,1,2,[160]
potential application,1,1,2,[160]
comparative table,1,1,2,[160]
data operationalization,1,1,2,[179]
urban development,1,1,2,[179]
urban layout,1,1,2,[179]
new paradigms,1,1,2,[179]
multiple layer,1,1,2,[179]
generative design,1,1,2,[179]
design method,1,1,2,[179]
novel performance,1,1,2,[179]
performance simulation,1,1,2,[179]
learning prediction,1,1,2,[179]
performance space,1,1,2,[179]
space exploration,1,1,2,[179]
actionable rule,1,1,2,[179]
significant advantage,1,1,2,[179]
discussion table,1,1,2,[179]
participatory planning,1,1,2,[179]
differentiated climate,1,1,2,[192]
scientific discipline,1,1,2,[192]
full potential,1,1,2,[192]
systematic review,1,1,2,[192]
applied machine,1,1,2,[192]
learning study,1,1,2,[192]
urban transportation,1,1,2,[192]
relevant body,1,1,2,[192]
literature span,1,1,2,[192]
learning method,1,1,2,[192]
climate solution,1,1,2,[192]
solution research,1,1,2,[192]
generic recommendation,1,1,2,[192]
policy solution,1,1,2,[192]
household scale,1,1,2,[192]
specific contexts,1,1,2,[192]
global mitigation,1,1,2,[192]
mitigation potential,1,1,2,[192]
infrastructure provision,1,1,2,[192]
civic voice,1,1,2,[194]
seoul citizen,1,1,2,[194]
efficient solution,1,1,2,[194]
city lies,1,1,2,[194]
urban resident,1,1,2,[194]
optimize government,1,1,2,[194]
government performance,1,1,2,[194]
throughput legitimacy,1,1,2,[194]
informal civic,1,1,2,[194]
query data,1,1,2,[194]
resident want,1,1,2,[194]
civic participation,1,1,2,[194]
participation platform,1,1,2,[194]
author intend,1,1,2,[194]
civic demand,1,1,2,[194]
geospatial analysis,1,1,2,[202]
intertwined component,1,1,2,[202]
new sensor,1,1,2,[202]
data collection,1,1,2,[202]
planning effort,1,1,2,[202]
current challenge,1,1,2,[202]
interdisciplinary analysis,1,1,2,[202]
urban informatics,1,1,2,[202]
livable city,1,1,2,[202]
ultimate aim,1,1,2,[202]
urban analysis,1,1,2,[202]
mixed method,1,1,2,[202]
method approach,1,1,2,[202]
urban analytics,1,1,2,[202]
main discussion,1,1,2,[202]
medium platform,1,1,2,[202]
massive amount,1,1,2,[202]
novel analysis,1,1,2,[202]
livability improvement,1,1,2,[202]
rapid development,1,1,2,[243]
data dashboard,1,1,2,[243]
analytics infrastructure,1,1,2,[243]
data capture,1,1,2,[243]
capture system,1,1,2,[243]
lockdown policy,1,1,2,[243]
structural system,1,1,2,[266]
new idea,1,1,2,[266]
resilient structure,1,1,2,[266]
life cycle,1,1,2,[266]
creative use,1,1,2,[266]
construction technique,1,1,2,[266]
building performance,1,1,2,[266]
broad issue,1,1,2,[266]
health monitoring,1,1,2,[266]
complex issue,1,1,2,[266]
academic study,1,1,2,[266]
new approach,1,1,2,[266]
mechanized approach,1,1,2,[266]
optimization theory,1,1,2,[266]
idea range,1,1,2,[266]
entire city,1,1,2,[266]
various place,1,1,2,[266]
urban future,1,1,2,[272]
planning project,1,1,2,[272]
computational method,1,1,2,[272]
spatial analysis,1,1,2,[272]
vast amount,1,1,2,[272]
cybernetic system,1,1,2,[272]
new tool,1,1,2,[272]
urban theory,1,1,2,[272]
adaptive system,1,1,2,[272]
urban morphology,1,1,2,[272]
urban economy,1,1,2,[272]
mobility system,1,1,2,[272]
functional pattern,1,1,2,[272]
imaginary vision,1,1,2,[272]
qualitative transition,1,1,2,[272]
ubiquitous use,1,1,2,[272]
coupled module,1,1,2,[272]
urban economics,1,1,2,[272]
expected result,1,1,2,[272]
economic outcome,1,1,2,[272]
ai community,1,1,2,[294]
change problem,1,1,2,[294]
pollutant concentration,1,1,2,[294]
concentration data,1,1,2,[294]
vegetation information,1,1,2,[294]
urban city,1,1,2,[294]
different aspect,1,1,2,[294]
reliable source,1,1,2,[294]
information spread,1,1,2,[294]
different format,1,1,2,[294]
usable knowledge,1,1,2,[294]
knowledge base,1,1,2,[294]
learning approach,1,1,2,[294]
strong evidence,1,1,2,[294]
substantial railway,1,1,2,[343]
enable safety,1,1,2,[343]
technological technique,1,1,2,[343]
many area,1,1,2,[343]
important benefit,1,1,2,[343]
railway safety,1,1,2,[343]
new method,1,1,2,[343]
operational model,1,1,2,[343]
various difficulty,1,1,2,[343]
risk analysis,1,1,2,[343]
analytical need,1,1,2,[343]
powerful tool,1,1,2,[343]
analytical prediction,1,1,2,[343]
framework model,1,1,2,[343]
assessment process,1,1,2,[343]
human error,1,1,2,[343]
passenger data,1,1,2,[343]
business model,1,1,2,[343]
safety record,1,1,2,[343]
predict hazard,1,1,2,[343]
security efficiency,1,1,2,[343]
physical object,1,1,2,[387]
information network,1,1,2,[387]
iot refers,1,1,2,[387]
wide range,1,1,2,[387]
medical professional,1,1,2,[387]
patient outcome,1,1,2,[387]
ip address,1,1,2,[387]
busy street,1,1,2,[387]
upcoming delay,1,1,2,[387]
explosive growth,1,1,2,[387]
exponential increase,1,1,2,[387]
data consumption,1,1,2,[387]
multiple modality,1,1,2,[387]
data quality,1,1,2,[387]
intelligent processing,1,1,2,[387]
various data,1,1,2,[387]
science technique,1,1,2,[387]
different discipline,1,1,2,[387]
fresh insight,1,1,2,[387]
different algorithm,1,1,2,[387]
wide scope,1,1,2,[387]
supervised method,1,1,2,[387]
analytic method,1,1,2,[387]
particular area,1,1,2,[387]
data model,1,1,2,[387]
efficient algorithms,1,1,2,[387]
data characteristic,1,1,2,[387]
iot system,1,1,2,[387]
unsupervised data,1,1,2,[387]
mining technique,1,1,2,[387]
statistical inference,1,1,2,[387]
inference approach,1,1,2,[387]
explanatory versus,1,1,2,[387]
statistical model,1,1,2,[387]
iot environment,1,1,2,[387]
unsupervised technique,1,1,2,[387]
open challenge,1,1,2,[387]
different combination,1,1,2,[396]
urban land,1,1,2,[396]
modern planning,1,1,2,[396]
essential topic,1,1,2,[396]
reliable information,1,1,2,[396]
functional role,1,1,2,[396]
last year,1,1,2,[396]
increased availability,1,1,2,[396]
respective categorization,1,1,2,[396]
rs image,1,1,2,[396]
open map,1,1,2,[396]
various category,1,1,2,[396]
approach use,1,1,2,[396]
initial study,1,1,2,[396]
result depend,1,1,2,[396]
spatial configuration,1,1,2,[396]
relevant contribution,1,1,2,[396]
international development,1,1,2,[415]
development result,1,1,2,[415]
current state,1,1,2,[415]
typical source,1,1,2,[415]
phone record,1,1,2,[415]
superior performance,1,1,2,[415]
development tool,1,1,2,[415]
current preoccupation,1,1,2,[415]
public health,1,1,2,[415]
systematic basis,1,1,2,[415]
development impact,1,1,2,[415]
intelligence framework,1,1,2,[434]
conceptual study,1,1,2,[434]
operational study,1,1,2,[434]
specific path,1,1,2,[434]
path towards,1,1,2,[434]
towards implementation,1,1,2,[434]
analytical algorithms,1,1,2,[434]
governance issue,1,1,2,[434]
panoramic data,1,1,2,[434]
multiple source,1,1,2,[434]
similarity calculation,1,1,2,[434]
conflict resolution,1,1,2,[434]
citizen profile,1,1,2,[434]
citizen persona,1,1,2,[434]
group level,1,1,2,[434]
public service,1,1,2,[434]
service delivery,1,1,2,[434]
citizen participation,1,1,2,[434]
ontology model,1,1,2,[434]
net technique,1,1,2,[434]
blood donation,1,1,2,[434]
donation governance,1,1,2,[434]
mutual supplement,1,1,2,[434]
supplement cross,1,1,2,[434]
multiple disciplinaries,1,1,2,[434]
collaborative customization,1,1,2,[438]
successful adoption,1,1,2,[438]
system hinge,1,1,2,[438]
collaborative city,1,1,2,[438]
valued form,1,1,2,[438]
partial knowledge,1,1,2,[438]
network analytics,1,1,2,[438]
distributed knowledge,1,1,2,[438]
structured definition,1,1,2,[438]
pluralist nature,1,1,2,[438]
knowledge acquisition,1,1,2,[438]
unstructured community,1,1,2,[438]
community input,1,1,2,[438]
community discussion,1,1,2,[438]
public official,1,1,2,[438]
main element,1,1,2,[438]
semantic depth,1,1,2,[438]
specific term,1,1,2,[438]
training set,1,1,2,[438]
different decision,1,1,2,[438]
decision tree,1,1,2,[438]
different topic,1,1,2,[438]
topic hierarchy,1,1,2,[438]
extracted feature,1,1,2,[438]
bayes classifier,1,1,2,[438]
semantic analysis,1,1,2,[438]
topical class,1,1,2,[438]
analysis result,1,1,2,[438]
community opinion,1,1,2,[438]
urban project,1,1,2,[438]
top priority,1,1,2,[438]
engineering feature,1,1,2,[438]
social issue,1,1,2,[438]
generative growth,1,1,2,[440]
crossover model,1,1,2,[440]
regional development,1,1,2,[440]
economic growth,1,1,2,[440]
global reach,1,1,2,[440]
surface spread,1,1,2,[440]
thin globalization,1,1,2,[440]
routine service,1,1,2,[440]
early sign,1,1,2,[440]
platform evolution,1,1,2,[440]
site lab,1,1,2,[440]
university research,1,1,2,[440]
research institutes,1,1,2,[440]
urban design,1,1,2,[440]
design utopias,1,1,2,[440]
microelectronic system,1,1,2,[440]
advanced mobility,1,1,2,[440]
research problem,1,1,2,[440]
uneven growth,1,1,2,[440]
growth polarization,1,1,2,[440]
information system,1,1,2,[487]
major need,1,1,2,[487]
need nowadays,1,1,2,[487]
managerial issue,1,1,2,[487]
advanced methodology,1,1,2,[487]
judicial administration,1,1,2,[487]
computerized way,1,1,2,[487]
geospatial urban,1,1,2,[487]
crime data,1,1,2,[487]
programming language,1,1,2,[487]
proposed system,1,1,2,[487]
police authority,1,1,2,[487]
environmental data,1,1,2,[487]
support decision,1,1,2,[487]
crime forecasting,1,1,2,[487]
new knowledge,1,1,2,[493]
different level,1,1,2,[493]
pattern identification,1,1,2,[493]
socioeconomic data,1,1,2,[493]
chicago city,1,1,2,[493]
city government,1,1,2,[493]
different visualization,1,1,2,[493]
multivariate analysis,1,1,2,[493]
different form,1,1,2,[493]
specific visualization,1,1,2,[493]
effective data,1,1,2,[493]
data interpretation,1,1,2,[493]
smart technology,1,1,2,[502]
new observation,1,1,2,[502]
observation capability,1,1,2,[502]
urban datasets,1,1,2,[502]
urban study,1,1,2,[502]
various sensor,1,1,2,[502]
smart meter,1,1,2,[502]
bluetooth record,1,1,2,[502]
digital record,1,1,2,[502]
urban stakeholder,1,1,2,[502]
main domain,1,1,2,[502]
planning student,1,1,2,[504]
survey research,1,1,2,[504]
census data,1,1,2,[504]
basic variable,1,1,2,[504]
detailed population,1,1,2,[504]
population characteristic,1,1,2,[504]
aggregated form,1,1,2,[504]
geographic area,1,1,2,[504]
infrastructure monitoring,1,1,2,[504]
cell phone,1,1,2,[504]
phone tracking,1,1,2,[504]
tracking record,1,1,2,[504]
time data,1,1,2,[504]
disaggregated level,1,1,2,[504]
rich environment,1,1,2,[504]
frequent time,1,1,2,[504]
time increment,1,1,2,[504]
simple visualization,1,1,2,[504]
quantitative analysis,1,1,2,[504]
multidimensional data,1,1,2,[504]
data revolution,1,1,2,[504]
appropriate tool,1,1,2,[504]
new environment,1,1,2,[504]
planning education,1,1,2,[504]
rich landscape,1,1,2,[504]
planning curriculum,1,1,2,[504]
planning practice,1,1,2,[504]
recent year,1,1,2,[527]
sensor technology,1,1,2,[527]
various aspect,1,1,2,[527]
considerable challenge,1,1,2,[527]
framework retrieves,1,1,2,[527]
certain kind,1,1,2,[527]
pollution detection,1,1,2,[527]
pattern detection,1,1,2,[527]
experimental result,1,1,2,[527]
result show,1,1,2,[527]
large number,1,1,2,[527]
urban region,1,1,2,[527]
different type,1,1,2,[527]
scientific research,1,1,2,[550]
policy use,1,1,2,[550]
social connectivity,1,1,2,[550]
connectivity phenomena,1,1,2,[550]
present paper,1,1,2,[550]
rich potential,1,1,2,[550]
digital technology,1,1,2,[550]
study example,1,1,2,[550]
medium data,1,1,2,[550]
support tool,1,1,2,[550]
twitter data,1,1,2,[550]
temporal pattern,1,1,2,[550]
spatial dimension,1,1,2,[550]
significant light,1,1,2,[550]
spatial distribution,1,1,2,[550]
urban function,1,1,2,[550]
ai application,1,1,2,[556]
integrated tourism,1,1,2,[556]
tourism planning,1,1,2,[556]
practical term,1,1,2,[556]
clear connection,1,1,2,[556]
local resource,1,1,2,[556]
service industry,1,1,2,[556]
local community,1,1,2,[556]
intelligence technique,1,1,2,[556]
domain ontology,1,1,2,[556]
extraction tool,1,1,2,[556]
learning tool,1,1,2,[556]
automated composition,1,1,2,[556]
user demand,1,1,2,[556]
use case,1,1,2,[556]
resulting service,1,1,2,[556]
service infrastructure,1,1,2,[556]
urban computing,1,1,2,[584]
networked technology,1,1,2,[584]
side effect,1,1,2,[584]
urban behavior,1,1,2,[584]
city experience,1,1,2,[584]
main concept,1,1,2,[584]
urban environment,1,1,2,[584]
ubiquitous technology,1,1,2,[584]
multiple discipline,1,1,2,[584]
science perspective,1,1,2,[584]
data visualization,1,1,2,[584]
pattern recognition,1,1,2,[584]
traffic forecasting,1,1,2,[584]
biological virus,1,1,2,[584]
transportation design,1,1,2,[584]
methodological approach,1,1,2,[591]
complex description,1,1,2,[591]
urban pattern,1,1,2,[591]
discovery technique,1,1,2,[591]
important role,1,1,2,[591]
empirical examination,1,1,2,[591]
dimensional data,1,1,2,[591]
urban research,1,1,2,[591]
discovery system,1,1,2,[591]
meaningful integration,1,1,2,[591]
data deal,1,1,2,[591]
dynamic process,1,1,2,[591]
objective criterion,1,1,2,[591]
benchmark process,1,1,2,[591]
knowledge conversion,1,1,2,[591]
metropolitan land,1,1,2,[593]
use evolution,1,1,2,[593]
planning process,1,1,2,[593]
innovative tool,1,1,2,[593]
huge amount,1,1,2,[593]
territorial system,1,1,2,[593]
useful information,1,1,2,[593]
various type,1,1,2,[593]
experimental data,1,1,2,[593]
extracted knowledge,1,1,2,[593]
spatial transformation,1,1,2,[593]
mining tool,1,1,2,[593]
