,,0.54,3,463,Machine Learning Predictors for Sustainable Urban Planning
,,0.54,4,415,Smart environment design planning for smart city based on deep learning
,,0.54,19,490,Evaluating the Performance of Reinforcement Learning Signalling Strategies for Sustainable Urban Road Networks
,,0.54,13,556,"18th International Conference on Computer-Aided Architectural Design Futures, CAAD Futures 2019"
,,0.53,21,525,"5th EAI International Smart City 360 Summit, 2019"
,,0.53,8,35,Urban water resource management for sustainable environment planning using artificial intelligence techniques
,,0.53,7,440,"Towards low carbon cities: A machine learning method for predicting urban blocks carbon emissions (UBCE) based on built environment factors (BEF) in Changxing City, China"
,,0.52,7,253,"GIS-enabled digital twin system for sustainable evaluation of carbon emissions: A case study of Jeonju city, south Korea"
,,0.52,20,4,"On big data, artificial intelligence and smart cities"
,,0.52,8,524,"AI application on LID stormwater management and urban planning in Guam, USA, and Southern China, PRC"
,,0.52,-1,318,AI Technologies in Green Architecture Field: Statistical Comparative Analysis
,,0.52,-1,508,BISTRO: Berkeley Integrated System for Transportation Optimization
,,0.52,8,560,"Using particle swarm optimization method to optimize the carbon sequestration potential of agricultural afforestation in Beijing, China"
,,0.51,-1,218,Procedural lot generation for evolutionary urban layout optimization in urban regeneration decision support
,,0.51,8,244,Selecting artificial intelligence urban models using waves of complexity
,,0.51,21,514,Algorithmic Urban IoT Context and Convergence of Services Sensing and Planning Units (PUs)
,,0.51,-1,516,Intelligent Unmanned Aerial Vehicle Technology in Urban Environments
,,0.50,-1,386,Machine learning for real-time urban metrics and design recommendations
,,0.50,22,464,Smart Urban Mobility: When Mobility Systems Meet Smart Data
,,0.50,20,377,The future city ecosystem
,,0.50,21,500,"Evaluation of Smart Infrastructure Systems and Novel UV-Oriented Solution for Integration, Resilience, Inclusiveness, and Sustainability"
,,0.50,4,286,Thermal comfort prediction by applying supervised machine learning in green sidewalks of Tehran
,,0.50,-1,285,Planning the Future of Smart Cities with Swarms of Fully Autonomous Unmanned Aerial Vehicles Using a Novel Framework
,,0.50,13,354,Urban Experiment: Taking Off on the Wind of Al

368,Intrusion Detection System as Audit in IoT Infrastructure using Ensemble Learning and SMOTE Method,0.60,-1,545,Internet of things and statistical analysis
,,0.59,22,323,Big data analytics for identifying electricity theft using machine learning approaches in microgrids for smart communities
,,0.56,-1,281,Research on urban anti-terrorism intelligence perception system from the perspective of Internet of things application
,,0.46,22,219,Effective task scheduling algorithm with deep learning for Internet of Health Things (IoHT) in sustainable smart cities
,,0.45,-1,272,Optimization and evaluation of the human fall detection system
,,0.45,19,299,Secure blockchain-based traffic load balancing using edge computing and reinforcement learning
,,0.44,-1,388,Data mining techniques for smart mobility—a survey
,,0.43,-1,400,A comparison among various classification algorithms for travel mode detection using sensors' data collected by smartphones
,,0.43,-1,403,A reasoning approach for modelling and predicting terroristic attacks in urban environments
,,0.43,22,530,Theoretical design and experimental study for urban data management using energy-saved IoT big data
,,0.43,22,387,Robust anomaly detection in urban environments using sensor and information fusion and a camera network
,,0.42,9,270,Cell-to-cell activity prediction for smart cities
,,0.42,-1,266,Structural health monitoring installation scheme using utility computing model
,,0.42,14,559,ACM International Conference Proceeding Series
,,0.41,20,337,A Review of AI for Urban Planning: Towards Building Sustainable Smart Cities
,,0.41,22,47,Semantic framework of internet of things for smart cities: Case studies
,,0.41,-1,573,"ESANN 2017 - Proceedings, 25th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning"
,,0.41,-1,261,Utilizing Big Data for Enhancing Passenger Safety in Railway Stations
,,0.41,4,420,Meta-regression framework for energy consumption prediction in a smart city: A case study of Songdo in South Korea
,,0.41,21,549,"15th European Conference on Ambient Intelligence, AmI 2019"
,,0.40,17,225,Dynamic spatial-temporal feature optimization with ERI big data for Short-term traffic flow prediction
,,0.40,21,525,"5th EAI International Smart City 360 Summit, 2019"
,,0.39,0,267,Field Experiment of Localization Based on Machine Learning in LTE Network
,,0.39,1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.39,19,240,Inference of vehicular traffic in smart cities using machine learning with the internet of things
,,0.39,15,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.38,7,348,A hybrid air pollutant concentration prediction model combining secondary decomposition and sequence reconstruction
,,0.38,1,174,"Comparison of approaches for urban functional zones classification based on multi-source geospatial data: A case study in Yuzhong District, Chongqing, China"
,,0.38,17,158,Trajectory clustering of road traffic in urban environments using incremental machine learning in combination with hyperdimensional computing
,,0.38,21,500,"Evaluation of Smart Infrastructure Systems and Novel UV-Oriented Solution for Integration, Resilience, Inclusiveness, and Sustainability"

261,Utilizing Big Data for Enhancing Passenger Safety in Railway Stations,0.61,9,585,"European Conference on Machine Learning and Knowledge Discovery in Databases, ECML PKDD 2016"
,,0.60,17,302,Data-driven next destination prediction and ETA improvement for urban delivery fleets
,,0.60,22,464,Smart Urban Mobility: When Mobility Systems Meet Smart Data
,,0.59,19,301,ADMSv2: A modern architecture for transportation data management and analysis
,,0.59,9,541,Quantitative relationship model of express service network and service facilities in Beijing
,,0.59,19,240,Inference of vehicular traffic in smart cities using machine learning with the internet of things
,,0.59,-1,545,Internet of things and statistical analysis
,,0.58,21,500,"Evaluation of Smart Infrastructure Systems and Novel UV-Oriented Solution for Integration, Resilience, Inclusiveness, and Sustainability"
,,0.58,9,108,Strategway: Web solutions for building public transportation routes using big geodata analysis
,,0.57,-1,266,Structural health monitoring installation scheme using utility computing model
,,0.57,-1,574,"Processing, mining and visualizing massive urban data"
,,0.56,-1,388,Data mining techniques for smart mobility—a survey
,,0.56,-1,405,Urban computing and smart cities: Opportunities and challenges in modelling large-scale aggregated human behavior
,,0.56,-1,508,BISTRO: Berkeley Integrated System for Transportation Optimization
,,0.56,17,461,Optimal logistics transportation and route planning based on fpga processor real-time system and machine learning
,,0.55,17,335,Research on the big data of traditional taxi and online car-hailing: A systematic review
,,0.55,17,591,51st Annual Transportation Research Forum 2010
,,0.55,17,87,IVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data
,,0.55,17,260,Integrating geovisual analytics with machine learning for human mobility pattern discovery
,,0.54,-1,403,A reasoning approach for modelling and predicting terroristic attacks in urban environments
,,0.54,9,447,A machine learning approach to the simulation of intercity corporate networks in mainland China
,,0.54,14,289,Machine learning technologies for sustainability in smart cities in the post-covid era
,,0.54,-1,281,Research on urban anti-terrorism intelligence perception system from the perspective of Internet of things application
,,0.53,11,375,City safety perception model based on visual content of street images
,,0.53,22,597,The design of urban geographical information system for transportation
,,0.53,9,341,Applying machine learning and geolocation techniques to social media data (Twitter) to develop a resource for urban planning
,,0.53,22,530,Theoretical design and experimental study for urban data management using energy-saved IoT big data
,,0.53,17,158,Trajectory clustering of road traffic in urban environments using incremental machine learning in combination with hyperdimensional computing
,,0.53,-1,140,How should urban planners be trained to handle big data?
,,0.53,20,4,"On big data, artificial intelligence and smart cities"

320,Risk management systems must provide automatic decisions according to crisis computable algebras,0.62,-1,403,A reasoning approach for modelling and predicting terroristic attacks in urban environments
,,0.59,-1,34,Artificial intelligence technologies for robot assisted urban search and rescue
,,0.59,-1,285,Planning the Future of Smart Cities with Swarms of Fully Autonomous Unmanned Aerial Vehicles Using a Novel Framework
,,0.58,-1,552,Intelligence augmentation for urban warfare operation planning using deep reinforcement learning
,,0.57,-1,516,Intelligent Unmanned Aerial Vehicle Technology in Urban Environments
,,0.55,2,322,Knowledge and reasoning in development control and urban design: an expert systems approach
,,0.55,2,183,The promise of expert systems for urban planning
,,0.54,-1,434,Neural Network Based Algorithm for Multi-UAV Coverage Path Planning
,,0.52,-1,281,Research on urban anti-terrorism intelligence perception system from the perspective of Internet of things application
,,0.50,2,48,Can expert systems help with planning?
,,0.49,21,500,"Evaluation of Smart Infrastructure Systems and Novel UV-Oriented Solution for Integration, Resilience, Inclusiveness, and Sustainability"
,,0.48,2,596,A knowledge-based creation of mathematical programming for GIS problem solving
,,0.46,2,294,"Systematizing heterogeneous expert knowledge, scenarios and goals via a goal-reasoning artificial intelligence agent for democratic urban land use planning"
,,0.46,2,23,Artificial intelligence solutions for urban land dynamics: A review
,,0.46,-1,478,Methods and Guidelines for Incorporating Human Factors Requirements in Automated Vehicles Development
,,0.46,20,337,A Review of AI for Urban Planning: Towards Building Sustainable Smart Cities
,,0.45,13,275,Modelling space perception in urban planning: A cognitive Ai-based approach
,,0.45,2,558,Application of AI in urban design
,,0.45,8,306,Comparative review of methods supporting decision-making in urban development and land management
,,0.45,13,592,Understanding townscapes through AI approaches to the study of human living in space
,,0.45,8,244,Selecting artificial intelligence urban models using waves of complexity
,,0.45,-1,230,Drone Futures: UAS in landscape and urban design
,,0.44,-1,426,Intelligent control systems in urban planning conflicts: Social media users’ perception
,,0.44,21,514,Algorithmic Urban IoT Context and Convergence of Services Sensing and Planning Units (PUs)
,,0.44,5,308,Rapid and automated urban modeling techniques for UAS applications
,,0.44,13,196,The cooperative conceptualization of urban spaces in ai-assisted environmental planning
,,0.44,2,241,An information system for judicial and public administration using artificial intelligence and geospatial data
,,0.43,20,433,Nordic Cities Meet Artificial Intelligence
,,0.43,20,502,The art of learnin
,,0.42,20,279,Framework for smart city model composition: Choice of component design models and risks

379,Development of generating system for architectural color icons using google map platform and tensorflow-segmentation,0.63,-1,517,Construction of landscape architecture art design based on streaming media data processing
,,0.62,-1,259,Machine Learning Assisted Urban Filling
,,0.62,11,62,The visual quality of streets: A human-centred continuous measurement based on machine learning algorithms and street view images
,,0.60,11,470,Evolution of historical urban landscape with computer vision and machine learning: A case study of Berlin
,,0.60,-1,436,Urban morphological feature extraction and multi-dimensional similarity analysis based on deep learning approaches
,,0.59,5,367,Application of satellite image segmentation for urban planning optimization
,,0.59,11,360,An investigation of the visual features of urban street vitality using a convolutional neural network
,,0.59,11,43,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views
,,0.57,11,15,A machine learning-based method for the large-scale evaluation of the qualities of the urban environment
,,0.57,-1,365,Uncertainties of human perception in visual image interpretation in complex urban environments
,,0.57,13,357,Viewpoint: City Information Modelling (CIM) and Digitizing Urban Design Practices
,,0.57,2,558,Application of AI in urban design
,,0.57,5,41,Building block level urban land-use information retrieval based on Google Street View images
,,0.56,-1,271,Urban land use information retrieval based on scene classification of Google Street View images
,,0.56,5,327,Integration of Texture and Spectral Response with AI Techniques for Buildings Footprint Identification Using High-Resolution Satellite Images
,,0.56,-1,390,Holistic visual data representation for built environment assessment
,,0.56,-1,412,A generative architectural and urban design method through artificial neural networks
,,0.55,11,423,Subjectively measured streetscape perceptions to inform urban design strategies for Shanghai
,,0.55,-1,14,Using image recognition to automate assessment of cultural ecosystem services from social media photographs
,,0.55,-1,410,Street view imagery in urban analytics and GIS: A review
,,0.55,5,444,"Machine learning approach to extract building footprint from high-resolution images: The case study of Makkah, Saudi Arabia"
,,0.54,11,27,Measuring daily accessed street greenery: A human-scale approach for informing better urban planning practices
,,0.54,-1,194,Classification of sidewalks in street view images
,,0.54,5,411,Automated classification of building structures for urban built environment identification using machine learning
,,0.54,13,317,Towards typogenetic tools for generative urban aesthetics
,,0.53,5,506,A big bang-big crunch type-2 fuzzy logic system for explainable semantic segmentation of trees in satellite images using HSV color space
,,0.53,11,422,Street design for hedonistic sustainability through ai and human co-operative evaluation
,,0.53,-1,63,Support Vector Machine accuracy assessment for extracting green urban areas in towns
,,0.53,11,135,Feature extraction and k-means clustering approach to explore important features of urban identity
,,0.53,5,251,Remote measurement of building usable floor area – Algorithms fusion

573,"ESANN 2017 - Proceedings, 25th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",0.63,7,526,Characterizing air quality in urban areas with mobile measurement and high resolution open spatial data: Comparison of different machine-learning approaches using a visual interface
,,0.61,22,483,AI and Deep Learning for Urban Computing
,,0.61,14,289,Machine learning technologies for sustainability in smart cities in the post-covid era
,,0.61,-1,545,Internet of things and statistical analysis
,,0.60,7,138,Machine learning for geographically differentiated climate change mitigation in urban areas
,,0.60,7,527,Mining and Analysis of Air Quality Data to Aid Climate Change
,,0.59,9,585,"European Conference on Machine Learning and Knowledge Discovery in Databases, ECML PKDD 2016"
,,0.59,-1,46,Forecasting smog-related health hazard based on social media and physical sensor
,,0.59,-1,491,Predicting and mapping neighborhood-scale health outcomes: A machine learning approach
,,0.59,3,463,Machine Learning Predictors for Sustainable Urban Planning
,,0.58,14,587,2nd International Workshop on Mining Urban Data (Preface)
,,0.58,4,415,Smart environment design planning for smart city based on deep learning
,,0.57,4,420,Meta-regression framework for energy consumption prediction in a smart city: A case study of Songdo in South Korea
,,0.57,8,452,Review of machine learning techniques for mosquito control in urban environments
,,0.57,-1,339,EquiTensors: Learning Fair Integrations of Heterogeneous Urban Data
,,0.57,7,446,Investigation of urban climates and built environment relations by using machine learning
,,0.57,8,522,A Machine Learning-Based Method for Predicting Urban Land Use
,,0.57,17,33,Urban human mobility data mining: An overview
,,0.56,8,475,Development of a novel hybrid multi-boosting neural network model for spatial prediction of urban flood
,,0.56,11,79,Machine learning approaches to understand the influence of urban environments on human's physiological response
,,0.55,15,425,Demystifying uncertainty in PM10 susceptibility mapping using variable drop-off in extreme-gradient boosting (XGB) and random forest (RF) algorithms
,,0.55,9,270,Cell-to-cell activity prediction for smart cities
,,0.55,1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.55,1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.55,11,507,A deep learning approach to urban street functionality prediction based on centrality measures and stacked denoising autoencoder
,,0.55,11,11,Measuring human perceptions of a large-scale urban region using machine learning
,,0.54,-1,390,Holistic visual data representation for built environment assessment
,,0.54,22,219,Effective task scheduling algorithm with deep learning for Internet of Health Things (IoHT) in sustainable smart cities
,,0.54,5,21,Urban land use and land cover classification using remotely sensed sar data through deep belief networks
,,0.54,1,174,"Comparison of approaches for urban functional zones classification based on multi-source geospatial data: A case study in Yuzhong District, Chongqing, China"

58,An adaptive and iterative method of urban area extraction from SAR images,0.64,5,444,"Machine learning approach to extract building footprint from high-resolution images: The case study of Makkah, Saudi Arabia"
,,0.63,5,242,Urban areas extraction from multi sensor data based on machine learning and data fusion
,,0.62,15,25,Exploring the optimal integration levels between SAR and optical data for better urban land cover mapping in the Pearl River Delta
,,0.62,-1,63,Support Vector Machine accuracy assessment for extracting green urban areas in towns
