0,1
machine learning,"{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}"
learning hyperparameter,{1}
cloud resource,{1}
resource allocation,"{1, 11, 4, 5}"
allocation system,{1}
numerical simulation,"{1, 20, 25}"
urban design,"{1, 2, 3, 5, 6, 10, 12, 13, 15, 17, 18, 19, 20, 22, 24, 25, 27}"
multiple evaluation,{1}
future population,{1}
population distribution,"{1, 4, 6, 9, 11, 16, 23}"
street sign,{1}
object recognition,"{1, 10, 13}"
spatial analysis,"{1, 2, 5, 17, 26}"
disaster response,"{1, 11}"
relief coordination,{1}
coordination pipeline,{1}
heterogeneous source,"{1, 6}"
smart community,"{1, 27}"
urban heat,"{1, 2, 4, 24, 26, 27}"
heat monitoring,"{1, 6}"
monitoring framework,{1}
light detection,"{1, 10, 11}"
inertial sensor,{1}
sensor fusion,{1}
analytics framework,"{1, 15}"
spatiotemporal data,"{1, 21, 13, 6}"
european symposium,{1}
signal processing,"{1, 3, 23}"
new trend,{1}
biomedical data,{1}
data analysis,"{1, 2, 3, 5, 6, 10, 13, 15, 22, 24, 27}"
translational research,{1}
expert knowledge,"{8, 1, 19, 9}"
interpretable model,{1}
algorithmic challenge,{1}
data analytics,"{1, 3, 5, 10, 13, 15, 24, 27}"
metric learning,{1}
null space,{1}
space projection,{1}
imbalanced datasets,{1}
novel principle,{1}
causal inference,"{24, 1}"
small error,{1}
error variance,{1}
smooth representation,{1}
kernelized random,{1}
random walk,{1}
joint model,{1}
water scarcity,{1}
scarcity evaluation,{1}
efficient stance,{1}
stance detection,{1}
latent feature,"{1, 10}"
adversarial machine,{1}
android malware,{1}
malware evasion,{1}
evasion attack,{1}
word similarity,{1}
similarity computation,{1}
jaccard distance,{1}
distance measure,{1}
unsupervised activity,{1}
smartphone accelerometer,{1}
emotion recognition,{1}
multiple classifier,"{1, 17}"
intelligent taxi,{1}
artificial fish,"{1, 4}"
fish swarm,"{1, 4}"
swarm algorithm,"{1, 4}"
telecom localization,{1}
localization error,"{1, 23}"
context knowledge,{1}
human mobility,"{1, 6, 12, 16, 20, 23}"
mobility demand,{1}
timely detection,"{1, 3}"
temporal relation,{1}
rdf stream,{1}
stream processing,{1}
processing scenario,{1}
online taxicab,{1}
taxicab platform,{1}
automatic text,{1}
text generation,{1}
text extraction,{1}
heterogeneous information,"{24, 1}"
recommender system,"{1, 25, 15}"
comparative research,{1}
social recommendation,{1}
public interactive,{1}
singaporean child,{1}
interactive machine,"{1, 15}"
design problem,"{1, 15}"
dangerous road,{1}
road section,"{1, 27}"
digital city,{1}
tackling challenge,{1}
city initiative,"{1, 26}"
city transportation,"{1, 7}"
transportation service,{1}
ux machine,{1}
physiological sensor,{1}
data recording,{1}
user experience,"{8, 1}"
experience design,{1}
design experiment,{1}
international series,{1}
creative emedia,{1}
white paper,{1}
paper collection,{1}
online resource,{1}
visual data,"{19, 1, 26, 3}"
data exploration,"{1, 21}"
visualization tool,{1}
multivariate time,{1}
time series,"{1, 2, 4, 9, 21, 23, 27}"
dynamic trafficmanagement,{1}
cluster analysis,"{1, 2, 26}"
spatial configuration,"{1, 27, 5, 9}"
spatial abstraction,{1}
traffic analysis,"{1, 7}"
library version,{1}
community structure,{1}
structure generator,{1}
social tag,{1}
learning language,{1}
language model,{1}
exploratory analysis,{1}
text collection,{1}
hybrid biclustering,{1}
satellite image,"{1, 2, 9, 10, 11, 14, 15, 17, 22, 24, 26}"
image time,{1}
social medium,"{1, 3, 4, 5, 6, 12, 13, 15, 17, 18, 24, 27}"
medium message,{1}
emergency awareness,{1}
exploratory monitoring,{1}
twitter stream,{1}
presidential election,{1}
election cycle,{1}
stem education,{1}
real time,"{1, 5, 6, 7, 10, 14, 15, 18, 24}"
time system,{1}
crowd flow,{1}
flow prediction,"{8, 1, 23, 7}"
metropolitan subway,{1}
subway station,{1}
series data,"{1, 9}"
ecg monitoring,{1}
wearable device,"{1, 6}"
sparse model,{1}
data monitoring,{1}
automatic detection,"{1, 26, 11}"
active learning,"{1, 27}"
significant anomaly,{1}
engine misfire,{1}
misfire detection,{1}
mobile audio,{1}
kdd process,{1}
discrimination discovery,{1}
user modeling,"{1, 6}"
music recommender,{1}
steel production,{1}
powerpoint presentation,{1}
planning highway,{1}
computer simulation,{1}
funding initiative,{1}
computational mathematics,{1}
dynamic phenomenon,{1}
laser cutting,{1}
warehouse management,{1}
simulation experiment,{1}
complex material,{1}
material modeling,{1}
modeling operation,{1}
comprehensive approach,"{1, 6}"
element simulation,{1}
additive fault,{1}
fault tolerant,{1}
tolerant control,{1}
delayed system,{1}
control system,"{1, 5, 7, 8, 13}"
genetic algorithm,"{1, 3, 7, 9, 21}"
algorithm approach,{1}
fractal manufacturing,{1}
manufacturing layout,{1}
mechanical damage,{1}
navy bean,{1}
moisture content,{1}
impact velocity,{1}
seed orientation,{1}
price leadership,{1}
fresh fruit,{1}
vegetable market,{1}
plc code,{1}
code processing,{1}
automatic simulation,{1}
simulation model,"{1, 4}"
model generation,{1}
high speed,{1}
acela express,{1}
express case,{1}
deadweight cost,{1}
public transit,"{1, 4, 6, 12, 13, 25}"
transit subsidy,{1}
storage time,{1}
cross dock,{1}
dock facility,{1}
vehicle system,{1}
sustainable supply,{1}
supply chain,{1}
chain management,{1}
international trade,{1}
trade center,{1}
entrepreneurial agency,{1}
transit accessibility,"{16, 1}"
accessibility measure,{1}
behavioral economics,{1}
economics concept,{1}
car insurance,{1}
insurance product,{1}
freight transportation,"{1, 7}"
traffic fatality,{1}
fatality reduction,{1}
action plan,"{24, 1}"
transportation plan,{1}
pacific northwest,{1}
comparative performance,{1}
performance evaluation,"{8, 1, 10, 20}"
comparative safety,{1}
safety evaluation,{1}
high performance,"{1, 17, 7}"
metropolitan transportation,{1}
transportation system,"{1, 4, 6, 7, 8, 13, 15, 19, 24}"
statewide commodity,{1}
commodity flow,{1}
flow forecast,{1}
electric vehicle,{1}
vehicle simulation,{1}
maritime transport,{1}
short sea,{1}
sea shipping,{1}
truck traffic,{1}
car use,{1}
use restriction,{1}
restriction measure,{1}
safety culture,{1}
small motor,{1}
motor carrier,{1}
gas consumption,{1}
consumption information,{1}
fuel price,{1}
price adjustment,{1}
state department,{1}
transportation infrastructure,"{24, 1, 7}"
infrastructure development,{1}
energy consumption,"{1, 8, 15, 20, 22, 26, 27}"
learning method,"{1, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 19, 21, 22, 27}"
daily truck,{1}
truck volume,{1}
seaport terminal,{1}
key issue,"{1, 7}"
economic sustainability,"{24, 1}"
road transport,{1}
transit spending,{1}
personal income,{1}
infrastructure investment,"{1, 25}"
intermodal rail,{1}
rail movement,{1}
state transportation,{1}
transportation planning,"{1, 6}"
economic impact,{1}
open access,"{1, 6, 19, 20, 21, 24, 27}"
heavy haul,{1}
haul railroad,{1}
paced inspection,{1}
inspection system,{1}
arrival delay,{1}
rail competition,{1}
competition change,{1}
stagger act,{1}
toll road,{1}
intermodal marine,{1}
marine container,{1}
container terminal,{1}
highway trust,{1}
trust fund,{1}
secure rail,{1}
rail interchange,{1}
interchange routing,{1}
spatial pattern,"{1, 2, 4, 9, 12, 15, 16, 21}"
household demand,{1}
rhode island,{1}
sustainable air,{1}
air traffic,{1}
traffic management,"{1, 7, 8, 10, 13, 22}"
system development,"{1, 13}"
development methodology,{1}
transportation efficiency,{1}
national strategy,"{1, 9}"
aviation security,{1}
air domain,{1}
domain awareness,{1}
new form,{1}
transportation impact,{1}
increased ethanol,{1}
ethanol production,{1}
kansas case,{1}
vtcs data,{1}
schedule adherence,{1}
bustransit performance,{1}
passenger usage,{1}
portable technology,"{1, 3}"
intercity bus,{1}
accident worldwide,{1}
contract execution,{1}
recommended workflow,{1}
task dependency,{1}
workflow recovery,{1}
workflow management,{1}
feasibility condition,{1}
preference criterion,{1}
inconsistent database,{1}
optimal deployment,{1}
new approach,"{1, 3, 4, 5, 9, 10, 11, 25, 27}"
schema validation,{1}
validation property,{1}
workflow schemata,{1}
workflow tool,{1}
composite information,{1}
evaluation strategy,{1}
bitmap index,{1}
similarity information,{1}
information maintenance,{1}
flexible query,{1}
efficient neighbor,{1}
collaborative filtering,{1}
overlay network,{1}
site location,{1}
location problem,"{1, 14}"
flexible fuzzy,{1}
fuzzy expert,{1}
expert system,"{8, 1}"
fuzzy duplicate,{1}
duplicate elimination,{1}
data cleaning,{1}
intelligent tool,"{1, 3}"
database administration,{1}
electronic institution,{1}
node policy,{1}
main memory,{1}
memory index,{1}
index structure,{1}
object databases,{1}
enhanced cache,{1}
classification decision,{1}
decision combination,{1}
text categorization,{1}
information extraction,"{1, 18}"
automatic pattern,{1}
pattern discovery,"{1, 6}"
identified region,{1}
semantic web,{1}
term selection,{1}
xml query,{1}
relational database,{1}
xml index,{1}
index selection,{1}
selection problem,"{8, 1}"
air temperature,"{2, 6, 14}"
temperature mapping,{2}
arid area,{2}
temperature data,"{2, 6}"
effective spatial,{2}
temporal resolution,"{2, 10, 4}"
many field,"{11, 2, 10, 15}"
arid city,{2}
cairo region,{2}
spectral index,"{11, 9, 2, 10}"
analysis technique,"{2, 18, 5, 6}"
regression modelling,"{2, 26}"
temperature map,{2}
spatial resolution,"{2, 3, 4, 9, 10, 11, 12, 14, 19, 24, 26}"
entire city,"{2, 5}"
satellite data,"{9, 2, 11, 15}"
temporal monitoring,{2}
land cover,"{2, 4, 9, 11, 24, 26}"
cover impact,{2}
heat island,"{2, 4, 24, 26, 27}"
park area,{2}
island effect,{2}
many researcher,"{2, 11}"
major culprit,{2}
urban land,"{2, 4, 5, 9, 11, 12, 17, 19, 26, 27}"
land surface,"{2, 4, 9, 11, 12, 27}"
surface temperature,"{2, 27, 4, 12}"
rapid urbanization,"{2, 4, 5, 9, 14, 15, 26, 27}"
great amount,{2}
urban sprawl,"{16, 9, 2}"
surface area,"{2, 14}"
boosted model,{2}
modern game,{2}
additive explanation,{2}
shap value,{2}
different land,"{2, 4, 9, 20, 26}"
green space,"{2, 3, 9, 11, 19, 25, 27}"
important reference,"{17, 2, 25}"
dengue disease,{2}
disease dynamic,{2}
combined influence,{2}
environmental factor,"{9, 2, 6, 14}"
previous study,"{2, 3, 4, 8, 14, 21, 23, 24, 26, 27}"
climate factor,{2}
mosquito occurrence,{2}
dengue incidence,{2}
mosquito development,{2}
disease transmission,{2}
suitable environment,{2}
rain water,{2}
mathematical constraint,{2}
landscape data,{2}
rainy season,{2}
respective government,{2}
government agency,"{2, 27, 22}"
vegetation data,{2}
remote sensing,"{2, 3, 5, 9, 10, 11, 15, 19, 22, 26, 27}"
random forest,"{2, 3, 4, 8, 9, 11, 14, 16, 21, 24, 25, 26, 27}"
forest algorithm,"{24, 2, 11, 4}"
climate variable,{2}
ovitrap index,{2}
vector mosquito,{2}
mob recursive,{2}
recursive partitioning,{2}
high sensitivity,{2}
environmental condition,"{9, 2, 3, 6}"
residential density,{2}
density area,{2}
low precipitation,{2}
high proportion,{2}
commercial area,"{2, 12}"
dengue dynamic,{2}
individual effect,{2}
combined effect,{2}
vector surveillance,{2}
climatic condition,{2}
urban fabric,"{24, 17, 2, 15}"
anthropogenic impact,"{9, 2}"
local climate,"{2, 26}"
supervised machine,"{2, 3, 7, 10, 11, 15, 23, 27}"
learning technique,"{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27}"
effective variable,{2}
suhi mitigation,{2}
temperature anomaly,{2}
coverage ratio,"{24, 26, 2, 19}"
canyon geometry,"{25, 2}"
geometry factor,{2}
vegetation index,"{26, 2, 10}"
fabric component,{2}
suhi formation,{2}
mitigation strategy,"{2, 20, 6}"
urban environment,"{2, 3, 5, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}"
design discipline,"{17, 2}"
urban park,"{2, 4}"
data envelopment,{2}
envelopment analysis,{2}
cooling effect,{2}
city microclimate,{2}
urban resident,"{2, 3, 4, 5, 6, 11, 12, 19}"
thermal comfort,"{27, 2, 19}"
ecological benefit,{2}
ecological infrastructure,{2}
absolute perspective,{2}
satellite imagery,"{2, 4, 9, 10, 11, 19, 24, 26}"
effect index,{2}
inefficient park,{2}
efficiency index,{2}
relative efficiency,{2}
intensity index,{2}
absolute efficiency,{2}
metropolitan city,"{9, 2, 21, 13}"
empirical research,"{2, 5}"
correlation analysis,"{2, 14}"
cooling efficiency,{2}
park size,{2}
vegetation greenness,{2}
dominant factor,{2}
park cooling,{2}
current study,"{9, 2, 10}"
study area,"{2, 3, 4, 9, 10, 11, 12, 14, 15, 17, 25, 26, 27}"
water body,"{2, 9, 11, 22, 26}"
body coverage,{2}
important role,"{2, 4, 5, 8, 9, 10, 11, 12, 15, 18, 26, 27}"
research finding,"{2, 12}"
valuable reference,"{2, 27, 4}"
cooling benefit,{2}
uhi effect,{2}
inexpensive tool,{2}
urban surface,"{2, 4}"
temperature change,{2}
urbanization process,"{2, 4, 7, 9, 24, 26}"
small city,"{2, 26, 4}"
vegetation cover,"{9, 2, 3}"
process monitoring,{2}
urban landscape,"{2, 3, 4, 15, 20, 24}"
difference vegetation,"{26, 2, 10}"
normalized difference,"{2, 26}"
simple tool,{2}
lst change,{2}
built area,"{24, 2}"
temperature increase,{2}
cdi value,{2}
evident increase,{2}
potential formation,{2}
implantation area,{2}
housing complex,{2}
priority area,"{2, 22}"
simple methodology,{2}
stream water,{2}
urban development,"{2, 4, 5, 9, 11, 12, 15, 16, 17, 19, 22, 26, 27}"
development pattern,"{2, 26, 4}"
pattern scenario,{2}
interpretable machine,{2}
pollutant generation,{2}
urban growth,"{2, 4, 9, 14, 15, 16, 21, 25, 26}"
growth planning,{2}
pollutant concentration,"{2, 5, 20, 24, 27}"
concentration data,"{2, 20, 5}"
total phosphate,{2}
escherichia coli,{2}
planning scenario,{2}
urban density,"{9, 2, 13}"
spatial variation,"{16, 2, 26}"
shap result,{2}
urbanization level,{2}
rf prediction,{2}
prediction result,"{2, 4, 7, 19, 22}"
high density,{2}
current sprawl,{2}
sprawl development,{2}
potential risk,{2}
coli pollution,{2}
wet season,{2}
empirical evidence,"{2, 3, 4}"
mechanistic explanation,{2}
quality degradation,{2}
powerful tool,"{9, 2, 21, 5}"
scenario prediction,{2}
land use,"{2, 3, 4, 5, 6, 8, 9, 11, 12, 14, 15, 16, 17, 19, 21, 22, 24, 25, 26, 27}"
use planning,"{2, 4, 6, 9, 15}"
environmental impact,"{9, 2, 27, 4}"
comfort prediction,"{2, 19}"
green sidewalk,{2}
new methodology,"{24, 2, 3}"
design strategy,"{24, 2, 3, 15}"
energy engineering,{2}
engineering modeling,{2}
statistical energy,{2}
energy modeling,"{2, 22}"
optimum morphology,{2}
high quality,"{2, 20}"
python advantage,{2}
main part,{2}
similar study,{2}
study follow,{2}
engineering energy,{2}
mean vote,{2}
data set,"{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 24, 27}"
final reliable,{2}
current model,"{8, 2}"
similar sidewalk,{2}
mathematical model,"{2, 5, 13, 23, 26}"
sml error,{2}
error evaluation,{2}
evaluation function,{2}
result confirm,"{2, 4}"
occurred error,{2}
similar field,{2}
sustainable architecture,{2}
architecture strategy,{2}
urban scale,"{24, 2, 15}"
operational phase,{2}
existed element,{2}
life span,{2}
notable impact,{2}
trustable input,{2}
input data,"{2, 6, 10, 11, 17, 26}"
simulation process,{2}
significant part,"{2, 19, 7}"
exact result,{2}
final step,{2}
practical implication,"{8, 2}"
landscape designer,{2}
urban health,"{24, 2}"
design goal,"{2, 21, 15}"
urban atmosphere,{2}
social implication,{2}
living space,{2}
green infrastructure,"{2, 17, 20, 22, 26}"
infrastructure influence,{2}
comfort improvement,{2}
design method,"{2, 27, 5, 15}"
new subject,{2}
new insight,"{2, 3, 15, 16, 17, 21}"
effective design,"{2, 15}"
comfort preparation,{2}
previous project,{2}
efficient strategy,{2}
healthy place,{2}
efficient model,{2}
study achievement,{2}
climate zone,"{2, 26}"
new vision,{2}
urban study,"{2, 5, 10, 11, 12, 14, 15, 16, 17, 19, 22, 24, 27}"
citygml file,{2}
microclimate simulation,{2}
tropical city,{2}
geometric input,{2}
simulation program,{2}
customized machine,{2}
urban morphology,"{2, 5, 6, 10, 15, 19, 21, 22}"
outdoor temperature,{2}
prediction model,"{2, 3, 4, 6, 7, 16, 18, 19, 20, 21, 25, 27}"
scientific research,"{24, 2, 12, 5}"
planning tool,"{2, 5}"
sustainable design,{2}
model development,"{2, 26}"
meteorological data,"{24, 2, 20}"
morphology feature,{2}
maximum temperature,{2}
minimum temperature,{2}
average temperature,{2}
regression model,"{2, 3, 4, 6, 8, 15, 16, 20, 24}"
outdoor air,{2}
sensitivity analysis,"{16, 9, 2}"
daytime temperature,{2}
aspect ratio,{2}
canyon street,{2}
tropical climate,"{2, 14}"
cooling measure,{2}
logarithmic relationship,{2}
green plot,{2}
plot ratio,{2}
green coverage,{2}
coverage increase,{2}
greenery increase,{2}
urban ambient,{2}
ambient air,{2}
temperature estimation,{2}
hyperlocal data,{2}
heat exposure,"{2, 6}"
challenging environment,{2}
heat hazard,"{2, 6}"
hazard study,{2}
integrated approach,"{9, 2, 11}"
diverse set,"{24, 2, 18}"
city bus,{2}
biophysical parameter,{2}
lst data,{2}
forest regression,{2}
hyperlocal variability,{2}
temperature sensor,{2}
large temperature,{2}
temperature difference,{2}
diurnal change,{2}
forest modeling,{2}
accurate result,"{8, 2, 4}"
mean absolute,"{2, 4, 12, 18, 20, 24}"
absolute error,"{2, 4, 12, 18, 24}"
enhanced granularity,{2}
hazard mapping,{2}
research approach,{2}
urban core,"{9, 2, 3}"
residential area,"{2, 4, 9, 20, 26, 27}"
aat difference,{2}
sensing framework,{2}
heat vulnerability,"{2, 6}"
individual community,{2}
local government,"{17, 2, 10, 21}"
hazard mitigation,"{2, 27}"
mitigation effort,{2}
exposure warning,{2}
tree trait,{2}
empirical analysis,"{2, 27, 6}"
research highlight,{2}
thermal benefit,{2}
urban tree,"{2, 11}"
tree physiognomy,{2}
physiognomy trait,{2}
particular play,{2}
key role,"{2, 4, 6, 10, 11}"
detailed understanding,"{9, 2}"
tree management,{2}
management decision,{2}
hot city,{2}
site condition,"{2, 15}"
tree crown,{2}
crown height,{2}
reference area,"{24, 2}"
tree specie,"{2, 11}"
tree height,{2}
crown base,{2}
trunk circumference,{2}
crown volume,{2}
crown area,{2}
leaf area,"{2, 20}"
area index,"{2, 20}"
area density,"{2, 20}"
european city,"{25, 2, 11}"
different climate,{2}
beside site,{2}
great influence,"{24, 2}"
city dweller,{2}
valuable indicator,{2}
ecosystem service,"{24, 9, 2, 3}"
robust estimator,{2}
policy maker,"{2, 3, 4, 12, 15, 24}"
management practitioner,{2}
green area,"{9, 2}"
boosted regression,"{2, 4}"
regression tree,"{2, 4, 7, 9, 11, 14, 26}"
colder air,{2}
air mass,{2}
rural surroundings,{2}
open space,"{2, 3, 15}"
urban center,"{26, 2, 18, 6}"
vital approach,{2}
nocturnal warming,{2}
important mitigation,{2}
mitigation aspect,{2}
field measurement,"{2, 18, 20}"
spatial domain,{2}
spatial distribution,"{2, 3, 4, 5, 9, 14, 20, 21, 22, 23, 25}"
german city,{2}
important predictor,"{2, 19}"
path occurrence,{2}
spatial transferability,{2}
brt model,{2}
study city,{2}
surface elevation,{2}
relative surface,{2}
topographic position,{2}
position index,{2}
topographic wind,{2}
wind index,{2}
model performance,"{2, 4, 6, 9, 10, 14, 20, 21, 25, 26}"
characteristic curve,"{9, 2, 26}"
model transfer,{2}
suitable basis,{2}
general model,{2}
comparable range,{2}
morphological structure,{2}
path identification,{2}
promising method,"{17, 2, 11}"
helpful information,{2}
spatiotemporal measurement,{2}
environmental noise,{2}
noise pollution,"{2, 13}"
african city,"{2, 19}"
study protocol,{2}
environmental health,{2}
health hazard,"{24, 2}"
complex spatial,{2}
temporal pattern,"{2, 5, 15}"
local data,{2}
measurement campaign,"{2, 18}"
source influence,{2}
road traffic,"{2, 7, 8, 13, 18, 19, 27}"
socioeconomic class,{2}
fine particulate,"{2, 4}"
particulate matter,"{9, 2, 4}"
nitrogen oxide,{2}
noise level,"{19, 2, 18}"
lightweight monitoring,{2}
monitoring device,"{2, 18, 20}"
spatial statistic,"{2, 15}"
emission modelling,{2}
pollution level,"{2, 7}"
potential source,{2}
ssa city,{2}
environmental study,"{24, 17, 2}"
ethic review,{2}
environmental pollution,"{2, 13}"
health harming,{2}
harming exposure,{2}
local stakeholder,{2}
stakeholder engagement,"{2, 15}"
private sector,{2}
policy document,{2}
conference presentation,{2}
architectural pattern,{2}
neighborhood scale,"{24, 2}"
relative contribution,"{24, 2}"
marginal effect,{2}
urban architecture,{2}
important contributor,{2}
thorough investigation,{2}
pattern influence,{2}
thermal condition,{2}
relative influence,"{2, 4, 15}"
typical megacity,{2}
result show,"{2, 3, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 17, 19, 20, 21, 23, 24, 26}"
building coverage,"{24, 26, 2, 19}"
mean architecture,{2}
architecture height,{2}
standard deviation,"{2, 10, 20, 15}"
architecture projection,{2}
projection area,{2}
influential factor,"{2, 4}"
regulation amplitude,{2}
lst temperature,{2}
positive correlation,"{2, 4}"
negative correlation,"{24, 2}"
development intensity,{2}
architectural base,{2}
base area,{2}
building height,"{24, 2, 4}"
dominant contributor,{2}
different season,"{24, 2, 4}"
quantitative insight,{2}
lst effect,{2}
rational design,{2}
distinctive insight,{2}
brt method,{2}
environmental variable,"{26, 2, 3, 15}"
urban form,"{2, 3, 5, 15, 19, 20, 22, 24, 26}"
thermal environment,"{2, 4}"
key element,"{10, 11, 2, 3}"
high temperature,{2}
temperature weather,{2}
form feature,{2}
spatial structure,"{2, 21, 15}"
observation scale,{2}
lst variation,{2}
building morphology,{2}
dominant effect,{2}
positive effect,"{25, 2}"
floor area,"{24, 25, 2, 19}"
area ratio,"{2, 19}"
negative influence,{2}
environment mitigation,{2}
mitigation planning,{2}
city manager,"{2, 3}"
enhanced understanding,{2}
urban vegetation,"{9, 2}"
city scale,"{2, 4, 7, 9, 24}"
urban planner,"{2, 3, 4, 5, 7, 9, 11, 13, 14, 15, 16, 19, 20, 22, 24, 25, 27}"
different configuration,{2}
urban dweller,"{2, 21, 15}"
adverse heat,{2}
heat impact,{2}
statistical model,"{2, 4, 5, 6, 8, 14, 24, 25}"
fine spatial,{2}
resolution imagery,"{2, 26}"
sensed temperature,{2}
vegetation configuration,{2}
configuration influence,{2}
urban temperature,{2}
panel regression,{2}
shrub cover,{2}
grass coverage,{2}
robustness check,{2}
observed relationship,{2}
vegetation type,{2}
weighted regression,"{26, 25, 2, 3}"
different vegetation,{2}
temperature relationship,{2}
summer surface,{2}
large vegetation,{2}
vegetation structure,{2}
local detail,{2}
city coverage,{2}
explicit tool,{2}
urban characteristic,"{2, 3}"
island phenomenon,{2}
environmental problem,"{25, 2}"
urban phenomenon,"{2, 19, 5}"
island research,"{2, 26}"
planning practice,"{2, 3, 5, 9, 22}"
socioeconomic characteristic,"{24, 2}"
spatial scale,"{2, 3, 9, 12, 14, 15, 26}"
land parcel,"{2, 4, 9, 12, 19, 21}"
important variable,"{16, 2, 4}"
main contribution,"{2, 3}"
island study,{2}
determinant variable,{2}
temperature forecast,{2}
forecast system,{2}
information service,"{2, 3, 6}"
statistical downscaling,{2}
korean peninsula,{2}
numerical model,"{24, 2}"
forecasting data,{2}
working model,{2}
horizontal resolution,{2}
weather forecast,{2}
detailed temperature,{2}
temperature characteristic,{2}
urban space,"{2, 3, 5, 6, 11, 15, 18, 21, 24, 25, 27}"
