HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
-1,11,110.0,2009,Article,Making friends in Zurich's urban forests and parks: The role of public green space for social inclusion of youths from different cultures,"Integrating the distinct cultures of foreign resident youths is a challenge for Swiss political and educational institutions. An empirical survey of pupils (n = 437) and teachers in selected schools of the city and metropolitan area of Zurich investigated leisure activities in urban forests and public green spaces for their potential to facilitate social interaction between Swiss and immigrant young people. Patterns of socialising and making friends in these outdoor locations were found to differ depending on age, school level, gender and the percentage of immigrants in each residential area. Public urban green spaces were found to play an important role for children and youths in making contacts and friends across cultures, which is considered a prerequisite for social inclusion. © 2008 Elsevier B.V. All rights reserved.",Cross-cultural friendships; Leisure activities; Social inclusion; Switzerland; Urban forest; Urban green space; Youth,"Seeland K., Dübendorfer S., Hansmann R.",10.1016/j.forpol.2008.07.005,8.33,7.15
-1,12,110.0,2003,Article,Visions of nature and landscape type preferences: An exploration in The Netherlands,"A survey was carried out among inhabitants of Gennep, a small-town municipality in the east of The Netherlands, questioning about (1) the types of nature that people distinguish and the levels of naturalness ascribed to these types of nature; (2) the images that people hold of the appropriate relationship between people and nature and the level of adherence to these images, and (3) people's preference of broadly defined landscape types. Types of nature inferred by means of factor analysis were labeled arcadian, wild and penetrative nature, the last category comprising elements such as mosquitoes and rats in the barn. Factor analysis was used as well to infer images of appropriate relationship, which appeared to hinge around the concepts of mastery over nature, responsibility for nature and participation in nature, respectively. Levels of adherence to the responsibility and participation images were very high, indicative of a 'new biophilia' mainstream in Dutch culture. Landscape types were defined, roughly, as (1) landscape made by and for people; (2) park-like, arcadian landscape; (3) wild, interactive landscape and (4) landscape ""in which one may experience the greatness and forces of nature"". Strikingly, more than half of the respondents expressed preference for this last ('deep ecology') landscape type, with another third preferring the wild, interactive landscape. The highest preference of the 'greatness and forces' landscape was found among the respondents with high ascription of naturalness to the penetrative type of nature and respondents adhering to the participation-in-nature image of relationship. Preferences for landscape types as defined here should be distinguished from visual or behavioral landscape preferences. Even if people may not select landscapes of the 'greatness and forces of nature' in daily behaviors, these landscapes of wilderness and greatness do connect with human visions and desires. © 2002 Elsevier Science B.V. All rights reserved.",Attitudes; Deep ecology; Landscape; Naturalness; Nature; NEP; Relationship with nature; The Netherlands; Wilderness,"De Groot W.T., Van Den Born R.J.G.",10.1016/S0169-2046(02)00184-6,6.1,4.26
-1,13,107.0,2008,Article,Social impact assessment and public participation in China: A case study of land requisition in Guangzhou,"This study examines the current prospects for and obstacles facing the implementation of social impact assessment (SIA) and participatory planning in the People's Republic of China. During the past two decades, rapid urbanisation and the conversion of rural land for urban development have led to numerous social conflicts and tensions between the Chinese government and its people. SIA and public participation in development decisions have received increasing attention from the Chinese authorities as possible ways to tackle the problem. Based on a Guangzhou case study, this paper argues that the assessment and mitigation of adverse impacts on the community from urban development have been carried out with different objectives, core values and principles when compared with those in Western societies. It concludes that the poor prospects of SIA and collaborative planning in China lie not only in the weak framework for environmental legislation, but also in all institutions concerning state-society relations, the socialist governing ideology and traditional Chinese culture. © 2007 Elsevier Inc. All rights reserved.",China; Land requisition; Public participation; Social impact assessment; Urban development,"Tang B.-s., Wong S.-w., Lau M.C.-h.",10.1016/j.eiar.2007.03.004,7.56,6.97
-1,16,98.0,2013,Article,"Evaluating the behaviour of different thermal indices by investigating various outdoor urban environments in the hot dry city of Damascus, Syria","Consideration of urban microclimate and thermal comfort is an absolute neccessity in urban development, and a set of guidelines for every type of climate must be elaborated. However, to develop guidelines, thermal comfort ranges need to be defined. The aim of this study was to evaluate the behaviour of different thermal indices by investigating different thermal environments in Damascus during summer and winter. A second aim was to define the lower and upper limits of the thermal comfort range for some of these indices. The study was based on comprehensive micrometeorological measurements combined with questionnaires. It was found that the thermal conditions of different outdoor environments vary considerably. In general, Old Damascus, with its deep canyons, is more comfortable in summer than modern Damascus where there is a lack of shade. Conversely, residential areas and parks in modern Damascus are more comfortable in winter due to more solar access. The neutral temperatures of both the physiologically equivalent temperature (PET) and the outdoor standard effective temperature (OUT_SET*) were found to be lower in summer than in winter. At 80 % acceptability, the study defined the lower comfort limit in winter to 21.0 °C and the upper limit in summer to 31.3 °C for PET. For OUT_SET*, the corresponding lower and upper limits were 27.6 °C and 31.3 °C respectively. OUT_SET* showed a better correlation with the thermal sensation votes than PET. The study also highlighted the influence of culture and traditions on people's clothing as well as the influence of air conditioning on physical adaptation. © 2012 ISB.",Damascus; Microclimate; Thermal comfort; Thermal indices; Thermal sensation; Urban design,"Yahia M.W., Johansson E.",10.1007/s00484-012-0589-8,7.44,3.88
-1,17,93.0,2010,Article,"Revanchist sanitisation or coercive care? The use of enforcement to combat begging, street drinking and rough sleeping in England","This paper examines recent responses to 'problematic street culture' in England, where increasing pressure has been exerted to prevent people from begging and street drinking in public spaces, with rough sleeping also targeted in some areas. Drawing upon in-depth interviews with enforcement agents, support providers and targeted individuals, it assesses the extent to which the strategies employed are indicative of a 'revanchist expulsion' of the deviant Other and/or an expression of 'coercive care' for the vulnerable Other. It concludes that, whilst the recent developments appear, at first glance, to be symptomatic of revanchist sanitisation of public space, closer examination reveals that the situation is actually much more complex than a revanchist reading of the situation might suggest, and perhaps not as devoid of compassion. © 2010 Urban Studies Journal Limited.",,"Johnsen S., Fitzpatrick S.",10.1177/0042098009356128,6.91,7.55
-1,19,85.0,2001,Article,Ethnic minority groups and the design of public open scape: An inclusive landscape?,"People from ethnic minority groups have a range of experiences of living in Britain, some of which are significantly different from those of white British people. Previous research and case studies suggest that the physical environment has a positive or negative role in perceptions of everyday life. It is argued that landscapes have a symbolic dimension, and aspects of landscapes can be recognized as familiar or alien, welcoming or excluding. A wide variety of case studies in Britain are used to discuss design and management practices that reflect a range of cultural experiences. The need for landscape architects and managers to be aware of how places may be interpreted in different ways by different ethnic minority groups, and to work towards inclusive design, is highlighted.",Culture; Design; Ethnic minorities; Perception; Urban parks,Rishbeth C.,10.1080/01426390120090148,6.31,5.08
-1,21,70.0,2015,Article,Historical and contemporary cultural ecosystem service values in the rapidly urbanizing city state of Singapore,"Cultural ecosystem services are a function of people and place, so may change as a location transitions from rural to urban. Singapore has undergone rapid urbanization after its independence in 1965, with a concomitant decline in natural habitat extent and accessibility. Using coastal mangrove forests as a case study habitat, changing cultural values were explored with a novel array of techniques, including qualitative archival analysis (photographs, oral histories), current sources (publically uploaded social media photographs), and surveys of (a) the general public and (b) visitors to publically accessible mangroves. Cultural value changed through time, with a significant transition from intrinsic, intrapersonal values (spiritual, cultural heritage) to instrumental, interpersonal values (recreation, education). Additionally, cultural value varied between different mangroves depending on their public accessibility, and the evolving degree of human interaction with the ecosystem as urban development occured. Cultural values change as development transitions, though mangroves still play an important cultural role in a heavily urbanized environment. © 2015, Royal Swedish Academy of Sciences.",Coastal; Ecosystem services; Mangrove; Recreation; Singapore; Urbanization,"Thiagarajah J., Wong S.K.M., Richards D.R., Friess D.A.",10.1007/s13280-015-0647-7,6.41,5.39
-1,23,66.0,2017,Book,Urban sustainability transitions,"The world’s population is currently undergoing a significant transition towards urbanisation, with the UN expecting that 70% of people globally will live in cities by 2050. Urbanisation has multiple political, cultural, environmental and economic dimensions that profoundly influence social development and innovation. This fundamental long-term transformation will involve the realignment of urban society’s technologies and infrastructures, culture and lifestyles, as well as governance and institutional frameworks. Such structural systemic realignments can be referred to as urban sustainability transitions: fundamental and structural changes in urban systems through which persistent societal challenges are addressed, such as shifts towards urban farming, renewable decentralised energy systems, and social economies. This book provides new insights into how sustainability transitions unfold in different types of cities across the world and explores possible strategies for governing urban transitions, emphasising the co-evolution of material and institutional transformations in socio-technical and socio-ecological systems. With case studies of mega-cities such as Seoul, Tokyo, New York and Adelaide, medium-sized cities such as Copenhagen, Cape Town and Portland, and nonmetropolitan cities such as Freiburg, Ghent and Brighton, the book provides an opportunity to reflect upon the comparability and transferability of theoretical/conceptual constructs and governance approaches across geographical contexts. Urban Sustainability Transitions is key reading for students and scholars working in Environmental Sciences, Geography, Urban Studies, Urban Policy and Planning. © 2017 selection and editorial matter, Niki Frantzeskaki, Vanesa Castán Broto, Lars Coenen and Derk Loorbach; individual chapters, the contributors.",,"Frantzeskaki N., Broto V.C., Coenen L., Loorbach D.",10.4324/9781315228389,9.54,5.23
-1,26,60.0,1994,Article,Reading landscape meanings: State constructions and lived experiences in Singapore's Chinatown,"The term 'landscape"" embodies multiple levels of meaning: it articulates the ideological intent of the powerful who plan or shape the landscape in particular ways and at the same time reflects the everyday meanings implicit in the daily routines of ordinary people associated with the landscape. Through an analysis of four themes constituting the landscape of Singapore's Chinatown, we unpack two different but interdependent versions of landscape reality: the construction of social meanings from the state's perspective and those derived from the lived experiences of Chinatown's inhabitants. In our first theme, we explore the multiplicity of meanings invested in Chinatown's housing landscape. For the state, urban renewal and public housing schemes in Chinatown represent the redrawing of landscapes along modernist lines informed by efficiency and rationality of land use, in tandem with the larger goals of nation-building. Among residents, however, the vision of modern living in everyday life was only a reality for a few; others experience the landscape in more contradictory ways. Second, in the landscape of community building, we show that state-initiated efforts at inculcating a sense of community have replaced the old spontaneous, interpersonal ties and the strength of organised vernacular associations. Inadvertently, these state strategies have in some ways actually been damaging and deleterious to community ties. In our third theme, we show how the state has, to a large extent, successfully rewritten the socially and physically polluted landscapes of Chinatown. Yet, there are examples of resistances where the state's vision of an unpolluted landscape has been punctured. Since the mid-1980s, a fourth imperative has emerged in the state's management of the Chinatown landscape in the form of attempts to conserve the landscape as a ""historic district"", a repository of the nation's tradition, history and culture. We show that there are different interpretations of the state's effort to revitalise Chinese culture in the conserved landscape and its attempt to cast Chinatown in the role of a ""common bond place"" for all Singaporeans. Singapore's Chinatown is thus a multicoded landscape inscribed with a multiplicity of meanings. It is neither used entirely as an ideological tool for manipulative ends nor does it fully embody the authenticity of daily experiences. © 1994.",,"Yeoh B.S.A., Kong L.",10.1016/0197-3975(94)90015-9,6.52,6.24
-1,27,55.0,2010,Article,"Moving young lives: Mobility, immobility and inter-generational tensions in urban Africa","This paper explores young people's experiences and perceptions of mobility and mobility constraints in poorer urban areas of Ghana, Malawi and South Africa within the specific context of inter-generational relations. Drawing principally on qualitative research findings from a study involving both adult and child researchers, our aim is to chart the diversities and commonalities of urban young people's mobility experiences in the everyday - how they use and experience the city - developing a comparative perspective across three urban study sites which links young people's mobility with the power relations that operate to shape their movements in individual locations. In particular, we consider how positive and negative images of young people's mobility play out in terms of the inter-generational frictions and negotiations generated by their mobility performances. We also reflect on the developmental implications, in terms of young people's access to services and income and their participation in the social networks and peer culture which may shape their life trajectories. Three themes are explored in detail: mobility as challenge, mobility as temptation and mobility control. © 2010 Elsevier Ltd.",Children; Ghana; Inter-generational relations; Malawi; Mobility; South Africa; Transport; Urban; Young people,"Porter G., Hampshire K., Abane A., Robson E., Munthali A., Mashiri M., Tanle A.",10.1016/j.geoforum.2010.05.001,8.44,6.69
-1,28,52.0,2011,Article,From multiculturalism to multinaturalism: What rules of method for the new socio-scientific experiments?,"This article reflects on the traditional distinction between scientific laboratories experimenting on theories and phenomena and a political outside where non-experts make do with human values, opinions, and passions. Since today all people are engaged in emerging collective experiments on matters as varied as climate, food, landscape, health, urban design, and technical communication as consumers, militants, and citizens, they can all be considered co-researchers. Co-researching has consequences for our understanding of nature and demands a renewed attention to ""multinaturalist"" politics. It also questions the division of labor between experts and nonexperts. The article finishes with a call to ""dis-invent"" modernity so that we ""moderns"" can finally become ordinary humans again. © Berghahn Journals.",Collective experiments; Modernity; Representation of nature; Science and the public,Latour B.,10.3167/nc.2011.060101,5.83,4.53
-1,29,52.0,2011,Book,Greater Portland: Urban life and landscape in the Pacific Northwest,"It has been called one of the nation’s most livable regions, ranked among the best managed cities in America, hailed as a top spot to work, and favored as a great place to do business, enjoy the arts, pursue outdoor recreation, and make one’s home. Indeed, years of cooperative urban planning between developers and those interested in ecology and habitability have transformed Portland from a provincial western city into an exemplary American metropolis. Its thriving downtown, its strong neighborhoods, and its pioneering efforts at local management have brought a steady procession of journalists, scholars, and civic leaders to investigate the “Portland style” that values dialogue and consensus, treats politics as a civic duty, and assumes that it is possible to work toward public good. Probing behind the press clippings, acclaimed urban historian Carl Abbott examines the character of contemporary Portland-its people, politics, and public life-and the region’s history and geography in order to discover how Portland has achieved its reputation as one of the most progressive and livable cities in the United States and to determine whether typical pressures of urban growth are pushing Portland back toward the national norm. In Greater Portland, Abbott argues that the city cannot be understood without reference to its place. Its rivers, hills, and broader regional setting have shaped the economy and the cityscape. Portlanders are Oregonians, Northwesteners, Cascadians; they value their city as much for where it is as for what it is, and this powerful sense of place nurtures a distinctive civic culture. Tracing the ways in which Portlanders have talked and thought about their city, Abbott reveals the tensions between their diverse visions of the future and plans for development. Most citizens of Portland desire a balance between continuity and change, one that supports urban progress but actively monitors its effects on the region’s expansive green space and on the community’s culture. This strong civic participation in city planning and politics is what gives greater Portland its unique character, a positive setting for class integration, neighborhood revitalization, and civic values. The result, Abbott confirms, is a region whose unique initiatives remain a model of American urban planning. © 2001 University of Pennsylvania Press. All rights reserved.",,Abbott C.,,8.2,7.63
-1,30,49.0,2010,Article,Influence of hot arid climate on the use of outdoor urban spaces and thermal comfort: Do cultural and social backgrounds matter?,"Climate-sensitive open spaces within cities may have a positive effect on economic, social and environmental aspects of the urban environment. Improvement of microclimatic conditions in urban spaces can enable people to spend more time outdoors, with the potential to influence the social cohesion of a space and increase economic activity. The wider aim of this research is to develop a better understanding of the complex relationship between the microclimate and human behaviour in open public spaces in hot arid climates. Case studies are selected in two different parts of the world (Marrakech in North Africa and Phoenix, Arizona in the US) to represent a variety of users in a similar climatic context. This enables the authors to study the effects of socio-economic and cultural diversity on thermal comfort, behaviour and use of space. Field surveys include structured interviews with a standard questionnaire and observations of human activities, along with microclimatic monitoring, carried out during the summers and winters of 2008 and 2009. The analysis consists of: microclimatic influence on thermal sensation, preference and people attendance; effect of psychological adaptation on the subjective thermal evaluation of outdoor spaces; and investigation of socio-economic and socio-cultural impact on the behaviour of people in outdoor spaces. © 2010 Earthscan.",Hot climate; Microclimate; Outdoor thermal comfort; Socio-culture; Urban design,"Aljawabra F., Nikolopoulou M.",10.3763/inbi.2010.0046,7.37,3.86
