HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
1,167,,2021,Article,Detection of Urban Built-Up Area Change from Sentinel-2 Images Using Multiband Temporal Texture and One-Class Random Forest,"Detection of urban land expansion is important for understanding the urbanization process and improving urban planning. Spatio-temporal contextual information derived from multitemporal high-resolution imagery is useful for highlighting urban land cover changes. This article proposes a new method for detecting urban built-up area change from multitemporal high spatial resolution imagery by combining spectral and spatio-temporal features. A multiband temporal texture measured using pseudo cross multivariate variogram (PCMV) is adopted to quantify the local spatio-temporal dependence between bitemporal multispectral images. The PCMV textures at multiple scales, bitemporal spectral features, and normalized difference vegetation indices are together input to an improved one-class random forest classifier for urban built-up area change mapping. The proposed method is evaluated in urban built-up area change detection using multitemporal Sentinel-2 images of Tianjin area acquired from 2015 to 2019. It is also compared with three feature combinations and an existing postclassification comparison method based on one-class support vector machine. Experimental results demonstrate that the proposed method outperformed the traditional ones, with increases of 2.15%-7.38%, 2.07%-5.45%, 1.93%-6.76%, and 5.98%-13.11% in overall accuracy. Moreover, the proposed method also achieves the best performance using the bitemporal Sentinel-2 images over the east of Beijing area. The proposed method is promising as a simple and reliable way to detect urban built-up area change with multitemporal Sentinel-2 imagery. © 2008-2012 IEEE.",Built-up area change; improved one-class random forest (iOCRF); multiband temporal texture; multitemporal data; pseudo cross multivariate variogram (PCMV),"Feng X., Li P., Cheng T.",10.1109/JSTARS.2021.3092064,0.72,7.26
1,171,1.0,2021,Book Chapter,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq","High rate of urbanization coupled with population growth has led to unexpected land use and land cover changes in Hilla city, which is located in the Babylon governorate of Iraq. Understanding and quantifying the spatiotemporal dynamics of the urban land use and land cover changes, as well as the driving factors behind them, are therefore vital in order to design appropriate policies and monitoring mechanisms to govern urban growth. This study analyzes land use and land cover changes over Hilla city through remote sensing and GIS (Geographical Information System) techniques. IKONOS satellite imagery from years 2000, 2005, and 2011 was collected and pre-processed using ENVI and ArcGIS, which then goes through an object-based supervised image classification stage to generate land use and land cover maps. The classification is performed using the statistical machine learning algorithm, SVM (Support Vector Machine). The confusion matrix and kappa coefficients are used to evaluate the overall accuracy of the results. The statistical results obtained enable assessment of class changes from years 2000 to 2011 and also identify the gain and loss of the built-up areas in relation to other land cover classes. The results also allow assessment of the spatial trend of these built-up areas. Ultimately, forecasts can be made to predict expected future class changes in 2026 and 2036. Generally, the results of this study show increased expansions of built-up areas, i.e., from 8.14% in 2000 to 14.53% in 2005 and up to 18.36% in 2011. All this was at the expense of bare land areas. Simultaneously, there was an increased expansion of vegetation/agricultural land area, specifically from 36.14% in 2000 to 41.71% in 2005 and 45.13% in 2011. The spatial trend also shows that the growth of built-up areas is focused in the southwestern part of Hilla city. In all, we foresee that the findings of this study can provide a good visual resource for decision-makers to perform more efficient urban planning. © 2021, Springer Nature Switzerland AG.",Built-up areas; Land use dynamics; Spatial trend; Support vector machine; Urbanization,"Mahmoud A.S., Kalantar B., Al-Najjar H.A.H., Moayedi H., Halin A.A., Mansor S.",10.1007/978-3-030-71945-6_3,2.94,6.89
0,175,1.0,2021,Article,Analysis of built-up areas of small polish cities with the use of deep learning and geographically weighted regression,"Small cities are an important part of the settlement system, a link between rural areas and large cities. Although they perform important functions, research focuses on large cities and metropolises while marginalizing small cities, the study of which is of great importance to progress in social sciences, geography, and urban planning. The main goal of this paper was to verify the impact of selected socio-economic factors on the share of built-up areas in 665 small Polish cities in 2019. Data from the Database of Topographic Objects (BDOT), Sentinel-2 satellite imagery from 2015 and 2019, and Local Data Bank by Statistics Poland form 2019 were used in the research. A machine learning segmentation procedure was used to obtain the data on the occurrence of built-up areas. Hot Spot (Getis-Ord Gi*) analysis and geographically weighted regression (GWR) was applied to explain spatially varying impact of factors related to population, spatial and economic development, and living standards on the share of built-up areas in the area of small cities. Significant association was found between the population density and the share of built-up areas in the area of the cities studied. The influence of the other socio-economic factors examined, related to the spatial and economic development of the cities and the quality of life of the inhabitants, showed great regional variation. The results also indicated that the share of built-up areas in the area of the cities under study is a result of the conditions under which they were established and developed throughout their existence, and not only of the socio-economic factors affecting them at present. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Build-up areas; Deep learning; GWR; Hot Spot (Getis-Ord Gi*); Poland; Small cities,"Adamiak M., Jażdżewska I., Nalej M.",10.3390/geosciences11050223,3.82,7.21
0,182,2.0,2021,Article,Analyzing the spatiotemporal uncertainty in urbanization predictions,"With the availability of computational resources, geographical information systems, and remote sensing data, urban growth modeling has become a viable tool for predicting urbanization of cities and towns, regions, and nations around the world. This information allows policy makers, urban planners, environmental and civil organizations to make investments, design infrastructure, extend public utility networks, plan housing solutions, and mitigate adverse environmental impacts. Despite its importance, urban growth models often discard the spatiotemporal uncertainties in their prediction estimates. In this paper, we analyzed the uncertainty in the urban land predictions by comparing the outcomes of two different growth models, one based on a widely applied cellular automata model known as the SLEUTH CA and the other one based on a previously published machine learning framework. We selected these two models because they are complementary, the first is based on human knowledge and pre-defined and understandable policies while the second is more data-driven and might be less influenced by any a priori knowledge or bias. To test our methodology, we chose the cities of Jiaxing and Lishui in China because they are representative of new town planning policies and have different characteristics in terms of land extension, geographical conditions, growth rates, and economic drivers. We focused on the spatiotemporal uncertainty, understood as the inherent doubt in the predictions of where and when will a piece of land become urban, using the concepts of certainty area in space and certainty area in time. The proposed analyses in this paper aim to contribute to better urban planning exercises, and they can be extended to other cities worldwide. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Machine learning; SLEUTH CA; Spatiotemporal uncertainty; Urban growth; Urban planning tools; Urban science; Urbanization processes,"Gómez J.A., Guan C., Tripathy P., Duque J.C., Passos S., Keith M., Liu J.",10.3390/rs13030512,5.12,7.95
-1,190,4.0,2021,Article,"Urban Water Demand Modeling Using Machine Learning Techniques: Case Study of Fortaleza, Brazil","Despite recent efforts to apply machine learning (ML) for water demand modeling, overcoming the black-box nature of these techniques to extract practical information remains a challenge, especially in developing countries. This study integrated random forest (RF), self-organizing map (SOM), and artificial neural network (ANN) techniques to assess water demand patterns and to develop a predictive model for the city of Fortaleza, Brazil. We performed the analysis at two spatial scales, with different level of information: census tracts (CTs) at the fine scale, and census blocks (CBs) at the coarse scale. At the CB scale, demand was modeled with socioeconomic, demographic, and household characteristics. The RF technique was applied to rank these variables, and the most relevant were used to cluster census blocks with SOMs. RFs and ANNs were used in an iterative approach to define the input variables for the predictive model with minimum redundancy. At the CT scale, demand was modeled using HDI and per capita income. Variables which assess the education level and economic aspects of households demonstrated a direct relationship with water demand. The analysis at the coarse scale provided more insight into the relationship between the variables; however, the predictive model performed better at the fine scale. This study demonstrates how data-driven models can be helpful for water management, especially in environments with strong socioeconomic inequalities, where urban planning decisions should be integrated and inclusive. © 2020 American Society of Civil Engineers.",,"Carvalho T.M.N., De Souza Filho F.D.A., Porto V.C.",10.1061/(ASCE)WR.1943-5452.0001310,3.8,9.18
-1,208,7.0,2020,Article,Assessing urban growth in Ghana using machine learning and intensity analysis: A case study of the New Juaben Municipality,"Population growth coupled with economic, housing and environmental factors have significantly contributed into accelerated land use change in the New Juaben Municipality of Ghana. These factors have caused destruction of natural habitat and increased natural hazards such as flooding in the Municipality. Monitoring land use/land cover change is essential in respect to the dynamics of both human and natural factors that affect the biophysical and biochemical properties of the land surface. This research investigates the transitions among the major land use/land cover categories in the Municipality as a highly populated urban region that is facing some environmental challenges such as deforestation and degradation of the environment. Random Forest was adopted for the classification of 1985, 1991, 2002 and 2015 land cover maps while the analysis of the dynamics was conducted using intensity analysis. The unique contribution of this article is the combine usage of machine learning algorithm and intensity analysis to assess the changes in land use/land cover. The results showed that 1985–1991 and 2002–2015 periods experience fast change and the land use transformation has been accelerating over the whole period. The major changes were caused by the Built-up and Agricultural activities constituting 21.24 % and 13.19 % respectively in the category level. It is recommended that, authorities should consider several structural transformation measures within Ghana, including inter-sectoral land use harmonization policies (e.g. the Land Use and Spatial Planning Act 2016), land use planning and legal reforms to help address the underlying drivers of urban led deforestation. © 2020 Elsevier Ltd",Ghana; Intensity analysis; Random forest classification; UN sustainable development goals; Urbanization,"Nyamekye C., Kwofie S., Ghansah B., Agyapong E., Boamah L.A.",10.1016/j.landusepol.2020.105057,2.4,6.49
-1,213,1.0,2020,Article,Analysing urban development patterns in a conflict zone: A case study of kabul,"A large part of the population in low-income countries (LICs) lives in fragile and conflict-affected states. Many cities in these states show high growth dynamics, but little is known about the relation of conflicts and urban growth. In Afghanistan, the Taliban regime, which lasted from 1996 to 2001, caused large scale displacement of the population. People from Afghanistan migrated to neighboring countries like Iran and Pakistan, and all developments came to a halt. After the US invasion in October 2001, all the major cities in Afghanistan experienced significant population growth, in particular, driven by the influx of internally displaced persons. Maximum pressure of this influx was felt by the capital city, Kabul. This rapid urbanization, combined with very limited capacity of local authorities to deal with this growth, led to unplanned urbanization and challenges for urban planning and management. This study analyses the patterns of growth between 2001 and 2017, and the factors influencing the growth in the city of Kabul with the help of high-resolution Earth Observation-based data (EO) and spatial logistic regression modelling. We analyze settlement patterns by extracting image features from high-resolution images (aerial photographs of 2017) and terrain features as input to a random forest classifier. The urban growth is analyzed using an available built-up map (extracted from IKONOS images for the year 2001). Results indicate that unplanned settlements have grown 4.5 times during this period, whereas planned settlements have grown only 1.25 times. The unplanned settlements expanded mostly towards the west and north west parts of the city, and the growth of planned settlements happened mainly in the central and eastern parts of the city. Population density and the locations of military bases are the most important factors that influence the growth, of both planned and unplanned settlements. The growth of unplanned settlement occurs predominantly in areas of steeper slopes on the hillside, while planned settlements are on gentle slopes and closer to the institutional areas (central and eastern parts of the city). We conclude that security and availability of infrastructure were the main drivers of growth for planned settlements, whereas unplanned growth, mainly on hillsides, was driven by the availability of land with poor infrastructure. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",Conflict; GLCM; Informal areas; Machine learning; Random forest classification; Spatial logistic regression; Unplanned areas; Urban growth; Urban growth model,"Chaturvedi V., Kuffer M., Kohli D.",10.3390/rs12213662,3.45,6.96
-1,225,14.0,2020,Article,Improving land-use change modeling by integrating ANN with Cellular Automata-Markov Chain model,"Urban growth and land-use change are a few of many puzzling factors affecting our future cities. Creating a precise simulation for future land change is a challenging process that requires temporal and spatial modeling. Many recent studies developed and trained models to predict urban expansion patterns using Artificial Intelligence (AI). This study aims to enhance the simulation capability of Cellular Automata Markov Chain (CA-MC) model in predicting changes in land-use. This study integrates the Artificial Neural Network (ANN) into CA-MC to incorporate several driving forces that highly impact land-use change. The research utilizes different socio-economic, spatial, and environmental variables (slope, distance to road, distance to urban centers, distance to commercial, density, elevation, and land fertility) to generate potential transition maps using ANN Data-driven model. The generated maps are fed to CA-MC as additional inputs. We calibrated the original CA-MC and our models for 2015 cross-comparing simulated maps and actual maps obtained for Irbid city, Jordan in 2015. Validation of our model was assessed and compared to the CA-MC model using Kappa indices including the agreement in terms of quantity and location. The results elucidated that our model with an accuracy of 90.04% substantially outperforms CA-MC (86.29%) model. The improvement we obtained from integrating ANN with CA-MC suggested that the influence imposed by the driving force was necessary to be taken into account for more accurate prediction. In addition to the improved model prediction, the predicted maps of Irbid for the years 2021 and 2027 will guide local authorities in the development of management strategies that balance urban expansion and protect agricultural regions. This will play a vital role in sustaining Jordan's food security. © 2020Environmental science, Computer science, Geography, Land use planning, Land use change, Urban growth, Machine learning, Urban planning, Modeling; Artificial intelligence, Cellular Automata, Markov Chain. © 2020",Artificial intelligence; Cellular Automata; Computer science; Environmental science; Geography; Land use change; Land use planning; Machine learning; Markov Chain; Modeling; Urban growth; Urban planning,"Gharaibeh A., Shaamala A., Obeidat R., Al-Kofahi S.",10.1016/j.heliyon.2020.e05092,5.13,8.59
1,230,,2020,Conference Paper,On the development of a novel approach for identifying perennial drainage in Southern Brazil: A study case integrating sentinel-2 and high-resolution digital elevation models with machine learning techniques,"Riparian vegetation plays a key role in maintaining water quality and preserving the ecosystems along riverine systems, as they prevent soil erosion, retain water by increased infiltration, and act as a buffer zone between rivers and their surroundings. Within urban spaces, these areas have also an important role in preventing illegal occupation in areas of hydrologic risk, such as in floodplains. The goal of this research is to propose a framework for identifying areas of permanent protection associated with perennial drainage, utilizing satellite imagery and digital elevation models (DEM) in association with machine learning techniques. The specific objectives include the development of a decision tree to retrieve perennial drainage over high resolution, 1-meter DEM's, and the development of digital image processing workflow to retrieve surface water bodies from Sentinel-2 imagery. In-situ information on perennial and ephemeral conditions of streams and rivers were obtained to validate our results, that happened in the first trimester of 2020. We propose a minimum of 7 days without precipitation prior to in-situ validation, for more accurate assessment of streamflow conditions, in order to minimize impacts of surface water runoff in flow regime. The proposed method will benefit decision makers by providing them with reliable information on drainage network and their buffer zones, as well as yield detailed mapping of the areas of permanent protection that are key to urban planning and management. © 2020 International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives.",Digital Elevation Models; Machine Learning; Perennial Drainage; Riparian Vegetation; Sentinel-2,"Montibeller A., Vilela M., Hino F., Mallmann P., Nadas M., Caruso F., Delabary H.",10.5194/isprs-archives-XLIII-B3-2020-161-2020,2.07,8.2
1,252,22.0,2020,Article,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery,"Mapping of green vegetation in urban areas using remote sensing techniques can be used as a tool for integrated spatial planning to deal with urban challenges. In this context, multitemporal (MT) synthetic aperture radar (SAR) data have not been equally investigated, as compared to optical satellite data. This research compared various machine learning methods using single-date and MT Sentinel-1 (S1) imagery. The research was focused on vegetation mapping in urban areas across Europe. Urban vegetation was classified using six classifiers-random forests (RF), support vector machine (SVM), extreme gradient boosting (XGB), multi-layer perceptron (MLP), AdaBoost. M1 (AB), and extreme learning machine (ELM). Whereas, SVM showed the best performance in the single-date image analysis, the MLP classifier yielded the highest overall accuracy in the MT classification scenario. Mean overall accuracy (OA) values for all machine learning methods increased from 57% to 77% with speckle filtering. Using MT SAR data, i.e., three and five S1 imagery, an additional increase in the OA of 8.59% and 13.66% occurred, respectively. Additionally, using three and five S1 imagery for classification, the F1 measure for forest and low vegetation land-cover class exceeded 90%. This research allowed us to confirm the possibility of MT C-band SAR imagery for urban vegetation mapping. © 2020 by the authors.",Land-cover classification; Multitemporal; Sentinel-1; Speckle filtering; Synthetic aperture radar (SAR); Urban vegetation,"Gašparović M., Dobrinić D.",10.3390/rs12121952,0.67,8.08
