Cluster,DocId,Cited by,Title,Author Keywords,Abstract,Year,Source title,Authors,DOI,Document Type,x,y
4,29,,Classification of the influence of urban canyon geometry and reflectance on seasonal solar irradiation in three European cities,Classification; Machine Learning; Reflectance; Simulation; Solar radiation; Urban canyon,"The study presents a methodological framework for simulating, analyzing and classifying the seasonal solar exposure and irradiation uniformity of symmetrical urban canyons in three European cities with different latitudes: Athens, Paris and Helsinki. Parametric solar radiation simulations are conducted by varying the urban canyon geometry, orientation and surface reflectance. The study proposes the Solar Irradiation Ratio (SIR) and develops a qualitative classification scheme for solar exposure and irradiation uniformity in order to compare simulation results from different cities and label each urban canyon surface accordingly. Finally, the study trains and tests Random Forest classifiers which enable the quick classification of any symmetrical canyon geometry by providing canyon geometry, orientation and surface reflectance as inputs. Testing reveals that the classifiers have decent performance (accuracy: 0.89 – 0.94, precision: 0.82 – 0.92) and consequently may be used in early urban design and planning studies to get a quick estimate of the solar performance of a given symmetrical urban canyon, before full-scale simulations take place. © 2021",2021,Sustainable Cities and Society,Vartholomaios A.,10.1016/j.scs.2021.103379,Article,5.5597829819,6.3585538864
4,32,,A machine learning-based approach for classifying tourists and locals using geotagged photos: the case of Tokyo,Big data; Classification; Flickr; Geotagged photos; Locals; Machine learning; Tokyo; Tourists,"In tourism-dependent cities, investigating the spatiotemporal distribution and dynamics of tourist flows is crucial for better urban planning in both steady and perturbed states. In recent years, researchers have started relying more on photo-based, geotagged social data, which offer insights about tourists, popular hotspots, and mobility patterns. However, distinguishing between tourists and locals from this data is problematic since residence information is often not provided. While previous studies rely on heuristic (e.g., period of stay) and probabilistic (Shannon entropy) approaches, this paper proposes a method for classifying tourists and residents based on machine learning (ML) algorithms and considering parameters that could explain the variability between the two (e.g., weather, mobility, and photo content). This approach was applied to Flickr users’ geotagged photos taken in Tokyo’s 23 special wards from July 2008 to December 2019. The results show that stacked ensemble (SE) models are superior to models based on five supervised-learning algorithms, including gradient boosting machine (GBM), generalized linear model (GLM), distributed random forest (DRF), deep learning (DL), and extremely randomized trees (XRT). Temporal entropy (TEN), mobility on workdays, and frequent visits to amusement venues and crowded places influenced how users were classified. While temporal distribution showed similar monthly/hourly patterns, spatial distribution varied. The proposed approach might pave the way for scholars to carry out future tourism research on different topics and subsequently support policymakers in the decision-making process, specifically in urban settings. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",2021,Information Technology and Tourism,"Derdouri A., Osaragi T.",10.1007/s40558-021-00208-3,Article,5.0260996819,6.4904756546
4,34,,Identifying urban built environment factors in pregnancy care and maternal mental health outcomes,Built environment; Postpartum depression; Pregnancy care,"Backgrounds: Risk factors related to the built environment have been associated with women’s mental health and preventive care. This study sought to identify built environment factors that are associated with variations in prenatal care and subsequent pregnancy-related outcomes in an urban setting. Methods: In a retrospective observational study, we characterized the types and frequency of prenatal care events that are associated with the various built environment factors of the patients’ residing neighborhoods. In comparison to women living in higher-quality built environments, we hypothesize that women who reside in lower-quality built environments experience different patterns of clinical events that may increase the risk for adverse outcomes. Using machine learning, we performed pattern detection to characterize the variability in prenatal care concerning encounter types, clinical problems, and medication prescriptions. Structural equation modeling was used to test the associations among built environment, prenatal care variation, and pregnancy outcome. The main outcome is postpartum depression (PPD) diagnosis within 1 year following childbirth. The exposures were the quality of the built environment in the patients’ residing neighborhoods. Electronic health records (EHR) data of pregnant women (n = 8,949) who had live delivery at an urban academic medical center from 2015 to 2017 were included in the study. Results: We discovered prenatal care patterns that were summarized into three common types. Women who experienced the prenatal care pattern with the highest rates of PPD were more likely to reside in neighborhoods with homogeneous land use, lower walkability, lower air pollutant concentration, and lower retail floor ratios after adjusting for age, neighborhood average education level, marital status, and income inequality. Conclusions: In an urban setting, multi-purpose and walkable communities were found to be associated with a lower risk of PPD. Findings may inform urban design policies and provide awareness for care providers on the association of patients’ residing neighborhoods and healthy pregnancy. © 2021, The Author(s).",2021,BMC Pregnancy and Childbirth,"Zhang Y., Tayarani M., Wang S., Liu Y., Sharma M., Joly R., RoyChoudhury A., Hermann A., Gao O.H., Pathak J.",10.1186/s12884-021-04056-1,Article,4.8678126335,6.6797747612
4,35,2.0,Mapping fine-scale visual quality distribution inside urban streets using mobile LiDAR data,Fine-scale; Machine learning; Mobile LiDAR; Urban street; Visual quality,"The visual quality of urban streets is of vital importance for establishing a satisfying and comfortable experience for the residents in an urban community. It also has positive effects on urban vibrancy, public health, and social connections in that community. Numerous studies have been conducted to evaluate the visual quality at the urban street level using street view images. However, the spatial distribution of fine-grained visual quality inside an urban street is rarely investigated. This study presents a new approach for the evaluation of visual quality inside urban streets using mobile LiDAR point clouds. The semantic information of urban streets was first extracted from mobile LiDAR point clouds with a Gradient Boosting classifier. After that, seven well-known key design elements, including the green space factor, sky view factor, enclosure rate, volume index, vehicle occurrence rate, motorization rate, and diversity, were calculated from the classified point clouds using a three-dimensional (3D) visibility model. Finally, the visual quality at 1 m grid resolution inside urban street was achieved automatically by using a random forest model which was trained based on perception samples. This approach has been validated on two study areas and the results indicated that the proposed approach is able to quantitatively examine the visual quality difference inside urban streets. The results generated by the proposed method also match well with the common sense of urban design experts, which are useful for architects and designers to develop best practices in the urban micro-renewal project and to refine the urban planning processes. © 2021 Elsevier Ltd",2021,Building and Environment,"Wu B., Yu B., Shu S., Liang H., Zhao Y., Wu J.",10.1016/j.buildenv.2021.108323,Article,5.0785675049,6.3941226006
4,36,,Origin-Destination Matrix Estimation and Prediction from Socioeconomic Variables Using Automatic Feature Selection Procedure-Based Machine Learning Model,Artificial neural networks; Feature selection; Machine learning; Origin-destination (OD) matrix; Support vector machines; Urban transport planning,"The origin-destination (OD) demand matrix plays an essential role in travel modeling and transport planning. Traditional OD matrices are estimated from expensive and laborious traffic counts and surveys. Accordingly, this study proposes a new combined methodology to estimate or update OD matrices (urban mobility) directly from easy-to-obtain and free-of-charge socioeconomic variables. The Málaga region, Spain, was used as a case study. The proposed methodology involves two stages. First, an automatic feature selection procedure was developed to determine the most relevant socioeconomic variables, discarding the irrelevant ones. Several feature selection techniques were studied and combined. Second, machine learning (ML) models were used to estimate mobility between predefined zones. Artificial neural networks (ANNs) and support vector regression (SVR) were tested and compared using the most relevant variables as inputs. The experimental results show that the proposed combined model can be more accurate than traditional methods and ML models without the feature selection procedure. In particular, SVR with feature selection slightly outperformed the combined model using ANNs. The proposed methodology can be a promising and affordable alternative method for estimating OD matrices, reducing costs and lead time significantly, and assisting and improving urban transport planning. © 2021 American Society of Civil Engineers.",2021,Journal of Urban Planning and Development,"Rodríguez-Rueda P.J., Ruiz-Aguilar J.J., González-Enrique J., Turias I.",10.1061/(ASCE)UP.1943-5444.0000763,Article,5.2234578133,6.5306649208
4,40,,A machine-learning model for the prediction of aggregated building heating demand from pan-European land-use maps,,"Aggregated building energy demand is a useful indicator for urban energy planning. It can be used by planners and decision-makers to identify clusters of high energy demand in a given urban area and efficiently plan, for example, district heating networks. Various data sources exist at the pan-European level describing land use and built areas. Combined with statistical data, such maps have been used in previous research for estimating building energy performance aggregated at the hectare level, using engineering assumptions. In this paper, we show that large-scale land-use maps alone can be used for predicting annual building energy demand with an accuracy comparable to the one of previous engineering models. We hence present a preliminary method based on Convolutional Neural Networks at different spatial resolutions. The resulting model was trained and tested in an area of about 170 km2 in Geneva (Switzerland) using a local annual heating demand dataset comprising 16239 buildings. On a 300-m aggregation tile, the obtained mean error (14.3%) is significantly reduced compared to the one of a simple linear model (37.2%). Using solely land-use data, we also achieve similar results for a 100-m tile as those of an engineering model from the literature. © Content from this work may be used under the terms of the Creative Commons Attribution 3.0 Licence.",2021,Journal of Physics: Conference Series,"Peronato G., Boghetti R., Kämpf J.H.",10.1088/1742-6596/2042/1/012019,Conference Paper,5.3737044334,6.5525379181
4,41,,National Empirical Models of Air Pollution Using Microscale Measures of the Urban Environment,Empirical models; exposure assessment; machine learning; street-level features; urban form,"National-scale empirical models of air pollution (e.g., Land Use Regression) rely on predictor variables (e.g., population density, land cover) at different geographic scales. These models typically lack microscale variables (e.g., street level), which may improve prediction with fine-spatial gradients. We developed microscale variables of the urban environment including Point of Interest (POI) data, Google Street View (GSV) imagery, and satellite-based measures of urban form. We developed United States national models for six criteria pollutants (NO2, PM2.5, O3, CO, PM10, SO2) using various modeling approaches: Stepwise Regression + kriging (SW-K), Partial Least Squares + kriging (PLS-K), and Machine Learning + kriging (ML-K). We compared predictor variables (e.g., traditional vs microscale) and emerging modeling approaches (ML-K) to well-established approaches (i.e., traditional variables in a PLS-K or SW-K framework). We found that combined predictor variables (traditional + microscale) in the ML-K models outperformed the well-established approaches (10-fold spatial cross-validation (CV) R2 increased 0.02-0.42 [average: 0.19] among six criteria pollutants). Comparing all model types using microscale variables to models with traditional variables, the performance is similar (average difference of 10-fold spatial CV R2 = 0.05) suggesting microscale variables are a suitable substitute for traditional variables. ML-K and microscale variables show promise for improving national empirical models. © 2021 American Chemical Society.",2021,Environmental Science and Technology,"Lu T., Marshall J.D., Zhang W., Hystad P., Kim S.-Y., Bechle M.J., Demuzere M., Hankey S.",10.1021/acs.est.1c04047,Article,5.0967817307,6.7262892723
4,42,,"SPATIAL CLASSIFICATION of URBAN LAND by SPECULATIVE LAND VALUE and MSI SATELLITE IMAGERY USING K-MEANS, in HUANCAYO, PERU [CLASIFICACIÓN ESPACIAL DEL SUELO URBANO POR EL VALOR ESPECULATIVO DEL SUELO E IMÁGENES MSI SATELITALES USANDO K-MEANS, HUANCAYO, PERÚ]",Artificial intelligence; Real estate market; Urban periphery; Urban planning,"The city of Huancayo, like other intermediate cities in Latin America, faces problems of poorly planned land-use changes and a rapid dynamic of the urban land market. The scarce and outdated information on the urban territory impedes the adequate classification of urban areas, limiting the form of its intervention. The purpose of this research was the adoption of unassisted and mixed methods for the spatial classification of urban areas, considering the speculative land value, the proportion of urbanized land, and other geospatial variables. Among the data collection media, Multi-Spectral Imagery (MSI) from the Sentinel-2 satellite, the primary road system, and a sample of direct observation points, were used. The processed data were incorporated into georeferenced maps, to which urban limits and official slopes were added. During data processing, the K-Means algorithm was used, together with other machine learning and assisted judgment methods. As a result, an objective classification of urban areas was obtained, which differs from the existing planning. © 2021 The authors. All right reserved.",2021,Urbano,Zamalloa G.R.P.,10.22320/07183607.2021.24.44.06,Article,5.1498603821,6.2032971382
4,47,1.0,Prediction of crime rate in urban neighborhoods based on machine learning,Big data analysis; Crime rate; Machine learning; Urban design,"As the impact of crime on the lives of residents has increased, there are a number of methods for predicting where crime will occur. They tend to explore only the association established between a single factor and the distribution of crime. In order to more accurately and quickly visualize and predict crime distribution in different neighborhoods, and to provide a basis for security planning and design by planning designers, this paper uses GAN neural networks to build a prediction model of city floor plans and corresponding crime distribution maps. We take Philadelphia as the research sample, use more than 2 million crime information of Philadelphia from 2006 to 2018 to draw the crime hotspot distribution map, and collect the corresponding map of Philadelphia, and train the model for predicting the crime rate of the city with more than two thousand sets of one-to-one corresponding images as the training set. When the training is complete, a floor plan can be fed directly to the model, and the model will immediately feed back a hotspot map reflecting the crime distribution. Using the untrained Philadelphia data as the test set, the model can accurately predict crime concentration areas and the predicted crime concentration areas are similar to the concentration areas considered in previous studies. With the feedback from the model, the city layout can be adjusted and the crime rate can be greatly reduced when the simulated city planner tunes into the city plan. In addition the ideas in this paper can be applied as a set of methodologies to predict other relevant urban characteristic parameters and visualize them. © 2021 Elsevier Ltd",2021,Engineering Applications of Artificial Intelligence,"He J., Zheng H.",10.1016/j.engappai.2021.104460,Article,4.8757739067,6.6006851196
4,51,5.0,Street view imagery in urban analytics and GIS: A review,Built environment; Deep learning; Ground-level; Remote sensing; Urban data science; Urban planning,"Street view imagery has rapidly ascended as an important data source for geospatial data collection and urban analytics, deriving insights and supporting informed decisions. Such surge has been mainly catalysed by the proliferation of large-scale imagery platforms, advances in computer vision and machine learning, and availability of computing resources. We screened more than 600 recent papers to provide a comprehensive systematic review of the state of the art of how street-level imagery is currently used in studies pertaining to the built environment. The main findings are that: (i) street view imagery is now clearly an entrenched component of urban analytics and GIScience; (ii) most of the research relies on data from Google Street View; and (iii) it is used across myriads of domains with numerous applications – ranging from analysing vegetation and transportation to health and socio-economic studies. A notable trend is crowdsourced street view imagery, facilitated by services such as Mapillary and KartaView, in some cases furthering geographical coverage and temporal granularity, at a permissive licence. © 2021 The Author(s)",2021,Landscape and Urban Planning,"Biljecki F., Ito K.",10.1016/j.landurbplan.2021.104217,Review,4.9426755905,6.2310547829
4,54,2.0,A generative architectural and urban design method through artificial neural networks,Architectural form finding; Artificial neural networks; Computational design; Machine learning,"Machine learning, as a computational tool for finding mappings between the input and output data, has been widely used in engineering fields. Researchers have applied machine learning models to generate 2D drawings with pixels or 3D models with voxels, but the pixelization reduces the precision of the geometries. Therefore, in order to learn and generate 3D geometries as vectorized models with higher precision and faster computation speed, we develop a specific artificial neural network, learning and generating design features for the forms of buildings. A customized data structure with feature parameters is constructed, meeting the requirements of the neural network by rebuilding surfaces with controlling points and appending additional input neurons as quantified vectors to describe the properties of the design. The neural network is first trained with generated design data and then tested by adjusting the feature parameters. The prediction of the generated data shows the basic generative ability of the neural network. Furthermore, trained with design data collected from existing buildings, the neural network learns and infers the geometric design features of architectural design with different feature parameters, providing a data-driven method for designers to generate and analyze architectural forms. © 2021 The Authors",2021,Building and Environment,"Zheng H., Yuan P.F.",10.1016/j.buildenv.2021.108178,Article,5.3887438774,6.1152439117
