HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
-1,58,,2021,Article,Exploring the latent manifold of city patterns,"Understanding how cities evolve through time and how humans interact with their surroundings is a complex but essential task that is necessary for designing better urban environments. Recent developments in artificial intelligence can give researchers and city developers powerful tools, and through their usage, new insights can be gained on this issue. Discovering a high-level structure in a set of observations within a low-dimensional manifold is a common strategy used when applying machine learning techniques to tackle several problems while finding a projection from and onto the underlying data distribution. This so-called latent manifold can be used in many applications such as clustering, data visualization, sampling, density estimation, and unsupervised learning. Moreover, data of city patterns has some particularities, such as having superimposed or natural patterns that correspond to those of the depicted locations. In this research, multiple manifolds are explored and derived from city pattern images. A set of quantitative and qualitative tests are proposed to examine the quality of these manifolds. In addition, to demonstrate these tests, a novel specialized dataset of city patterns of multiple locations is created, with the dataset capturing a set of recognizable superimposed patterns. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",City patterns; Deep learning; Dimensionality reduction; Urban planning,"Agoub A., Kada M.",10.3390/ijgi10100683,6.75,8.69
-1,61,3.0,2021,Article,Smart environment design planning for smart city based on deep learning,"Machine Learning (ML) and Deep Learning (DL) methods have contributed to the progression of models in the different aspects of planning, prediction, and uncertainty analysis of urban and smart cities development in the current scenario. Most developed cities have suffered from severe air quality as population growth and industrialization grow rapidly. Government agencies and citizens are increasingly concerned about air quality, which has an impact on various areas of the human environment and human advancement. Conventional methods of air pollution forecasting primarily use low-level simulations, and these models generate disappointing results that have led us to factors that influence air pollution measurement based on a thorough design of the structure. Furthermore, in this paper, Long Short- Term Memory (LSTM) assisted Staked Auto-Encoder (SAE) (LSTM-SAE) model has been proposed for predicting the air quality in smart environment design planning in the smart cities. Long Short- Term Memory is used to evaluate air pollution quality prediction in smart cities. Staked Auto-Encoder (SAE) is modeled and prepared gently to extract the intrinsic components that occur due to air pollution. Furthermore, the findings indicate that classification accuracy of 91.22% and the overall Error rate of 0.46 has been validated, and LSTM-SAE addresses the different aspects of smart city and effective method when compared to other existing methods. © 2021",Deep learning; Smart City (SC); Smart environment design planning; Statistical model,"Liu L., Zhang Y.",10.1016/j.seta.2021.101425,5.48,7.28
-1,64,2.0,2021,Article,Big data analytics for identifying electricity theft using machine learning approaches in microgrids for smart communities,"Electricity theft (ET) causes major revenue loss in power utilities. It reduces the quality of supply, raises production cost, causes legal consumers to pay the higher cost, and impacts the economy as a whole. In this article, we use the State Grid Corporation of China (SGCC) dataset, which contains electricity consumption data of 1035 days for two classes: normal and fraudulent. In this work, ET detection model is proposed that consists of four steps: interpolation, data balancing, feature extraction, and classification. First, missing values of the dataset are recovered using the interpolation method. Second, resampling technique is implemented. ET consumers are 9% in the SGCC dataset that make the model inefficient to correctly classify both classes (normal and theft). A hybrid resampling technique is proposed, named synthetic minority oversampling technique with near miss. Third, residual network extracts the latent features from the SGCC dataset. Fourth, three tree based classifiers, such as decision tree (DT), random forest (RF), and adaptive boosting (AdaBoost) are applied to train the encoded feature vectors for classification. Besides, search for good hyperparameters is a challenging task, which is usually done manually and takes a considerable amount of time. To resolve this problem, Bayesian optimizer is used to simplify the tuning process of DT, RF, and AdaBoost. Finally, the results indicate that RF outperforms DT and AdaBoost. © 2021 John Wiley & Sons Ltd.",big data; electricity theft detection; hyperactive optimization toolkit; machine learning; smart grids; urban planning,"Arif A., Javaid N., Aldegheishem A., Alrajeh N.",10.1002/cpe.6316,6.14,6.2
0,67,1.0,2021,Article,A data-driven agent-based simulation to predict crime patterns in an urban environment,"Spatial crime simulations contribute to our understanding of the mechanisms that drive crime and can support decision-makers in developing effective crime reduction strategies. Agent-based models that integrate geographical environments to generate crime patterns have emerged in recent years, although data-driven crime simulations are scarce. This article (1) identifies numerous important drivers of crime patterns, (2) collects relevant, openly available data sources to build a GIS-layer with static and dynamic geographical, as well as temporal features relevant to crime, (3) builds a virtual urban environment with these layers, in which individual offender agents navigate, (4) proposes a data-driven decision-making process using machine-learning for the agents to decide whether to engage in criminal activity based on their perception of the environment and, finally, (5) generates fine-grained crime patterns in a simulated urban environment. The novelty of this work lies in the various large-scale data layers, the integration of machine learning at individual agent level to process the data layers, and the high resolution of the resulting predictions. The results show that the spatial, temporal, and interaction layers are all required to predict the top street segments with the highest number of crimes. In addition, the spatial layer is the most informative, which means that spatial data contributes most to predictive performance. Thus, these findings highlight the importance of the inclusion of various open data sources and the potential of theory-informed, data-driven simulations for the purpose of crime prediction. The resulting model is applicable as a predictive tool and as a test platform to support crime reduction. © 2021",2000 MSC: 91D25; 91D10; Agent-based models; Crime prediction; Data-driven models; Location-based social services; Open data; Simulation; Urban data,"Rosés R., Kadar C., Malleson N.",10.1016/j.compenvurbsys.2021.101660,7.93,7.29
-1,68,3.0,2021,Article,Geospatial simulation of urban neighbourhood densification potentials,"Although densification of urban areas is being proposed as a sustainable urbanisation strategy, frameworks for detailed large-scale analysis of densification potentials and their evaluation are lacking. A geospatial simulation framework is presented to assess and evaluate densification potentials at the neighbourhood level of already built-up residential areas. The focus is on post-war neighbourhoods, which are particularly promising for sustainable densification. Neighbourhoods are localised using geospatial analysis and based on literature and architectural designs, potentials are estimated for different neighbourhood archetypes and densification strategies. Potentials are simulated at a national scale using supervised archetype classification. The embeddedness into current mobility infrastructure is used as a proxy for evaluating the sustainability of neighbourhood densification. The developed framework is tested for Switzerland. Depending on the densification strategy, the simulated additional inhabitants for populating post-war urban neighbourhoods range between 4–15 % of the current population. More than half of this potential is located in central areas and is well connected by public transportation. The presented approach is suitable for assessing spatially explicit densification potential and for prioritising densification locations. We show that in countries with a high number of post-war neighbourhoods in well-connected locations, considerable densification opportunities could be realised in already built-up residential areas. © 2021 The Author(s)",Archetype; Compact city; Machine learning; Redensification; Urban design; Urban structure unit,"Eggimann S., Wagner M., Ho Y.N., Züger M., Schneider U., Orehounig K.",10.1016/j.scs.2021.103068,7.08,9.34
1,70,,2021,Article,Meta-regression framework for energy consumption prediction in a smart city: A case study of Songdo in South Korea,"Nowadays the concept of smart city has gained in popularity in urban studies. A smart city collects diverse information to monitor and analyze urban systems, such as energy management. It is crucial for smart cities to monitor energy efficiency to be sustainable. In this study, we search to expose the possibilities offered by the energy data of Songdo, a South Korean smart city. First, we have highlighted the ability of Songdo to generate energy data. Second, we used those data to predict its evolution. As a result, we develop a short-term stacking ensemble model for energy consumption in Songdo, focusing on a three-months-ahead prediction problem. To obtain this result, first we design a baseline regressors for the prediction, second, we apply a three-combination of each best model of the base regressors, and finally, a weighted meta-regression model was applied using meta-XGBoost. We call the resulting model stacking ensemble model. The proposed stacking ensemble model combines the best ensemble networks to improve performance prediction, yielding an R2 value of 97.89 %. The results support the effectiveness of the ensemble networks, which use Artificial Neural Networks (ANN), CatBoost and Gradient Boosting. This study also shows that the weighted meta model outperforms several machine learning models in terms of R2, MAE and RSME. © 2021 Elsevier Ltd",Deep learning; Energy consumption; Ensemble meta regressor; Machine learning; Smart city; Topical information,"Carrera B., Peyrard S., Kim K.",10.1016/j.scs.2021.103025,5.67,6.35
0,75,,2021,Article,Ai augmented approach to identify shared ideas from large format public consultation,"Public data, contributed by citizens, stakeholders and other potentially affected parties, are becoming increasingly used to collect the shared ideas of a wider community. Having collected large quantities of text data from public consultation, the challenge is often how to interpret the dataset without resorting to lengthy time-consuming manual analysis. One approach gaining ground is the use of Natural Language Processing (NLP) technologies. Based on machine learning technology applied to analysis of human natural languages, NLP provides the opportunity to automate data analysis for large volumes of texts at a scale that would be virtually impossible to analyse manually. Using NLP toolkits, this paper presents a novel approach for identifying and visualising shared ideas from large format public consultation. The approach analyses grammatical structures of public texts to discover shared ideas from sentences comprising subject + verb + object and verb + object that express public options. In particular, the shared ideas are identified by extracting noun, verb, adjective phrases and clauses from subjects and objects, which are then categorised by urban infrastructure categories and terms. The results are visualised in a hierarchy chart and a word tree using cascade and tree views. The approach is illustrated using data collected from a public consultation exercise called “Share an Idea” undertaken in Christchurch, New Zealand, after the 2011 earthquake. The approach has the potential to upscale public participation to identify shared design values and associated qualities for a wide range of public initiatives including urban planning. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",City; Data analysis; Natural language processing; Public participation; Urban planning,"Weng M.-H., Wu S., Dyer M.",10.3390/su13169310,8.05,8.45
0,76,11.0,2021,Review,IoT for smart cities: Machine learning approaches in smart healthcare—A review,"Smart city is a collective term for technologies and concepts that are directed toward making cities efficient, technologically more advanced, greener and more socially inclusive. These concepts include technical, economic and social innovations. This term has been tossed around by various actors in politics, business, administration and urban planning since the 2000s to establish tech-based changes and innovations in urban areas. The idea of the smart city is used in conjunction with the utilization of digital technologies and at the same time represents a reaction to the economic, social and political challenges that post-industrial societies are confronted with at the start of the new millennium. The key focus is on dealing with challenges faced by urban society, such as environ-mental pollution, demographic change, population growth, healthcare, the financial crisis or scarcity of resources. In a broader sense, the term also includes non-technical innovations that make urban life more sustainable. So far, the idea of using IoT-based sensor networks for healthcare applications is a promising one with the potential of minimizing inefficiencies in the existing infrastructure. A machine learning approach is key to successful implementation of the IoT-powered wireless sensor networks for this purpose since there is large amount of data to be handled intelligently. Throughout this paper, it will be discussed in detail how AI-powered IoT and WSNs are applied in the healthcare sector. This research will be a baseline study for understanding the role of the IoT in smart cities, in particular in the healthcare sector, for future research works. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Artificial intelligence; Healthcare; IoT; Machine learning; Sensor networks; Smart cities,"Ghazal T.M., Hasan M.K., Alshurideh M.T., Alzoubi H.M., Ahmad M., Akbar S.S., Al Kurdi B., Akour I.A.",10.3390/fi13080218,6.6,6.48
-1,88,,2021,Article,Improving intelligent decision making in urban planning: Using machine learning algorithms,"Generally, decision making in urban planning has progressively become difficult due to the uncertain, convoluted, and multi-criteria nature of urban issues. Even though there has been a growing interest to this domain, traditional decision support systems are no longer able to effectively support the decision process. This paper aims to elaborate an intelligent decision support system (IDSS) that provides relevant assistance to urban planners in urban projects. This research addresses the use of new techniques that contribute to intelligent decision making: machine learning classifiers, naïve Bayes classifier, and agglomerative clustering. Finally, a prototype is being developed to concretize the proposition. © 2021, IGI Global. Copying or distributing in print or electronic forms without written permission of IGI Global is prohibited.",Clustering; Data mining; Intelligent decision support system; Machine learning algorithms; Naïve bayes; Urban planning; Urban project,"Khediri A., Laouar M.R., Eom S.B.",10.4018/IJBAN.2021070104,8.35,7.92
0,98,,2021,Conference Paper,Automatic Recognition of Playful Physical Activity Opportunities of the Urban Environment,"We investigate deep neural networks in recognizing playful physical activity opportunities of the urban environment. Using transfer learning with a pre-trained Faster R-CNN network, we are able to train a parkour training spot detector with only a few thousand street level photographs. We utilize a simple and efficient annotation scheme that only required a few days of annotation work by parkour hobbyists, and should be easily applicable in other contexts, e.g. skateboarding. The technology is tested through parkour spot exploration and visualization experiments. To inform and motivate the technology development, we also conducted an interview study about what makes an interesting parkour spot and how parkour hobbyists find spots. Our work should be valuable for researchers and practitioners of fields like urban design and exercise video games, e.g., by providing data for a location-based game akin to Pokémon Go, but with parkour-themed gameplay and challenges. © 2021 ACM.",computer vision; machine learning; parkour; playable cities; transfer learning; urban design,"Saloheimo T., Kaos M., Fricker P., Hämäläinen P.",10.1145/3464327.3464369,5.88,7.77
0,103,1.0,2021,Article,Learning with self-attention for rental market spatial dynamics in the Atlanta metropolitan area,"The rental housing market plays a critical role in the United States real estate market. Prior studies have used various approaches to model housing rent, such as interpolation, hedonic modeling, and machine learning. However, only a few studies have modeled rental prices based on textual data, which provides rich and contextual information about rental properties. In addition, many models, especially deep learning models, use an end-to-end black box for prediction, which hides the decision process. Such models are difficult to interpret and explain the driving factors. This study builds on our previous work, aiming to develop and evaluate rental market spatial dynamics models combining Long Short-Term Memory (LSTM) networks and self-attention mechanism. We compare the performance of the proposed model with our previous models on predicting rental prices in Atlanta, Georgia, USA. We also use techniques from saliency maps to explain the generated model. Results show that the self-attention-based model outperforms our previous models. The saliency map techniques reveal how the model attends to a different part of the textual information. The predicted results reflect the spatial variation of textual information. Such a model offers practical pricing references for homeowners and renters, and spatial patterns for urban planners and stakeholders. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH, DE part of Springer Nature.",Atlanta; Geographic information systems; Rental price; Self-attention Long short-term memory networks; Spatial modeling,"Zhou X., Tong W.",10.1007/s12145-021-00589-3,5.25,7.84
1,108,1.0,2021,Article,Investigation of urban climates and built environment relations by using machine learning,"Climate change can cause a cascade of effects from the individual organisms to ecosystem-scale where in nature, all species are elements of complex networks of interactions. Hence, every impact on every scale has a significant role. Those properties of the networks are decisive on the global ecosystem, so how they will be modified by climate change needs serious studies. The vast population of the urban areas exerts significant effects on climate change even though they cover a small proportion of the surface of the Earth; however, impacts of urbanization on climate and ecosystems remain inadequately understood. In the meantime, urbanization continues to increase and in 2030, two-thirds of the population is expected to be living in urban areas with an increasing rate in time. It is of great importance to elaborate on the relations between urbanization and climate. In this respect, the use of information technologies with an extensive computational capacity is one of the cornerstones of climate and urban studies. Machine learning is a branch of computer science that deals with the automated recognition of patterns from data. The use of machine learning algorithms can bring significant advantages to both understandings and predicting the climate. The computational power with big data, their ability to capture nonlinear behavior, and learn as new data arrive make machine learning a useful tool for understanding climate and developing urban planning. In this sense, the purpose of this study is to show the advantages of machine learning algorithm by developing a recurrent neural network algorithm to make climate predictions and stating possible effects of machine learning on design and its contribution to understanding the climate. © 2021 Elsevier B.V.",Architecture; Climate; Climate change; Machine learning; Urban design,"Koc M., Acar A.",10.1016/j.uclim.2021.100820,5.26,6.88
-1,109,1.0,2021,Article,A machine learning approach to the simulation of intercity corporate networks in mainland China,"This paper explores the potential of machine learning algorithms (MLAs) for the simulation of intercity networks. To this end, we implement the random forest MLA to simulate the intercity corporate networks created by Fortune China 500 firms in mainland China. The random forest MLA does not require a predefined model but detects patterns directly from the data to automatically build models. The city-dyad connectivities were computed using an interlocking network model and treated as target variables. City factors and geographical factors were treated as features. The model was trained using a 2010 training set and subsequently validated using 2010 and 2017 test sets. The results are promising, with the pseudo R2 of the model coupled with different test data ranging from 0.861 to 0.940. Nonetheless, the random forest MLA also faces some challenges in the context of the simulation of intercity networks. We conclude that MLAs are potentially useful for specific applications such as the analysis of network big data, scenario simulation in regional planning, and the detection of driving forces in exploratory research. © 2021 Elsevier Ltd",Intercity network; Machine learning; Modelling; Random forest; Simulation; Urban system,"Li L., Derudder B., Kong X.",10.1016/j.compenvurbsys.2021.101598,7.35,6.46
