HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
-1,30,45.0,2014,Article,From land cover-graphs to urban structure types,"Urban structure types (UST) are an initial interest and basic instrument for monitoring, controlling and modeling tasks of urban planners and decision makers during ongoing urbanization processes. This study focuses on a method to classify UST from land cover (LC) objects, which were derived from high resolution satellite images. The topology of urban LC objects is analyzed by implementing neighborhood LC-graphs. Various graph measures are examined by their potential to distinguish between different UST, using the machine learning classifier random forest. Additionally the influence of different parameter settings of the random forest model, the reduction of training samples, and the graph measure importance is analyzed. An independent test set is classified and validated, achieving an overall accuracy of 87%. It was found that the height of the building with the highest node degree has a strong impact on the classification result. © 2014 © Taylor & Francis.",adjacency-graphs; land cover; land use; urban; urban structure types,"Walde I., Hese S., Berger C., Schmullius C.",10.1080/13658816.2013.865189,6.33,-0.51
1,31,45.0,2009,Article,Land-use-change modeling using unbalanced support-vector machines,"Modeling land-use change is a prerequisite to understanding the complexity of land-use-change patterns. This paper presents a novel method to model urban land-use change using support-vector machines (SVMs), a new generation of machine learning algorithms used in classification and regression domains. An SVM modeling framework has been developed to analyze land-use change in relation to various factors such as population, distance to roads and facilities, and surrounding land use. As land-use data are generally unbalanced, in the sense that the unchanged data overwhelm the changed data, traditional methods are incapable of classifying relatively minor land-use changes with high accuracy. To circumvent this problem, an unbalanced SVM has been adopted by enhancing the standard SVMs. A case study of Calgary land-use change demonstrates that the unbalanced SVMs can achieve high and reliable performance for land-use-change modeling. © 2008 Pion Ltd and its Licensors.",,"Huang B., Xie C., Tay R., Wu B.",10.1068/b33047,7.11,-0.96
-1,37,39.0,2015,Conference Paper,Improving Spatial Feature Representation from Aerial Scenes by Using Convolutional Networks,"The performance of image classification is highly dependent on the quality of extracted features. Concerning high resolution remote image images, encoding the spatial features in an efficient and robust fashion is the key to generating discriminatory models to classify them. Even though many visual descriptors have been proposed or successfully used to encode spatial features of remote sensing images, some applications, using this sort of images, demand more specific description techniques. Deep Learning, an emergent machine learning approach based on neural networks, is capable of learning specific features and classifiers at the same time and adjust at each step, in real time, to better fit the need of each problem. For several task, such image classification, it has achieved very good results, mainly boosted by the feature learning performed which allows the method to extract specific and adaptable visual features depending on the data. In this paper, we propose a novel network capable of learning specific spatial features from remote sensing images, with any pre-processing step or descriptor evaluation, and classify them. Specifically, automatic feature learning task aims at discovering hierarchical structures from the raw data, leading to a more representative information. This task not only poses interesting challenges for existing vision and recognition algorithms, but also brings huge opportunities for urban planning, crop and forest management and climate modelling. The propose convolutional neural network has six layers: three convolutional, two fully-connected and one classifier layer. So, the five first layers are responsible to extract visual features while the last one is responsible to classify the images. We conducted a systematic evaluation of the proposed method using two datasets: (i) the popular aerial image dataset UCMerced Land-use and, (ii) a multispectral high-resolution scenes of the Brazilian Coffee Scenes. The experiments show that the proposed method outperforms state-of-the-art algorithms in terms of overall accuracy. © 2015 IEEE.",Deep Learning; Feature Learning; High-resolution Images; Image Classification; Machine Learning; Remote Sensing,"Nogueira K., Miranda W.O., Santos J.A.D.",10.1109/SIBGRAPI.2015.39,6.7,2.79
-1,41,36.0,2017,Article,Building block level urban land-use information retrieval based on Google Street View images,"Land-use maps are important references for urban planning and urban studies. Given the heterogeneity of urban land-use types, it is difficult to differentiate different land-use types based on overhead remotely sensed data. Google Street View (GSV) images, which capture the façades of building blocks along streets, could be better used to judge the land-use types of different building blocks based on their façade appearances. Recently developed scene classification algorithms in computer vision community make it possible to categorize different photos semantically based on various image feature descriptors and machine-learning algorithms. Therefore, in this study, we proposed a method to derive detailed land-use information at building block level based on scene classification algorithms and GSV images. Three image feature descriptors (i.e., scale-invariant feature transform-Fisher, histogram of oriented gradients, GIST) were used to represent GSV images of different buildings. Existing land-use maps were used to create training datasets to train support vector machine (SVM) classifiers for categorizing GSV images. The trained SVM classifiers were then applied to case study areas in New York City, Boston, and Houston, to predict the land-use information at building block level. Accuracy assessment results show that the proposed method is suitable for differentiating residential buildings and nonresidential buildings with an accuracy of 85% or so. Since the GSV images are publicly accessible, this proposed method would provide a new way for building block level land-use mapping in future. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",GSV (Google Street View); image features; machine learning; urban land-use mapping,"Li X., Zhang C., Li W.",10.1080/15481603.2017.1338389,5.56,0.39
1,53,30.0,2017,Article,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery,"Frequent human activity and rapid urbanization have led to an assortment of environmental issues. Monitoring land-cover change is critical to efficient environmental management and urban planning. The current study had two objectives. The first was to compare pixel-based random forest (RF) and decision tree (DT) classifier methods and a support vector machine (SVM) algorithm both in pixel-based and object-based approaches for classification of land-cover in a heterogeneous landscape for 2010. The second was to examine spatio-temporal land-cover change over the last two decades (1990–2010) using Landsat data. This study found that the object-based SVM classifier is the most accurate with an overall classification accuracy of 93.54% and a kappa value of 0.88. A post-classification change detection algorithm was used to determine the trend of change between land-cover classes. The most significant change from 1990 to 2010 was caused by the expansion of built-up areas. In addition to the net changes, the rate of annual change for each phenomenon was calculated to obtain a better understanding of the process of change. Between 1990 and 2010, an average of 4.53% of lands turned to the built-up annually and there was an annual decrease of about 0.81% in natural land. If the current trend of change continues, regardless of the actions of sustainable development, drastic declines in natural areas will ensue. The results of this study can be a valuable baseline for land-cover managers in the region to better understand the current situation and adopt appropriate strategies for management of land-cover. © 2017, Saudi Society for Geosciences.",Decision tree; Land-cover; Object-based; Random forest; Support vector machines,"Keshtkar H., Voigt W., Alizadeh E.",10.1007/s12517-017-2899-y,7.75,0.09
0,54,30.0,2016,Article,Building detection from orthophotos using a machine learning approach: An empirical study on image segmentation and descriptors,"Building detection from aerial images has many applications in fields like urban planning, real-estate management, and disaster relief. In the last two decades, a large variety of methods on automatic building detection have been proposed in the remote sensing literature. Many of these approaches make use of local features to classify each pixel or segment to an object label, therefore involving an extra step to fuse pixelwise decisions. This paper presents a generic framework that exploits recent advances in image segmentation and region descriptors extraction for the automatic and accurate detection of buildings on aerial orthophotos. The proposed solution is supervised in the sense that appearances of buildings are learnt from examples. For the first time in the context of building detection, we use the matrix covariance descriptor, which proves to be very informative and compact. Moreover, we introduce a principled evaluation that allows selecting the best pair segmentation algorithm-region descriptor for the task of building detection. Finally, we provide a performance evaluation at pixel level using different classifiers. This evaluation is conducted over 200 buildings using different segmentation algorithms and descriptors. The performance analysis quantifies the quality of both the image segmentation and the descriptor used. The proposed approach presents several advantages in terms of scalability, suitability and simplicity with respect to the existing methods. Furthermore, the proposed scheme (detection chain and evaluation) can be deployed for detecting multiple object categories that are present in images and can be used by intelligent systems requiring scene perception and parsing such as intelligent unmanned aerial vehicle navigation and automatic 3D city modeling. © 2016 Elsevier Ltd. All rights reserved.",Automatic building detection and delineation; Classifier; Image descriptors; Image segmentation; Orthophotos; Supervised learning,"Dornaika F., Moujahid A., El Merabet Y., Ruichek Y.",10.1016/j.eswa.2016.03.024,5.3,1.52
-1,56,29.0,2016,Article,A supervoxel-based spectro-spatial approach for 3D urban point cloud labelling,"ABSTRACT: Three-dimensional (3D) point cloud labelling of airborne lidar (light detection and ranging) data has promising applications in urban city modelling. Automatic and efficient methods for semantic labelling of airborne urban point cloud data with multiple classes still remains a challenge. We propose a novel 3D object-based classification framework for labelling urban lidar point cloud using a computer vision technique, supervoxels. The supervoxel approach is promising for representing dense lidar point cloud in a compact manner for 3D segmentation and for improving the computational efficiency. Initially, supervoxels are generated by over-segmenting the coloured point cloud using the voxel-based cloud connectivity algorithm in the geometric space. The local connectivity established between supervoxels has been used to produce meaningful and realistic objects (segments). The segments are classified by different machine learning techniques based on several spectral and geometric features extracted from the segments. All the points within a labelled segment are assigned the same segment label. Furthermore, the effect of different feature vectors and varying point density on the classification accuracy has been studied. Results indicate an accurate labelling of points in realistic 3D space conforming to the boundaries of objects. An overall classification accuracy of 90% is achieved by the proposed method. The labelled 3D points can be used directly for the reconstruction of buildings and other man-made objects. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",,"Ramiya A.M., Nidamanuri R.R., Ramakrishnan K.",10.1080/01431161.2016.1211348,4.75,1.47
-1,58,28.0,2006,Article,An adaptive and iterative method of urban area extraction from SAR images,"This letter presents a new method for unsupervised urban area extraction from synthetic aperture radar (SAR) images based on the ffmax algorithm proposed by C. Gouinaud specially for acquiring urban areas in SPOT imagery. According to the statistical characteristics of urban areas, an adaptive and iterative method based on the low-level extraction given by the ffmax algorithm using a large window is proposed. Experimental results on real SAR images show that the proposed automatic method works quickly and can preserve the borders of urban areas as well as avoid the disturbance of other classes and the extractions of urban areas are reliable and precise. © 2006 IEEE.",Adaptive and iterative (AI); Ffmax algorithm; Synthetic aperture radar (SAR) image; Urban area extraction,"He C., Xia G.-S., Sun H.",10.1109/LGRS.2006.878447,5.98,0.36
-1,61,27.0,2007,Conference Paper,Conditional random field for 3D point clouds with adaptive data reduction,"We proposed using Conditional Random Fields with adaptive data reduction for the classification of 3D point clouds acquired from a Riegl Terrestrial laser scanner. The training and inference of the acquired large outdoor urban data can be time consuming. We approach the problem by computing an adaptive support region for each data point using 3D scale theory. For training and inference of the discriminative Conditional Random Fields, smaller set of data samples that contains relevant information within the support region is selected instead of using all point cloud data. We tested the algorithm on synthetically generated data and urban point clouds data acquired from the laser scanner. The computed support region is also used in feature extraction for urban point clouds data. The results showed improvement in the training and inference rate while maintaining comparable classification accuracy. © 2007 IEEE.",Classifications; Conditional random fields; LIDAR data; Machine learning; Scale theory,"Lim E.H., Suter D.",10.1109/CW.2007.24,4.74,1.54
-1,63,26.0,2019,Article,Support Vector Machine accuracy assessment for extracting green urban areas in towns,"The most commonly used model for analyzing satellite imagery is the Support Vector Machine (SVM). Since there are a large number of possible variables for use in SVM, this paper will provide a combination of parameters that fit best for extracting green urban areas from Copernicus mission satellite images. This paper aims to provide a combination of parameters to extract green urban areas with the highest degree of accuracy, in order to speed up urban planning and ultimately improve town environments. Two different towns in Croatia were investigated, and the results provide an optimal combination of parameters for green urban areas extraction with an overall kappa index of 0.87 and 0.89, which demonstrates a very high classification accuracy. © 2019 by the authors.",Green urban areas extraction; Kernels; Machine learning; Satellite images; Support vector machine,"Kranjčić N., Medak D., Župan R., Rezo M.",10.3390/rs11060655,6.21,0.13
-1,64,26.0,2016,Article,Land Classification Using Remotely Sensed Data: Going Multilabel,"Obtaining an up-to-date high-resolution description of land cover is a challenging task due to the high cost and labor-intensive process of human annotation through field studies. This work introduces a radically novel approach for achieving this goal by exploiting the proliferation of remote sensing satellite imagery, allowing for the up-to-date generation of global-scale land cover maps. We propose the application of multilabel classification, a powerful framework in machine learning, for inferring the complex relationships between the acquired satellite images and the spectral profiles of different types of surface materials. Introducing a drastically different approach compared to unsupervised spectral unmixing, we employ contemporary ground-collected data from the European Environment Agency to generate the label set and multispectral images from the MODIS sensor to generate the spectral features, under a supervised classification framework. To validate the merits of our approach, we present results using several state-of-the-art multilabel learning classifiers and evaluate their predictive performance with respect to the number of annotated training examples, as well as their capability to exploit examples from neighboring regions or different time instances. We also demonstrate the application of our method on hyperspectral data from the Hyperion sensor for the urban land cover estimation of New York City. Experimental results suggest that the proposed framework can achieve excellent prediction accuracy, even from a limited number of diverse training examples, surpassing state-of-the-art spectral unmixing methods. © 2016 IEEE.",CORINE; data processing; land cover; MODIS; pattern classification; remote sensing; satellite applications; time series; unmixing,"Karalas K., Tsagkatakis G., Zervakis M., Tsakalides P.",10.1109/TGRS.2016.2520203,7.67,1.47
1,68,24.0,2017,Article,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier,"Accurate information on, and human interpretation of, urban land cover using satellite-derived sensor imagery is critical given the intricate nature and niches of socioeconomic, demographic, and environmental factors occurring at multiple temporal and spatial scales. Detailed knowledge of urban land and their changing pattern over time periods associated with ecological risk is, however, required for the best use of critical land and its environmental resources. Interest in this topic has increased recently, driven by a surge in the use of open-source computing software, satellite-derived imagery, and improved classification algorithms. Using the machine learning algorithm Random Forest, combined with multi-date Landsat imagery, we classified eight periods of land cover maps with up-to-date spatial and temporal information of urban land between the period of 1972 and 2015 for the mega-urban region of greater Dhaka in Bangladesh. Random Forest-a non-parametric ensemble classifier-has shown a quantum increase in satellite-derived image classification accuracy due to its outperformance over traditional approaches, e.g., Maximum Likelihood. Employing Random Forest as an image classification approach for this study with independent cross-validation techniques, we obtained high classification accuracy, user and producer accuracy. Our overall classification accuracy ranges were between 85% and 97% with kappa values between 0.81 and 0.94. The area statistics derived from the thematic land cover map show that the built-up area in the 43-year study period expanded quickly, from 35 km2 in 1972 to 378 km2 in 2015, with a net increase rate of approximately 980% and an average annual growth rate of 6%. This growth rate, however, was higher in peripheral areas, with a 2903% increase and an annual expansion rate of 8%, compared to a 460% increase with an annual growth rate of 4% in the core city area (Dhaka City Corporation). This huge urban expansion took place in the north, northwest, and southwest regions of Dhaka, transforming areas that were previously agricultural land, vegetation cover, wetland, and water bodies. The main factors driving the city towards northern corridors include flood-free higher land, the availability of a transportation network, and the agglomeration of manufacturing-based employment centers. The resulting thematic map and spatial information produced from this study therefore serve to facilitate a detailed understanding of urban growth dynamics and land cover change patterns in the mega-urban region of Dhaka, Bangladesh. © 2017 by the authors.",Ensemble classifier; Greater Dhaka; Land cover change; Random forest; Remote sensing; Urban growth,"Hassan M.M., Southworth J.",10.3390/su10010010,7.62,0.12
-1,70,24.0,2014,Article,Driving forces analysis of urban expansion based on boosted regression trees and Logistic regression,"The rapid relentless urban area expansion has led to a series of problems in China. Many researches focused on this issue in recent years. Driving forces are the core topic in urban expansion,as well as the basic component of modeling and predicting. It is very useful and meaningful to analyze the driving force of urban expansion, which may provide us with a scientific basis to rationally utilize land resources, determining the law of urban development, researching the evolution process, predicting the urban expansion trends, and also providing guidance for the development of rational control policies. The Shenyang city was chosen as study area. Eight categories of land use types were extracted from remote sensing images (1997 and 2010) with ArcGIS software. Ten driving forces were chosen, including three natural factors, three distance factors, four social and economic factors. which were calculated based on the land use maps, DEM, topographic maps, zoning maps and the statistical yearbooks. The dependent variable was the change of built-up area of Shenyang from 1997 to 2010. Boosted regression trees (BRT) is an ensemble method and is a combination of techniques between statistical and machine learning traditions that has shown to be effective to identify relationships between results and influencing factors. Logistic regression is a method to discover the empirical relationships between a binary dependent and several independent categorical and continuous variables. Boosted Regression Trees and Logistic regression were used to analyze the main driving force of urban expansion synthetically. The result illustrated the relative influence of driving factors was followed by distance from urban area of 1997, distance from river, DEM, distance from highway and railway, land use types, development plan, GDP, population density, aspect, and slope based on BRT analysis. According to Logistic regression analysis, the relative influence of important factors was followed by development zone, distance from urban land of 1997, DEM, distance from highway and railway, population density, distance from river, rural residential areas and slope. The most important driving forces affecting the expansion of Shenyang are distance from urban area of 1997, DEM, distance from highway and railway. Meanwhile, they were all located in the top four of the main factors. The results revealed that the distance factors were the most important factors, and the total contribution rate of relative influence was up to 61.4%. It is demonstrated distance factors are the main driving forces of urban expansion. Natural factorswere less important, but the relative influence of DEM was important, and the contribution rate was 12.5%. Development zones and rural settlements are the only two factors have much influence in the socio-economic factors. On the whole, location factors, which refer to the distance from urban land in this study, were the leading factors of urban expansion. Natural factors, such as DEM, rivers and so on, are the basis of urban development, determining the overall urban spatial form. The construction of infrastructures, such as roads and railways, are the frame of the city. The social and economic factors decided the speed of urban expansion. Urban planning and development zone construction provided the direction of urban expansion.",Boosted regression trees; Driving forces; Logistic regression; Shenyang city; Urban expansion,"Li C.L., Liu M., Hu Y.M., Xu Y.Y., Sun F.Y.",10.5846/stxb201212121790,7.79,-1.56
