No,DocId,key-phrases
96,208,"['unstructured community input', 'crowdsourcing', 'collaborative city planning', 'collaborative city', 'unstructured community']"
97,209,"['electric load forecasting', 'electrical load forecasting', 'load forecasting', 'electrical load prediction', 'Load prediction']"
98,216,"['integrated tourism planning', 'tourism planning', 'domain ontology', 'integrated tourism', 'ontology']"
99,217,"['semantic image classification', 'image classification', 'semantic image', 'urban scene', 'georeferenced image']"
100,218,"['urban regeneration layout', 'evolutionary urban layout', 'urban layout generation', 'urban regeneration planning', 'automated urban layout']"
101,219,"['medical IoT sensor', 'sustainable smart city', 'IoT sensor network', 'IoT sensor', 'deep learning concept']"
102,221,"['water demand modeling', 'water demand pattern', 'predictive model', 'water demand', 'water management']"
103,222,"['urban spatial pattern', 'GIS data', 'sustainable planning', 'Climate Zone classification', 'spatial structure']"
104,223,"['urban building', 'classification model', 'GIS workflow', 'building', 'machine learning capability']"
105,226,"['water quality timeseries', 'water quality time', 'Outlet water quality', 'water quality', 'neural network analysis']"
106,227,"['city image dimension', 'city image', 'latent Dirichlet allocation', 'city branding', 'Dirichlet allocation']"
107,228,"['Population spatialization', 'population mapping', 'population density', 'gridded population density', 'population modeling']"
108,229,"['rockfall hazard assessment', 'comprehensive rockfall hazard', 'rockfall hazard', 'rockfall kinematic model', 'rockfall probability']"
109,232,"['urban policy', 'urban infrastructure', 'urban infrastructure investment', 'urban data framework', 'inclusive planning']"
110,233,"['urban redevelopment', 'topic modeling', 'text mining', 'redevelopment', 'building information']"
111,234,"['urban development pattern', 'landscape metric model', 'geography', 'artificial light data', 'light datasets']"
112,235,"['collusion occurrence', 'neural network', 'collusion occurrence probability', 'construction sector', 'fuzzy set']"
113,241,"['crime forecasting', 'crime data', 'information system', 'geospatial data', 'judicial administration']"
114,243,"['crowd surveillance', 'crowd analysis', 'crowd analysis benchmark', 'image descriptor', 'compressed sensing']"
115,244,"['intelligence urban model', 'urban dynamic process', 'land dynamic modelling', 'urban model', 'land use change']"
116,246,"['soundscape recognition', 'soundscape recognition aim', 'soundscapes', 'soundscape', 'sound recognition task']"
117,247,"['urban growth planning', 'different urban development', 'urban sprawl', 'sprawl development', 'current sprawl development']"
118,248,"['sustainable urban planning', 'big data mining', 'urban dynamic', 'unstructured data', 'medium big data']"
119,250,"['smart city lie', 'big data analysis', 'civic query data', 'civic participation platform', 'civic demand']"
120,251,"['usable floor area', 'spatial information system', 'spatial information', 'urban environmental problem', 'floor area']"
121,252,"['greenway planning', 'optimized greenway suitability', 'urban greenway network', 'greenway suitability analysis', 'urban design theory']"
122,254,"['urban climate mitigation', 'urban climate change', 'urban climate assessment', 'upscaling urban climate', 'climate assessment']"
123,258,"['community detection algorithm', 'clustering process', 'clustering', 'clustering result', 'community detection']"
124,259,"['urban design plan', 'urban design task', 'automatic design', 'inspires urban designer', 'urban scale plan']"
125,263,"['slum area', 'slum', 'Poverty rate', 'monetary poverty', 'poverty']"
126,264,"['topic identification', 'several subject area', 'Topic', 'subject area', 'driver car']"
127,266,"['Structural health monitoring', 'health monitoring installation', 'Structural health', 'health monitoring', 'Health Monitoring utility']"
128,269,"['Urban multisensory laboratory', 'Urban multisensory', 'urban sensory lab', 'urban sensory', 'multisensory laboratory']"
129,271,"['land use mapping', 'Land use map', 'cityscape', 'different cityscape', 'map']"
130,272,"['wearable fall detection', 'fall detection', 'human fall detection', 'fall detection system', 'automatic wearable fall']"
131,273,"['urban traffic control', 'traffic control', 'air quality concern', 'air quality limitation', 'vehicle emission']"
132,274,"['Maharashtra government', 'Maharashtra government doe', 'central government', 'development plan', 'transportation planning']"
133,276,"['automated vacuum waste', 'waste collection optimization', 'vacuum waste collection', 'urban waste disposal', 'waste collection']"
134,277,"['personality classification task', 'player personality behavior', 'player personality', 'personality behavior', 'possible personality class']"
135,278,"['collaborative chat', 'computational linguistics', 'natural language', 'novel computational linguistics', 'online educational game']"
136,281,"['intelligent city', 'terrorist action signal', 'intelligence identification layer', 'intelligent city construction', 'intelligence inference layer']"
137,283,"['geographical cluster', 'Geographical measure', 'urban place detection', 'urban place', 'place detection']"
138,284,"['commercial district discovery', 'unsupervised commercial district', 'graph convolution network', 'district discovery framework', 'hierarchical clustering']"
139,285,"['swarm intelligence', 'unmanned aerial vehicle', 'dynamic flight plan', 'harmonious smart ecosystem', 'smart ecosystem']"
140,287,"['building footprint', 'local height data', 'height data', 'urban fabric', 'floor height']"
141,289,"['Machine Learning technique', 'ML model', 'improved urban planning', 'unprecedented urban growth', 'city']"
142,290,"['reduced residential segregation', 'immigrant assimilation', 'open urban area', 'assimilation', 'typology']"
143,293,"['artificial intelligence approach', 'artificial intelligence', 'KNN algorithm', 'Livelihood orientation', 'intelligence approach']"
144,294,"['human planning', 'scenario planning', 'different human planning', 'traditional scenario planning', 'land use solution']"
145,296,"['geographic contextual information', 'graph attention network', 'learned embeddings', 'embeddings', 'flow prediction']"
146,297,"['mixed land use', 'municipal water consumption', 'mixed land', 'water consumption data', 'municipal service data']"
147,299,"['traffic system', 'city traffic system', 'blockchain', 'future traffic clogging', 'Edge Computing platform']"
148,304,"['residential low impact', 'classification tree', 'storm water management', 'green infrastructure project', 'performance decision tree']"
149,306,"['cellular automata', 'land management', 'spatial planning', 'automata', 'land change']"
150,307,"['crowd density estimation', 'crowd density', 'density estimation', 'crowd', 'image processing']"
151,308,"['artificial urban modeling', 'artificial urban environment', 'proposed urban modeling', 'urban modeling technique', 'urban modeling']"
152,309,"['machine learning model', 'semantic information', 'novel semantic model', 'level semantic information', 'several classifier']"
153,310,"['Support vector', 'safer parking', 'theft rate', 'boosting', 'parking']"
154,312,"['AI data collection', 'AI data', 'interactive data', 'data collection', 'interactive data analysis']"
155,315,"['urban typology', 'quantitative spatial model', 'good urban form', 'spatial model', 'multiscale clustering']"
156,318,"['green architecture', 'green building issue', 'architectural design', 'green building', 'green solution strategy']"
157,320,"['complex planning', 'epistemological quadriptych', 'complex planning process', 'UAVs device', 'military operation']"
158,322,"['expert system approach', 'planning theory', 'expertise', 'planning', 'design method']"
159,323,"['electricity theft', 'electricity consumption data', 'adaptive boosting', 'power utility', 'Big data analytics']"
160,324,"['classification map', 'use classification map', 'land use type', 'optimal urban land', 'various land use']"
161,325,"['landslide susceptibility map', 'landslide susceptibility modeling', 'landslide data', 'high landslide risk', 'landslide susceptibility zone']"
162,326,"['Energy consumption forecasting', 'electric consumption forecasting', 'accurate consumption forecasting', 'consumption forecasting', 'residential electric consumption']"
163,328,"['urban waterlogging', 'urban flood', 'recurrent neural network', 'microblogging data', 'urban flood disaster']"
164,329,"['land price prediction', 'urban land price', 'residential land price', 'land price distribution', 'support vector regression']"
165,330,"['urban surface temperature', 'urbanization process monitoring', 'land surface temperature', 'difference vegetation index', 'vegetation index']"
166,333,"['city safety', 'global urban data', 'city safety security', 'cluster dynamic analysis', 'Safe city']"
167,336,"['urban community life', 'urban community', 'life circle planning', 'location selection', 'activity space estimation']"
168,338,"['sustainable urban transition', 'urban regeneration', 'urban development model', 'urban transition', 'former industrial waterfront']"
169,340,"['describe urban form', 'urban morphological difference', 'German residential area', 'land readjustment', 'land policy']"
170,341,"['traffic crash location', 'location data', 'geolocated dataset', 'geoparsing', 'road traffic crash']"
171,342,"['urban functional area', 'unplanned urban expansion', 'global urbanization', 'ML algorithm', 'classification accuracy']"
172,344,"['urban informatics', 'urban analysis', 'understand urban dynamic', 'urban livability', 'urban complex system']"
173,345,"['urban greenness space', 'urban greenness coverage', 'Urban greenness', 'typical landscape index', 'greenness space']"
174,347,"['unplanned urbanization', 'kabul', 'significant population growth', 'spatial logistic regression', 'population growth']"
175,350,"['network analysis', 'topological connectivity', 'connectivity cluster', 'transportation system', 'interface network consist']"
176,353,"['vehicle ownership', 'vehicle', 'household travel survey', 'car', 'travel survey data']"
177,355,"['Transit urban design', 'urban design dimension', 'urbanity', 'streetlife intensity', 'transit node']"
178,368,"['intrusion detection method', 'intrusion detection', 'ensemble learning approach', 'IoT system', 'IoT service']"
179,369,"['topic modeling extraction', 'topic probability', 'metropolitan area', 'urban setting', 'learning model']"
180,370,"['crowdsensed datasets', 'available crowdsensed datasets', 'crowdsensing', 'urban decision', 'urbanization issue']"
181,372,"['location category', 'human mobility', 'socioeconomic indicator', 'socioeconomic status', 'social network']"
182,373,"['retail store placement', 'heterogeneous urban data', 'store placement', 'store placement problem', 'prospective retail store']"
183,374,"['city region partitioning', 'city region partition', 'city region', 'accessible urban data', 'various urban task']"
184,380,"['urban water infrastructure', 'urban water system', 'water infrastructure', 'candidate urban water', 'water system adaptation']"
185,383,"['scenic beauty', 'aesthetic rating', 'social metadata', 'Paris dataset', 'Flickr image']"
186,384,"['geographical insight', 'query engine', 'planning domain', 'planner', 'word embedding']"
187,386,"['urban simulation', 'multiple urban simulation', 'city configuration', 'unseen city configuration', 'optimized design recommendation']"
188,387,"['video surveillance', 'person detection method', 'video surveillance system', 'anomaly detection', 'anomaly detection method']"
189,388,"['smart mobility', 'urban area smart', 'smart environment', 'area smart', 'mining technique']"
190,391,"['neural network algorithm', 'artificial network', 'design process', 'everyday architectural practice', 'architectural practice']"
191,393,"['urban data exploration', 'massive urban data', 'massive spatiotemporal data', 'spatiotemporal data', 'itinerary request dataset']"
192,394,"['road traffic noise', 'traffic noise', 'urban road traffic', 'machine learning method', 'noise level']"
193,396,"['landslide susceptibility prediction', 'SVMs algorithm', 'SVMs model', 'landslide area', 'susceptibility prediction']"
194,399,"['Systematic data mining', 'multivariate municipality data', 'land consumption', 'municipality data', 'multivariate municipality']"
195,400,"['travel mode detection', 'various classification algorithm', 'different classification algorithm', 'boosted decision tree', 'boosted decision']"
196,403,"['terrorist attack prediction', 'attack prediction system', 'attack prediction', 'reasoning layer', 'terroristic attack']"
197,405,"['Urban computing', 'human urban behavior', 'urban behavior', 'city experience', 'traffic forecasting']"
198,406,"['virtual city environment', 'virtual city', 'city environment', 'autonomous AI behaviour', 'AI character']"
199,408,"['Road traffic safety', 'traffic safety management', 'traffic safety strategy', 'traffic safety', 'traffic safety portfolio']"
200,409,"['street context distribution', 'urban science', 'street context type', 'mobility analysis', 'urban science framework']"
201,411,"['complex urban environment', 'building structure', 'sustainable urban study', 'automated classification', 'classification method']"
202,412,"['generative architectural', 'generated design data', 'generated design', 'urban design method', 'architectural form']"
203,413,"['Dengue disease dynamic', 'Dengue dynamic', 'mosquito occurrence', 'dengue incidence', 'mosquito development']"
204,415,"['pollution quality prediction', 'smart city development', 'air pollution measurement', 'influence air pollution', 'air pollution quality']"
205,416,"['urban thermal exposure', 'human heat exposure', 'heat vulnerability index', 'dynamic heat monitoring', 'heat monitoring']"
206,417,"['Spatial crime simulation', 'crime prediction', 'crime simulation', 'crime simulation contribute', 'crime pattern']"
207,418,"['urban neighbourhood densification', 'neighbourhood densification', 'sustainable urbanisation', 'urbanisation strategy', 'sustainable densification']"
208,420,"['energy consumption prediction', 'ensemble model', 'ensemble network', 'stacking ensemble model', 'consumption prediction']"
209,425,"['prediction importance level', 'airborne particulate matter', 'prediction importance', 'classification index map', 'prediction variable']"
210,426,"['urban system management', 'effective urban system', 'neural network model', 'Social medium user', 'network model']"
211,429,"['intelligent decision support', 'decision support system', 'intelligent decision making', 'naïve Bayes classifier', 'decision support']"
212,431,"['urban land expansion', 'land use dynamic', 'land use expansion', 'land expansion', 'actual land use']"
213,432,"['housing supply', 'Urban planner need', 'housing estate', 'Economic sustainability', 'housing']"
214,434,"['collision avoidance', 'neural network learns', 'exploration strategy', 'network learns', 'grid']"
215,438,"['urban poverty', 'housing inequality', 'housing affordability', 'poverty level', 'different poverty level']"
216,441,"['real estate market', 'market spatial dynamic', 'rental housing market', 'housing market', 'spatial dynamic model']"
217,442,"['individual travel behavior', 'travel behavior', 'geographic context problem', 'geographic context', 'Travel mode likelihood']"
218,443,"['fecal sludge management', 'sludge management', 'sludge management solution', 'fecal sludge', 'sludge']"
219,445,"['geodemographic classification development', 'urban decision making', 'local classification', 'geodemographics', 'classification development']"
220,447,"['intercity corporate network', 'intercity network', 'network big data', 'corporate network', 'regional planning']"
221,449,"['urban region', 'placement recommendation', 'chain store', 'new store', 'geospatial feature']"
222,452,"['effective mosquito control', 'mosquito control', 'effective mosquito', 'mosquito', 'citizen science data']"
223,453,"['urban study', 'popular place', 'locational model', 'smartphones locational request', 'place']"
224,457,"['building reconstruction', 'city modelling', 'elevation data', 'height prediction', 'geospatial analysis']"
225,462,"['residential location choice', 'disaster risk', 'residential choice', 'disaster risk management', 'natural hazard risk']"
226,463,"['urban development classification', 'urban planning machine', 'new urban development', 'urban planner assess', 'development classification model']"
227,466,"['urban design research', 'sustainable urban design', 'urban development towards', 'integrated urban design', 'urban development factor']"
228,467,"['climate resilience', 'urban resilience', 'planning response', 'appropriate planning response', 'climate change']"
229,468,"['tree planting policy', 'tree location data', 'tree planting', 'tree placement', 'tree location']"
230,472,"['geospatial big data', 'thematic urban information', 'urban environmental study', 'urban information', 'mapping research']"
231,473,"['italian regional science', 'regional policy evaluation', 'modern regional science', 'regional science', 'regional policy']"
232,474,"['small polish city', 'large city', 'Small city', 'polish city', 'area']"
233,475,"['urban flood susceptibility', 'flood susceptibility mapping', 'flood susceptibility map', 'flood susceptibility', 'realistic flood susceptibility']"
234,476,"['participatory planning', 'participatory planning process', 'city planning', 'Sonic environment', 'city planning process']"
235,478,"['requirement engineering', 'suitable requirement engineering', 'requirement engineering perspective', 'human factor requirement', 'AV development']"
236,480,"['urban data operationalization', 'urban layout', 'generative design', 'generative design method', 'performance space exploration']"
237,481,"['GIS big data', 'extreme learning machine', 'ground object classification', 'machine classification algorithm', 'machine learning algorithm']"
238,482,"['urban service', 'mainstream urban model', 'mobile computing', 'analytics', 'computing']"
239,483,"['city operation system', 'city operation', 'urban safety', 'urban transportation', 'unsupervised learning']"
240,484,"['urban future scenario', 'probabilistic land use', 'complicates urban planning', 'Urban Future', 'land use scenario']"
241,487,"['visual Analytics', 'Crime Detection', 'intelligent', 'recognition', 'machine']"
242,488,"['city scale', 'linear regression', 'nighttime light', 'spatial heterogeneity', 'back propagation']"
243,491,"['urban health', 'neighborhood disorder', 'neighborhood scale', 'different machine learning', 'neighborhood']"
244,496,"['geographic knowledge graph', 'understanding urban space', 'geographic information retrieval', 'geographic knowledge', 'Yelp hierarchical dataset']"
245,497,"['Urban population distribution', 'population distribution map', 'Urban population', 'land use data', 'distribution map']"
246,502,"['simulate human intelligence', 'intelligence', 'learning', 'human intelligence', 'automation']"
247,503,"['perennial drainage', 'hydrologic risk', 'drainage network', 'surface water runoff', 'floodplain']"
248,507,"['street functionality prediction', 'street functionality classification', 'urban street functionality', 'urban street network', 'urban road']"
249,508,"['urban mobility landscape', 'urban transportation system', 'transportation intervention strategy', 'urban mobility', 'adaptive plan']"
250,509,"['urban planning management', 'urban planning reform', 'urban planning field', 'big data intelligence', 'planning reform']"
251,512,"['land use detection', 'land use algorithm', 'land use topic', 'global spatial information', 'region embeddings']"
252,516,"['intelligent unmanned technology', 'unmanned technology', 'aerial vehicle', 'environmental monitoring', 'environmental monitoring task']"
253,524,"['AI storm water', 'stormwater management', 'complex hydrological system', 'LID stormwater management', 'blockchain water platform']"
254,528,"['traffic incident analysis', 'Twitter interaction', 'Twitter', 'traffic', 'traffic incident']"
255,531,"['slum mapping', 'slum upgrading', 'slum settlement', 'land cover class', 'land boundary data']"
256,533,"['sustainable Mobility', 'energy Storage', 'bus', 'energy', 'Car Restriction Policy']"
257,536,"['street context classification', 'convolutional neural network', 'street imagery', 'relabel street', 'CNN architecture']"
258,537,"['sensed land cover', 'detailed land use', 'land use structure', 'sensed activity data', 'sensed land']"
259,541,"['logistics service network', 'logistics service', 'data mining technology', 'express service', 'logistics']"
260,544,"['road traffic image', 'traffic monitoring', 'traffic image', 'traffic monitoring device', 'road traffic']"
261,546,"['generative urban network', 'autoencoders', 'convolutional variational autoencoders', 'Spatial network', 'deep convolutional network']"
262,551,"['land use analysis', 'consideration available data', 'knowledge discovery', 'open map', 'Modern planning']"
263,552,"['deep reinforcement learning', 'urban warfare operation', 'AI system', 'reinforcement learning', 'different artificial intelligence']"
264,553,"['urban emotion measurement', 'Urban emotion', 'emotion measurement', 'emotion measurement tool', 'human emotion recognition']"
265,558,"['AI technique', 'urban change', 'design', 'designer', 'complex system']"
266,559,"['machine learning hyperparameter', 'intelligence design', 'handwritten digit recognition', 'agent intelligence', 'learning hyperparameter']"
267,560,"['particle swarm optimization', 'swarm optimization method', 'swarm optimization', 'particle swarm', 'smart city management']"
268,562,"['Public transportation accessibility', 'pedestrian accessibility level', 'Pedestrian accessibility', 'transportation accessibility', 'Towards sustainable transit']"
269,563,"['urban heat monitoring', 'sensor fusion', 'traffic light detection', 'smart community', 'GIS spatial analysis']"
270,564,"['land cover change', 'level urban planning', 'sprawl', 'numerous metropolitan zone', 'geospatial technique']"
271,565,"['satellite remote sensing', 'earth observation', 'satellite', 'satellite segment', 'traditional satellite']"
272,566,"['Urban placeness', 'placeness', 'contextual information', 'coffee shop', 'starbucks post']"
273,567,"['multidimensional livability', 'livability management', 'multidimensional livability index', 'livability index', 'livability']"
274,569,"['design proposal', 'statistical spatial test', 'area size', 'layout', 'spatial test']"
275,570,"['company creation', 'new company creation', 'localization decision', 'manufacturing industry', 'industry']"
276,571,"['geospatial energy consumption', 'geospatial energy', 'geospatial anthropogenic energy', 'energy demand estimation', 'energy consumption model']"
277,573,"['imbalanced datasets', 'distance metric learning', 'metric learning', 'biomedical data analysis', 'biomedical data']"
278,574,"['massive urban datasets', 'urban datasets', 'urban stakeholder', 'smart meter', 'datasets']"
279,577,"['collaborative heterogeneous information', 'social recommendation', 'similarity computation', 'taxicab platform', 'intelligent taxi']"
280,578,"['thematic analytics', 'geospatial information', 'urban ground sensing', 'geotagging', 'thematic analytics framework']"
281,579,"['syntactic feature', 'location study', 'syntactic measurement', 'syntactic blueprint', 'syntactic signature']"
282,580,"['agricultural land cover', 'land surface', 'GIS functionality', 'surface urban heat', 'cover classification']"
283,583,"['census ward', 'Feature selection', 'Beppu census ward', 'census data', 'GIS visualisation']"
284,585,"['intelligent urban data', 'data exploration', 'cluster analysis', 'urban data monitoring', 'data monitoring']"
285,587,"['workshop', 'overview', 'conjunction', 'paper']"
286,588,"['traditional architecture', 'traditional building', 'ancient business town', 'silk road commerce', 'eastern civilization']"
287,590,"['automatic simulation model', 'simulation model generation', 'simulation model', 'computer simulation', 'material modeling operation']"
