No,DocId,key-phrases
70,549,"['ambient intelligence', 'smart home', 'Ambient explanation', 'activity recognition', 'environmental sensor']"
71,555,"['algorithmic space planning', 'spatial planning', 'algorithmic spatial planning', 'architecture', 'space planning']"
72,556,"['visualization', 'Material', 'Printing', 'paper', 'conference']"
73,559,"['machine learning hyperparameter', 'machine learning', 'intelligence design', 'handwritten digit recognition', 'agent intelligence']"
74,563,"['urban heat monitoring', 'sensor fusion', 'spatiotemporal data', 'traffic light detection', 'smart community']"
75,569,"['urban layout', 'design proposal', 'statistical spatial test', 'area size', 'layout']"
76,581,"['smart digital city', 'UX machine', 'user experience design', 'smart city transportation', 'digital city']"
77,582,"['procedural urban environment', 'procedural generation', 'game engine', 'playable video game', 'genetic algorithm']"
78,584,"['creative eMedia', 'information system', 'interactive machine', 'city initiative', 'eMedia']"
79,589,"['conduct cooperative design', 'online cooperative design', 'online design', 'cooperative design', 'urban design aspect']"
80,592,"['understanding townscapes', 'townscapes', 'outdoor townscapes', 'AI robotics', 'typical spatial behaviour']"
81,593,"['construction game', 'construction simulation', 'virtual construction site', 'game technology', 'modern game technology']"
82,597,"['geographical information system', 'transportation information', 'urban geographical information', 'modern intelligent transportation', 'transportation system']"
83,600,"['freeway incident management', 'accident investigation site', 'accident investigation', 'urban freeway corridor', 'urban freeway']"
