group,score,key-phrase
3,0.4473757,hyperspectral data cube
3,0.44344944,multispectral satellite image
3,0.37091994,multispectral imagery
3,0.34074426,multispectral satellite
4,0.62656194,fake satellite image
4,0.6105022,Satellite image spoofing
4,0.5591141,satellite remote sensing
4,0.5176165,aerial imagery
4,0.5097039,fake satellite
4,0.47992516,image spoofing
4,0.47666943,Landsat satellite imagery
4,0.4535026,remote sensing
4,0.44726357,satellite
4,0.44466233,satellite imagery
4,0.43730658,remote sensing community
4,0.42944336,remote sensing image
4,0.42808142,Landsat image
4,0.4274831,satellite image
4,0.42503777,remote sensing technique
4,0.4224051,remote sensing scene
4,0.4215708,resolution satellite imagery
4,0.41721693,Landsat imagery
4,0.4168795,Landsat data
4,0.41508615,Landsat satellite data
4,0.3843588,resolution satellite image
4,0.36861798,aerial image
4,0.33262113,resolution aerial imagery
5,0.65508187,SAR image classification
5,0.56404823,SAR feature
5,0.54011756,SAR mapping
5,0.53558075,SAR remote sensing
5,0.53558064,SAR image interpretation
5,0.50100446,SAR image
5,0.4972334,SAR mapping approach
5,0.49671498,airborne SAR mapping
5,0.49163032,synthetic aperture radar
5,0.47131938,SAR image show
5,0.44131157,SAR imagery
5,0.42008063,sar data
5,0.34596413,airborne Synthetic Aperture
6,0.7002666,land use classification
6,0.6865331,automatic building detection
6,0.67792237,slum mapping
6,0.6627906,land use mapping
6,0.6543752,urban land expansion
6,0.64622045,fast building detection
6,0.6459818,urban area extraction
6,0.64431655,urban forest cover
6,0.6245334,Automatic building extraction
6,0.61562693,building footprint extraction
6,0.60964745,building type information
6,0.5987246,unsupervised urban area
6,0.5980276,land cover extraction
6,0.5955105,Random Forest landcover
6,0.59462464,Forest landcover classification
6,0.59150237,urban vegetation mapping
6,0.5771638,land use dynamic
6,0.57491803,urban tree coverage
6,0.5730668,unplanned urbanization
6,0.57182395,Urban population distribution
6,0.5696763,vegetation specie mapping
6,0.5682255,building detection
6,0.56462276,sensed land cover
6,0.5611031,landcover classification
6,0.55863756,accelerated land use
6,0.5566807,detailed land use
6,0.5558432,urban greenery land
6,0.5551367,land use expansion
6,0.5545805,landscape structural transformation
6,0.554067,greenery land cover
6,0.54929066,urban building
6,0.54891026,vegetation mapping
6,0.54561764,urban forest
6,0.5430145,land use datasets
6,0.5410288,urban development pattern
6,0.5408848,automated building detection
6,0.53899884,land use transformation
6,0.53721267,urban feature extraction
6,0.53567004,landscape ecology
6,0.5354722,different urban development
6,0.53257185,land use map
6,0.53201294,various land cover
6,0.53150916,predict urban expansion
6,0.53069526,urban land use
6,0.52979654,land classification dataset
6,0.52588373,Urban Atlas land
6,0.5246825,land cover change
6,0.52409285,land cover class
6,0.52379775,land cover mapping
6,0.52349746,building type
6,0.5198168,land cover pattern
6,0.5197365,complex urban environment
6,0.5195582,sustainable urban planning
6,0.51830626,land use change
6,0.51753044,vegetation specie
6,0.5174594,accurate land cover
6,0.5173055,Regional mapping
6,0.51522475,land use class
6,0.507271,essential urban land
6,0.5055294,land cover classification
6,0.5038347,landscape structure
6,0.50297797,land use category
6,0.50144804,rapid urbanization
6,0.5011645,land cover information
6,0.49941525,urban structure type
6,0.49929184,land cover estimation
6,0.4982989,urban mapping
6,0.49777257,landscape diversity
6,0.49505085,land cover data
6,0.49500847,building detection framework
6,0.49498388,urban structure
6,0.49417043,sustainable urban development
6,0.49376267,accurate urban mapping
6,0.49090728,landscape change
6,0.48997003,thematic land cover
6,0.48900944,unreinforced masonry building
6,0.48778158,green urban area
6,0.4854787,urban catchment area
6,0.4853841,land use structure
6,0.4847806,building size prediction
6,0.48401755,future land management
6,0.4833561,urbanization rate
6,0.4828287,Accurate urban area
6,0.4826541,sensed urban data
6,0.48136023,landscape pattern index
6,0.48057133,slum settlement
6,0.48010102,land use type
6,0.4800734,land cover
6,0.47935313,environmental green area
6,0.47849724,land cover map
6,0.47788164,land use harmonization
6,0.47678822,urban area information
6,0.47621557,Land use
6,0.47430044,land expansion
6,0.47182786,urban vegetation
6,0.47087035,land classification
6,0.46984023,landscape shape index
6,0.4694175,urban water type
6,0.46936357,land cover feature
6,0.46862048,agricultural land area
6,0.46738583,major land use
6,0.46642756,automatic building
6,0.46546993,land cover zone
6,0.46346748,new urban land
6,0.46312243,land area
6,0.4629902,urban land cover
6,0.4624303,future urban expansion
6,0.46122974,forest cover
6,0.46001798,land cover category
6,0.4596049,urban land
6,0.45785284,vegetation cover
6,0.4576367,landscape index
6,0.4575414,land management
6,0.4571505,rural land use
6,0.45513582,Urban population
6,0.45364082,sensed land
6,0.45132166,urban governance implication
6,0.45112187,surface land cover
6,0.45045853,building extraction
6,0.45034873,land use land
6,0.4483153,building footprint
6,0.44829604,masonry building
6,0.44642633,detailed land cover
6,0.44540134,urban catchment
6,0.44519487,urban planning
6,0.44448215,land cover type
6,0.44389546,tree coverage
6,0.44380218,optimal urban land
6,0.4414313,vegetation agricultural land
6,0.44089663,various land use
6,0.43994612,agricultural land
6,0.43732113,resolution land cover
6,0.43596917,urbanization
6,0.4357711,land use data
6,0.43512362,urban expansion
6,0.43489265,urban climate
6,0.4332981,forest
6,0.43310165,annual urbanization
6,0.42954022,distinguish building
6,0.42920494,urban governance
6,0.42779478,slum
6,0.4268375,land management practice
6,0.42517227,urban growth
6,0.42299706,different land cover
6,0.42287457,urban morphology complexity
6,0.42242122,unexpected land use
6,0.4198631,unreinforced masonry
6,0.4196436,forested land
6,0.41913635,use land cover
6,0.41783267,building size
6,0.417803,land conservation
6,0.4172191,digital urban data
6,0.41588402,footprint extraction
6,0.41517112,mean annual urbanization
6,0.41489267,urban growth dynamic
6,0.41320175,landscape planning
6,0.41144392,landscape pattern change
6,0.4109683,urban environmental problem
6,0.41064334,urban water
6,0.40999717,heterogeneous landscape
6,0.40916246,land boundary data
6,0.40690827,efficient urban planning
6,0.40665305,automated building
6,0.40598297,annual urbanization rate
6,0.40424037,building extraction accuracy
6,0.40360707,urban morphology
6,0.4029322,sustainable urban study
6,0.3987332,urban slum area
6,0.39420897,cropland area
6,0.39369258,urban planning process
6,0.39287454,urban runoff
6,0.39111876,urbanization process
6,0.39054522,urban slum region
6,0.38984352,common building typology
6,0.38780347,urban area
6,0.38479382,urban settlement
6,0.3846009,topographic mapping
6,0.38169193,outdoor urban data
6,0.3794576,Urban tree
6,0.37531942,modern urban settlement
6,0.3727606,urban environment
6,0.37228924,complex urban area
6,0.3708331,natural land
6,0.36865205,accurate land use
6,0.36857253,industrial area
6,0.36666247,support urban expansion
6,0.3582273,sensed imagery
6,0.35586303,city planning
6,0.35074073,urban planner
6,0.34905517,urban form
6,0.34595498,building
6,0.34362078,land resource
6,0.34146592,building structure
6,0.31598586,urban development
6,0.3074442,use land
6,0.27777678,building area
6,0.27631748,land
6,0.26423746,urban fringe area
7,0.5282536,scene classification algorithm
7,0.51899785,vehicle detection
7,0.5159726,classification map
7,0.51064306,image classifier
7,0.50636566,SVM modeling
7,0.50311583,deep architecture
7,0.5010371,use classification map
7,0.50071883,Nowadays vehicle detection
7,0.491894,SVM approach
7,0.4892488,binary feature classification
7,0.48716408,deep learning algorithm
7,0.4864891,deep learning architecture
7,0.48190778,image classification method
7,0.4787212,image classification technique
7,0.47857875,Net classifier
7,0.47749794,image classification
7,0.4753319,SVM model
7,0.474322,scene classification
7,0.47156602,binary classification
7,0.46620834,SVM model building
7,0.46437052,scene image classifier
7,0.46297288,SVM technique
7,0.46113783,SVM modeling framework
7,0.45249128,SVM procedure
7,0.45224696,Deep learning
7,0.4514218,object classification
7,0.442065,CNN classification
7,0.4379544,cover classification map
7,0.43683183,object detection method
7,0.4359654,support vector machine
7,0.43485528,binary classification approach
7,0.43331304,object representation
7,0.42694584,object recognition
7,0.42620522,use classification
7,0.42591566,cover classification
7,0.42328933,SVM classifier
7,0.41929513,deep learning technique
7,0.41635263,deep framework
7,0.41319126,machine learning technique
7,0.41175705,deep learning approach
7,0.40840068,image classification task
7,0.40718967,classification model
7,0.40404576,deep learning model
7,0.39924872,object detection
7,0.39804137,deep learning framework
7,0.3974632,classification algorithm
7,0.39711535,classification technique
7,0.39537382,image classification approach
7,0.3945878,automated classification
7,0.39428264,Deep learning paradigm
7,0.39290786,classifier
7,0.38427797,ground object classification
7,0.38403177,Data mining
7,0.38159722,deep learning scheme
7,0.3784415,support vector
7,0.37785423,classification method
7,0.37664217,machine classification algorithm
7,0.37203467,accurate classifier
7,0.36959195,classification accuracy
7,0.36710703,scene classification task
7,0.35270596,machine learning
7,0.33642435,cover mapping
7,0.32037026,ML algorithm
7,0.3141654,Automatic detection
7,0.2888618,machine learning algorithm
7,0.2666574,classification
7,0.2605583,detection method
-1,0.652512,change detection approach
-1,0.6320346,change detection method
-1,0.61644053,Change detection
-1,0.6033473,traditional change detection
-1,0.6030091,new change detection
-1,0.5867888,shape descriptor
-1,0.5792829,deep belief network
-1,0.5730121,roof superstructure classification
-1,0.57120353,deprivation mapping
-1,0.5683614,watershed soil erosion
-1,0.5632254,tree specie classification
-1,0.5617138,population distribution map
-1,0.56171215,urban intelligent navigator
-1,0.56044006,Random Forest classification
-1,0.5577362,random forest
-1,0.5521297,aerial building dataset
-1,0.5485263,area extraction
-1,0.5446539,image semantic inpainting
-1,0.5445082,urban hydrologic modelling
-1,0.5442399,bathymetry estimation
-1,0.5420387,Population spatialization
-1,0.5405128,greenery auto extraction
-1,0.5334412,automated deprivation mapping
-1,0.5260926,construction material consumption
-1,0.5251417,soil erosion
-1,0.5234133,greenery extraction method
-1,0.5134828,population mapping
-1,0.51302713,change detection result
-1,0.5084927,damage detection
-1,0.5024794,UAV datasets
-1,0.5014738,bathymetry measurement
-1,0.4979531,big geo data
-1,0.49715036,shadow detection
-1,0.49671102,slum upgrading
-1,0.49442947,robust feature extraction
-1,0.4924683,coastal area development
-1,0.4924432,multilabel classification
-1,0.4899928,athens agglomeration
-1,0.48906177,bathymetry
-1,0.4857952,aerial image dataset
-1,0.48461848,fake datasets
-1,0.4818539,urban deprivation
-1,0.48149085,region descriptor extraction
-1,0.4811317,convolution neural network
-1,0.4794196,area detection
-1,0.47927362,unlabeled overhead imagery
-1,0.4787572,semantic inpainting
-1,0.4786108,sensed activity data
-1,0.47796637,deciduous tree specie
-1,0.47594488,residual network
-1,0.4736377,transfer learning
-1,0.47292668,building contour extraction
-1,0.46573073,Random Forest machine
-1,0.4656973,global feature fusion
-1,0.4649928,GIS big data
-1,0.46366727,deprivation area
-1,0.46352094,damage detection system
-1,0.46294284,convolutional neural network
-1,0.46211323,vehicle extraction
-1,0.46144712,convolutional network
-1,0.46076864,single vehicle extraction
-1,0.46069312,fuzzy logic
-1,0.4599407,UAV aerial video
-1,0.45849007,air quality data
-1,0.4580164,material consumption analysis
-1,0.45727712,region descriptor
-1,0.45622355,climate zone mapping
-1,0.45540002,Sentinel datasets
-1,0.45430386,UAV data
-1,0.4541909,basemaps
-1,0.45367563,anthropogenic impervious surface
-1,0.45148194,earth observation
-1,0.45137763,hydrologic modelling
-1,0.4508416,spatial pyramid pooling
-1,0.4507602,Street View image
-1,0.45040935,dictionary learning
-1,0.44947854,big data
-1,0.448741,Traditional bathymetry measurement
-1,0.44851178,kabul
-1,0.4480533,robust segmentation framework
-1,0.44801807,intelligent navigator
-1,0.44500872,multisource Sentinel image
-1,0.44482523,heterogeneous deprivation area
-1,0.44378722,drone
-1,0.44308197,rural building dataset
-1,0.44224298,water type classification
-1,0.4419683,fuzzy logic system
-1,0.43983394,extreme learning machine
-1,0.4396437,novel neural network
-1,0.43887892,ocean depth
-1,0.4344973,usable floor area
-1,0.43201807,significant population growth
-1,0.43112817,sparse coding
-1,0.4305249,deep representation
-1,0.4296326,spatial information system
-1,0.42934045,convolutional
-1,0.42919832,GEE platform
-1,0.4279963,descriptor extraction
-1,0.4275356,satellite segment
-1,0.42714146,distribution map
-1,0.42638004,environmental impact analysis
-1,0.42593217,large annotated dataset
-1,0.4240418,UAV photogrammetry
-1,0.42296794,Many object detection
-1,0.42279866,population density
-1,0.42196882,GIS modelling
-1,0.42132545,robust feature
-1,0.41975933,spatial information
-1,0.41843808,raw material consumption
-1,0.41719875,satellite image fusion
-1,0.41534024,semantic net
-1,0.41494542,urban feature
-1,0.4140515,feature learning
-1,0.41324303,big data analysis
-1,0.4130591,green space analysis
-1,0.41251165,highway unit network
-1,0.41155887,Big Data Application
-1,0.4103639,Historical Cityscape
-1,0.41007066,high classification
-1,0.40942156,roof superstructure
-1,0.40900338,floor area
-1,0.40408468,receptive field
-1,0.40362346,superstructure classification
-1,0.40320402,data weighting
-1,0.40283597,GIS workflow
-1,0.4026599,planning coastal area
-1,0.4025609,feature extraction
-1,0.40189162,deep learning configuration
-1,0.40149972,Sentinel image
-1,0.40080076,impervious surface extraction
-1,0.3998948,labeled training
-1,0.39803374,sand consumption
-1,0.39658895,global latent feature
-1,0.39367515,supervised deep learning
-1,0.39142042,area development
-1,0.39134324,ecosystem service
-1,0.3910163,NN ge classifier
-1,0.39078596,large earthquake occurs
-1,0.3900541,ge classifier
-1,0.38973284,impervious surface
-1,0.38767913,dedicated deep learning
-1,0.38654453,satellite big data
-1,0.3863641,urban intelligent
-1,0.38633484,computer vision
-1,0.3845663,vehicle tracking
-1,0.3802929,water shadow index
-1,0.37888306,training data
-1,0.37866056,OLI image classification
-1,0.37717098,dense vegetation
-1,0.376329,annotated dataset
-1,0.37493414,climate zone
-1,0.37482384,UAV image
-1,0.37353897,gridded population density
-1,0.37315798,optical Sentinel image
-1,0.37278014,population modeling
-1,0.37074074,urban parcel
-1,0.36962575,deep learning act
-1,0.36901394,Cityscape
-1,0.3674966,decision tree
-1,0.36637926,textural information
-1,0.36403385,evident environmental impact
-1,0.3631653,change detection analysis
-1,0.3616417,Environmental landscape attribute
-1,0.36145353,hierarchic feature representation
-1,0.35962486,ELM method
-1,0.3586514,RF classifier
-1,0.3572585,deforestation monitoring
-1,0.3569395,extreme learning
-1,0.35575554,vehicle
-1,0.35378468,machine learning capability
-1,0.35299534,LULC classification
-1,0.35298127,neural network
-1,0.346928,Spark RDD image
-1,0.34532785,disaster risk assessment
-1,0.34424716,stereo vision
-1,0.3434537,unmanned aerial vehicle
-1,0.33914524,earth observation application
-1,0.33841223,refined spatial detail
-1,0.33424085,map
-1,0.33229977,image training
-1,0.33104098,geographic information system
-1,0.3298821,precision agriculture
-1,0.32986096,logic system
-1,0.31173006,color space
-1,0.30781874,city scale
-1,0.30753627,linear regression
-1,0.3053748,vacant land spread
-1,0.30470985,spectral information
-1,0.30320257,geographic information
-1,0.29975712,conditional adversarial term
-1,0.29759595,training dataset
-1,0.29607075,nighttime light
-1,0.2958802,digital elevation
-1,0.28697777,mapping
-1,0.28518516,inexpensive satellite imagery
-1,0.2845685,dataset
-1,0.28137782,geometric feature
-1,0.28121436,spatial heterogeneity
-1,0.2811851,learned uncertainty estimate
-1,0.2694794,generalized machine learning
-1,0.2670726,back propagation
-1,0.2667638,artificial neural network
-1,0.26519638,planning authority
-1,0.25848788,vector machine
-1,0.25309992,semantic object
-1,0.24720249,regression domain
-1,0.24084897,datasets
-1,0.2382927,Extracting
-1,0.20130451,hazard assessment
