group,score,key-phrase
3,0.43476626,large street imagery
3,0.43184173,street view
3,0.43049458,street view image
3,0.4275758,new urban data
3,0.42340556,urban context
3,0.4233961,city planning professional
3,0.42231625,urban public life
3,0.41121876,different urban location
3,0.40790862,urban planning practice
3,0.40591657,open urban area
3,0.3939327,public space
3,0.38804698,spatial data
3,0.36785257,landscape
3,0.36372733,urban design strategy
3,0.3106128,public place
4,0.78109926,urban sound recognition
4,0.77468884,soundscape classification model
4,0.77439713,soundscape recognition
4,0.7676996,soundscape classification
4,0.7204215,soundscape assessment
4,0.720418,urban soundscape evaluation
4,0.6882997,comprehensive urban soundscape
4,0.67961735,urban soundscapes
4,0.6763092,soundscape recognition aim
4,0.6713995,urban soundscape mapping
4,0.64465946,soundscape mapping
4,0.6141603,urban soundscape
4,0.61383843,soundscapes
4,0.6025743,soundscape
4,0.5930557,future soundscape mapping
-1,0.70154446,urban segregation
-1,0.6677024,urban multisensory laboratory
-1,0.65413404,Transit urban design
-1,0.6506697,public transportation accessibility
-1,0.6431335,residential segregation
-1,0.6408718,urban valuation estimation
-1,0.63570416,urban valuation
-1,0.6347853,generative urban network
-1,0.6339892,urban multisensory
-1,0.6306843,visible street greenery
-1,0.62810725,urban greenery
-1,0.62235,pedestrian accessibility level
-1,0.6199403,gaze analysis system
-1,0.61987484,architectural color icon
-1,0.6184527,accessed street greenery
-1,0.6183401,visual gaze analysis
-1,0.60812885,sound recognition
-1,0.60576946,urban sensory lab
-1,0.6037837,multidimensional livability
-1,0.60347825,ethnoracial residential segregation
-1,0.6032036,pedestrian accessibility
-1,0.6030574,urban sensory
-1,0.60118836,gaze analysis
-1,0.60106385,autoencoders
-1,0.6003399,audio descriptor
-1,0.5960882,land use mapping
-1,0.5915206,automatic sound recognizer
-1,0.5913458,street greenery
-1,0.5908634,automatic sound recognition
-1,0.5897136,architectural color
-1,0.58929485,transportation accessibility
-1,0.58834183,greenway planning
-1,0.5881108,spatial segregation
-1,0.5866213,land use information
-1,0.5847157,livability management
-1,0.5843282,multidimensional livability index
-1,0.58407116,sound recognition task
-1,0.5797991,human emotion
-1,0.5790834,urban greening
-1,0.57780755,convolutional variational autoencoders
-1,0.577618,optimized greenway suitability
-1,0.5727498,urban greenway network
-1,0.5706632,urban greening policy
-1,0.5685872,spatial network
-1,0.5644935,livability index
-1,0.55852365,pedestrian landscape
-1,0.5561218,deep convolutional network
-1,0.5518072,pedestrian environment
-1,0.5464834,land use map
-1,0.5432372,greenway suitability analysis
-1,0.54141533,street walkability
-1,0.5402229,common wild bee
-1,0.53251565,urban infrastructure
-1,0.53016263,reduced residential segregation
-1,0.5295384,gaze vector
-1,0.52934766,street view pattern
-1,0.527529,perceived walkability
-1,0.5265329,building reconstruction
-1,0.525644,good pedestrian landscape
-1,0.5159196,holistic visual data
-1,0.5155763,urban infrastructure investment
-1,0.5111533,street quality
-1,0.51083386,urban form
-1,0.51061064,visual gaze
-1,0.5062417,visual quality
-1,0.5056251,perceived visual quality
-1,0.50366926,tree planting policy
-1,0.50321424,property assessment
-1,0.5028018,land value
-1,0.5019579,participatory planning
-1,0.49924994,color icon creation
-1,0.4980066,livability
-1,0.49733686,Visual Exploration
-1,0.4961355,segregation
-1,0.4940493,cluster dynamic analysis
-1,0.49270493,public transit ridership
-1,0.49065346,visual analytics
-1,0.4893282,multisensory laboratory
-1,0.48715144,place sentiment
-1,0.48609143,participatory planning process
-1,0.48455688,walkability
-1,0.48385876,transit ridership
-1,0.48328412,public transportation demand
-1,0.4821815,tree location data
-1,0.47843504,auditory landscape
-1,0.47749084,pedestrian space
-1,0.47529423,sociodemographics
-1,0.47288448,spatial evaluation
-1,0.47209263,habitat selection
-1,0.4710787,tree planting
-1,0.46935517,sonic environment
-1,0.4690914,immigrant assimilation
-1,0.46888337,tree placement
-1,0.46869045,solitary bee
-1,0.4680829,Towards sustainable transit
-1,0.4633437,bee
-1,0.4624801,deep learning model
-1,0.46126992,predicted ridership
-1,0.46072355,cultural ecosystem service
-1,0.45950606,morphological feature
-1,0.458724,crowdsourcing game
-1,0.45808154,deep learning
-1,0.4555656,environmental evaluation
-1,0.45520377,urban scene
-1,0.4524051,cultural ecosystem
-1,0.4509803,inclusive planning
-1,0.4508677,nature photograph
-1,0.44788072,decision tree
-1,0.44551647,satellite image
-1,0.44494745,street accessibility
-1,0.44493216,visual image interpretation
-1,0.44490242,quantitative morphological description
-1,0.4448019,street renewal
-1,0.44221175,visitor experience
-1,0.44155705,ecosystem service assessment
-1,0.4395122,historical preservation
-1,0.43659535,Random Forest model
-1,0.43585938,efficient street renewal
-1,0.43549368,environmental sensor
-1,0.43448925,digital excavation
-1,0.4300376,streetlife intensity
-1,0.42975396,life circle planning
-1,0.42644525,mapping
-1,0.42522907,color icon
-1,0.42427254,experienced urban designer
-1,0.42290294,interactive visual analytics
-1,0.42214844,elevation data
-1,0.42167076,tree location
-1,0.41118586,social medium photograph
-1,0.40748203,machine learning model
-1,0.40710965,public space management
-1,0.40684676,human physiological change
-1,0.40611494,height data
-1,0.40201446,architectural beauty
-1,0.40174067,machine learning
-1,0.39835817,google map
-1,0.39474303,semantic information
-1,0.3911679,location selection
-1,0.3878727,big data
-1,0.38731825,image recognition
-1,0.38606215,height prediction
-1,0.38047925,signal processing
-1,0.38026312,feature selection
-1,0.3798983,novel semantic model
-1,0.3798104,activity space estimation
-1,0.37790298,street
-1,0.37272578,transit node
-1,0.3721792,classification
-1,0.3714739,city census
-1,0.36509863,city
-1,0.36279988,assimilation
-1,0.36232272,sentiment
-1,0.36220893,level semantic information
-1,0.35911238,machine learning technique
-1,0.35772336,machine learning method
-1,0.3522913,historical site
-1,0.34399125,tourism
-1,0.3433946,feature extraction
-1,0.33016366,city census information
-1,0.32985023,perceptual variable
-1,0.307691,Shanghai city
-1,0.30361503,clustering
-1,0.2984977,data
