cluster,min_samples,min_cluster_size,epsilon,total_groups,outlier_count,outlier_key_phrase,group_0_count,group_0_key_phrase,group_1_count,group_1_key_phrase,group_2_count,group_2_key_phrase,group_3_count,group_3_key_phrase,group_4_count,group_4_key_phrase,group_5_count,group_5_key_phrase,group_6_count,group_6_key_phrase,group_7_count,group_7_key_phrase,group_8_count,group_8_key_phrase,group_9_count,group_9_key_phrase
#2,1,24,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,1,25,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,1,26,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,1,27,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,1,28,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,1,29,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,1,30,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,2,5,0.0,11,49,"transportation impact, transportation infrastructure development, destination prediction, transportation efficiency, road traffic image, urban computing, travel demand prediction, traffic sensor data, traffic simulation, next destination prediction, smart mobility, traffic simulation technology, urban area smart, traffic image, big geodata analysis, urban event cause, smart city, next destination predictor, trajectory clustering, extreme learning machine, passenger service market, destination predictor, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, big geodata, mobile crowdsensing, citywide traffic accident, transportation congestion, image descriptor, urban event, genetic algorithm, compressed sensing, traffic speed, crosstown traffic, event data, event impact, enhanced urban clustering, spatial temporal coverage, urban clustering, flow prediction, biased data, heterogeneous datasets, intelligent transportation system, principal component analysis, clustering protocol, available clustering protocol, image processing",9.0,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, vehicle ownership, vehicle, car, vehicle selection algorithm",21.0,"data mining technique, deep learning car, learning car detection, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, deep sequence, vanilla LSTM model, predictive accuracy, LSTM network, deep reinforcement, online machine learning",10.0,"taxi demand, exploratory taxi fleet, city taxi service, exploratory taxi, city taxi, electric taxi, traditional taxi, taxi, taxi fleet, taxicab",8.0,"crowd density estimation, crowd density, crowd surveillance, crowd analysis, crowd analysis benchmark, density estimation, citywide crowd, crowd",8.0,"urban freight transportation, urban logistics system, freight transportation system, city operation system, city operation, urban planning, urban freight, friendly urban freight",9.0,"bus route planning, state transportation planning, transportation planning, bus dynamic routing, transportation route planning, bus route, public transportation route, dynamic route planning, route planning",15.0,"transportation mode recognition, transportation data management, transportation data, transportation network data, bus trajectory data, human mobility dataset, mobility data, urban prediction, urban prediction problem, transportation mode information, mobility dataset, household travel survey, urban data collection, travel survey data, urban data",6.0,"large urban police, urban emergency police, urban police, urban police jurisdiction, emergency police operation, urban safety",12.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, traffic flow prediction, road traffic prediction, traffic forecast feature, traffic forecast, accident prediction, traffic forecasting, time traffic forecast",18.0,"citywide Traffic Volume, traffic monitoring, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, urban road traffic, traffic monitoring device, intelligent traffic management, urban traffic flow, urban traffic, road traffic management, adaptive traffic control, traffic management system, highway traffic volume, urban traffic management, traffic management, traffic flow"
#2,2,6,0.0,11,49,"transportation impact, transportation infrastructure development, destination prediction, transportation efficiency, road traffic image, urban computing, travel demand prediction, traffic sensor data, traffic simulation, next destination prediction, smart mobility, traffic simulation technology, urban area smart, traffic image, big geodata analysis, urban event cause, smart city, next destination predictor, trajectory clustering, extreme learning machine, passenger service market, destination predictor, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, big geodata, mobile crowdsensing, citywide traffic accident, transportation congestion, image descriptor, urban event, genetic algorithm, compressed sensing, traffic speed, crosstown traffic, event data, event impact, enhanced urban clustering, spatial temporal coverage, urban clustering, flow prediction, biased data, heterogeneous datasets, intelligent transportation system, principal component analysis, clustering protocol, available clustering protocol, image processing",9.0,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, vehicle ownership, vehicle, car, vehicle selection algorithm",21.0,"data mining technique, deep learning car, learning car detection, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, deep sequence, vanilla LSTM model, predictive accuracy, LSTM network, deep reinforcement, online machine learning",10.0,"taxi demand, exploratory taxi fleet, city taxi service, exploratory taxi, city taxi, electric taxi, traditional taxi, taxi, taxi fleet, taxicab",8.0,"crowd density estimation, crowd density, crowd surveillance, crowd analysis, crowd analysis benchmark, density estimation, citywide crowd, crowd",8.0,"urban freight transportation, urban logistics system, freight transportation system, city operation system, city operation, urban planning, urban freight, friendly urban freight",9.0,"bus route planning, state transportation planning, transportation planning, bus dynamic routing, transportation route planning, bus route, public transportation route, dynamic route planning, route planning",15.0,"transportation mode recognition, transportation data management, transportation data, transportation network data, bus trajectory data, human mobility dataset, mobility data, urban prediction, urban prediction problem, transportation mode information, mobility dataset, household travel survey, urban data collection, travel survey data, urban data",6.0,"large urban police, urban emergency police, urban police, urban police jurisdiction, emergency police operation, urban safety",12.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, traffic flow prediction, road traffic prediction, traffic forecast feature, traffic forecast, accident prediction, traffic forecasting, time traffic forecast",18.0,"citywide Traffic Volume, traffic monitoring, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, urban road traffic, traffic monitoring device, intelligent traffic management, urban traffic flow, urban traffic, road traffic management, adaptive traffic control, traffic management system, highway traffic volume, urban traffic management, traffic management, traffic flow"
#2,2,7,0.0,10,55,"transportation impact, transportation infrastructure development, destination prediction, transportation efficiency, road traffic image, urban computing, travel demand prediction, traffic sensor data, large urban police, traffic simulation, next destination prediction, urban emergency police, smart mobility, traffic simulation technology, urban area smart, traffic image, urban police, big geodata analysis, urban event cause, smart city, next destination predictor, trajectory clustering, extreme learning machine, urban police jurisdiction, passenger service market, destination predictor, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, big geodata, mobile crowdsensing, citywide traffic accident, emergency police operation, transportation congestion, image descriptor, urban safety, urban event, genetic algorithm, compressed sensing, traffic speed, crosstown traffic, event data, event impact, enhanced urban clustering, spatial temporal coverage, urban clustering, flow prediction, biased data, heterogeneous datasets, intelligent transportation system, principal component analysis, clustering protocol, available clustering protocol, image processing",9.0,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, vehicle ownership, vehicle, car, vehicle selection algorithm",21.0,"data mining technique, deep learning car, learning car detection, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, deep sequence, vanilla LSTM model, predictive accuracy, LSTM network, deep reinforcement, online machine learning",10.0,"taxi demand, exploratory taxi fleet, city taxi service, exploratory taxi, city taxi, electric taxi, traditional taxi, taxi, taxi fleet, taxicab",8.0,"crowd density estimation, crowd density, crowd surveillance, crowd analysis, crowd analysis benchmark, density estimation, citywide crowd, crowd",8.0,"urban freight transportation, urban logistics system, freight transportation system, city operation system, city operation, urban planning, urban freight, friendly urban freight",9.0,"bus route planning, state transportation planning, transportation planning, bus dynamic routing, transportation route planning, bus route, public transportation route, dynamic route planning, route planning",15.0,"transportation mode recognition, transportation data management, transportation data, transportation network data, bus trajectory data, human mobility dataset, mobility data, urban prediction, urban prediction problem, transportation mode information, mobility dataset, household travel survey, urban data collection, travel survey data, urban data",12.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, traffic flow prediction, road traffic prediction, traffic forecast feature, traffic forecast, accident prediction, traffic forecasting, time traffic forecast",18.0,"citywide Traffic Volume, traffic monitoring, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, urban road traffic, traffic monitoring device, intelligent traffic management, urban traffic flow, urban traffic, road traffic management, adaptive traffic control, traffic management system, highway traffic volume, urban traffic management, traffic management, traffic flow",,
#2,2,8,0.0,9,34,"transportation impact, transportation infrastructure development, transportation efficiency, urban computing, smart mobility, urban area smart, big geodata analysis, urban event cause, smart city, trajectory clustering, extreme learning machine, passenger service market, unsupervised incremental learning, trajectory dataset, big geodata, mobile crowdsensing, citywide traffic accident, transportation congestion, image descriptor, urban event, genetic algorithm, compressed sensing, event data, event impact, enhanced urban clustering, spatial temporal coverage, urban clustering, biased data, heterogeneous datasets, intelligent transportation system, principal component analysis, clustering protocol, available clustering protocol, image processing",9.0,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, vehicle ownership, vehicle, car, vehicle selection algorithm",21.0,"data mining technique, deep learning car, learning car detection, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, deep sequence, vanilla LSTM model, predictive accuracy, LSTM network, deep reinforcement, online machine learning",10.0,"taxi demand, exploratory taxi fleet, city taxi service, exploratory taxi, city taxi, electric taxi, traditional taxi, taxi, taxi fleet, taxicab",8.0,"crowd density estimation, crowd density, crowd surveillance, crowd analysis, crowd analysis benchmark, density estimation, citywide crowd, crowd",8.0,"urban freight transportation, urban logistics system, freight transportation system, city operation system, city operation, urban planning, urban freight, friendly urban freight",9.0,"bus route planning, state transportation planning, transportation planning, bus dynamic routing, transportation route planning, bus route, public transportation route, dynamic route planning, route planning",51.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, citywide Traffic Volume, destination prediction, traffic flow prediction, road traffic prediction, road traffic image, travel demand prediction, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, traffic monitoring, next destination prediction, urban emergency police, traffic simulation technology, traffic forecast, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, traffic image, accident prediction, urban police, traffic forecasting, urban road traffic, time traffic forecast, next destination predictor, traffic monitoring device, urban police jurisdiction, intelligent traffic management, destination predictor, urban traffic flow, flow forecasting, travel demand model, urban traffic, road traffic management, emergency police operation, adaptive traffic control, urban safety, traffic management system, traffic speed, crosstown traffic, highway traffic volume, urban traffic management, traffic management, flow prediction, traffic flow",15.0,"transportation mode recognition, transportation data management, transportation data, transportation network data, bus trajectory data, human mobility dataset, mobility data, urban prediction, urban prediction problem, transportation mode information, mobility dataset, household travel survey, urban data collection, travel survey data, urban data",,,,
