group,score,key-phrase
-1,0.51019216,fecal sludge
-1,0.5100424,geographic information system
-1,0.5097439,microclimate simulation program
-1,0.5076194,spatial analysis
-1,0.5072627,geographical accessibility model
-1,0.5066743,natural ventilation potential
-1,0.50665426,disaster risk
-1,0.5058203,German residential area
-1,0.50419986,park accessibility change
-1,0.5039966,urban sensing
-1,0.50328386,influence building height
-1,0.502395,low carbon city
-1,0.50011927,urban expansion cell
-1,0.5000355,residential choice
-1,0.49860382,residential low impact
-1,0.4978203,particle swarm optimization
-1,0.49726796,Urban Future
-1,0.4960781,land use information
-1,0.49589574,hierarchical farmland
-1,0.49462363,surface climate
-1,0.49429324,sustainable water development
-1,0.49422604,outdoor thermal comfort
-1,0.49421695,architectural design
-1,0.49234274,energy efficiency market
-1,0.49215478,Urban water resource
-1,0.49189878,disaster risk management
-1,0.4917972,efficient environmental planning
-1,0.49174058,electricity theft
-1,0.49172634,extreme learning machine
-1,0.49117684,declined park accessibility
-1,0.49056154,regional dust event
-1,0.4899227,effective mosquito
-1,0.4898008,residential land price
-1,0.48967868,artificial immune system
-1,0.48919687,microclimate simulation
-1,0.4889078,local classification
-1,0.48873752,inefficient industrial land
-1,0.48822087,natural hazard risk
-1,0.48741686,Dengue dynamic
-1,0.4856283,mosquito occurrence
-1,0.48466554,housing supply
-1,0.48311698,design decision making
-1,0.4829813,geodemographics
-1,0.48292223,Urban heat island
-1,0.48277944,comfort prediction
-1,0.48079586,tree management
-1,0.48046482,multivariate municipality data
-1,0.47973686,dengue incidence
-1,0.4793355,GIS map
-1,0.47814488,thermal environment research
-1,0.4777644,land price distribution
-1,0.4777391,important urban characteristic
-1,0.47673023,knowledge discovery technique
-1,0.47604245,storm water management
-1,0.47584844,green infrastructure project
-1,0.47584555,dynamic heat monitoring
-1,0.47416472,growth prediction
-1,0.47383058,climate information
-1,0.47219902,green building
-1,0.47156972,turbulent air flow
-1,0.4715662,governance debate
-1,0.47048652,forecasting
-1,0.47034082,urban arid environment
-1,0.47009593,nighttime land surface
-1,0.46999654,heat monitoring
-1,0.46971065,regional dust
-1,0.46925187,urban agglomeration scale
-1,0.4688143,urban block boundary
-1,0.46862024,swarm optimization method
-1,0.46821624,inefficient park
-1,0.46790236,traditional building
-1,0.46780524,tree management decision
-1,0.4665283,ensemble model
-1,0.4663539,mosquito development
-1,0.46635115,geospatial technology
-1,0.46629775,reduced order modelling
-1,0.46484715,air temperature estimation
-1,0.46367216,urban research
-1,0.4625981,temperature data
-1,0.4614948,spatial model
-1,0.46097797,building geometry
-1,0.4605093,particulate matter
-1,0.4595036,Thermal comfort
-1,0.4592085,spatial modeling approach
-1,0.45893985,urban suitability
-1,0.45767742,tree management practitioner
-1,0.4574479,urban block carbon
-1,0.45742714,company creation
-1,0.45731348,ancient business town
-1,0.457184,difference vegetation index
-1,0.4566217,land use conversion
-1,0.4563346,smart city growth
-1,0.4560743,housing estate
-1,0.4558735,sludge
-1,0.45582128,land consumption
-1,0.45557338,total urban area
-1,0.45531827,water quality time
-1,0.45245302,multiscale clustering
-1,0.45202062,clustering
-1,0.45151886,prediction importance level
-1,0.4514244,GIS data
-1,0.44979852,building simulation
-1,0.4493329,mosquito
-1,0.44745386,turbulent flow
-1,0.446589,spatiotemporal neighborhood feature
-1,0.4458772,municipality data
-1,0.445696,heat island study
-1,0.44527802,census ward
-1,0.44515315,Outlet water quality
-1,0.44513112,Gaussian plume model
-1,0.44491437,water quality
-1,0.4446152,turbulent air
-1,0.4446085,Feature selection
-1,0.44416168,water infrastructure
-1,0.44354537,ensemble network
-1,0.4427901,sustainable travel
-1,0.44220132,infrared image
-1,0.4421418,spatial data quality
-1,0.4421329,predicted microclimate
-1,0.44162783,geographic data
-1,0.44149703,green solution strategy
-1,0.441241,industrial land
-1,0.44108984,stacking ensemble model
-1,0.44096392,urban phenomenon
-1,0.44045842,geospatial data
-1,0.44001472,Spatiotemporal modeling
-1,0.43983418,city microclimate
-1,0.43981922,suitable thermal comfort
-1,0.43969923,multivariate municipality
-1,0.43941376,Beppu census ward
-1,0.43848836,daytime temperature
-1,0.4382518,CityGML file
-1,0.43811163,urban building stock
-1,0.43766218,park cooling
-1,0.43659237,outdoor air temperature
-1,0.4361565,silk road commerce
-1,0.4349687,predicted map
-1,0.43436807,landscape ecology
-1,0.43377638,spatial modeling
-1,0.4329021,spatial data
-1,0.43194577,climate change problem
-1,0.43112135,scale atmospheric condition
-1,0.43098193,climate solution research
-1,0.43095213,sustainable architecture
-1,0.43086407,census data
-1,0.43073115,mean architecture height
-1,0.430505,vegetation index
-1,0.42980367,nighttime LST image
-1,0.42976457,building footprint
-1,0.42793742,candidate urban water
-1,0.42735815,spatiotemporal neighborhood
-1,0.4267034,cooling efficiency
-1,0.4266699,Economic sustainability
-1,0.4254455,performance decision tree
-1,0.42541128,new company creation
-1,0.4226219,climate solution
-1,0.42232248,urbanization indicator
-1,0.42222932,land cover
-1,0.4208321,support vector regression
-1,0.42073217,sprawl development
-1,0.42049783,urban ecological infrastructure
-1,0.4176334,climate change mitigation
-1,0.4175912,eastern civilization
-1,0.41685885,housing
-1,0.41679502,urban water
-1,0.41624892,green infrastructure
-1,0.41536736,swarm optimization
-1,0.41408986,smart city
-1,0.41244173,Urban green space
-1,0.41038555,local height data
-1,0.40951103,syntactic feature
-1,0.40946025,land use coverage
-1,0.40669805,architecture height
-1,0.40595537,geographic information
-1,0.40594897,urban fabric component
-1,0.40502328,small polish city
-1,0.4041763,building
-1,0.4040829,sustainable architecture strategy
-1,0.40363455,localization decision
-1,0.4031636,heat island research
-1,0.4023531,body mass index
-1,0.40186936,thermal comfort improvement
-1,0.40134257,big data
-1,0.40002197,municipal water consumption
-1,0.39986533,engineering energy modeling
-1,0.3989668,neural network analysis
-1,0.39718586,occupant behaviour
-1,0.39579394,location study
-1,0.39453876,sprawl
-1,0.39431792,CFD simulation
-1,0.39407364,water demand pattern
-1,0.39372566,different climate characteristic
-1,0.39329833,manufacturing industry
-1,0.39320195,colder air mass
-1,0.39232075,building height
-1,0.39185345,planning response
-1,0.39135402,energy performance pattern
-1,0.39088556,quality sensor data
-1,0.39084953,predictive model
-1,0.39059955,water demand
-1,0.39029512,land use cover
-1,0.39005667,carbon emission map
-1,0.38842025,meteorological data
-1,0.38721535,regression tree
-1,0.38661054,daytime LST image
-1,0.38659722,heterogeneous urban environment
-1,0.38643888,large city
-1,0.38611203,neural network algorithm
-1,0.38521007,water management
-1,0.38505387,recurrent neural network
-1,0.3849486,syntactic measurement
-1,0.38479537,combinatory land
-1,0.38359594,mixed land
-1,0.38304442,syntactic blueprint
-1,0.38202247,random forest machine
-1,0.38091114,airborne particulate matter
-1,0.37986508,prediction importance
-1,0.37900943,particle swarm
-1,0.3783796,nighttime LST downscalingwas
-1,0.3781743,Climate Zone classification
-1,0.37732273,fuzzy inference system
-1,0.37589788,cluster analysis
-1,0.37510085,spatial structure
-1,0.37493637,smart city management
-1,0.37485301,colder air
-1,0.3715348,climate
-1,0.3711565,environment determinant
-1,0.37071866,appropriate planning response
-1,0.37012395,population density
-1,0.36934322,early urban design
-1,0.3676916,Mediterranean climate
-1,0.3672443,classification index map
-1,0.36565515,adaptive boosting
-1,0.36555004,wind index
-1,0.3633621,transition map
-1,0.362066,industry
-1,0.3611502,pollutant concentration
-1,0.36106125,heterogeneous landscape
-1,0.35861188,machine learning study
-1,0.35845807,topographic wind index
-1,0.357996,spatial characteristic
-1,0.35578123,artificial neural network
-1,0.35529602,wind direction
-1,0.35466993,land
-1,0.3545714,desirable environmental benefit
-1,0.35355255,urban fabric
-1,0.35318226,water consumption data
-1,0.35226256,obesity
-1,0.35079926,prediction variable
-1,0.34981638,CFD model
-1,0.348052,climate change
-1,0.34724465,open spatial data
-1,0.34586272,metamodels
-1,0.34381238,convolutional neural network
-1,0.3431607,municipal service data
-1,0.34204394,Small city
-1,0.33906168,sensor data
-1,0.3365276,ecological impact
-1,0.33501056,fuzzy inference
-1,0.3348273,environmental benefit
-1,0.334504,polish city
-1,0.33347905,environmental impact
-1,0.328483,urban heat
-1,0.31946805,body mass
-1,0.3122533,environment factor
-1,0.31211007,regression model
-1,0.30847645,dynamic urbanscapes
-1,0.3005098,statistical model
-1,0.29577947,neural network
-1,0.2784996,vegetation distribution
