cluster,group,count,key-phrases,NumDocs,DocIds
-1,9,10,"['urban design', 'city branding', 'urban architecture', 'modern city making', 'city making', 'urban design consumer', 'urban design relies', 'proposed urban design', 'urban design project', 'city square design']",6,"[50, 56, 88, 147, 271, 369]"
-1,10,18,"['concern architectural theory', 'architectural theory', 'architecture', 'architecture revitalization', 'design profession', 'interior design', 'industrial design', 'design', 'architect practising', 'international design', 'design consumer', 'Vernacular architecture', 'Public design', 'interior architecture', 'Structural beauty', 'structural beauty arises', 'structure', 'line design concept']",9,"[50, 56, 67, 88, 147, 194, 217, 228, 369]"
-1,11,12,"['event management profession', 'event industry', 'festival tourism', 'festival environment', 'international festival environment', 'festival', 'festival show', 'event', 'first international exposition', 'international exposition', 'important cultural event', 'cultural event']",3,"[61, 146, 258]"
-1,12,5,"['tourism destination', 'tourism', 'visitor experience', 'visitor centre', 'interpretation centre']",2,"[271, 304]"
-1,13,5,"['Urban sustainability', 'inefficient city', 'urban forest management', 'forest management', 'green urbanism']",4,"[23, 36, 198, 212]"
-1,14,9,"['sustainability transition unfold', 'environmental sustainability', 'sustainable performance', 'sustainability perspective', 'affect climate change', 'affect climate', 'climate change', 'greenhouse gas emission', 'sustainable environment']",4,"[23, 36, 64, 334]"
-1,15,10,"['water management', 'water resource management', 'unsustainable water management', 'megacities water quantity', 'megacities water', 'Australian urban water', 'urban water strategy', 'sustainable urban water', 'sustainable water', 'sustainable water management']",2,"[80, 125]"
-1,16,6,"['towards urbanisation', 'support urban progress', 'urban progress', 'urban growth boundary', 'urban growth', 'Population growth']",4,"[23, 29, 52, 64]"
-1,17,19,"['participatory planning', 'planning theory', 'urban planning', 'influenced urban planning', 'community planning', 'national development planning', 'development planning', 'urban planning policy', 'city planning', 'failed urban planning', 'urban planning process', 'experimental participatory planning', 'enables urban planner', 'urban planner', 'contemporary city planning', 'urban planning sector', 'planning sector', 'Philadelphia planning', 'Philadelphia planning process']",13,"[13, 52, 69, 85, 116, 117, 147, 163, 197, 219, 234, 251, 254]"
-1,18,13,"['cultural experience', 'Japanese culture', 'sociobiology', 'sociology', 'civilisation', 'cultural expression', 'globalization', 'culture', 'cultural development', 'sound cultural development', 'cultural interaction', 'cultural system', 'inter cultural dialogue']",7,"[19, 32, 92, 111, 156, 169, 236]"
-1,19,8,"['social inclusion', 'trust relationship', 'community relation', 'belonging', 'social milieu', 'social cohesion', 'social relation', 'communicative organizationality']",6,"[11, 85, 169, 225, 236, 283]"
