No,Cluster,DocId,key-phrases,top_0_phrase,top_0_score,top_1_phrase,top_1_score,top_2_phrase,top_2_score,top_3_phrase,top_3_score,top_4_phrase,top_4_score
26,1,74,"['future urban extent', 'future urban area', 'urban growth', 'urban extent', 'land use change']",future urban extent,0.5744816660881042,future urban area,0.5613681077957153,urban growth,0.5230978727340698,urban extent,0.4890162944793701,land use change,0.4492514133453369
27,1,76,"['land use mapping', 'urban land use', 'Random Forests classification', 'Forests classification method', 'Forests classification']",land use mapping,0.6682695150375366,urban land use,0.5765177607536316,Random Forests classification,0.5693472623825073,Forests classification method,0.5514507293701172,Forests classification,0.5392954349517822
28,1,77,"['land use classification', 'land cover classification', 'Urban land cover', 'land cover classes', 'land cover']",land use classification,0.7023587822914124,land cover classification,0.6820001602172852,Urban land cover,0.5715364217758179,land cover classes,0.5608190894126892,land cover,0.5223478078842163
29,1,81,"['LiDAR data', 'raw LiDAR data', 'building detection', 'LiDAR data set', 'Deep learning']",LiDAR data,0.537414014339447,raw LiDAR data,0.5301280617713928,building detection,0.501439094543457,LiDAR data set,0.4936370253562927,Deep learning,0.4595133066177368
30,1,84,"['land use datasets', 'urban land use', 'land use change', 'SVM model', 'SVM model building']",land use datasets,0.5472072958946228,urban land use,0.5215556025505066,land use change,0.5130788087844849,SVM model,0.4771882891654968,SVM model building,0.4712955355644226
31,1,90,"['future land management', 'land management', 'Landsat image', 'remote sensing', 'land management practice']",future land management,0.48250532150268555,land management,0.4562682509422302,Landsat image,0.4290679693222046,remote sensing,0.429044246673584,land management practice,0.42583978176116943
32,1,96,"['land change model', 'urban land use', 'urban land planning', 'land use transition', 'future land use']",land change model,0.6059271097183228,urban land use,0.6057599782943726,urban land planning,0.6053837537765503,land use transition,0.6029447317123413,future land use,0.5634323358535767
33,1,99,"['climate zone mapping', 'urban climate', 'deep learning', 'convolutional neural network', 'scene classification']",climate zone mapping,0.45456016063690186,urban climate,0.4359205961227417,deep learning,0.4124906063079834,convolutional neural network,0.38293805718421936,scene classification,0.3796094059944153
34,1,100,"['Accurate road extraction', 'road centerline extraction', 'road extraction method', 'Multiscale road centerline', 'road extraction']",Accurate road extraction,0.6332528591156006,road centerline extraction,0.6026952266693115,road extraction method,0.555522620677948,Multiscale road centerline,0.5429747104644775,road extraction,0.5121872425079346
35,1,102,"['urban land cover', 'land use mapping', 'land cover data', 'land cover', 'urban land use']",urban land cover,0.5778895020484924,land use mapping,0.5099348425865173,land cover data,0.4950508177280426,land cover,0.48897242546081543,urban land use,0.4746209383010864
36,1,105,"['hyperspectral image classification', 'hyperspectral datasets', 'hyperspectral image', 'standard hyperspectral datasets', 'hyperspectral pixel']",hyperspectral image classification,0.7347038984298706,hyperspectral datasets,0.5832152366638184,hyperspectral image,0.5671660900115967,standard hyperspectral datasets,0.525050938129425,hyperspectral pixel,0.510028600692749
37,1,109,"['urban vegetation mapping', 'vegetation mapping', 'urban vegetation', 'SAR imagery', 'extreme learning machine']",urban vegetation mapping,0.5915023684501648,vegetation mapping,0.5489103198051453,urban vegetation,0.471827894449234,SAR imagery,0.4413115382194519,extreme learning machine,0.4398338794708252
38,1,110,"['deprivation mapping', 'automated deprivation mapping', 'urban deprivation', 'deprivation area', 'heterogeneous deprivation area']",deprivation mapping,0.5715339183807373,automated deprivation mapping,0.5332393646240234,urban deprivation,0.4831182062625885,deprivation area,0.4644354581832886,heterogeneous deprivation area,0.4459950923919678
39,1,111,"['Road centerline extraction', 'complex road network', 'complete road network', 'complex road', 'road network']",Road centerline extraction,0.5652421116828918,complex road network,0.4778990149497986,complete road network,0.4578164517879486,complex road,0.443440705537796,road network,0.4184623956680298
40,1,112,"['urban land use', 'Regional mapping', 'essential urban land', 'land use category', 'urban land']",urban land use,0.5749648809432983,Regional mapping,0.5173053741455078,essential urban land,0.5072709918022156,land use category,0.5029778480529785,urban land,0.49820780754089355
41,1,113,"['land cover mapping', 'land cover', 'land cover change', 'surface land cover', 'image classification']",land cover mapping,0.5822572708129883,land cover,0.4849800169467926,land cover change,0.47796720266342163,surface land cover,0.45751672983169556,image classification,0.44364163279533386
42,1,125,"['sensed urban data', 'vehicle extraction', 'single vehicle extraction', 'computer vision', 'vehicle']",sensed urban data,0.4850255846977234,vehicle extraction,0.4591779410839081,single vehicle extraction,0.4579169750213623,computer vision,0.3833683133125305,vehicle,0.35450103878974915
43,1,126,"['anthropogenic impervious surface', 'remote sensing technique', 'impervious surface extraction', 'remote sensing', 'urban runoff']",anthropogenic impervious surface,0.4550376534461975,remote sensing technique,0.4271530210971832,impervious surface extraction,0.40420904755592346,remote sensing,0.4030570387840271,urban runoff,0.3908335864543915
44,1,137,"['airborne LIDAR data', 'LIDAR data', 'LIDAR data set', 'different LIDAR data', 'LIDAR data need']",airborne LIDAR data,0.5617232322692871,LIDAR data,0.5477354526519775,LIDAR data set,0.514640748500824,different LIDAR data,0.5128905773162842,LIDAR data need,0.49455252289772034
45,1,139,"['predict urban expansion', 'future urban expansion', 'agricultural land', 'urbanization', 'urban expansion']",predict urban expansion,0.5308527946472168,future urban expansion,0.46224793791770935,agricultural land,0.4410920739173889,urbanization,0.4372990131378174,urban expansion,0.43583565950393677
46,1,144,"['point cloud classification', 'cloud classification', 'Aerial point cloud', 'point cloud', 'deep learning']",point cloud classification,0.6160677671432495,cloud classification,0.5326858758926392,Aerial point cloud,0.4691690504550934,point cloud,0.4249626398086548,deep learning,0.41024425625801086
47,1,147,"['urban hydrologic modelling', 'land cover classification', 'urban catchment area', 'hydrologic modelling', 'urban catchment']",urban hydrologic modelling,0.553175151348114,land cover classification,0.5474811792373657,urban catchment area,0.490983784198761,hydrologic modelling,0.4532923102378845,urban catchment,0.45243990421295166
48,1,148,"['semantic segmentation', 'image semantic inpainting', 'semantic segmentation task', 'semantic inpainting', 'unlabeled overhead imagery']",semantic segmentation,0.5490335822105408,image semantic inpainting,0.5447685718536377,semantic segmentation task,0.534274697303772,semantic inpainting,0.48028555512428284,unlabeled overhead imagery,0.47869035601615906
49,1,150,"['vegetation specie mapping', 'hyperspectral data', 'Hyperspectral image', 'tree specie classification', 'remote sensing']",vegetation specie mapping,0.5695173740386963,hyperspectral data,0.5661993026733398,Hyperspectral image,0.5639901161193848,tree specie classification,0.5634849071502686,remote sensing,0.5248319506645203
50,1,156,"['building size prediction', 'building footprint', 'building size', 'deep learning framework', 'deep learning']",building size prediction,0.48512810468673706,building footprint,0.4484724700450897,building size,0.4177325367927551,deep learning framework,0.3974296450614929,deep learning,0.3963475823402405
51,1,166,"['land cover change', 'Land use change', 'land cover information', 'coastal area development', 'land cover']",land cover change,0.5370641350746155,Land use change,0.5203526616096497,land cover information,0.5009528398513794,coastal area development,0.49181488156318665,land cover,0.49127689003944397
52,1,171,"['LiDAR point cloud', 'airborne LiDAR datasets', 'LiDAR datasets', 'airborne LiDAR point', 'robust segmentation framework']",LiDAR point cloud,0.519462525844574,airborne LiDAR datasets,0.48061996698379517,LiDAR datasets,0.4779466390609741,airborne LiDAR point,0.4649519622325897,robust segmentation framework,0.4530438780784607
53,1,172,"['smart urban planning', 'urban planning', 'influence building height', 'urban development', 'building height']",smart urban planning,0.5281194448471069,urban planning,0.5112127065658569,influence building height,0.5017157793045044,urban development,0.4868106544017792,building height,0.4776691794395447
54,1,176,"['landscape structural transformation', 'landscape structure', 'land cover', 'agricultural land', 'urbanization']",landscape structural transformation,0.5565835237503052,landscape structure,0.5043139457702637,land cover,0.503419041633606,agricultural land,0.45352500677108765,urbanization,0.4530806541442871
55,1,177,"['urban morphology', 'urban structure', 'different urban structure', 'urban structure type', 'land use information']",urban morphology,0.5830932855606079,urban structure,0.5747040510177612,different urban structure,0.5628947019577026,urban structure type,0.5320678949356079,land use information,0.4960402250289917
56,1,178,"['SAR image classification', 'SAR remote sensing', 'SAR image interpretation', 'SAR imagery', 'SAR image']",SAR image classification,0.6550817489624023,SAR remote sensing,0.5355808734893799,SAR image interpretation,0.5355806350708008,SAR imagery,0.5345612168312073,SAR image,0.5103558301925659
57,1,182,"['urban growth', 'urban feature extraction', 'urban area', 'athens agglomeration', 'urbanization rate']",urban growth,0.5709489583969116,urban feature extraction,0.5394075512886047,urban area,0.5290101766586304,athens agglomeration,0.4876067340373993,urbanization rate,0.4862251877784729
58,1,186,"['urban land cover', 'urban tree coverage', 'urban land', 'land cover', 'tree coverage']",urban land cover,0.5918456315994263,urban tree coverage,0.5783442258834839,urban land,0.47006386518478394,land cover,0.4699082374572754,tree coverage,0.4436168968677521
59,1,197,"['GIS approach', 'spatial analysis', 'urban development', 'urban area', 'classification technique']",GIS approach,0.5306363701820374,spatial analysis,0.512350857257843,urban development,0.45959916710853577,urban area,0.45819881558418274,classification technique,0.44800376892089844
60,1,202,"['urban growth', 'urban footprint', 'binary urban footprint', 'growth prediction', 'Spatiotemporal modeling']",urban growth,0.6017743349075317,urban footprint,0.5368728637695312,binary urban footprint,0.5182231664657593,growth prediction,0.46987494826316833,Spatiotemporal modeling,0.44734352827072144
61,1,204,"['urban forest cover', 'urban forest', 'Random Forest machine', 'forest cover', 'forest']",urban forest cover,0.6448941230773926,urban forest,0.5472491979598999,Random Forest machine,0.46777060627937317,forest cover,0.4618436098098755,forest,0.4351944327354431
62,1,211,"['shape descriptor', 'point cloud classification', 'robust feature extraction', 'object representation', 'object recognition']",shape descriptor,0.5847233533859253,point cloud classification,0.5796196460723877,robust feature extraction,0.4941335916519165,object representation,0.4340711832046509,object recognition,0.42707449197769165
63,1,220,"['aerial building dataset', 'building extraction', 'spatial pyramid pooling', 'rural building dataset', 'distinguish building']",aerial building dataset,0.5521296262741089,building extraction,0.4995097517967224,spatial pyramid pooling,0.45084166526794434,rural building dataset,0.4430820345878601,distinguish building,0.4295401871204376
64,1,223,"['urban building', 'urban planning', 'classification model', 'GIS workflow', 'classification']",urban building,0.549290657043457,urban planning,0.4988248348236084,classification model,0.4071897864341736,GIS workflow,0.4028359651565552,classification,0.36568671464920044
65,1,224,"['accelerated land use', 'land use transformation', 'land use change', 'urban growth', 'land use']",accelerated land use,0.5579640865325928,land use transformation,0.5366798639297485,land use change,0.5295439958572388,urban growth,0.5079914331436157,land use,0.48395609855651855
66,1,228,"['Population spatialization', 'population mapping', 'random forest', 'urban planning', 'population density']",Population spatialization,0.5412789583206177,population mapping,0.5129090547561646,random forest,0.44358646869659424,urban planning,0.4400625228881836,population density,0.4228561222553253
67,1,237,"['fake satellite image', 'Satellite image spoofing', 'fake satellite', 'fake datasets', 'generative adversarial network']",fake satellite image,0.6208527088165283,Satellite image spoofing,0.6063106060028076,fake satellite,0.5080028772354126,fake datasets,0.4924669563770294,generative adversarial network,0.47512564063072205
68,1,238,"['aerial imagery', 'UAV datasets', 'basemaps', 'UAV data', 'labeled training']",aerial imagery,0.5186200141906738,UAV datasets,0.5045785903930664,basemaps,0.457896888256073,UAV data,0.4540790021419525,labeled training,0.39832305908203125
69,1,242,"['Urban area extraction', 'Accurate urban area', 'urban area information', 'satellite imagery', 'urban structure']",Urban area extraction,0.6019856929779053,Accurate urban area,0.4848824143409729,urban area information,0.4792100191116333,satellite imagery,0.4431476294994354,urban structure,0.4229263663291931
70,1,245,"['land cover mapping', 'land cover map', 'accurate land cover', 'land cover', 'image classification']",land cover mapping,0.6180388927459717,land cover map,0.5356863141059875,accurate land cover,0.5233849883079529,land cover,0.4923715591430664,image classification,0.48460492491722107
71,1,249,"['semantic segmentation', 'UAV photogrammetry', 'building extraction', 'building extraction accuracy', 'UAV image']",semantic segmentation,0.45884740352630615,UAV photogrammetry,0.42401123046875,building extraction,0.4158257842063904,building extraction accuracy,0.4042220413684845,UAV image,0.37469208240509033
72,1,256,"['satellite imagery', 'convolutional neural network', 'urban area', 'conditional adversarial term', 'digital elevation']",satellite imagery,0.3805740177631378,convolutional neural network,0.33004122972488403,urban area,0.30578672885894775,conditional adversarial term,0.29985570907592773,digital elevation,0.29608380794525146
73,1,292,"['deep representation', 'remote sensing image', 'deep framework', 'deep learning', 'global latent feature']",deep representation,0.43215006589889526,remote sensing image,0.427273690700531,deep framework,0.4205111861228943,deep learning,0.40812575817108154,global latent feature,0.3885493874549866
74,1,297,"['urban planning', 'urban growth', 'mixed land use', 'land use', 'urbanization']",urban planning,0.4869999885559082,urban growth,0.48031169176101685,mixed land use,0.4614340364933014,land use,0.45178020000457764,urbanization,0.4027673006057739
75,1,300,"['annual urbanization', 'mean annual urbanization', 'annual urbanization rate', 'land use', 'cropland area']",annual urbanization,0.43407443165779114,mean annual urbanization,0.41605302691459656,annual urbanization rate,0.4066731929779053,land use,0.40265998244285583,cropland area,0.39383143186569214
76,1,313,"['SAR image', 'random forest', 'synthetic aperture radar', 'Sentinel image', 'optical Sentinel image']",SAR image,0.48764485120773315,random forest,0.4411289691925049,synthetic aperture radar,0.4318108558654785,Sentinel image,0.4046928286552429,optical Sentinel image,0.374404639005661
77,1,324,"['land use classification', 'urban land use', 'land use category', 'classification map', 'urban land']",land use classification,0.6826408505439758,urban land use,0.5673182010650635,land use category,0.5308321714401245,classification map,0.51424241065979,urban land,0.500481367111206
78,1,327,"['satellite imagery', 'satellite image', 'building footprint', 'remote sensing', 'textural information']",satellite imagery,0.4635770916938782,satellite image,0.444582462310791,building footprint,0.4308140277862549,remote sensing,0.41162192821502686,textural information,0.36705610156059265
79,1,329,"['land price prediction', 'urban land price', 'residential land price', 'urban data', 'land price distribution']",land price prediction,0.6576486825942993,urban land price,0.5399389266967773,residential land price,0.48961812257766724,urban data,0.4868307113647461,land price distribution,0.47677451372146606
80,1,332,"['land use change', 'landscape diversity', 'landscape change', 'land use', 'Accelerated land use']",land use change,0.5250998139381409,landscape diversity,0.4976140856742859,landscape change,0.490953266620636,land use,0.4362844228744507,Accelerated land use,0.4359847903251648
81,1,347,"['urban growth', 'unplanned urbanization', 'urban development', 'urban development pattern', 'urban planning']",urban growth,0.6132647395133972,unplanned urbanization,0.5764045715332031,urban development,0.5617671608924866,urban development pattern,0.5376700162887573,urban planning,0.5177422761917114
82,1,361,"['Land cover classification', 'Land cover', 'image classification', 'image classification method', 'UAV image']",Land cover classification,0.6597641110420227,Land cover,0.48338785767555237,image classification,0.4818788170814514,image classification method,0.4811946153640747,UAV image,0.46902939677238464
83,1,364,"['classification road extraction', 'road extraction algorithms', 'road extraction method', 'road centerline extraction', 'Road extraction']",classification road extraction,0.6342243552207947,road extraction algorithms,0.6012777090072632,road extraction method,0.5504647493362427,road centerline extraction,0.5495325326919556,Road extraction,0.48012715578079224
84,1,367,"['satellite image segmentation', 'convolution neural network', 'satellite image', 'urban planning', 'image segmentation']",satellite image segmentation,0.5481324195861816,convolution neural network,0.47820472717285156,satellite image,0.44580042362213135,urban planning,0.4320429563522339,image segmentation,0.3806345760822296
85,1,378,"['deep learning', 'large annotated dataset', 'image classification task', 'remote sensing', 'deep learning framework']",deep learning,0.43987080454826355,large annotated dataset,0.4271949529647827,image classification task,0.4085785746574402,remote sensing,0.3973935842514038,deep learning framework,0.38855987787246704
86,1,382,"['land cover extraction', 'urban greenery land', 'greenery land cover', 'greenery auto extraction', 'greenery extraction method']",land cover extraction,0.5988606214523315,urban greenery land,0.5562153458595276,greenery land cover,0.554527759552002,greenery auto extraction,0.540554940700531,greenery extraction method,0.52336186170578
87,1,385,"['fast building detection', 'building detection', 'binary feature classification', 'building contour extraction', 'area detection']",fast building detection,0.6475051641464233,building detection,0.6287885904312134,binary feature classification,0.488902747631073,building contour extraction,0.4810401201248169,area detection,0.4801401197910309
88,1,389,"['shadow detection', 'building detection', 'deep learning', 'Historical Cityscape', 'aerial imagery']",shadow detection,0.49715033173561096,building detection,0.4686306118965149,deep learning,0.44682979583740234,Historical Cityscape,0.41036394238471985,aerial imagery,0.3909880220890045
89,1,401,"['LiDAR imagery', 'LiDAR data', 'building extraction', 'classifier', 'classification method']",LiDAR imagery,0.5338193774223328,LiDAR data,0.5110790729522705,building extraction,0.49069175124168396,classifier,0.40359264612197876,classification method,0.3813045024871826
90,1,407,"['land cover pattern', 'land cover', 'land use map', 'various land cover', 'urban land']",land cover pattern,0.5468804836273193,land cover,0.5333595275878906,land use map,0.5331614017486572,various land cover,0.5321718454360962,urban land,0.5096858739852905
91,1,428,"['Automatic building extraction', 'building footprint extraction', 'building extraction', 'building footprint', 'urban morphology complexity']",Automatic building extraction,0.6233527064323425,building footprint extraction,0.6140546798706055,building extraction,0.5133771896362305,building footprint,0.42686736583709717,urban morphology complexity,0.42321470379829407
92,1,430,"['roof superstructure classification', 'LiDAR point cloud', 'LiDAR data', 'point clouds segmentation', 'airborne LiDAR point']",roof superstructure classification,0.5774040222167969,LiDAR point cloud,0.5403872728347778,LiDAR data,0.5279801487922668,point clouds segmentation,0.47683724761009216,airborne LiDAR point,0.4724075496196747
93,1,431,"['urban land use', 'urban land expansion', 'land use dynamic', 'land use expansion', 'urban land']",urban land use,0.6584704518318176,urban land expansion,0.6544908285140991,land use dynamic,0.5768173336982727,land use expansion,0.5552688837051392,urban land,0.5392707586288452
94,1,437,"['land cover classification', 'deep learning architecture', 'land cover', 'deep learning', 'remote sensing']",land cover classification,0.5642673969268799,deep learning architecture,0.4744097590446472,land cover,0.4662659466266632,deep learning,0.45984727144241333,remote sensing,0.4406089186668396
95,1,439,"['population forecasting', 'Regional population forecast', 'type population forecasting', 'population forecast', 'forecasting']",population forecasting,0.6814523935317993,Regional population forecast,0.598608136177063,type population forecasting,0.5754436254501343,population forecast,0.5667727589607239,forecasting,0.4704866111278534
96,1,444,"['building extraction', 'support vector machine', 'urban planning', 'remote sensing', 'satellite image']",building extraction,0.5441735982894897,support vector machine,0.4553680419921875,urban planning,0.4330005347728729,remote sensing,0.42151325941085815,satellite image,0.3820779025554657
97,1,450,"['change detection', 'remote sensing', 'deep learning', 'refined spatial detail', 'semantic segmentation']",change detection,0.4898202419281006,remote sensing,0.41699138283729553,deep learning,0.34158211946487427,refined spatial detail,0.3381010890007019,semantic segmentation,0.31862667202949524
98,1,451,"['LiDAR data fusion', 'road detection', 'road edge detection', 'LiDAR data', 'hyperspectral system']",LiDAR data fusion,0.537651538848877,road detection,0.5175498723983765,road edge detection,0.48467597365379333,LiDAR data,0.466214656829834,hyperspectral system,0.4584638476371765
99,1,454,"['vehicle detection', 'Nowadays vehicle detection', 'deep learning algorithm', 'deep learning', 'vehicle tracking']",vehicle detection,0.523841142654419,Nowadays vehicle detection,0.5046712160110474,deep learning algorithm,0.4817820191383362,deep learning,0.4181601405143738,vehicle tracking,0.3724258542060852
100,1,455,"['classify LiDAR point', 'LiDAR data', 'airborne lidar', 'lidar point cloud', 'lidar']",classify LiDAR point,0.5775732398033142,LiDAR data,0.5540972948074341,airborne lidar,0.5413699150085449,lidar point cloud,0.5392577648162842,lidar,0.5314273834228516
101,1,459,"['urban development', 'construction material consumption', 'urban planning', 'material consumption analysis', 'urban expansion']",urban development,0.5306903719902039,construction material consumption,0.526081919670105,urban planning,0.4729607105255127,material consumption analysis,0.45872414112091064,urban expansion,0.42633864283561707
102,1,460,"['unreinforced masonry building', 'masonry building', 'convolutional neural network', 'unreinforced masonry', 'common building typology']",unreinforced masonry building,0.4869000315666199,masonry building,0.44647204875946045,convolutional neural network,0.41913557052612305,unreinforced masonry,0.4185943305492401,common building typology,0.3906625509262085
103,1,465,"['damage detection', 'damage detection system', 'deep learning', 'digital urban data', 'deep learning model']",damage detection,0.5078049898147583,damage detection system,0.4631398022174835,deep learning,0.4199773073196411,digital urban data,0.4158167243003845,deep learning model,0.40535813570022583
104,1,469,"['bathymetry estimation', 'bathymetry measurement', 'bathymetry', 'deep learning', 'Traditional bathymetry measurement']",bathymetry estimation,0.5445480346679688,bathymetry measurement,0.5020014047622681,bathymetry,0.489387571811676,deep learning,0.4679734408855438,Traditional bathymetry measurement,0.44930577278137207
105,1,471,"['urban land use', 'land cover change', 'urban growth', 'urban planning', 'land cover map']",urban land use,0.6123213768005371,land cover change,0.5228456258773804,urban growth,0.5048096776008606,urban planning,0.5026334524154663,land cover map,0.49316126108169556
106,1,474,"['urban planning', 'small polish city', 'large city', 'population density', 'Small city']",urban planning,0.5468137860298157,small polish city,0.4062672555446625,large city,0.3863911032676697,population density,0.36967670917510986,Small city,0.34262770414352417
107,1,485,"['urban land prediction', 'urbanization prediction', 'urban growth modeling', 'urban growth model', 'urban growth']",urban land prediction,0.7699634432792664,urbanization prediction,0.7154766917228699,urban growth modeling,0.691545307636261,urban growth model,0.6222022771835327,urban growth,0.5976282954216003
108,1,486,"['video semantic segmentation', 'UAV aerial videos', 'semantic segmentation method', 'Semantic segmentation', 'semantic segmentation algorithms']",video semantic segmentation,0.5268541574478149,UAV aerial videos,0.48931360244750977,semantic segmentation method,0.4865216016769409,Semantic segmentation,0.4443230628967285,semantic segmentation algorithms,0.43151938915252686
109,1,488,"['random forest', 'urban planning', 'city scale', 'linear regression', 'support vector machine']",random forest,0.395621657371521,urban planning,0.382259726524353,city scale,0.30888980627059937,linear regression,0.3084067404270172,support vector machine,0.301229327917099
110,1,497,"['population mapping', 'Urban population distribution', 'population distribution map', 'Urban population', 'land use data']",population mapping,0.6105895638465881,Urban population distribution,0.5716105103492737,population distribution map,0.5603373050689697,Urban population,0.4552527070045471,land use data,0.43715226650238037
