Cluster,DocId,top_num,Diversity,key-phrases,phrase-candidates
-1,66,20,0.5,"['common wild bee', 'urban environment', 'nearby floral resource', 'dominate habitat selection', 'biotope data map']","['common wild bee', 'urban habitat', 'habitat selection', 'solitary bee', 'bee', 'wild bee', 'red mason bee', 'urban environment', 'urban area', 'dominate habitat selection', 'mason bee', 'local flower availability', 'nearby floral resource', 'urban region', 'pollination', 'floral resource', 'landscape structure', 'habitat', 'flower availability', 'biotope data map', 'private garden', 'GIS biotope', 'local flower', 'garden', 'park', 'biotope data', 'digital GIS biotope', 'city', 'GIS biotope data', 'urban matrix property', 'suitable nesting opportunity', 'housing structure', 'citizen science', 'city responds', 'nesting opportunity', 'urban matrix', 'spatial distribution', 'landscape factor', 'biotope', 'area', 'Microsite condition dominate', 'map', 'housing', 'open housing structure', 'flower', 'open housing', 'landscape', 'good environment', 'citizen science approach', 'environment', 'machine learning', 'Volunteer hung trap', 'Microsite condition', 'trap', 'place', 'science approach', 'data map', 'science', 'region', 'distance', 'different location', 'regression', 'sun exposure', 'location', 'Osmia bicornis', 'site', 'data', 'case study', 'hung trap', 'property', 'size', 'bicornis', 'selection', 'abundance', 'citizen', 'condition dominate', 'structure', 'sun', 'exposure', 'occurrence', 'hang location', 'resource', 'learning', 'mason', 'red mason', 'edge length', 'length', 'profit', 'information', 'position', 'case', 'specie', 'opportunity', 'study', 'availability', 'balanced influence', 'influence', 'distribution', 'combination', 'machine', 'matrix', 'approach', 'driver', 'factor', 'dominate', 'responds', 'multiple', 'attachment position', 'result', 'Volunteer hung', 'edge', 'condition', 'patch', 'matrix property', 'hung']"
-1,69,20,0.5,"['soundscape classification model', 'urban area', 'SVM model', 'urban soundscape evaluation', 'automatic classification']","['soundscape classification model', 'soundscape classification', 'urban soundscape evaluation', 'comprehensive urban soundscape', 'urban soundscapes', 'urban soundscape', 'soundscape evaluation', 'soundscape management', 'soundscapes', 'appropriate soundscape management', 'soundscape', 'acoustical categorization', 'appropriate soundscape', 'automatic classification', 'urban environment', 'sound standpoint', 'classification model', 'SVM model', 'model classification', 'urban area', 'machine learning', 'classification', 'machine learning technique', 'categorization', 'learning', 'algorithm', 'perceptual criterion', 'SMO algorithm', 'learning technique', 'area', 'environment', 'evaluation', 'sense', 'specific task', 'great complexity', 'complexity', 'machine', 'outstanding performance', 'instance', 'tool', 'SMO model', 'performance', 'implementation', 'basis', 'standpoint', 'technique', 'range', 'model', 'management', 'criterion', 'result', 'people', 'work', 'first step', 'authority', 'task', 'step', 'expectation', 'essential step', 'problem']"
-1,73,20,0.5,"['sustainable travel', 'decision tree', 'environment determinant', 'metropolitan area', 'threshold effect']","['sustainable travel', 'environment determinant', 'desirable environmental benefit', 'environmental benefit', 'environment factor', 'land use diversity', 'land use', 'decision tree', 'land use policy', 'metropolitan area', 'transit stop', 'transportation', 'built environment feature', 'built environment', 'environment', 'emission', 'threshold effect', 'job density', 'environment variable', 'transit', 'data', 'travel', 'environment feature', 'Paul metropolitan area', 'use diversity', 'distance', 'land', 'influence', 'planner', 'decision', 'tree', 'threshold effect offer', 'environment element', 'density', 'area', 'benefit', 'variable', 'effect', 'substantial impact', 'certain range', 'stop', 'diversity', 'gradient', 'determinant', 'range', 'feature', 'factor', 'effect offer', 'impact', 'valuable implication', 'offer valuable implication', 'implication', 'study', 'use policy', 'use', 'gap', 'policy', 'element', 'result show', 'job', 'show', 'literature', 'result', 'offer']"
-1,85,20,0.5,"['GIS hotspot analysis', 'travel carbon emission', 'urban development', 'dense road', 'bus station coverage']","['GIS hotspot analysis', 'travel carbon emission', 'urban planning', 'carbon emission assessment', 'hotspot analysis', 'dense road network', 'urban development', 'emission assessment', 'dense road', 'road network', 'travel carbon', 'GIS hotspot', 'spatial distribution', 'hotspot density', 'carbon emission', 'road area', 'comprehensive carbon emission', 'hotspot density surface', 'bus station coverage', 'traffic', 'public transportation', 'travel model', 'urban district', 'city', 'bicycle lane', 'total road area', 'old urban district', 'transportation', 'residential building area', 'transit', 'travel time', 'big data', 'machine learning', 'transit site', 'comprehensive carbon', 'bus system', 'Small city', 'travel', 'bus', 'bus station', 'travel block', 'building area', 'data', 'research area', 'hotspot', 'bicycle', 'road', 'carbon', 'built environment conducive', 'block planning', 'residential building', 'algorithm', 'density', 'area', 'index data', 'total road', 'population', 'efficient system', 'emission', 'radius', 'learning', 'built environment', 'building', 'dense', 'planning', 'district', 'superposition', 'planning implication', 'station', 'useful mean', 'use mode', 'environment conducive', 'density surface', 'scattered distribution', 'station coverage', 'methodology', 'environment', 'new way', 'network', 'questionnaire survey', 'use', 'high popularity', 'survey', 'distribution', 'resident', 'analysis', 'technology', 'recreational facility', 'study', 'popularity', 'public service facility', 'full advantage', 'volume', 'Coverage', 'new technology', 'index', 'future', 'different index', 'concept', 'research', 'type', 'questionnaire', 'surface', 'Identification', 'development', 'public service', 'site', 'traditional mode', 'interval', 'model', 'way', 'volume ratio', 'E block', 'width', 'service facility', 'mode', 'machine', 'number', 'advantage', 'rate', 'confirm', 'platform', 'block', 'ratio', 'volume rate', 'service', 'basis', 'functional mixing', 'mean', 'facility', 'lane', 'built', 'assessment', 'result confirm', 'system', 'benefit', 'framework', 'implication', 'result show', 'mixing', 'post', 'conducive', 'time', 'professional post', 'predecessor', 'element', 'show', 'result']"
-1,91,20,0.5,"['visible street greenery', 'real estate market', 'new urban data', 'urban greening policy', 'neighborhood']","['visible street greenery', 'street greenery', 'urban greening', 'urban greening policy', 'streetscapes', 'street accessibility', 'new urban data', 'Baidu street view', 'urban data', 'greening policy', 'visible street', 'street view image', 'street view', 'real estate market', 'greenery', 'housing price', 'estate market', 'housing', 'urban planner', 'neighborhood', 'greening', 'private neighborhood', 'accessed street', 'Baidu street', 'hedonic pricing model', 'street', 'neighborhood feature', 'hedonic pricing', 'geographical information', 'potential economic effect', 'economic effect', 'mature real estate', 'geographical information system', 'city', 'Measuring economic performance', 'economic performance', 'city center', 'real estate', 'pricing model', 'market', 'quantitative measuring', 'daily life', 'accessibility', 'view', 'regression', 'estate', 'regression coefficient', 'space', 'pricing', 'distance', 'data', 'effect', 'planner', 'global scale', 'quality', 'behavioral phenomenon', 'price', 'exposure', 'facility', 'feature', 'protective effect', 'image', 'space syntax', 'radius', 'people', 'significant positive coefficient', 'decision', 'performance', 'direction', 'measuring', 'life', 'quantitative support', 'algorithm', 'view image', 'policy', 'assessment', 'new analytical tool', 'important issue', 'scale', 'information', 'information system', 'significance', 'certain radius', 'model', 'coefficient', 'syntax', 'analytical tool', 'combined assessment', 'indicator', 'number', 'phenomenon', 'density', 'decision maker', 'global scale hold', 'study', 'result show', 'positive coefficient', 'massive number', 'help', 'show', 'addition', 'issue', 'system', 'support', 'attempt', 'result', 'maker', 'forty', 'tool', 'scale hold', 'center', 'hold']"
-1,103,20,0.5,"['pedestrian landscape', 'decision tree algorithm', 'grass root survey', 'residential land use', 'pedestrian reaction']","['pedestrian landscape', 'pedestrian environment', 'good pedestrian landscape', 'pedestrian space', 'decision tree', 'decision tree algorithm', 'decision tree learning', 'pedestrian activity', 'various street environment', 'decision tree machine', 'street environment', 'landscape architecture', 'residential land use', 'pedestrian reaction', 'tree learning', 'architecture', 'tree algorithm', 'grass root survey', 'land use', 'town residential community', 'residential community', 'residential land', 'perception', 'artificial intelligence', 'pattern walker engage', 'activity level', 'landscape', 'physical activity', 'health', 'Participant perception', 'physical activity level', 'public health', 'pattern walker', 'environment', 'walker engage', 'tree machine', 'tree', 'street', 'grass', 'health purpose', 'transportation corridor', 'associated health', 'intelligence', 'planner', 'design', 'opinion', 'intelligent tool', 'activity', 'health motivation', 'root survey', 'survey', 'measurable environmental variable', 'algorithm', 'town', 'designer new insight', 'health benefit', 'study area', 'weather', 'associated health benefit', 'area', 'health care', 'transportation', 'environmental variable', 'grass root', 'various street', 'data', 'exploration', 'learning', 'corridor', 'Medicare health', 'walker', 'analysis', 'algorithm rule', 'impression', 'decision', 'particular environment', 'development', 'benefit', 'people', 'deeper understanding', 'land', 'community', 'designer', 'Medicare health insurance', 'motivation', 'health insurance', 'pilot study', 'purpose', 'relationship', 'insurance', 'insight', 'user', 'empirical relationship', 'approach', 'change', 'rating', 'small town', 'objective', 'analytical model', 'understanding', 'pattern', 'primary objective', 'measure', 'process', 'use', 'machine', 'space', 'engage', 'discipline', 'sound', 'different purpose', 'model', 'collaboration', 'critical variable', 'root', 'care', 'light', 'variable', 'participant', 'rule', 'phase', 'group', 'tool', 'reaction', 'study', 'water', 'experiment', 'domain', 'new insight', 'edge', 'manipulating', 'flexible tool', 'first phase', 'level', 'customized version', 'respective domain', 'result', 'pilot', 'subset', 'version']"
-1,128,20,0.5,"['basin governance', 'social network analysis', 'nexus governance debate', 'water', 'economic agenda']","['basin governance', 'nexus governance debate', 'resource security governance', 'nexus governance', 'governance debate', 'economic governance', 'transdisciplinary governance', 'governance', 'global governance', 'system governance', 'cooperative governance', 'urban governance', 'security governance', 'economic agenda', 'social network analysis', 'basin', 'resource security', 'network analysis', 'discourse analysis', 'water', 'resource', 'systematic literature', 'discourse', 'qualitative method', 'agenda', 'systematic literature review', 'social network', 'food', 'literature', 'debate', 'literature review', 'conceptual basis', 'energy', 'nexus', 'network', 'emergence', 'analysis', 'concept support', 'article', 'risk', 'construction', 'meaning', 'concept', 'machine learning', 'synergy', 'security', 'definition', 'clear meaning', 'group', 'machine learning algorithms', 'system', 'support', 'learning', 'basis', 'learning algorithms', 'method', 'term', 'review', 'attempt', 'trading', 'main theme', 'algorithms', 'gap', 'result', 'reduction', 'last decade', 'theme', 'decade', 'machine']"
-1,134,20,0.5,"['open urban data', 'visualization technique', 'data interpretation', 'machine learning', 'large data set']","['open urban data', 'Urban data', 'visualization technique', 'urban data set', 'visualization', 'open data', 'effective data interpretation', 'data analysis', 'data interpretation', 'socioeconomic data', 'different visualization', 'data', 'specific visualization', 'data set', 'interpretability', 'machine learning', 'effective data', 'large data', 'large data set', 'multivariate analysis', 'machine learning technique', 'city government', 'city', 'analysis', 'Chicago city government', 'pattern identification', 'multivariate', 'Transparency', 'interpretation', 'exploitation', 'knowledge', 'case study', 'Chicago city', 'sense', 'learning', 'government', 'pattern', 'improvement', 'discovery', 'public', 'univariate', 'bivariate', 'evaluation', 'new knowledge', 'learning technique', 'different level', 'use', 'user', 'support', 'level', 'machine', 'study', 'citizen', 'purpose', 'identification', 'discussion', 'Tool', 'key', 'case', 'form', 'work', 'amount', 'technique', 'different form', 'scenario', 'set', 'large amount', 'practice']"
-1,136,20,0.5,"['soundscape assessment', 'accurate prediction', 'affective quality', 'acoustic data', 'individual assessment']","['soundscape assessment', 'urban soundscape mapping', 'soundscape mapping', 'urban soundscape', 'future soundscape mapping', 'soundscape', 'future soundscape', 'unique soundscape', 'soundscape excerpt', 'acoustic data', 'unique soundscape excerpt', 'various acoustic feature', 'acoustic feature', 'affective quality', 'acoustic signal', 'individual assessment', 'assessment', 'accurate prediction', 'prediction', 'data', 'experience', 'mapping', 'strong prediction', 'life experience', 'lack life experience', 'algorithm', 'quality', 'computer', 'relationship', 'feature', 'information', 'result', 'purpose', 'accurate', 'study', 'Frames approach', 'outcome', 'experiment', 'model', 'computer lack life', 'approach', 'life', 'signal', 'lack life', 'computer lack', 'result show', 'yrs', 'excerpt', 'student', 'show', 'term', 'internal consistency', 'consistency', 'lack', 'female']"
-1,140,20,0.5,"['Urban planning', 'big data revolution', 'data rich landscape', 'census data', 'data mining']","['Urban planning', 'Urban planning student', 'urban planner', 'big data', 'planning education', 'big data revolution', 'data rich landscape', 'planning student', 'data revolution', 'planning practice', 'data', 'census data', 'detailed population', 'planner', 'data rich environment', 'new data', 'data mining', 'new data source', 'multidimensional data', 'Analytics', 'machine learning', 'planning curriculum', 'planning', 'census', 'data poor environment', 'detailed population characteristic', 'visualization', 'visualization technique', 'survey research', 'data source', 'infrastructure monitoring', 'real time data', 'time data', 'infrastructure', 'population characteristic', 'rich landscape', 'learning', 'remote sensing', 'quantitative analysis', 'population', 'rich environment', 'simple visualization technique', 'analysis', 'simple visualization', 'estimation', 'research', 'cell phone tracking', 'survey', 'education', 'simulation', 'geographic area', 'mining', 'phone tracking', 'phone tracking record', 'observation', 'practice', 'curriculum', 'sensing', 'sample', 'environment', 'sensor', 'revolution', 'projection', 'landscape', 'method', 'new environment', 'area', 'monitoring', 'scale', 'phone', 'number', 'poor environment', 'appropriate tool', 'cell phone', 'several basic variable', 'social medium', 'tool', 'technique', 'frequent time', 'tracking record', 'machine', 'frequent time increment', 'student', 'basic variable', 'time increment', 'aggregated form', 'tracking', 'real time', 'variable', 'system', 'disaggregated level', 'level', 'behavior', 'characteristic', 'time', 'form', 'course', 'record', 'decade', 'source', 'increment', 'factor', 'variety', 'date', 'cell', 'paper', 'medium', 'gap']"
