Cluster,DocId,top_num,Diversity,top_0_phrase,top_0_score,top_1_phrase,top_1_score,top_2_phrase,top_2_score,top_3_phrase,top_3_score,top_4_phrase,top_4_score,top_5_phrase,top_5_score,top_6_phrase,top_6_score,top_7_phrase,top_7_score,top_8_phrase,top_8_score,top_9_phrase,top_9_score,top_10_phrase,top_10_score,top_11_phrase,top_11_score,top_12_phrase,top_12_score,top_13_phrase,top_13_score,top_14_phrase,top_14_score,top_15_phrase,top_15_score,top_16_phrase,top_16_score,top_17_phrase,top_17_score,top_18_phrase,top_18_score,top_19_phrase,top_19_score
0,4,20,0.3,smart city,0.62725496,AI technology,0.4257099,big data,0.45771402,urban potential,0.44864082,liveability dimension,0.23328227,Big Data processing,0.43097088,city,0.38186675,data brings,0.34187222,sustainability,0.25863117,sensor,0.24395186,intelligence,0.28970372676849365,artificial intelligence,0.37158092856407166,urban fabric,0.25006231665611267,new framework,0.17075452208518982,data,0.34087371826171875,economic prospect,0.2017086297273636,Data processing,0.31457608938217163,technology,0.19025355577468872,ecology,0.17758318781852722,liveability,0.2355041801929474
0,4,20,0.4,smart city,0.62725496,AI technology,0.4257099,Big Data processing,0.43097088,urban potential,0.44864082,data brings,0.34187222,liveability dimension,0.23328227,sensor,0.24395186,sustainability,0.25863117,big data,0.45771402,city,0.38186675,new framework,0.17075452208518982,urban fabric,0.25006231665611267,economic prospect,0.2017086297273636,intelligence,0.28970372676849365,artificial intelligence,0.37158092856407166,data,0.34087371826171875,Data processing,0.31457608938217163,technology,0.19025355577468872,ecology,0.17758318781852722,liveability,0.2355041801929474
0,4,20,0.5,smart city,0.62725496,AI technology,0.4257099,Big Data processing,0.43097088,liveability dimension,0.23328227,ecology,0.17758319,data brings,0.34187222,urban potential,0.44864082,sensor,0.24395186,new framework,0.17075452,economic prospect,0.20170863,city,0.3818667531013489,big data,0.4577140212059021,urban fabric,0.25006231665611267,intelligence,0.28970372676849365,technology,0.19025355577468872,artificial intelligence,0.37158092856407166,sustainability,0.25863116979599,data,0.34087371826171875,Data processing,0.31457608938217163,liveability,0.2355041801929474
0,4,20,0.6,smart city,0.62725496,liveability dimension,0.23328227,AI technology,0.4257099,ecology,0.17758319,data,0.34087372,Big Data processing,0.43097088,economic prospect,0.20170863,urban fabric,0.25006232,sensor,0.24395186,urban potential,0.44864082,new framework,0.17075452208518982,city,0.3818667531013489,intelligence,0.28970372676849365,big data,0.4577140212059021,technology,0.19025355577468872,sustainability,0.25863116979599,data brings,0.3418722152709961,artificial intelligence,0.37158092856407166,Data processing,0.31457608938217163,liveability,0.2355041801929474
0,4,20,0.7,smart city,0.62725496,liveability dimension,0.23328227,ecology,0.17758319,data,0.34087372,AI technology,0.4257099,economic prospect,0.20170863,Big Data processing,0.43097088,urban fabric,0.25006232,sensor,0.24395186,new framework,0.17075452,urban potential,0.4486408233642578,city,0.3818667531013489,intelligence,0.28970372676849365,technology,0.19025355577468872,big data,0.4577140212059021,sustainability,0.25863116979599,data brings,0.3418722152709961,Data processing,0.31457608938217163,artificial intelligence,0.37158092856407166,liveability,0.2355041801929474
0,4,20,0.8,smart city,0.62725496,liveability dimension,0.23328227,ecology,0.17758319,data,0.34087372,economic prospect,0.20170863,AI technology,0.4257099,new framework,0.17075452,urban fabric,0.25006232,sensor,0.24395186,Big Data processing,0.43097088,urban potential,0.4486408233642578,city,0.3818667531013489,intelligence,0.28970372676849365,technology,0.19025355577468872,big data,0.4577140212059021,sustainability,0.25863116979599,data brings,0.3418722152709961,Data processing,0.31457608938217163,artificial intelligence,0.37158092856407166,liveability,0.2355041801929474
0,4,20,0.9,smart city,0.62725496,ecology,0.17758319,liveability dimension,0.23328227,data,0.34087372,economic prospect,0.20170863,new framework,0.17075452,artificial intelligence,0.37158093,urban fabric,0.25006232,sensor,0.24395186,Big Data processing,0.43097088,technology,0.19025355577468872,urban potential,0.4486408233642578,city,0.3818667531013489,intelligence,0.28970372676849365,sustainability,0.25863116979599,big data,0.4577140212059021,data brings,0.3418722152709961,Data processing,0.31457608938217163,AI technology,0.42570990324020386,liveability,0.2355041801929474
0,4,20,1.0,smart city,0.62725496,ecology,0.17758319,liveability dimension,0.23328227,economic prospect,0.20170863,data,0.34087372,new framework,0.17075452,urban fabric,0.25006232,artificial intelligence,0.37158093,sensor,0.24395186,Big Data processing,0.43097088,technology,0.19025355577468872,urban potential,0.4486408233642578,city,0.3818667531013489,intelligence,0.28970372676849365,sustainability,0.25863116979599,big data,0.4577140212059021,Data processing,0.31457608938217163,data brings,0.3418722152709961,AI technology,0.42570990324020386,liveability,0.2355041801929474
0,7,10,0.1,smart city,0.5701592,urban health monitoring,0.54073864,coronavirus,0.4914105,smart city network,0.5223851,safe city concept,0.48112652,urban data,0.42891997,global health emergency,0.4108258,city concept,0.42006055,city network,0.41756397,urban health,0.4067747,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,7,10,0.2,smart city,0.5701592,coronavirus,0.4914105,urban health monitoring,0.54073864,safe city concept,0.48112652,smart city network,0.5223851,global health emergency,0.4108258,urban data,0.42891997,city concept,0.42006055,city network,0.41756397,urban health,0.4067747,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,7,10,0.3,smart city,0.5701592,coronavirus,0.4914105,urban health monitoring,0.54073864,safe city concept,0.48112652,global health emergency,0.4108258,smart city network,0.5223851,urban data,0.42891997,city concept,0.42006055,city network,0.41756397,urban health,0.4067747,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,7,10,0.4,smart city,0.5701592,coronavirus,0.4914105,urban health monitoring,0.54073864,safe city concept,0.48112652,global health emergency,0.4108258,city network,0.41756397,urban data,0.42891997,smart city network,0.5223851,city concept,0.42006055,urban health,0.4067747,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,7,10,0.5,smart city,0.5701592,coronavirus,0.4914105,urban health monitoring,0.54073864,safe city concept,0.48112652,global health emergency,0.4108258,city network,0.41756397,urban data,0.42891997,smart city network,0.5223851,city concept,0.42006055,urban health,0.4067747,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,7,10,0.6,smart city,0.5701592,coronavirus,0.4914105,urban health monitoring,0.54073864,global health emergency,0.4108258,safe city concept,0.48112652,city network,0.41756397,urban data,0.42891997,city concept,0.42006055,smart city network,0.5223851,urban health,0.4067747,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,7,10,0.7,smart city,0.5701592,coronavirus,0.4914105,urban health,0.4067747,safe city concept,0.48112652,urban data,0.42891997,global health emergency,0.4108258,city network,0.41756397,urban health monitoring,0.54073864,city concept,0.42006055,smart city network,0.5223851,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,7,10,0.8,smart city,0.5701592,coronavirus,0.4914105,urban health,0.4067747,safe city concept,0.48112652,urban data,0.42891997,global health emergency,0.4108258,city network,0.41756397,urban health monitoring,0.54073864,city concept,0.42006055,smart city network,0.5223851,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,7,10,0.9,smart city,0.5701592,coronavirus,0.4914105,urban health,0.4067747,urban data,0.42891997,safe city concept,0.48112652,global health emergency,0.4108258,city network,0.41756397,city concept,0.42006055,urban health monitoring,0.54073864,smart city network,0.5223851,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,7,10,1.0,smart city,0.5701592,coronavirus,0.4914105,urban health,0.4067747,urban data,0.42891997,safe city concept,0.48112652,global health emergency,0.4108258,city network,0.41756397,city concept,0.42006055,urban health monitoring,0.54073864,smart city network,0.5223851,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,7,20,0.1,smart city,0.57015926,urban health monitoring,0.5407386,coronavirus,0.49141043,smart city network,0.5223851,safe city concept,0.48112664,urban data,0.42891997,global health emergency,0.41082588,city concept,0.42006058,city network,0.41756397,urban health,0.4067748,Universal data,0.3597821593284607,health data,0.3631640076637268,virus outbreak,0.3605118989944458,urban economy,0.34321779012680054,city,0.34242111444473267,safe city,0.3403037190437317,entire city,0.3093249201774597,standardization protocol,0.2789013087749481,urban standpoint,0.3017350137233734,global health,0.28293517231941223
0,7,20,0.2,smart city,0.57015926,coronavirus,0.49141043,urban health monitoring,0.5407386,safe city concept,0.48112664,smart city network,0.5223851,global health emergency,0.41082588,urban data,0.42891997,Universal data,0.35978216,city concept,0.42006058,city network,0.41756397,urban health,0.4067747890949249,health data,0.3631640076637268,virus outbreak,0.3605118989944458,entire city,0.3093249201774597,urban economy,0.34321779012680054,standardization protocol,0.2789013087749481,city,0.34242111444473267,safe city,0.3403037190437317,urban standpoint,0.3017350137233734,global health,0.28293517231941223
0,7,20,0.3,smart city,0.57015926,coronavirus,0.49141043,urban health monitoring,0.5407386,safe city concept,0.48112664,Universal data,0.35978216,global health emergency,0.41082588,smart city network,0.5223851,urban data,0.42891997,city concept,0.42006058,standardization protocol,0.2789013,city network,0.4175639748573303,entire city,0.3093249201774597,health data,0.3631640076637268,urban health,0.4067747890949249,urban economy,0.34321779012680054,virus outbreak,0.3605118989944458,city,0.34242111444473267,urban standpoint,0.3017350137233734,safe city,0.3403037190437317,global health,0.28293517231941223
0,7,20,0.4,smart city,0.57015926,coronavirus,0.49141043,urban health monitoring,0.5407386,Universal data,0.35978216,safe city concept,0.48112664,global health emergency,0.41082588,city network,0.41756397,urban data,0.42891997,standardization protocol,0.2789013,smart city network,0.5223851,entire city,0.3093249201774597,urban economy,0.34321779012680054,health data,0.3631640076637268,city concept,0.42006057500839233,urban health,0.4067747890949249,virus outbreak,0.3605118989944458,city,0.34242111444473267,urban standpoint,0.3017350137233734,safe city,0.3403037190437317,global health,0.28293517231941223
0,7,20,0.5,smart city,0.57015926,coronavirus,0.49141043,health data,0.363164,standardization protocol,0.2789013,Universal data,0.35978216,safe city concept,0.48112664,urban health monitoring,0.5407386,global health emergency,0.41082588,entire city,0.30932492,city network,0.41756397,urban data,0.4289199709892273,urban economy,0.34321779012680054,smart city network,0.5223851203918457,city concept,0.42006057500839233,city,0.34242111444473267,virus outbreak,0.3605118989944458,urban health,0.4067747890949249,urban standpoint,0.3017350137233734,safe city,0.3403037190437317,global health,0.28293517231941223
0,7,20,0.6,smart city,0.57015926,coronavirus,0.49141043,health data,0.363164,standardization protocol,0.2789013,Universal data,0.35978216,global health emergency,0.41082588,safe city concept,0.48112664,urban data,0.42891997,urban health monitoring,0.5407386,entire city,0.30932492,city network,0.4175639748573303,urban economy,0.34321779012680054,urban standpoint,0.3017350137233734,city concept,0.42006057500839233,smart city network,0.5223851203918457,city,0.34242111444473267,virus outbreak,0.3605118989944458,urban health,0.4067747890949249,safe city,0.3403037190437317,global health,0.28293517231941223
0,7,20,0.7,smart city,0.57015926,virus outbreak,0.3605119,health data,0.363164,standardization protocol,0.2789013,Universal data,0.35978216,global health emergency,0.41082588,entire city,0.30932492,safe city concept,0.48112664,urban data,0.42891997,urban health monitoring,0.5407386,city network,0.4175639748573303,urban economy,0.34321779012680054,coronavirus,0.49141043424606323,urban standpoint,0.3017350137233734,city,0.34242111444473267,city concept,0.42006057500839233,smart city network,0.5223851203918457,urban health,0.4067747890949249,safe city,0.3403037190437317,global health,0.28293517231941223
0,7,20,0.8,smart city,0.57015926,virus outbreak,0.3605119,health data,0.363164,standardization protocol,0.2789013,Universal data,0.35978216,global health emergency,0.41082588,entire city,0.30932492,urban economy,0.3432178,safe city,0.34030372,urban health,0.4067748,urban data,0.4289199709892273,city network,0.4175639748573303,city concept,0.42006057500839233,coronavirus,0.49141043424606323,urban standpoint,0.3017350137233734,city,0.34242111444473267,urban health monitoring,0.540738582611084,safe city concept,0.4811266362667084,smart city network,0.5223851203918457,global health,0.28293517231941223
0,7,20,0.9,smart city,0.57015926,virus outbreak,0.3605119,health data,0.363164,standardization protocol,0.2789013,Universal data,0.35978216,global health emergency,0.41082588,entire city,0.30932492,urban economy,0.3432178,safe city,0.34030372,urban health,0.4067748,urban data,0.4289199709892273,city network,0.4175639748573303,urban standpoint,0.3017350137233734,city concept,0.42006057500839233,city,0.34242111444473267,coronavirus,0.49141043424606323,urban health monitoring,0.540738582611084,safe city concept,0.4811266362667084,smart city network,0.5223851203918457,global health,0.28293517231941223
0,7,20,1.0,smart city,0.57015926,virus outbreak,0.3605119,health data,0.363164,standardization protocol,0.2789013,Universal data,0.35978216,global health emergency,0.41082588,entire city,0.30932492,urban economy,0.3432178,safe city,0.34030372,urban health,0.4067748,urban data,0.4289199709892273,city network,0.4175639748573303,urban standpoint,0.3017350137233734,city concept,0.42006057500839233,city,0.34242111444473267,coronavirus,0.49141043424606323,urban health monitoring,0.540738582611084,safe city concept,0.4811266362667084,smart city network,0.5223851203918457,global health,0.28293517231941223
0,13,10,0.1,urban activity inference,0.690163,foursquare,0.5064278,specific urban activity,0.49948683,Foursquare place category,0.48293346,activity inference,0.4783637,Foursquare user,0.46075916,urban activity,0.48290533,Foursquare place,0.46647224,activity recommendation,0.4192198,urban environment,0.41492844,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,13,10,0.2,urban activity inference,0.690163,foursquare,0.5064278,activity inference,0.4783637,specific urban activity,0.49948683,Foursquare place category,0.48293346,Foursquare user,0.46075916,activity recommendation,0.4192198,Foursquare place,0.46647224,urban activity,0.48290533,urban environment,0.41492844,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,13,10,0.3,urban activity inference,0.690163,foursquare,0.5064278,activity recommendation,0.4192198,activity inference,0.4783637,Foursquare place category,0.48293346,specific urban activity,0.49948683,Foursquare user,0.46075916,Foursquare place,0.46647224,urban environment,0.41492844,urban activity,0.48290533,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,13,10,0.4,urban activity inference,0.690163,Foursquare user,0.46075916,activity recommendation,0.4192198,Foursquare place category,0.48293346,activity inference,0.4783637,specific urban activity,0.49948683,foursquare,0.5064278,Foursquare place,0.46647224,urban environment,0.41492844,urban activity,0.48290533,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,13,10,0.5,urban activity inference,0.690163,Foursquare user,0.46075916,activity recommendation,0.4192198,Foursquare place category,0.48293346,activity inference,0.4783637,urban environment,0.41492844,foursquare,0.5064278,specific urban activity,0.49948683,Foursquare place,0.46647224,urban activity,0.48290533,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,13,10,0.6,urban activity inference,0.690163,Foursquare user,0.46075916,activity recommendation,0.4192198,Foursquare place category,0.48293346,activity inference,0.4783637,urban environment,0.41492844,foursquare,0.5064278,specific urban activity,0.49948683,Foursquare place,0.46647224,urban activity,0.48290533,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,13,10,0.7,urban activity inference,0.690163,Foursquare user,0.46075916,activity recommendation,0.4192198,Foursquare place category,0.48293346,activity inference,0.4783637,urban environment,0.41492844,foursquare,0.5064278,specific urban activity,0.49948683,Foursquare place,0.46647224,urban activity,0.48290533,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,13,10,0.8,urban activity inference,0.690163,Foursquare user,0.46075916,activity recommendation,0.4192198,Foursquare place category,0.48293346,urban environment,0.41492844,activity inference,0.4783637,foursquare,0.5064278,specific urban activity,0.49948683,Foursquare place,0.46647224,urban activity,0.48290533,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,13,10,0.9,urban activity inference,0.690163,Foursquare user,0.46075916,activity recommendation,0.4192198,Foursquare place category,0.48293346,urban environment,0.41492844,activity inference,0.4783637,foursquare,0.5064278,specific urban activity,0.49948683,Foursquare place,0.46647224,urban activity,0.48290533,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,13,10,1.0,urban activity inference,0.690163,Foursquare user,0.46075916,activity recommendation,0.4192198,Foursquare place category,0.48293346,urban environment,0.41492844,activity inference,0.4783637,foursquare,0.5064278,specific urban activity,0.49948683,Foursquare place,0.46647224,urban activity,0.48290533,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0,NAN,0.0
0,13,20,0.1,urban activity inference,0.6901631,foursquare,0.50642776,specific urban activity,0.4994868,Foursquare place category,0.48293346,activity inference,0.47836375,Foursquare user,0.46075907,urban activity,0.48290524,Foursquare place,0.46647215,activity recommendation,0.41921985,machine learning,0.39802805,mobile phone usage,0.3884771466255188,urban environment,0.41492846608161926,user activity,0.3772759735584259,classifier,0.38709747791290283,supervised learning,0.39805829524993896,data,0.3535228371620178,city,0.3792352080345154,cellular data,0.34783315658569336,phone usage pattern,0.3541836142539978,phone usage,0.36367011070251465
0,13,20,0.2,urban activity inference,0.6901631,foursquare,0.50642776,activity inference,0.47836375,specific urban activity,0.4994868,Foursquare place category,0.48293346,mobile phone usage,0.38847715,machine learning,0.39802805,Foursquare user,0.46075907,activity recommendation,0.41921985,data,0.35352284,Foursquare place,0.46647214889526367,urban activity,0.48290523886680603,user activity,0.3772759735584259,classifier,0.38709747791290283,city,0.3792352080345154,urban environment,0.41492846608161926,supervised learning,0.39805829524993896,cellular data,0.34783315658569336,phone usage pattern,0.3541836142539978,phone usage,0.36367011070251465
0,13,20,0.3,urban activity inference,0.6901631,foursquare,0.50642776,mobile phone usage,0.38847715,activity recommendation,0.41921985,classifier,0.38709748,activity inference,0.47836375,Foursquare place category,0.48293346,specific urban activity,0.4994868,data,0.35352284,Foursquare user,0.46075907,user activity,0.3772759735584259,machine learning,0.39802804589271545,city,0.3792352080345154,Foursquare place,0.46647214889526367,urban environment,0.41492846608161926,urban activity,0.48290523886680603,cellular data,0.34783315658569336,supervised learning,0.39805829524993896,phone usage pattern,0.3541836142539978,phone usage,0.36367011070251465
0,13,20,0.4,urban activity inference,0.6901631,Foursquare user,0.46075907,phone usage pattern,0.3541836,classifier,0.38709748,activity recommendation,0.41921985,Foursquare place category,0.48293346,data,0.35352284,city,0.3792352,activity inference,0.47836375,specific urban activity,0.4994868,foursquare,0.5064277648925781,user activity,0.3772759735584259,cellular data,0.34783315658569336,machine learning,0.39802804589271545,mobile phone usage,0.3884771466255188,Foursquare place,0.46647214889526367,urban environment,0.41492846608161926,supervised learning,0.39805829524993896,urban activity,0.48290523886680603,phone usage,0.36367011070251465
0,13,20,0.5,urban activity inference,0.6901631,Foursquare user,0.46075907,phone usage pattern,0.3541836,classifier,0.38709748,activity recommendation,0.41921985,data,0.35352284,Foursquare place category,0.48293346,city,0.3792352,activity inference,0.47836375,cellular data,0.34783316,user activity,0.3772759735584259,specific urban activity,0.4994868040084839,foursquare,0.5064277648925781,machine learning,0.39802804589271545,mobile phone usage,0.3884771466255188,urban environment,0.41492846608161926,Foursquare place,0.46647214889526367,supervised learning,0.39805829524993896,urban activity,0.48290523886680603,phone usage,0.36367011070251465
0,13,20,0.6,urban activity inference,0.6901631,Foursquare user,0.46075907,phone usage pattern,0.3541836,classifier,0.38709748,activity recommendation,0.41921985,data,0.35352284,city,0.3792352,Foursquare place category,0.48293346,user activity,0.37727597,cellular data,0.34783316,activity inference,0.4783637523651123,urban environment,0.41492846608161926,machine learning,0.39802804589271545,foursquare,0.5064277648925781,specific urban activity,0.4994868040084839,mobile phone usage,0.3884771466255188,supervised learning,0.39805829524993896,Foursquare place,0.46647214889526367,urban activity,0.48290523886680603,phone usage,0.36367011070251465
0,13,20,0.7,urban activity inference,0.6901631,Foursquare user,0.46075907,phone usage pattern,0.3541836,classifier,0.38709748,data,0.35352284,activity recommendation,0.41921985,city,0.3792352,Foursquare place category,0.48293346,user activity,0.37727597,cellular data,0.34783316,activity inference,0.4783637523651123,urban environment,0.41492846608161926,machine learning,0.39802804589271545,foursquare,0.5064277648925781,mobile phone usage,0.3884771466255188,specific urban activity,0.4994868040084839,supervised learning,0.39805829524993896,Foursquare place,0.46647214889526367,urban activity,0.48290523886680603,phone usage,0.36367011070251465
0,13,20,0.8,urban activity inference,0.6901631,Foursquare user,0.46075907,phone usage pattern,0.3541836,classifier,0.38709748,data,0.35352284,activity recommendation,0.41921985,city,0.3792352,user activity,0.37727597,Foursquare place category,0.48293346,cellular data,0.34783316,activity inference,0.4783637523651123,urban environment,0.41492846608161926,machine learning,0.39802804589271545,foursquare,0.5064277648925781,mobile phone usage,0.3884771466255188,specific urban activity,0.4994868040084839,supervised learning,0.39805829524993896,Foursquare place,0.46647214889526367,urban activity,0.48290523886680603,phone usage,0.36367011070251465
