HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
-1,49,27.0,1998,Article,Intellectual of empire: Eric Dutton and hegemony in British Africa,"This essay examines the career of Eric Dutton in five British African colonies from 1919 to 1952, with case studies of his work in Lusaka and Zanzibar. In analyzing Dutton's career, I use a Gramscian conception of the role of intellectuals in creating colonial hegemony, against the backdrop of recent research on the relationship of geography to colonial discourse. Dutton worked and corresponded with key players in Britain's African empire. He was a major force behind early urban-planning programs in East and Central Africa and author of four geographical books. Permanently disabled by war wounds, he was also permanently infatuated with the moral rightness of British imperial culture. A concern for geography's professional relationship with, and the geographical legacy of, colonialism has emerged in recent scholarship on Africa, largely through studies of travel writing, fiction, and nineteenth- or early twentieth-century exploration geography. Later scholar-officials like Dutton sought to apply their knowledge to the shaping of spaces to serve the Empire's direct and immediate needs in Africa, even while trying to win the hearts and minds of its subject peoples. Around Timothy Mitchell's (1988) concept of ""enframing,"" I build an analysis of the spatial projects with which Dutton is most associated and show how Lusaka and Zanzibar were enframed by his plans. Through his publications and correspondences, as well as his seemingly omnipresent service, Dutton has an important legacy that has neither been articulated nor analyzed, one which points to the importance of contextualized biography for analyses of colonial discourse. I argue here for seeing Dutton as an intellectual in the service of colonial hegemony and its enframing spatial discourse, although the character of his agency exemplifies why that attempted hegemony failed.",Africa; Colonialism; Cultural hegemony,Myers G.A.,10.1111/1467-8306.00082,11.05,14.03
0,51,26.0,2015,Article,"Wildfire risk, biodiversity and peri-urban planning in the Mt Lofty Ranges, South Australia","Major fires on the periphery of Australian cities are reframing perceptions of what constitutes effective landscape planning and vegetation management. The emerging governance challenge to simultaneously mitigate wildfire risk and support improved conservation practices is reviewed in the context of pre-colonial and modern cultures within the peri-urban Mediterranean climatic region of South Australia's Mt Lofty Ranges. The analysis suggests that anthropogenic burning of landscape has been a vital historical component of risk management. During the early modern era however, improved capacities to manage wildfire risk led to complacency in light of the hazard, which in turn has led to urbanization that has not sufficiently accounted for the levels of risk. A planning conflict is emerging within the wooded uplands as there is renewed interest in wildfire risk, which is reflected in new state policies providing greater allowances for land owners to clear vegetation around dwellings. Although attempts have been made to constrain urban growth around the city of Adelaide, recent workshops with key environmental management stakeholders suggest that urbanization continues within the Mt Lofty Ranges in areas that are both highly vulnerable to fire and of great importance for biodiversity conservation, such that planning is not reflecting the cultures of risk or biodiversity value. For such risks and values to be taken into account within reflexive systems of governance, the narratives on opportunities for adaptation generated by the people who facilitate vegetation management must be accommodated into deliberations on policy. The identification and planning of particularly vulnerable and valuable spaces within the broader landscape and cultural contexts of risk and value would enable complex, targeted responses to environmental hazards, conservation and development needs in the peri-urban uplands. © 2015 Elsevier Ltd.",Biodiversity conservation; Peri-urban; Planning; Reflexivity; Risk; South Australia; Urban development; Wildfire,"Bardsley D.K., Weber D., Robinson G.M., Moskwa E., Bardsley A.M.",10.1016/j.apgeog.2015.06.012,11.38,16.0
-1,52,26.0,2008,Article,Imagining Portland's urban growth boundary: Planning regulation as cultural icon,"Problem: In the 30 years since its creation, has Portland, Oregon's, urban growth boundary (UGB) become something more than a regulation? Spirited debate about its impacts on land uses and values has inspired vivid descriptions by both supporters and critics and spurred the imagination of artists and creative writers. Purpose: The UGB has become a symbol, metaphor, and touchstone, as people read complex meanings into it that go beyond its simple legal function. This article looks at the UGB as a cultural icon. It explores the increasingly complex ways in which people have tried to describe, understand, and interpret the UGB as part of the regional landscape as well as the regulatory system. It examines metaphorical descriptions of the UGB as well as the growing body of depictions in nature writing, poetry, novels, photography, performance art, songs, and other exercises of the artistic imagination. Methods: We review how supporters and critics of the UGB have described it and how artists have depicted it in various media.Results and conclusions: Although many planning projects have become icons, few planning regulations have done so. Artistic interpretations have familiarized and humanized the UGB and embedded it in the consciousness of everyday life. Artists thus make the invisible more visible or legible. Acting as a viewfinder, the UGB offers an opportunity for conversation and interpretation from multiple perspectives. Takeaway for practice: In the world of 21st-century planning theory there is a strong assumption that many voices engaged in overlapping conversations can help shape more equitable and sustainable cities. Creative depictions of Portland's UGB show the role of cultural actors in shaping and enriching such conversations.",Culture and regulation; Oregon; Urban growth boundary (UGB); Portland,"Abbott C., Margheim J.",10.1080/01944360801944997,12.17,15.12
1,60,22.0,2020,Article,Uncovering inconspicuous places using social media check-ins and street view images,"There is a Chinese proverb, “if your wine tastes really good, you do not need to worry about the location of your bar (酒香不怕巷子深)”, which implies that the popular places for local residents are sometimes hidden behind an unassuming door or on unexpected streets. Discovering these unassuming places (e.g. restaurants) of a city will benefit the understanding of local culture and help to build livable neighborhoods. Previous work has been limited by the lack of appropriate data sources and efficient tools to evaluate the popularity, ambiance and physical surroundings of places in large-scale urban areas. In addition, how to characterize places with respect to different groups of people remains unclear. In this work, we propose a data-driven approach using social media check-ins and street-level images to compare the different activity patterns of visitors and locals, and uncover inconspicuous but interesting places for them in a city. We use check-in records as a proxy of the popularity of a particular type of place, and differentiate visitors and locals based on their travel and social media behaviors. In addition, we employ street-level images to represent the physical environments of places. As a result, we discovered a number of inconspicuous yet popular restaurants in Beijing. These restaurants are located mostly in deep alleys of Old Beijing neighborhoods, where the physical environments are not particularly appealing; however, these places are frequently visited by locals for social engagements. We also discovered beautiful but unpopular outdoor places in Beijing. These places are potential recreational areas for all groups of people and could be improved regarding urban design and planning to make these public infrastructures more attractive. This work demonstrates how multi-source big geo-data can be combined to build comprehensive place-based representations for different groups of people. © 2020 Elsevier Ltd",Place semantics; Residents and visitors; Social media check-ins; Social sensing; Street view images,"Zhang F., Zu J., Hu M., Zhu D., Kang Y., Gao S., Zhang Y., Huang Z.",10.1016/j.compenvurbsys.2020.101478,12.93,13.98
0,62,22.0,2008,Article,Property rights and landscape planning in the intermountain west: The Teton Valley case,"Non-participation in landscape planning presents a formidable challenge to sustainable development. We hypothesize that even when people hold negative attitudes toward unplanned development, natural property rights values (favorable evaluations of property as an inviolable and pre-political right) prevent them from acting on their concerns. We chose an intermountain west community as a case study to evaluate our hypothesis regarding natural property rights values. All groups were equally and strongly opposed to continuation of rapid unplanned growth, but those with natural property rights values were also adamantly opposed to land use planning. We used a multiple logistic regression model to evaluate the relationship between support for landscape planning and a natural property rights values. An overall significance test of the regression equation indicated the independent variables were significantly predictive of the dependent variable (χ2 128, 8 d.f., p &lt; 0.001) and had high (88.7%) predictive capacity. Natural property rights value was the most important predictor variable, but income was also significant. Sustainable landscape planning requires uncoupling property rights from inviolable and pre-political natural rights. Our results suggest a conversation focused on themes associated with loss of local culture, hypocrisy of building practices, and market control over development could facilitate the aforementioned uncoupling and development planning that promotes both security for land owners and public welfare. © 2008 Elsevier B.V. All rights reserved.",Attitudes; Citizenship; Conflict; Democracy; Politics; Sustainable development; Values,"Peterson M.N., Liu J.",10.1016/j.landurbplan.2008.01.003,11.69,15.46
-1,71,19.0,2017,Book,The Russian empire 1450-1801,"Being an empire is inseparable from modern Russian identity and historical experience: the Russian empire was founded in the early modern era and endures in large part today. The Russian Empire 1450-1801 surveys how Russia’s many subject areas were conquered and how the empire was governed. It considers the Russian empire a “Eurasian empire,” characterized by a “politics of difference”: the rulers and their elites at the center defined the state’s needs minimally (control over defense, taxation and mobilization of resources, criminal law) and otherwise tolerated local religions, languages, cultures, elites, and institutions. The center related to communities and religions vertically, according each a modicum of rights and autonomies but not allowing “horizontal” connections across social, ethnic, confessional, or other groups potentially with common interest. This book gives detailed attention to the major ethnic and religious groups as it surveys strategies of governance-centralized bureaucracy, military reform, judicial system, tolerance of difference. It pays particular attention to the dissemination of a supranational ideology of political legitimacy in a variety of media, particularly symbolic, such as public ritual, painting, architecture, and urban planning. Beginning with foundational features, such as geography, climate, demography, and geopolitical situation, the book explores the empire’s primarily agrarian economy, serfdom, towns and trade, religions, nobility, and high culture. It tracks the emergence of an “Imperial nobility” and a national self-consciousness that was, by the end of the eighteenth century, distinctly imperial, embracing the diversity of the empire’s many peoples and cultures. © Nancy Shields Kollmann 2017.",Architecture; Belarus; Crimea; Dynasty; Empire; Ethnic groups; Eurasia; Politics of difference; Siberia; Ukraine,Kollmann N.S.,10.1093/acprof:oso/9780199280513.001.0001,10.12,14.7
-1,73,19.0,2004,Article,Toronto and Vancouver bound: The location choice of new Canadian immigrants,"Ethnic clustering plays an important role in the location choice of new immigrants to Canada. A concentration of people in the same geographic area who are of similar ethnic background, culture and language can be an important source of financial and personal support, information and guidance, and social mores. Evidence is found that, after controlling for a range of other observable and unobservable factors important to the location decision, the concentration of people of a particular ethnic group in a particular area has a significant effect on the chance that new immigrants of the same ethnic group will choose to live there. The size of the effect, however, depends on the personal characteristics of immigrants. The attraction of ethnic concentrations of immigrants is significantly smaller for new immigrants with a university degree and for those who normally speak English at home. Characteristics of the local ethnic community related to education and language profiles are also significant determinants of location choice. © 2004 by the Institute of Urban Studies All rights of reproduction in any form reserved.",Immigrants; Mobility; Neighborhood effects,McDonald J.T.,,11.28,14.6
-1,80,17.0,2011,Review,Aquatic systems and water security in the Metropolitan Valley of Mexico City,"In megacities water quantity and quality are threatened by complex and interrelated processes caused by population growth, land use change, unsustainable agricultural practices, deforestation, erosion, destruction of ecosystems, lack of planning, laissez-faire policies, unsustainable water management, political conflicts, and increasingly also by the impacts of climate change. In the Metropolitan Valley of Mexico City (MVMC) located in the high plateau of Mexico City and on former lakes, the dry out policies during the last 300 years have been counterproductive, causing scarcity, pollution, health and environmental problems, subsidence and water conflicts, particularly affecting social vulnerable people. Megacities require an integrated management of water and aquatic systems. - integral water resource management, rainwater harvesting, maintenance and replacement of infrastructure, restoration of ecosystems and urban planning. This implies investments and a water culture including a transparent administration and peaceful negotiation of conflicts regarding concessions, access, and reuse of water allocation. Socio-political and environmental processes are complex; besides technical factors and ecosystem recovery, socio-cultural changes must transform human settlements and power structures. © 2011 Elsevier B.V.",,Oswald Spring Ú.,10.1016/j.cosust.2011.11.002,11.83,16.48
-1,83,17.0,2004,Article,The governance of homelessness in the European South: Spatial and institutional contexts of philanthrophy in Athens,"This paper aims at shedding some light, by contrasting the discourses and practices of shelter-providers and welfare agencies which manage the homeless in Athens, on the ways in which culture and power combine to produce segmented responses to homelessness in the European South. It is argued that central state, local state, church and voluntary agencies resort to different understandings of pity in order to acknowledge responsibility for different groups of homeless people and shape action in a variety of local settings. Official rhetoric addresses visible homelessness but conceals exclusions, selecting deserving from non-deserving clients and 'clean-ups' of public spaces. Radical voices aim at revealing hidden homelessness and sustain inclusive practices such as street or community work, but they fail to secure access for the homeless to housing, income and good quality of care. © 2004 The Editors of Urban Studies.",,Arapoglou V.P.,10.1080/0042098042000178717,11.12,13.59
0,125,8.0,2013,Article,Below the double bottom line: The challenge of socially sustainable urban water strategies,"Recent interview-based research on how Australian urban water professionals grasp the social aspects of sustainable water management suggests that interest in these dimensions outstrips understanding of them, and that more culturally intelligent, socially realistic and ethically sensitive notions of people, culture and society are needed. Despite lip-service to ""triple bottom line"" assessments of policies and developments, Australia's policymakers have advanced no further than a ""double bottom line"" based on economic and environmental values, the latter preferably expressed in dollar terms. The economic (or market relation) also substitutes for the social dimension in a continued policy emphasis on customers rather than citizens or community members. An overemphasis on behavioural economics, a lack of social, political and cultural theory, and neglect of people's actual practices means that much policy and research around water fails to grapple with such basic social elements as gender, different roles and access to resources within households, cultural diversity, or ethical orientations. A major challenge is to mobilise rather than ignore the altruistic and socially-oriented human capacities for adapting to change beyond the customer relation or the confines of technical and economic rationality; including by collective innovations in values and practices of caring for water. © Institution of Engineers Australia, 2013.",Cultural innovation; Customer behaviour; Gender and water; Household water; Socially sustainable urban water; Sustainability models,Sofoulis Z.,10.7158/W13-018.2013.17.2,11.22,16.54
-1,132,7.0,2019,Article,"Urban afforestation and favela: A study in A community of Rio de Janeiro, Brazil","More than half of the world's population inhabit urban areas, causing significant environmental changes. In underdeveloped countries this fact is expressed in a chaotic manner, generating social and structural problems. The city of Rio de Janeiro is a megalopolis known worldwide for its natural beauties, including beaches and forests and because of favelas (subnormal clusters of houses of economically poor people).The favelas are composed of a mosaic of cultures which reflects even in urban afforestation. In this work we characterize the afforestation structure of a favela to understand its ecological and social functionalities. The survey was conducted in the favela Morro da Formiga, with an area of approximately 30 ha. It was conducted through a census and using the list of species, a classification based on 11 parameters was carried out. 1,042 individuals were found, belonging to 110 genera, 148 species and 42 families. The most abundant species shows that the planters intend is, leastwise partially, generating an extra-support for community in terms of feeding fruits (62% of the subjects had this purpose). In relation to the nature thereof, the natives species represents 54% of the total, while the exotic species 39%. About 50% of the trees are in the backyards of houses and a few in squares and streets. It was found that 70% of individuals were planted by residents. Studies are needed to identify which native species can replace community demands currently supplied by exotic species that have been used for decades. The “forestation” in favelas is quite distinct from that implemented by the city hall in more urbanized areas. In favelas, the species reflect more about the knowledge of the local population, their backgrounds and needs. © 2018 Elsevier GmbH",Rio de Janeiro; Slums; Urban ecology; Urban forestry,"Sartori R.A., Martins G.A.C., Zaú A.S., Brasil L.S.C.",10.1016/j.ufug.2018.10.004,12.14,16.0
1,134,7.0,2016,Conference Paper,Bridges in Urban Planning and Architectural Culture,"Bridges obviously serve multiple functions but the primary purpose is to traverse a terrain obstacle to get goods and/or people across to the other side. Bridges are often viewed as an indicator of progress in technical capability, engineering skills as well as a symbol of economic potential of a particular city, region or a country. Often, this is the reason why many urban bridges become the most important infrastructure in some cities. This paper discusses several examples of bridges which have made a significant impact on the perception of a city and resulted in substantial changes to landscape configuration. The following available research methods of evaluation were used: analysis of literature, observational in-situ studies of objects and own research. Analysis were performed on dozens of bridges constructed over the centuries. The example selection was directed to the well-known objects, the spectacular new implementations or icons of bridge architecture. The study involved both contemporary and historical objects. © 2016 The Authors.",architectural culture; city bridges; urban planning,"Salamak M., Fross K.",10.1016/j.proeng.2016.08.530,13.1,14.9
-1,137,7.0,2011,Article,"Conflict Activity in the Neighborhoods of Quebec City (Canada), 1989-2000","This research focuses on the analysis of the spatial distribution of 149 urban conflicts occurring between 1989 and 2000 in Quebec City, Canada. Specifically, the article explores the relationship between the spatial dynamics of the conflicts-in terms of frequency, duration, and intensity-and the following four dimensions of urban space: social composition; built environment; propensity to associate and to voice; and accessibility to various urban resources. The results of statistical analyses by means of a Kruskal-Wallis test and a Mann-Whitney test show, regardless of the dimension considered, to what extent certain areas are characterized by frequency, duration, or intensity of the conflict activity. Specifically, the results suggest that the degree of involvement of local people in a conflict varies very much depending on the nature of the social composition. Other findings show a relationship between areas with a high propensity to associate and to voice and a conflict activity that is more intense, more frequent, but not necessarily longer. These forms of social practices are thus testimony to the existence of know-how, i.e., a culture of conflict activity oriented towards efficiency. © 2010 Springer Science+Business Media B.V.",Spatial analysis; Statistical analysis; Territorial decision-making processes; Urban conflicts; Urban environments,"Pelletier M., Joerin F., Kestens Y., Villeneuve P.Y.",10.1007/s12061-010-9050-8,11.14,14.79
-1,140,7.0,2010,Article,La Belle Mort en Milieu rural: A report of an ethnographic study of the good death for Quebec rural francophones,"An ethnographic study was undertaken in two rural areas of Quebec to conceptualize the good death. The findings reveal that a good quality of life for the dying person and his or her family and friends is essential for a good death. The resulting conceptual model emphasized four dimensions: physical, spiritual, social, and emotional/psychological. These dimensions were determined to be similar to those discovered through a previous urban study, indicating that there may be considerable overlap between good deaths in rural and urban areas. Some findings of this Quebec French-language rural study were similar to those of an Alberta English-language rural study, indicating that rural people may have some common needs and interests with regard to the good death. As such, there could be some common elements of the good death that transcend culture or ethnicity. Chief among these is the desire of rural people to die at home or in their home communities.",Culture; End-of-life care; Ethnography; Good death; Palliative care; Quality of life; Research; Rural,"Veillette A.-M., Fillion L., Wilson D.M., Thomas R., Dumont S.",10.1177/082585971002600304,10.6,15.63
1,148,6.0,2011,Article,Small businesses and the vitality of main street,"People use the neighborhood Main Street for shopping but also for other leisurely activities, active and passive engagement, social affiliation and interaction, sensory stimulation, and relaxation. Traditionally, small businesses have made up a fair share of businesses on Main Street. Small businesses have been an integral part of the American culture of entrepreneurship, individualism, and self-reliance and have played an important role in American economic development. Community development programs recommend supporting small businesses for their social and economic benefits. This paper examines the role of small businesses in supporting public life on the neighborhood Main Street. The study urn conducted in two cities and one town in the Boston, Massachusetts, metropolitan area. Extensive behavior mapping and interviews were conducted to determine the relationship between social interaction and small businesses. The findings expand our understanding of the social value of small businesses and suggest a strong relationship between small businesses and the vitality of Main Street as a result offour qualities of small businesses: uniqueness, engagement, friendliness, and responsiveness. These findings have implications for urban design, community planning, and economic development policies because they suggest that small businesses influence their immediate public space by paying more attention to it than large businesses. Small businesses provide qualities that help make Main Street a good place for people to interact. © 2011, Locke Science Publishing Company, Inc.",,Mehta V.,,12.29,13.74
