cluster,group,count,key-phrase
-1,9,12,"['landslide risk management', 'landslide risk', 'landslide worldwide', 'landslide', 'landslide prevention', 'landslide inventory', 'historical landslide', 'potential landslide runout', 'potential landslide', 'landslide data', 'high landslide risk', 'landslide area']"
-1,10,11,"['Landslide susceptibility mapping', 'landslide susceptibility evaluation', 'landslide susceptibility', 'Landslide susceptibility assessment', 'landslide susceptibility simulation', 'landslide susceptibility model', 'shallow landslide susceptibility', 'landslide susceptibility map', 'landslide susceptibility modeling', 'landslide susceptibility zone', 'landslide susceptibility prediction']"
-1,11,24,"['Flood risk mapping', 'flood hazard determination', 'flood risk map', 'Urban flood risk', 'flood vulnerability map', 'wildfire burnt area', 'urban pluvial flood', 'pluvial flood vulnerability', 'flood vulnerability', 'frequent natural disaster', 'flooding prediction', 'pluvial flooding prediction', 'Urban pluvial flooding', 'flood occurrence', 'pluvial flood event', 'urban flood', 'urban flood disaster', 'urban flood susceptibility', 'flood susceptibility mapping', 'flood susceptibility map', 'flood susceptibility', 'realistic flood susceptibility', 'hydrologic risk', 'floodplain']"
-1,12,36,"['urban water type', 'water type classification', 'urban water', 'water resource management', 'dynamic water resource', 'sustainable water development', 'Urban water resource', 'water demand modeling', 'water demand pattern', 'water demand', 'water management', 'water quality timeseries', 'water quality time', 'Outlet water quality', 'water quality', 'municipal water consumption', 'water consumption data', 'storm water management', 'urban water infrastructure', 'urban water system', 'water infrastructure', 'candidate urban water', 'water system adaptation', 'perennial drainage', 'drainage network', 'surface water runoff', 'AI storm water', 'stormwater management', 'complex hydrological system', 'LID stormwater management', 'blockchain water platform', 'high irrigation efficiency', 'irrigation efficiency', 'irrigation uniformity', 'irrigation', 'high irrigation']"
-1,13,18,"['urban climate solution', 'urban climate', 'urban climate mitigation', 'urban climate change', 'urban climate assessment', 'upscaling urban climate', 'climate assessment', 'urban surface temperature', 'land surface temperature', 'urban thermal exposure', 'human heat exposure', 'heat vulnerability index', 'dynamic heat monitoring', 'heat monitoring', 'climate resilience', 'climate change', 'urban heat monitoring', 'surface urban heat']"
-1,14,17,"['Environmental landscape attribute', 'water shadow index', 'landscape ecology', 'heterogeneous landscape', 'habitat selection', 'data rich landscape', 'vegetation specie mapping', 'vegetation specie', 'Iran arid area', 'aridity index', 'compatible aridity index', 'Iq aridity index', 'aridity trend', 'landscape metric model', 'difference vegetation index', 'vegetation index', 'typical landscape index']"
-1,15,8,"['IoT application', 'medical IoT sensor', 'IoT sensor network', 'IoT sensor', 'Edge Computing platform', 'IoT system', 'IoT service', 'smart meter']"
-1,16,16,"['smart city', 'modern smart city', 'Smart City dimension', 'smart urban planning', 'smart city field', 'sustainable smart city', 'smart city lie', 'intelligent city', 'harmonious smart ecosystem', 'smart ecosystem', 'urban area smart', 'smart environment', 'area smart', 'smart city development', 'smart city management', 'smart community']"
-1,17,15,"['urban ecological management', 'efficient environmental planning', 'urban sustainability science', 'global urban sustainability', 'sustainable urban development', 'sustainable city', 'urban sustainability', 'sustainable planning', 'sustainable urban planning', 'sustainable urban transition', 'sustainable urban study', 'sustainable urbanisation', 'sustainable densification', 'Economic sustainability', 'sustainable urban design']"
-1,18,20,"['green urban area', 'environmental benefit', 'visible street greenery', 'street greenery', 'urban greening', 'urban greening policy', 'urban green space', 'greenway planning', 'optimized greenway suitability', 'urban greenway network', 'greenway suitability analysis', 'green infrastructure project', 'green architecture', 'green building issue', 'green building', 'green solution strategy', 'urban greenness space', 'urban greenness coverage', 'Urban greenness', 'greenness space']"
-1,19,8,"['LiDAR data', 'artificial light data', 'light datasets', 'local height data', 'height data', 'elevation data', 'height prediction', 'nighttime light']"
-1,20,8,"['land use change', 'land change', 'land readjustment', 'land use dynamic', 'land use expansion', 'land expansion', 'land cover change', 'land use evolution']"
-1,21,28,"['land use', 'land use category', 'agricultural land', 'land use information', 'historical land use', 'land use planning', 'land use classification', 'land use mapping', 'Land use map', 'land use solution', 'mixed land use', 'mixed land', 'land management', 'land use type', 'various land use', 'land policy', 'land consumption', 'actual land use', 'probabilistic land use', 'land use scenario', 'land use data', 'land use detection', 'land use algorithm', 'land use topic', 'land boundary data', 'detailed land use', 'land use structure', 'land use analysis']"
-1,22,14,"['land cover pattern', 'land cover', 'land cover type', 'land cover classification', 'land cover mapping', 'land', 'land use coverage', 'land cover estimation', 'land cover map', 'spatial temporal coverage', 'land cover class', 'sensed land', 'agricultural land cover', 'land surface']"
-1,23,50,"['urbanization index', 'Urbanization impact', 'urbanization process', 'centralized urbanization', 'urban expansion trend', 'urban area expansion', 'urban expansion', 'urban development', 'predict urban expansion', 'future urban expansion', 'urbanization', 'Rapid urbanization', 'international development', 'development impact', 'urban growth', 'growth prediction', 'urban regeneration layout', 'urban regeneration planning', 'urban infrastructure', 'urban infrastructure investment', 'urban redevelopment', 'redevelopment', 'urban development pattern', 'urban growth planning', 'different urban development', 'urban sprawl', 'sprawl development', 'current sprawl development', 'unprecedented urban growth', 'urbanization process monitoring', 'urban regeneration', 'urban development model', 'urban transition', 'unplanned urban expansion', 'global urbanization', 'unplanned urbanization', 'significant population growth', 'population growth', 'urbanization issue', 'urban neighbourhood densification', 'neighbourhood densification', 'urbanisation strategy', 'urban land expansion', 'urban development classification', 'new urban development', 'urban development towards', 'urban development factor', 'urban resilience', 'urban change', 'sprawl']"
-1,24,11,"['urban sound recognition', 'sound recognition', 'audio descriptor', 'automatic sound recognizer', 'Automatic sound recognition', 'soundscape recognition', 'soundscape recognition aim', 'soundscapes', 'soundscape', 'sound recognition task', 'Sonic environment']"
-1,25,16,"['social medium data', 'Twitter data', 'Computational social medium', 'Social medium', 'social network message', 'unstructured community input', 'unstructured community', 'collaborative chat', 'microblogging data', 'social network', 'social metadata', 'Social medium user', 'Twitter interaction', 'Twitter', 'collaborative heterogeneous information', 'social recommendation']"
-1,26,8,"['zone classification approach', 'functional zone classification', 'zone classification', 'business zone recommender', 'zone recommender system', 'zone recommender', 'zone recommendation system', 'Climate Zone classification']"
-1,27,8,"['personality classification method', 'personality classification', 'personality classification task', 'player personality behavior', 'player personality', 'personality behavior', 'possible personality class', 'human factor requirement']"
-1,28,9,"['emotional computing technics', 'emotion information', 'emotional computing concept', 'emotional computing', 'human emotion', 'urban emotion measurement', 'emotion measurement', 'emotion measurement tool', 'human emotion recognition']"
-1,29,24,"['crime security game', 'opportunistic crime security', 'optimal police', 'police strategy', 'urban crime', 'collusion occurrence', 'collusion occurrence probability', 'crime forecasting', 'crime data', 'terrorist action signal', 'theft rate', 'military operation', 'city safety', 'city safety security', 'terrorist attack prediction', 'attack prediction system', 'attack prediction', 'terroristic attack', 'Spatial crime simulation', 'crime prediction', 'crime simulation', 'crime simulation contribute', 'crime pattern', 'Crime Detection']"
-1,30,16,"['spatial clustering', 'community detection algorithm', 'clustering process', 'clustering', 'clustering result', 'community detection', 'geographical cluster', 'hierarchical clustering', 'multiscale clustering', 'cluster dynamic analysis', 'network analysis', 'topological connectivity', 'connectivity cluster', 'interface network consist', 'network model', 'cluster analysis']"
-1,31,12,"['expert system prototype', 'expert system', 'intelligent information system', 'fuzzy inference system', 'use expert system', 'use expert', 'expert', 'expert system approach', 'intelligent decision support', 'intelligent decision making', 'decision support', 'fuzzy expert system']"
-1,32,21,"['Artificial intelligence technology', 'AI technology', 'intelligence identification layer', 'artificial intelligence approach', 'artificial intelligence', 'intelligence approach', 'automata', 'AI data collection', 'AI data', 'expertise', 'autonomous AI behaviour', 'AI character', 'intelligent', 'simulate human intelligence', 'automation', 'AI system', 'different artificial intelligence', 'AI technique', 'intelligence design', 'agent intelligence', 'AI robotics']"
-1,33,52,"['urban activity inference', 'model urban data', 'urban data', 'urban information system', 'existing urban information', 'urban data science', 'urban analytics', 'urban data collection', 'open urban data', 'urban data set', 'Inferring urban performance', 'urban research', 'urban sensing', 'urban data framework', 'compressed sensing', 'Urban multisensory laboratory', 'Urban multisensory', 'urban sensory lab', 'urban sensory', 'multisensory laboratory', 'municipal service data', 'global urban data', 'activity space estimation', 'urban informatics', 'urban analysis', 'heterogeneous urban data', 'accessible urban data', 'Paris dataset', 'urban data exploration', 'massive urban data', 'massive spatiotemporal data', 'spatiotemporal data', 'itinerary request dataset', 'multivariate municipality data', 'municipality data', 'multivariate municipality', 'Urban computing', 'urban science', 'urban science framework', 'urban study', 'thematic urban information', 'urban information', 'urban data operationalization', 'sensed activity data', 'sensor fusion', 'massive urban datasets', 'urban datasets', 'urban ground sensing', 'location study', 'intelligent urban data', 'urban data monitoring', 'overview']"
-1,34,10,"['probabilistic topic model', 'latent Dirichlet allocation', 'Dirichlet allocation', 'topic modeling', 'topic identification', 'several subject area', 'Topic', 'subject area', 'topic modeling extraction', 'topic probability']"
-1,35,9,"['natural language processing', 'computational linguistics', 'natural language', 'novel computational linguistics', 'syntactic feature', 'syntactic measurement', 'syntactic blueprint', 'syntactic signature', 'conjunction']"
-1,36,11,"['Semantic framework', 'leisure ontology', 'domain ontology', 'ontology', 'semantic image', 'semantic information', 'novel semantic model', 'level semantic information', 'epistemological quadriptych', 'contextual information', 'semantic web']"
-1,37,9,"['georeferenced image', 'urban place detection', 'street context distribution', 'street context type', 'street functionality prediction', 'street functionality classification', 'urban street functionality', 'street context classification', 'relabel street']"
-1,38,12,"['data mining technique', 'data mining', 'data science technique', 'knowledge discovery technique', 'knowledge discovery system', 'intrusion detection', 'anomaly detection', 'anomaly detection method', 'mining technique', 'Systematic data mining', 'data mining technology', 'knowledge discovery']"
-1,39,14,"['human mobility prediction', 'urban human mobility', 'mobility prediction model', 'mobility prediction', 'household travel survey', 'human mobility', 'travel mode detection', 'mobility analysis', 'individual travel behavior', 'travel behavior', 'Travel mode likelihood', 'urban mobility landscape', 'urban mobility', 'sustainable Mobility']"
-1,40,10,"['Mobile crowdsensing', 'crowdsourcing', 'crowd surveillance', 'crowd analysis', 'crowd analysis benchmark', 'crowd density estimation', 'crowd density', 'density estimation', 'crowd', 'crowdsensing']"
-1,41,7,"['urban park access', 'park accessibility', 'park accessibility change', 'declined park accessibility', 'parking', 'pedestrian accessibility level', 'Pedestrian accessibility']"
-1,42,8,"['big data', 'big data revolution', 'big data mining', 'medium big data', 'big data analysis', 'Big data analytics', 'network big data', 'big data intelligence']"
-1,43,25,"['Visual Exploration', 'visualization technique', 'visualization', 'open data', 'Predictive analytics', 'subjective data', 'data science', 'data analysis', 'data', 'civic query data', 'interactive data', 'data collection', 'interactive data analysis', 'citizen science data', 'performance space exploration', 'analytics', 'visual Analytics', 'consideration available data', 'biomedical data analysis', 'biomedical data', 'datasets', 'thematic analytics', 'thematic analytics framework', 'data exploration', 'data monitoring']"
-1,44,24,"['dense road network', 'road centerline extraction', 'Multiscale road centerline', 'road extraction', 'Urban traffic flow', 'Urban traffic', 'urban traffic gravity', 'urban traffic control', 'traffic control', 'traffic system', 'city traffic system', 'future traffic clogging', 'urban road traffic', 'traffic forecasting', 'urban road', 'traffic', 'road traffic image', 'traffic monitoring', 'traffic image', 'traffic monitoring device', 'road traffic', 'traffic light detection', 'urban freeway corridor', 'urban freeway']"
-1,45,13,"['traffic crash location', 'road traffic crash', 'Road traffic safety', 'traffic safety management', 'traffic safety strategy', 'traffic safety', 'traffic safety portfolio', 'collision avoidance', 'traffic incident analysis', 'traffic incident', 'freeway incident management', 'accident investigation site', 'accident investigation']"
-1,46,13,"['deprivation mapping', 'Regional mapping', 'national mapping', 'Population spatialization', 'population mapping', 'population density', 'gridded population density', 'population modeling', 'map', 'mapping research', 'population distribution map', 'distribution map', 'open map']"
-1,47,17,"['proactive property vacancy', 'prevent vacant property', 'property vacancy policy', 'property vacancy', 'residential low impact', 'residential land price', 'housing supply', 'housing estate', 'housing', 'housing inequality', 'housing affordability', 'real estate market', 'market spatial dynamic', 'rental housing market', 'housing market', 'residential location choice', 'residential choice']"
-1,48,30,"['deep belief network', 'deep learning architecture', 'Deep learning', 'deep computer vision', 'deep computer', 'deep learning car', 'CNN model', 'deep reinforcement', 'artificial neural network', 'deep learning concept', 'neural network analysis', 'neural network', 'graph convolution network', 'graph attention network', 'recurrent neural network', 'neural network algorithm', 'artificial network', 'neural network model', 'neural network learns', 'network learns', 'back propagation', 'learning', 'convolutional neural network', 'CNN architecture', 'autoencoders', 'convolutional variational autoencoders', 'Spatial network', 'deep convolutional network', 'deep reinforcement learning', 'reinforcement learning']"
-1,49,22,"['public transit ridership', 'transit ridership', 'public transportation demand', 'predicted ridership', 'transportation route planning', 'public transportation route', 'transportation planning', 'transportation system', 'Transit urban design', 'transit node', 'intercity network', 'urban transportation', 'urban transportation system', 'transportation intervention strategy', 'bus', 'Towards sustainable transit', 'taxicab platform', 'transportation impact', 'transportation infrastructure development', 'state transportation planning', 'transportation efficiency', 'metropolitan transportation']"
-1,50,7,"['intercity corporate network', 'logistics service network', 'logistics service', 'logistics', 'company creation', 'new company creation', 'silk road commerce']"
-1,51,19,"['collaborative urban governance', 'urban governance', 'governance intelligence', 'urban governance issue', 'basin governance', 'nexus governance debate', 'resource security governance', 'nexus governance', 'governance debate', 'open government knowledge', 'government knowledge', 'urban policy', 'judicial administration', 'Maharashtra government', 'Maharashtra government doe', 'central government', 'regional policy evaluation', 'regional policy', 'urban stakeholder']"
-1,52,8,"['location problem model', 'location allocation model', 'geographical accessibility model', 'location selection', 'geographic context problem', 'geographic context', 'locational model', 'localization decision']"
-1,53,9,"['retail store placement', 'store placement', 'store placement problem', 'prospective retail store', 'placement recommendation', 'chain store', 'new store', 'place', 'coffee shop']"
-1,54,8,"['support vector machine', 'SVM modeling', 'SVM modeling framework', 'SVM classifier', 'Support vector', 'support vector regression', 'SVMs algorithm', 'SVMs model']"
-1,55,25,"['classification', 'classification algorithm', 'multilabel classification', 'classifier', 'multiple classifier', 'classification system', 'classification technique', 'classification scheme', 'classification schema', 'classification model', 'several classifier', 'classification map', 'use classification map', 'classification accuracy', 'various classification algorithm', 'different classification algorithm', 'automated classification', 'classification method', 'classification index map', 'naïve Bayes classifier', 'classification development', 'development classification model', 'machine classification algorithm', 'cover classification', 'Feature selection']"
-1,56,8,"['scene classification algorithm', 'scene classification', 'area intelligent classification', 'image classification', 'image processing', 'local classification', 'ground object classification', 'handwritten digit recognition']"
-1,57,15,"['spatial characteristic', 'spatial environment concern', 'spatial agent', 'spatial environment', 'spatial analysis', 'spatial structure', 'spatial information', 'quantitative spatial model', 'spatial model', 'spatial logistic regression', 'spatial dynamic model', 'spatial heterogeneity', 'spatial test', 'typical spatial behaviour', 'spatial behaviour']"
-1,58,18,"['random forest', 'tree classification', 'boosted regression tree', 'tree specie classification', 'deciduous tree specie', 'decision tree', 'classification tree', 'performance decision tree', 'boosting', 'adaptive boosting', 'ensemble learning approach', 'boosted decision tree', 'boosted decision', 'tree planting policy', 'tree location data', 'tree planting', 'tree placement', 'tree location']"
-1,59,12,"['machine learning', 'machine learning capability', 'Machine Learning technique', 'ML model', 'machine learning model', 'ML algorithm', 'learning model', 'machine learning method', 'ensemble model', 'prediction variable', 'machine learning algorithm', 'different machine learning']"
-1,60,23,"['urban planning', 'urban planner', 'potential urban planning', 'urban planning problem', 'urban plan', 'many urban planning', 'Urban planning student', 'planning education', 'urban planning practice', 'effective urban planning', 'improved urban planning', 'Urban planner need', 'urban planner assess', 'city planning', 'city planning process', 'complicates urban planning', 'urban planning management', 'urban planning reform', 'urban planning field', 'level urban planning', 'urban territorial planning', 'territorial planning process', 'territorial planning']"
-1,61,19,"['planning problem', 'human planning', 'scenario planning', 'different human planning', 'traditional scenario planning', 'complex planning', 'complex planning process', 'planning theory', 'planning', 'life circle planning', 'planning domain', 'planner', 'exploration strategy', 'planning response', 'appropriate planning response', 'participatory planning process', 'adaptive plan', 'planning reform', 'Modern planning']"
-1,62,15,"['spatial data quality', 'spatial data', 'geographic information', 'geospatial data', 'spatial information system', 'geographic contextual information', 'geoparsing', 'geospatial feature', 'geospatial analysis', 'geographic knowledge graph', 'geographic information retrieval', 'geographic knowledge', 'global spatial information', 'geospatial information', 'geotagging']"
-1,63,11,"['GIS hotspot analysis', 'GIS approach', 'GIS data', 'GIS workflow', 'GIS functionality', 'GIS visualisation', 'GIS problem solving', 'GIS problem', 'GIS application', 'Many GIS application', 'GIS application need']"
-1,64,10,"['urban land dynamic', 'urban land', 'urban land cover', 'urban land use', 'essential urban land', 'urban parcel', 'total urban area', 'optimal urban land', 'Urban population', 'metropolitan land use']"
-1,65,13,"['specific urban activity', 'urban activity', 'Extracting leisure activity', 'urban leisure', 'leisure activity potential', 'urban phenomenon', 'urban behaviour', 'occupant behaviour', 'streetlife intensity', 'various urban task', 'human urban behavior', 'urban behavior', 'Urban emotion']"
-1,66,9,"['urban segregation', 'residential segregation', 'Ethnoracial residential segregation', 'spatial segregation', 'segregation', 'reduced residential segregation', 'immigrant assimilation', 'assimilation', 'neighborhood disorder']"
-1,67,10,"['socioeconomic data', 'urban deprivation', 'Poverty rate', 'monetary poverty', 'poverty', 'socioeconomic indicator', 'socioeconomic status', 'urban poverty', 'poverty level', 'different poverty level']"
-1,68,7,"['slum area', 'slum', 'slum mapping', 'slum upgrading', 'slum settlement', 'census ward', 'Beppu census ward']"
-1,69,14,"['urban design parameter', 'campus design parameter', 'urban design approach', 'campus design', 'urban design', 'urban design decision', 'urban design alternative', 'urban design theory', 'urban design task', 'inspires urban designer', 'urban design dimension', 'urban design method', 'urban design research', 'integrated urban design']"
-1,70,19,"['design decision making', 'automatic design', 'architectural design', 'design method', 'aesthetic rating', 'optimized design recommendation', 'design process', 'everyday architectural practice', 'generative architectural', 'generated design data', 'generated design', 'generative design', 'generative design method', 'design', 'designer', 'design proposal', 'layout', 'material modeling operation', 'architecture']"
-1,71,36,"['OSM urban area', 'urban area', 'complex urban area', 'urban functional region', 'understanding city', 'modern city', 'local urban context', 'urban location', 'urban context', 'neighborhood context', 'urban functional zone', 'city level', 'urban scene', 'city branding', 'urban place', 'city', 'open urban area', 'urban community', 'German residential area', 'urban functional area', 'kabul', 'metropolitan area', 'urban setting', 'city region partition', 'city region', 'city experience', 'city environment', 'urban region', 'small polish city', 'large city', 'Small city', 'polish city', 'city scale', 'neighborhood scale', 'numerous metropolitan zone', 'Urban placeness']"
-1,72,10,"['building type information', 'building type', 'influence building height', 'building height', 'urban building', 'building', 'building information', 'Structural health', 'building structure', 'traditional building']"
-1,73,21,"['urban landscape pattern', 'urban structure', 'urban form classification', 'urban block boundary', 'geometric urban form', 'urban geometric form', 'scattered urban form', 'discrete urban space', 'various urban feature', 'urban morphology', 'city structure', 'urban pattern', 'different urban structure', 'urban footprint', 'binary urban footprint', 'urban spatial pattern', 'different cityscape', 'urban typology', 'describe urban form', 'urban morphological difference', 'urban layout']"
-1,74,9,"['urban layout generation', 'automated urban layout', 'urban model', 'artificial urban modeling', 'proposed urban modeling', 'urban modeling technique', 'urban modeling', 'multiple urban simulation', 'city modelling']"
