0,1
crime rate,"{0, 1, -1}"
urban neighborhood,"{0, 2, -1}"
single factor,{-1}
crime distribution,{-1}
different neighborhood,{-1}
security planning,{-1}
prediction model,"{0, 1, 2, 3, 4, 5, 7, 8, 11, -1}"
city floor,{-1}
floor plan,{-1}
corresponding crime,{-1}
distribution map,"{2, -1}"
research sample,{-1}
crime information,{-1}
crime hotspot,{-1}
hotspot distribution,{-1}
corresponding map,{-1}
corresponding image,{-1}
training set,"{0, 2, -1}"
hotspot map,{-1}
philadelphia data,{-1}
test set,"{0, 2, 3, 11, -1}"
crime concentration,{-1}
concentration area,{-1}
previous study,"{0, 1, 2, 9, -1}"
city layout,{-1}
simulated city,{-1}
city planner,"{1, -1}"
planner tune,{-1}
city plan,{-1}
characteristic parameter,{-1}
building structure,"{2, 3, -1}"
environment identification,{-1}
different structure,{-1}
structure type,"{2, 3, -1}"
urban function,"{0, 3, -1}"
structural attribute,"{1, 2, -1}"
automated classification,{-1}
ml feature,{-1}
ml algorithms,"{9, 3, -1}"
common structure,"{2, -1}"
overall performance,"{2, -1}"
average recall,{-1}
classification method,"{0, 2, 3, 11, -1}"
resource requirement,{-1}
urban study,"{0, 2, 3, 4, 7, 8, -1}"
urban metabolism,"{8, -1}"
ecological planning,{-1}
generative architectural,{-1}
design method,"{3, 4, -1}"
computational tool,"{0, -1}"
output data,{-1}
engineering field,{-1}
vectorized model,{-1}
computation speed,{-1}
design feature,{-1}
customized data,{-1}
data structure,{-1}
feature parameter,{-1}
additional input,"{2, -1}"
quantified vector,{-1}
generated design,{-1}
design data,{-1}
generative ability,{-1}
network learns,{-1}
geometric design,{-1}
architectural design,"{10, -1}"
different feature,"{0, 2, -1}"
architectural form,{-1}
dengue disease,{-1}
disease dynamic,{-1}
combined influence,{-1}
environmental factor,"{0, 9, 2, -1}"
climate factor,{-1}
mosquito occurrence,{-1}
dengue incidence,{-1}
mosquito development,{-1}
disease transmission,{-1}
suitable environment,{-1}
rain water,{-1}
mathematical constraint,{-1}
landscape data,{-1}
rainy season,{-1}
respective government,{-1}
government agency,"{0, -1}"
vegetation data,"{-1, 7}"
remote sensing,"{0, 1, 2, 8, 10, -1}"
forest algorithm,"{2, 4, -1}"
climate variable,{-1}
ovitrap index,{-1}
vector mosquito,{-1}
mob recursive,{-1}
recursive partitioning,{-1}
high sensitivity,{-1}
environmental condition,"{0, 2, -1}"
residential density,{-1}
density area,{-1}
low precipitation,{-1}
high proportion,{-1}
commercial area,"{0, -1}"
dengue dynamic,{-1}
individual effect,{-1}
combined effect,{-1}
vector surveillance,{-1}
climatic condition,{-1}
latent manifold,{-1}
city pattern,{-1}
human interact,{-1}
essential task,{-1}
recent development,"{2, -1}"
artificial intelligence,"{0, 1, 2, 3, 6, 7, 10, -1}"
city developer,{-1}
powerful tool,"{0, 2, -1}"
new insight,"{8, 1, 4, -1}"
common strategy,{-1}
learning technique,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, -1}"
several problem,{-1}
underlying data,{-1}
data distribution,"{0, 2, -1}"
many application,"{11, 2, 3, -1}"
data visualization,"{0, -1, 7}"
density estimation,"{0, -1}"
unsupervised learning,{-1}
natural pattern,{-1}
depicted location,{-1}
multiple manifold,{-1}
pattern image,{-1}
qualitative test,{-1}
specialized dataset,{-1}
multiple location,{-1}
superimposed pattern,{-1}
smart environment,"{0, -1}"
environment design,{-1}
design planning,{-1}
smart city,"{0, 2, 3, 4, 6, 10, 11, -1}"
deep learning,"{0, 1, 2, 3, 5, 6, 10, -1}"
different aspect,"{2, 5, -1}"
uncertainty analysis,"{3, -1}"
city development,"{0, 3, -1}"
current scenario,{-1}
developed city,"{0, -1}"
severe air,{-1}
air quality,"{0, 2, 4, 5, -1}"
population growth,"{2, -1}"
industrialization grow,{-1}
various area,{-1}
human environment,{-1}
human advancement,{-1}
conventional method,"{0, 11, 3, -1}"
air pollution,"{0, 2, 5, 8, -1}"
model generate,{-1}
disappointing result,{-1}
influence air,{-1}
pollution measurement,{-1}
thorough design,{-1}
pollution quality,{-1}
quality prediction,"{5, -1}"
intrinsic component,{-1}
finding indicate,"{2, -1}"
classification accuracy,"{2, 3, 8, 11, -1}"
error rate,"{0, 3, -1}"
effective method,"{2, 5, -1}"
big data,"{0, 1, 2, 3, 5, 6, 7, 8, 10, -1}"
data analytics,"{0, 1, 2, 5, 6, -1}"
electricity theft,{-1}
smart community,"{0, -1}"
major revenue,{-1}
revenue loss,{-1}
power utility,{-1}
production cost,{-1}
legal consumer,{-1}
electricity consumption,"{10, -1}"
consumption data,"{2, 10, -1}"
et detection,{-1}
detection model,"{2, 3, -1}"
data balancing,{-1}
feature extraction,"{0, 1, 2, 3, 10, -1}"
interpolation method,"{2, -1}"
et consumer,{-1}
sgcc dataset,{-1}
model inefficient,{-1}
hybrid resampling,{-1}
resampling technique,{-1}
synthetic minority,{-1}
near miss,{-1}
residual network,"{2, -1}"
decision tree,"{0, 1, 2, 3, 4, 5, 8, 11, -1}"
adaptive boosting,{-1}
encoded feature,{-1}
feature vector,"{0, 2, 3, -1}"
good hyperparameters,{-1}
challenging task,"{0, 2, -1}"
considerable amount,{-1}
bayesian optimizer,{-1}
crime pattern,{-1}
spatial crime,{-1}
crime simulation,{-1}
simulation contribute,{-1}
drive crime,{-1}
effective crime,{-1}
crime reduction,{-1}
reduction strategy,{-1}
geographical environment,{-1}
recent year,"{0, 2, 9, 10, -1}"
important driver,{-1}
collect relevant,{-1}
available data,"{2, 3, 5, 9, -1}"
temporal feature,"{0, -1}"
feature relevant,"{0, -1}"
individual offender,{-1}
offender agent,{-1}
agent navigate,{-1}
criminal activity,"{0, -1}"
data layer,{-1}
individual agent,{-1}
agent level,{-1}
high resolution,"{0, 1, 2, 3, 5, 7, -1}"
interaction layer,{-1}
top street,{-1}
street segment,"{3, -1}"
spatial layer,{-1}
spatial data,"{0, 2, 3, 5, -1}"
predictive performance,"{1, 2, -1, 9}"
open data,"{0, 2, 3, -1}"
crime prediction,"{0, -1}"
predictive tool,"{0, -1}"
test platform,{-1}
geospatial simulation,{-1}
neighbourhood densification,{-1}
densification potential,{-1}
sustainable urbanisation,{-1}
urbanisation strategy,{-1}
simulation framework,"{0, -1}"
neighbourhood level,{-1}
sustainable densification,{-1}
geospatial analysis,"{0, -1}"
different neighbourhood,{-1}
neighbourhood archetype,{-1}
densification strategy,{-1}
national scale,{-1}
archetype classification,{-1}
current mobility,{-1}
mobility infrastructure,{-1}
developed framework,"{8, -1}"
additional inhabitant,{-1}
urban neighbourhood,{-1}
neighbourhood range,{-1}
current population,{-1}
central area,"{2, -1}"
public transportation,"{0, 2, 3, 8, -1}"
presented approach,{-1}
explicit densification,{-1}
densification location,{-1}
high number,"{0, -1}"
considerable densification,{-1}
densification opportunity,{-1}
energy consumption,"{0, 10, 4, -1}"
consumption prediction,{-1}
diverse information,{-1}
urban system,"{0, 2, -1, 6}"
energy management,{-1}
energy efficiency,"{0, 10, 4, -1}"
energy data,{-1}
ensemble model,"{10, 2, 3, -1}"
prediction problem,{-1}
baseline regressors,{-1}
base regressors,{-1}
ensemble network,{-1}
performance prediction,"{0, -1}"
result support,{-1}
weighted meta,{-1}
meta model,{-1}
several machine,"{2, -1}"
public consultation,{-1}
public data,{-1}
affected party,{-1}
shared idea,{-1}
wider community,{-1}
large quantity,{-1}
text data,"{0, -1}"
manual analysis,{-1}
natural language,"{0, -1, 6}"
data analysis,"{0, 1, 2, 4, 5, 10, -1}"
large volume,"{3, 4, 6, 9, -1}"
nlp toolkits,{-1}
novel approach,"{0, 1, 2, -1}"
grammatical structure,{-1}
public texts,{-1}
public option,{-1}
adjective phrase,{-1}
urban infrastructure,"{0, 3, 6, 10, -1}"
infrastructure category,{-1}
hierarchy chart,{-1}
word tree,{-1}
tree view,{-1}
consultation exercise,{-1}
public participation,{-1}
design value,{-1}
associated quality,{-1}
collective term,{-1}
city efficient,{-1}
social innovation,{-1}
various actor,{-1}
digital technology,"{0, -1}"
political challenge,{-1}
new millennium,{-1}
key focus,{-1}
urban society,{-1}
demographic change,{-1}
financial crisis,{-1}
urban life,"{1, 5, -1}"
sensor network,"{0, 10, -1}"
healthcare application,{-1}
successful implementation,{-1}
wireless sensor,{-1}
large amount,"{0, 2, 3, -1}"
healthcare sector,{-1}
baseline study,{-1}
future research,"{0, 2, 3, -1}"
research work,"{0, 2, 4, -1}"
intelligent decision,{-1}
decision making,"{0, 1, 2, 3, 4, 7, 10, -1}"
using machine,"{1, -1}"
urban issue,"{0, 1, 2, 7, -1}"
traditional decision,{-1}
decision support,"{0, 2, 3, 5, 6, 10, -1}"
support system,"{0, 2, 3, 6, -1}"
decision process,"{0, -1}"
relevant assistance,{-1}
urban project,"{0, -1}"
new technique,{-1}
bayes classifier,"{0, 2, -1}"
agglomerative clustering,{-1}
electronic form,{-1}
physical activity,"{1, -1}"
activity opportunity,{-1}
parkour training,{-1}
training spot,{-1}
spot detector,{-1}
street level,"{1, 5, -1}"
level photographs,{-1}
efficient annotation,{-1}
annotation scheme,{-1}
annotation work,{-1}
parkour hobbyist,{-1}
parkour spot,{-1}
spot exploration,{-1}
visualization experiment,{-1}
technology development,{-1}
interview study,{-1}
interesting parkour,{-1}
exercise video,{-1}
video game,"{1, -1}"
rental market,{-1}
spatial dynamic,"{3, -1}"
metropolitan area,"{0, 2, 3, 4, 9, -1}"
rental housing,{-1}
housing market,{-1}
critical role,"{2, -1}"
real estate,"{0, 1, 3, 8, -1}"
estate market,"{1, -1}"
various approach,{-1}
housing rent,{-1}
hedonic modeling,{-1}
rental price,{-1}
textual data,{-1}
contextual information,"{0, 2, -1}"
rental property,{-1}
many model,{-1}
black box,{-1}
driving factor,"{1, 2, 10, -1}"
previous work,"{0, -1}"
dynamic model,{-1}
previous model,{-1}
saliency map,{-1}
generated model,{-1}
map technique,{-1}
different part,"{0, -1}"
textual information,{-1}
predicted result,"{0, 1, -1}"
spatial variation,"{2, 5, 7, 8, -1}"
practical pricing,{-1}
pricing reference,{-1}
spatial pattern,"{0, 2, 7, 8, -1}"
urban climate,"{8, 2, -1}"
environment relation,{-1}
climate change,"{2, 4, 5, 6, 8, 9, 10, -1}"
individual organism,{-1}
complex network,"{0, 4, -1, 6}"
significant role,"{2, 3, -1}"
global ecosystem,{-1}
serious study,{-1}
vast population,{-1}
area exerts,{-1}
significant effect,{-1}
small proportion,{-1}
great importance,"{0, 2, -1}"
information technology,"{0, 3, -1}"
extensive computational,{-1}
computational capacity,{-1}
computer science,"{0, 1, -1}"
automated recognition,{-1}
significant advantage,{-1}
computational power,"{3, -1}"
nonlinear behavior,{-1}
new data,"{0, 2, -1}"
useful tool,"{0, -1}"
network algorithm,{-1}
climate prediction,{-1}
possible effect,{-1}
corporate network,{-1}
intercity network,{-1}
predefined model,{-1}
interlocking network,{-1}
network model,"{1, 2, 6, 9, -1}"
target variable,{-1}
city factor,{-1}
geographical factor,{-1}
different test,{-1}
test data,"{2, -1}"
specific application,"{2, -1}"
scenario simulation,{-1}
regional planning,"{2, -1, 6}"
exploratory research,{-1}
global climate,"{8, 9, 2, -1}"
rapid urbanization,"{0, 2, 3, 7, -1}"
urban flood,"{9, -1}"
flood disaster,{-1}
disaster spread,{-1}
urban rainstorm,{-1}
urgent challenge,{-1}
real time,"{0, 2, 6, 11, -1}"
urbanization construction,{-1}
urban waterlogging,{-1}
online monitoring,{-1}
monitoring system,"{0, -1}"
rnn model,{-1}
traditional machine,"{0, 2, 5, -1}"
learning method,"{0, 1, 2, 3, 4, 8, 10, -1}"
vector machine,"{0, 2, 3, 5, 9, 11, -1}"
nationwide map,{-1}
microblogging data,{-1}
mosquito control,{-1}
classification task,"{2, -1}"
various aspect,"{0, -1}"
literature review,"{0, 3, -1}"
paper relevant,{-1}
current state,"{0, 2, 3, 8, -1}"
urban setting,"{0, 8, 3, -1}"
reviewed work,{-1}
different methodology,{-1}
evaluation criterion,{-1}
environmental contexts,"{3, -1}"
audio category,{-1}
ml method,"{3, -1}"
citizen science,"{-1, 7}"
science data,{-1}
ml pipeline,{-1}
reproducible result,{-1}
ml technique,"{2, -1}"
effective mosquito,{-1}
building reconstruction,{-1}
historical map,{-1}
city modelling,"{2, -1}"
different application,"{2, -1}"
many domain,{-1}
data availability,"{2, -1}"
unavoidable prerequisite,{-1}
past scenario,{-1}
historical scenario,{-1}
digital representation,{-1}
height information,{-1}
historical data,"{0, 2, -1}"
regression technique,"{2, -1}"
height data,"{-1, 6}"
implemented method,{-1}
method relies,{-1}
categorical attribute,{-1}
height prediction,{-1}
elevation data,"{2, -1}"
multitemporal version,{-1}
urban scenario,"{0, -1}"
various evaluation,{-1}
common issue,{-1}
current trend,"{2, -1, 6}"
environmental awareness,{-1}
personal fitness,{-1}
many people,{-1}
public transport,"{0, 8, -1}"
micromobility solution,{-1}
electric bicycle,{-1}
cargo bike,{-1}
micromobility vehicle,{-1}
short time,{-1}
single person,{-1}
system architecture,"{0, -1}"
fixed time,{-1}
additional hardware,{-1}
knowledge base,"{5, -1}"
new environment,"{0, -1}"
external update,{-1}
adequate accuracy,{-1}
moderate processing,{-1}
processing power,{-1}
object representation,"{2, -1}"
overall power,{-1}
power consumption,"{2, -1}"
total operating,{-1}
operating time,{-1}
lead battery,{-1}
technological advance,{-1}
reference framework,{-1}
mobile application,"{0, -1}"
new paradigm,"{2, -1}"
cognitive city,{-1}
exhaustive search,{-1}
scientific library,{-1}
informatics field,{-1}
new framework,"{3, 4, -1, 6}"
urban development,"{0, 2, 3, 7, 8, -1}"
urban technology,{-1}
urban governance,"{0, 5, -1}"
sustainable city,"{0, 1, 3, 4, -1}"
massive volume,"{2, -1}"
things system,{-1}
system integrate,{-1}
networked urbanism,{-1}
sustainable governance,{-1}
governance network,{-1}
city leverage,{-1}
city governance,"{0, -1}"
things sensor,{-1}
data application,"{2, -1}"
descriptive statistic,{-1}
thing system,{-1}
city logistics,{-1}
recent research,"{2, 3, 4, -1}"
research result,"{2, 3, -1}"
thing sensor,{-1}
substantial body,{-1}
empirical research,"{0, -1, 7}"
survey data,"{0, 8, 2, -1}"
city harness,{-1}
planning technology,{-1}
urban resilience,{-1}
understanding research,{-1}
research priority,{-1}
climate resilience,{-1}
long run,{-1}
climate pressure,{-1}
infrastructure driver,{-1}
key finding,{-1}
academic literature,{-1}
strong focus,{-1}
single sector,{-1}
sector strategy,{-1}
practice document,{-1}
document continue,{-1}
spatial plan,{-1}
integrated thinking,{-1}
research agenda,{-1}
full range,{-1}
support selection,{-1}
appropriate planning,{-1}
planning response,{-1}
multiple infrastructure,{-1}
infrastructure system,{-1}
temporal aspect,{-1}
frontier topic,{-1}
regional science,"{3, -1}"
second volume,{-1}
special issue,{-1}
different contribution,{-1}
knowledge spillover,{-1}
spatial context,"{0, -1}"
regional policy,{-1}
policy evaluation,{-1}
evaluation study,"{5, -1}"
smart specialization,{-1}
inner area,{-1}
area strategy,{-1}
evolutionary approach,{-1}
land rent,{-1}
rent measurement,{-1}
common denominator,{-1}
different essay,{-1}
geographical space,"{0, -1}"
neural method,{-1}
urban prediction,{-1}
transportation resource,{-1}
resource demand,"{0, -1}"
accident risk,"{0, -1}"
crowd mobility,{-1}
public safety,"{0, -1}"
model performance,"{0, 2, 3, 4, 5, 9, -1}"
exogenous feature,{-1}
data repository,{-1}
housing price,"{1, -1}"
uncurated source,{-1}
integrated representation,{-1}
heterogeneous datasets,{-1}
unsupervised model,{-1}
integrative model,"{9, -1}"
adaptive weighting,{-1}
certain datasets,{-1}
discriminatory bias,{-1}
adversarial learning,{-1}
sensitive attribute,{-1}
input datasets,{-1}
real application,{-1}
application show,{-1}
sensitive information,{-1}
biased data,{-1}
urban data,"{0, 1, 2, 3, 5, 6, 8, 10, -1}"
data operationalization,{-1}
computational framework,"{0, -1}"
sustainable development,"{0, 2, 3, 8, -1}"
recent advance,"{0, 1, 2, 3, 8, -1}"
urban layout,"{1, -1}"
new paradigms,{-1}
multiple layer,"{9, -1}"
performance data,"{3, -1}"
generative design,"{1, 10, -1}"
novel performance,{-1}
performance simulation,{-1}
learning prediction,"{0, -1}"
performance space,{-1}
space exploration,{-1}
actionable rule,{-1}
discussion table,{-1}
participatory planning,"{1, -1}"
conceptual basis,{-1}
nexus governance,{-1}
systematic literature,"{0, 3, -1}"
discourse analysis,{-1}
last decade,"{0, 1, 2, -1}"
economic agenda,{-1}
clear meaning,{-1}
governance debate,{-1}
main theme,{-1}
qualitative method,{-1}
social network,"{0, -1, 6}"
network analysis,"{0, 1, -1, 8}"
concept support,{-1}
basin governance,{-1}
system governance,{-1}
resource security,{-1}
security governance,{-1}
economic governance,{-1}
global governance,{-1}
cooperative governance,{-1}
transdisciplinary governance,{-1}
analytical approach,"{0, 1, -1}"
greenway planning,{-1}
urban greenway,{-1}
important strategy,{-1}
current greenway,{-1}
greenway suitability,{-1}
suitability analysis,"{2, -1}"
natural issue,{-1}
design factor,{-1}
greenway network,{-1}
design theory,"{1, -1}"
destination accessibility,"{1, -1}"
key factor,"{1, 2, 5, 10, -1}"
street view,"{1, 2, 3, -1}"
view image,"{1, 2, 3, -1}"
geographical information,"{1, 2, -1, 9}"
information system,"{0, 1, 2, 3, 4, 5, 6, 8, 9, -1}"
optimized greenway,{-1}
network generation,{-1}
methodological boundary,{-1}
support decision,"{0, -1}"
local authority,"{2, -1}"
energy policymakers,{-1}
sustainable energy,"{4, -1}"
energy plan,{-1}
urban building,"{10, 3, -1}"
overall energy,{-1}
building data,"{2, -1}"
several issue,{-1}
data inconsistency,{-1}
data scalability,{-1}
data integration,"{0, 3, -1}"
data privacy,{-1}
aforementioned information,{-1}
information challenge,{-1}
integrated methodology,{-1}
spatial modeling,"{2, -1}"
modeling approach,"{0, -1}"
system mapping,{-1}
energy modeling,"{4, -1}"
irish building,{-1}
multiple scale,"{2, 10, -1}"
prediction accuracy,"{0, 2, 5, 6, 9, 10, 11, -1}"
prediction result,"{0, 2, 3, 4, -1}"
individual building,"{2, 3, -1}"
building level,"{10, 3, -1}"
national level,"{3, -1}"
spatial resource,{-1}
environmental data,"{3, -1}"
modeling result,"{5, -1}"
significant potential,{-1}
specific region,{-1}
modeling aid,{-1}
aid stakeholder,{-1}
priority area,"{-1, 7}"
efficiency measure,{-1}
local community,"{5, -1, 6}"
retrofit campaign,{-1}
energy policy,{-1}
policy decision,"{3, -1}"
positioning performance,{-1}
observation condition,{-1}
significant influence,"{1, -1}"
gnss signal,"{11, -1}"
position solution,"{11, -1}"
final stage,{-1}
future development,{-1}
development trend,{-1}
mathematical fusion,{-1}
fusion model,{-1}
urban coverage,{-1}
coverage condition,{-1}
visible satellite,{-1}
pdop value,{-1}
open sky,{-1}
sky condition,{-1}
positioning continuity,{-1}
whole day,"{0, -1}"
north coverage,{-1}
management improvement,{-1}
knn algorithm,{-1}
relevant theory,{-1}
later machine,{-1}
architecture design,{-1}
great influence,"{-1, 7}"
livelihood orientation,{-1}
livelihood behavior,{-1}
current contradiction,{-1}
intelligence approach,{-1}
related factor,{-1}
first paper,{-1}
upm theory,{-1}
data set,"{0, 1, 2, 4, 5, 7, 10, -1}"
software model,{-1}
urban plan,"{8, -1}"
optimization advice,{-1}
new period,{-1}
government management,{-1}
social governance,{-1}
urbanization process,"{0, 2, -1, 7}"
structural system,{-1}
new idea,"{3, -1}"
resilient structure,{-1}
life cycle,{-1}
creative use,{-1}
construction technique,{-1}
building performance,"{4, -1}"
broad issue,{-1}
health monitoring,"{9, 10, -1}"
complex issue,{-1}
academic study,{-1}
new approach,"{0, 1, 2, 8, -1}"
mechanized approach,{-1}
optimization theory,{-1}
idea range,{-1}
entire city,"{4, -1, 7}"
various place,{-1}
new management,{-1}
management method,{-1}
wide use,{-1}
heterogeneous data,{-1}
urban economy,"{0, -1}"
environmental restriction,{-1}
environmental monitoring,"{2, -1}"
monitoring task,{-1}
engineering facility,{-1}
operational control,{-1}
aerial vehicle,"{2, 11, -1}"
hardware technology,{-1}
new technology,"{0, 8, 3, -1}"
unmanned technology,{-1}
relative cheapness,{-1}
high degree,"{3, -1}"
whereas weakness,{-1}
short flight,{-1}
flight time,{-1}
weather condition,"{0, 2, 5, 9, -1}"
outstanding task,{-1}
data management,"{0, -1}"
kazakhstan megalopolis,{-1}
geological process,{-1}
technical construction,{-1}
economic issue,{-1}
necessary data,{-1}
economic effect,"{1, -1}"
data processing,"{0, 2, 3, 6, -1}"
technical problem,{-1}
theoretical design,{-1}
experimental study,"{2, -1}"
city application,{-1}
previous researcher,{-1}
researcher demonstrate,{-1}
analysis process,"{4, -1}"
different kind,{-1}
traffic congestion,"{0, -1}"
smart home,"{0, -1}"
vehicular sensor,{-1}
resource data,{-1}
first phase,"{0, 1, -1}"
iot device,{-1}
second phase,{-1}
data handling,{-1}
handling operation,{-1}
mapreduce framework,{-1}
third phase,{-1}
phase deal,{-1}
important step,{-1}
offline service,{-1}
online service,{-1}
processing time,"{2, -1}"
energy information,{-1}
urban sustainability,"{8, 10, -1}"
particular importance,{-1}
energy system,"{4, -1}"
systematic review,"{0, 1, 7, 10, -1}"
comprehensive taxonomy,{-1}
promising model,{-1}
industrial revolution,{-1}
health manufacturing,{-1}
iot system,"{0, -1}"
data integrity,{-1}
service stability,{-1}
intrusion detection,"{0, -1}"
suspicious activity,{-1}
iot service,{-1}
false alarm,{-1}
alarm rate,{-1}
ensemble learning,"{8, 2, 3, -1}"
learning approach,"{0, 1, 2, 3, 5, 8, 11, -1}"
normal intrusion,{-1}
evaluation result,"{0, 2, -1}"
detection rate,{-1}
detection method,"{0, 2, -1}"
time performance,{-1}
satisfying result,{-1}
crowd analysis,{-1}
essential topic,"{3, -1}"
several application,"{2, -1}"
environmental management,"{2, -1, 7}"
several method,{-1}
crowd density,{-1}
image processing,"{1, 2, 3, 7, -1}"
processing technique,"{2, -1}"
urban modeling,{-1}
modeling technique,"{8, 2, 10, -1}"
uas application,{-1}
urban model,{-1}
simple representation,{-1}
cylinderical shape,{-1}
unmanned aircraft,{-1}
aircraft flight,{-1}
flight simulation,{-1}
lidar information,{-1}
lidar resource,{-1}
adaptive spacing,{-1}
spacing method,{-1}
