HDBSCAN_Cluster,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y
-1,12,109.0,2016,Book,Soundscape and the built environment,"Soundscape Basics and Practical Implications Soundscape research represents a paradigm shift, as it involves human and social sciences and physical measurements to account for the diversity of soundscapes across countries and cultures. Moreover, it treats environmental sounds as a resource rather than a waste. Soundscape and the Built Environment is the first book to systematically discuss soundscape in the built environment. It begins with a presentation of theory and basic background, answering questions such as: what is soundscape, how is it important, and how does it affect people in terms of their health and perception on the acoustic environment. The book then sets out tools for implementing a soundscape approach, with measurement techniques, mapping, and good soundscape practices. It also delivers a series of examples of the application of the soundscape approach in planning, design, and assessment. Discusses soundscape and environmental noise Explores cultural variations and the way they influence soundscape Introduces binaural measurement technology and psychoacoustics Examines the physical, psychological, and physiological restorative mechanism of high-quality acoustic environments Presents soundscape mapping based on human perception of sound sources Includes real-world examples and case studies highlighting the key issues in soundscape intervention Soundscape and the Built Environment is written by a group of leading international figures and derives from a four-year EU COST project on Soundscapes of European Cities and Landscapes. It presents a consensus on the current state of the art and is not merely a collection of different views. It is written for acoustic consultants, urban planners, designers and policy makers, as well as for graduate students and researchers. © 2016 by Taylor & Francis Group, LLC. All rights reserved.",,"Kang J., Schulte-Fortkamp B.",,17.81,23.2
-1,13,97.0,2013,Article,"Evaluating the behaviour of different thermal indices by investigating various outdoor urban environments in the hot dry city of Damascus, Syria","Consideration of urban microclimate and thermal comfort is an absolute neccessity in urban development, and a set of guidelines for every type of climate must be elaborated. However, to develop guidelines, thermal comfort ranges need to be defined. The aim of this study was to evaluate the behaviour of different thermal indices by investigating different thermal environments in Damascus during summer and winter. A second aim was to define the lower and upper limits of the thermal comfort range for some of these indices. The study was based on comprehensive micrometeorological measurements combined with questionnaires. It was found that the thermal conditions of different outdoor environments vary considerably. In general, Old Damascus, with its deep canyons, is more comfortable in summer than modern Damascus where there is a lack of shade. Conversely, residential areas and parks in modern Damascus are more comfortable in winter due to more solar access. The neutral temperatures of both the physiologically equivalent temperature (PET) and the outdoor standard effective temperature (OUT_SET*) were found to be lower in summer than in winter. At 80 % acceptability, the study defined the lower comfort limit in winter to 21.0 °C and the upper limit in summer to 31.3 °C for PET. For OUT_SET*, the corresponding lower and upper limits were 27.6 °C and 31.3 °C respectively. OUT_SET* showed a better correlation with the thermal sensation votes than PET. The study also highlighted the influence of culture and traditions on people's clothing as well as the influence of air conditioning on physical adaptation. © 2012 ISB.",Damascus; Microclimate; Thermal comfort; Thermal indices; Thermal sensation; Urban design,"Yahia M.W., Johansson E.",10.1007/s00484-012-0589-8,16.09,22.43
0,14,95.0,2004,Review,Using rapid-cycle quality improvement methodology to reduce feeding tubes in patients with advanced dementia: Before and after study,"Problem: Despite lack of evidence that enterai feeding tubes benefit patients with dementia, and often contrary to the wishes of patient and family, patients with dementia who have difficulty swallowing or reduced food intake often receive feeding tubes when hospitalised for an acute illness. Design: We conducted a retrospective chart review of all patients receiving percutaneous endoscopic gastrostomy or jejunostomy tubes between March and September 2002. QI interventions including a palliative care consulting service and educational programmes were instituted. We conducted a second chart review for all patients receiving feeding tubes between March and September 2003. Setting: 652 bed urban acute care hospital. Key measures for improvement: We measured the number of feeding tubes placed in patients with dementia, the number of feeding tubes placed in patients with dementia capable of taking food by mouth, and the number of feeding tubes placed in patients with dementia with an advance directive stating the wish to forgo artificial nutrition and hydration. Strategies for change: Medical and allied health staff received educational programmes on end of life care and on feeding management of patients with dementia. A palliative care consulting team was established. Effects of change: After the interventions, the number of feeding tubes placed in all patients and in patients with dementia was greatly reduced. Lessons learnt: Multidisciplinary involvement, including participation by the administration, was essential to effect change in practice. The intensive focus on a particular issue and rapid change led to ""culture shift"" within the hospital community. The need to establish unified goals of care for each patient was highlighted. Background: A growing body of research over the past decade has questioned the utility of placing feeding tubes (percutaneous endoscopic gastrostomy (PEG) or jejunostomy) in patients with advanced dementia.1 Studies have found no evidence that feeding tubes in this population prevent aspiration, 2 3 prolong life,4-6 improve overall function,7 or reduce pressure sores.8 Additionally, the quality of life of a patient with advanced dementia can be adversely affected when a feeding tube is inserted. The patient may require wrist restraints to prevent pulling on the tube1 3 or may develop cellulitis at the gastrostomy site, develop decubitus ulcers, 1 be deprived of the social interaction and pleasure surrounding meals,9 10 and require placement in a nursing home. Unfortunately, many doctors are unfamiliar with this literature or face barriers - attitudinal, institutional, or imposed by the healthcare industry - to applying its findings to their practice.11 Thus feeding tubes are placed in patients who will not benefit from this intervention and whose quality of life in the terminal stage of their illness will be adversely affected. With the expected increase of elderly people with dementia,12 a great change in doctors' knowledge, attitudes, and practice is necessary to prevent even greater numbers of patients receiving this futile treatment.",,"Monteleoni C., Clark E.",10.1136/bmj.329.7464.491,18.41,18.2
4,15,93.0,2011,Article,Cultural differences in attitudes towards urban parks and green spaces,"Understanding how different cultural and ethnic groups value and use urban parks is crucial in developing appropriate design and management strategies for urban greenspaces. However, little is known about how Turkish people respond to and use urban parks in their daily life. This study explores public attitudes towards urban parks in the Turkish cultural context through a questionnaire survey (n = 300) carried out in two popular urban parks of Isparta, Turkey. The results revealed some universal similarities to, as well as some distinct differences from, other cultures in attitudes towards urban parks. People in Turkey use urban parks generally for passive recreational activities such as picnicking, resting and relaxing, in contrast to Western countries where urban parks are generally used for walking, dog walking, sports activities and exercise. In contrast to a common concern about personal safety in urban parks, this study determined a positive perception of safety among Turkish people. Appreciation of natural features, experienced benefits, the need for recreational facilities and concerns for general cleanliness and maintenance were found as universally similar attitudes in urban parks. © 2011 Landscape Research Group Ltd.",Cultural differences; Green spaces; Public attitudes; Turkey; Urban parks,Özgüner H.,10.1080/01426397.2011.560474,16.59,23.06
-1,16,93.0,2007,Article,A qualitative study of Chinese wine consumption and purchasing: Implications for Australian wines,"Purpose: This research aims to examine Chinese consumers' wine consumption and purchasing behaviour. Design/methodology/approach: The study, conducted during the Chinese New Year in early 2006, used in-depth interviews with 15 consumers in Guangzhou, People's Republic of China. Findings: The results suggest that Chinese consume Chinese spirits for all occasions, yet consume red wine only for special occasions such as Chinese new year and other holidays. A key point for selling red wine to the Chinese is its positive image; drinking red wine is considered trendy and shows good taste. Another key point is consumer perceptions of red wine as healthier than Chinese spirits because wine contains less alcohol. Two other findings are that most Chinese consumers assume all wine is red wine and have little wine knowledge. Most respondents did not know of white wine or that Australia produces wine. Finally, China's culture of face value, mianzi, plays a key role in purchasing and consuming wine. Chinese tend to purchase inexpensive wine for private consumption and public occasions, yielding more mianzi in front of others. In some important occasions, consumers will purchase a foreign (French) red wine to impress their guests and obtain even more mianzi. In most situations, Chinese purchase and consume wine for perceived health and symbolic - lucky or good face - values. Research limitations/implications: The small sample size is a limitation. Another limitation is that all the respondents lived in the urban area of Guangzhou, one of China's most developed cities. The findings do not generalize to China. Practical implications: The findings suggest that wine is a symbolic product rather than a necessity product in China; therefore, image is an important attribute for selling wine in China. Furthermore, limited wine knowledge tends to make Chinese consumers rely heavily on price for their wine purchasing decisions, as price relates to mainzi. Chinese consumers' high awareness of France as a wine making country and their deep-rooted positive beliefs about French wines pose difficulties for marketing other foreign wines, such as Australian wines, in China. Originality/value: This is perhaps the first academic study in English of Chinese wine consumption and wine purchasing. It offers important insights on the characteristics of wine consumption and purchasing in China. © Emerald Group Publishing Limited.",China; Consumers; Consumption; Red wines; Wines,"Liu F., Murphy J.",10.1108/17511060710758669,18.5,19.74
1,17,90.0,2012,Article,Defining Suburbs,"There is no consensus as to what exactly constitutes a suburb. This article examines the range of suburban definitions in terms of their structure and the topical issues that they grapple with. Suburbs have been defined according to many different dimensions from location and transportation modes to culture and physical appearance. Given this confusion, one approach is to abandon the term; another is to use it with greater precision. This is more than just an issue of semantics. Rather how people talk and think about suburbs shapes how they can see such areas being developed and redeveloped in the future. © The Author(s) 2012.",design; housing; land use; planning history; planning practice; urban design; urban form,Forsyth A.,10.1177/0885412212448101,17.45,21.43
-1,18,87.0,2007,Article,Chinese cultural values and gift-giving behavior,"Purpose - The purpose of this paper is to report the results of a study undertaken to investigate the gift-giving behavior of consumers in the People's Republic of China (PRC) during the Chinese New Year and the influence exerted by Chinese cultural values on such behavior. Design/methodology/approach - Using a survey among a large sample of people in the city of Tianjin, gift-giving behavior was measured by the importance accorded to gift-giving, the amount given, the effort spent on gift selection and brand orientation when selecting gifts. The cultural values examined were renqing (human obligations), guanxi (relationship), yuan (destiny or fate), reciprocity, family orientation and Mianzi (face). Factor analysis and structural equation modeling were used to analyze the data. Findings - Results indicated that Chinese cultural values as a whole as well as most of its components investigated in this research had positive effects on the various gift-giving behaviors. The ""face"" component was, however, found to affect only the importance attached to gift-giving, the amount given and the choice of brand. Research limitations/implications - Research results should be interpreted with caution as the study was limited to Tianjin - one of the several major cities in the PRC. Also the Chinese New Year may not be representative of other occasions when gifts are exchanged. Practical implications - The results of this investigation would benefit practitioners involved in the marketing of ""gift items"" in the PRC by providing them with a clear understanding of the general consumption patterns of the PRC urban consumers, insights into the various antecedents of gift-giving and linking them with various aspects of Chinese cultural values. The research findings would also benefit researchers, academics and others interested in the PRC market by making them familiar with some of the salient aspects that characterize Chinese consumers. Originality/value - This study develops a new model describing the relationships among values (Chinese cultural value and personal value), motivation for gift-giving and gift-giving behavior. It also develops new scales for measuring the constructs such as Chinese cultural values, motivation for gift-giving and gift-giving behavior. © Emerald Group Publishing Limited.",China; Consumer behaviour; National cultures,"Qian W., Razzaque M.A., Keng K.A.",10.1108/07363760710756002,18.57,19.72
-1,19,85.0,2001,Article,Ethnic minority groups and the design of public open scape: An inclusive landscape?,"People from ethnic minority groups have a range of experiences of living in Britain, some of which are significantly different from those of white British people. Previous research and case studies suggest that the physical environment has a positive or negative role in perceptions of everyday life. It is argued that landscapes have a symbolic dimension, and aspects of landscapes can be recognized as familiar or alien, welcoming or excluding. A wide variety of case studies in Britain are used to discuss design and management practices that reflect a range of cultural experiences. The need for landscape architects and managers to be aware of how places may be interpreted in different ways by different ethnic minority groups, and to work towards inclusive design, is highlighted.",Culture; Design; Ethnic minorities; Perception; Urban parks,Rishbeth C.,10.1080/01426390120090148,17.2,22.37
3,20,83.0,2013,Article,Libraries as coworking spaces: Understanding user motivations and perceived barriers to social learning,"Purpose: This paper aims to inform design strategies for smart space technology to enhance libraries as environments for coworking and informal social learning. The focus is on understanding user motivations, behaviour, and activities in the library when there is no programmed agenda. Design/methodology/approach: The study analyses gathered data over five months of ethnographic research at The Edge - a ""bookless"" library space at the State Library of Queensland in Brisbane, Australia, that is explicitly dedicated to coworking, social learning, peer collaboration, and creativity around digital culture and technology. Findings: The results present five personas that embody people's main usage patterns as well as motivations, attitudes, and perceived barriers to social learning. It appears that most users work individually or within pre-organised groups, but usually do not make new connections with co-present, unacquainted users. Based on the personas, four hybrid design dimensions are suggested to improve the library as a social interface for shared learning encounters across physical and digital spaces. Originality/value: The findings in this paper offer actionable knowledge for managers, decision makers, and designers of technology-enhanced library spaces and similar collaboration and coworking spaces. © Emerald Group Publishing Limited.",Australia; Commons 2.0; Coworking; Learning; Libraries; Library 2.0; Library as a place; Technology enhanced learning; Urban informatics; User studies,"Bilandzic M., Foth M.",10.1108/07378831311329040,18.68,21.24
4,21,83.0,1999,Article,Community gardens and sustainable land use planning: A case-study of the Alex Wilson Community Garden,"An analytical account of the history and aspirations of the Alex Wilson Community Garden in Toronto provides an ideal opportunity to examine the connections between two typically distinct enterprises: ecological restoration and community gardening. These are both important contemporary ecological movements, but are rarely combined in a single project that demonstrates the principles of sustainable land use and community planning. The garden is named in memory of Alex Wilson, a landscape designer, community activist and writer who worked and lived in Toronto, Canada. During his life, Wilson established a community garden which was eventually replaced by conventional urban development. After his death in 1993, friends and colleagues decided to honour his memory by establishing a permanent community garden in his name. The Alex Wilson Community Garden opened to the public in June 1998. The case-study explores how the garden reflects Wilson's work by linking community gardening and ecological restoration. These features are unified in Wilson's work as a means of nurturing relationships between people, communities and the landscape-relationships that are social, economic and ecological. In his book, The Culture of Nature: North American landscape from Disney to the Exxon Valdez (1991), Wilson argues that 'we must build landscapes that heal and empower, that make intelligible our relations with each other and the natural world'. The Alex Wilson Community Garden illustrates in a practical manner the principles espoused by Wilson through its design, planning and functioning. The case-study reports on the innovative approach to landscape design taken in the garden, which reconstructs the natural and cultural history of southern Ontario, featuring lake-shore, agricultural and woodland sections. The garden has been planted exclusively with native plant species, and is expected to have a positive impact on local biodiversity. The planning process which led up to the design of the garden was participatory in nature, encompassing friends and colleagues of Alex Wilson, local residents and city planning officials, and made use of a number of planning tools not usually applied in an urban setting, including the granting of a conservation easement. The garden also addresses emerging issues associated with globalisation and large cities by providing food production opportunities for local residents, including a low-income housing complex and a nearby drop-in centre. Ecological monitoring and assessment of the naturalised area will be carried out by local residents.",,"Irvine S., Johnson L., Peters K.",10.1080/13549839908725579,16.89,22.65
-1,22,81.0,2017,Article,BlueHealth: A study programme protocol for mapping and quantifying the potential benefits to public health and well-being from Europe's blue spaces,"Introduction Proximity and access to water have long been central to human culture and accordingly deliver countless societal benefits. Over 200 million people live on Europe's coastline, and aquatic environments are the top recreational destination in the region. In terms of public health, interactions with 'blue space' (eg, coasts, rivers, lakes) are often considered solely in terms of risk (eg, drowning, microbial pollution). Exposure to blue space can, however, promote health and well-being and prevent disease, although underlying mechanisms are poorly understood. Aims and methods The BlueHealth project aims to understand the relationships between exposure to blue space and health and well-being, to map and quantify the public health impacts of changes to both natural blue spaces and associated urban infrastructure in Europe, and to provide evidence-based information to policymakers on how to maximise health benefits associated with interventions in and around aquatic environments. To achieve these aims, an evidence base will be created through systematic reviews, analyses of secondary data sets and analyses of new data collected through a bespoke international survey and a wide range of community-level interventions. We will also explore how to deliver the benefits associated with blue spaces to those without direct access through the use of virtual reality. Scenarios will be developed that allow the evaluation of health impacts in plausible future societal contexts and changing environments. BlueHealth will develop key inputs into policymaking and land/water-use planning towards more salutogenic and sustainable uses of blue space, particularly in urban areas. Ethics and dissemination Throughout the BlueHealth project, ethics review and approval are obtained for all relevant aspects of the study by the local ethics committees prior to any work being initiated and an ethics expert has been appointed to the project advisory board. So far, ethical approval has been obtained for the BlueHealth International Survey and for community-level interventions taking place in Spain, Italy and the UK. Engagement of stakeholders, including the public, involves citizens in many aspects of the project. Results of all individual studies within the BlueHealth project will be published with open access. After full anonymisation and application of any measures necessary to prevent disclosure, data generated in the project will be deposited into open data repositories of the partner institutions, in line with a formal data management plan. Other knowledge and tools developed in the project will be made available via the project website (www.bluehealth2020.eu). Project results will ultimately provide key inputs to planning and policy relating to blue space, further stimulating the integration of environmental and health considerations into decision-making, such that blue infrastructure is developed across Europe with both public health and the environment in mind. © Article author(s) (or their employer(s) unless otherwise stated in the text of the article) 2017. All rights reserved. No commercial use is permitted unless otherwise expressly granted.",epidemiology; mental health; natural environment; public health; well-being,"Grellier J., White M.P., Albin M., Bell S., Elliott L.R., Gascón M., Gualdi S., Mancini L., Nieuwenhuijsen M.J., Sarigiannis D.A., Van Den Bosch M., Wolf T., Wuijts S., Fleming L.E.",10.1136/bmjopen-2017-016188,17.2,22.61
