,,0.71,16,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.71,-1,63,Support Vector Machine accuracy assessment for extracting green urban areas in towns
,,0.70,4,330,Proposing an effective and inexpensive tool to detect urban surface temperature changes associated with urbanization processes in small cities
,,0.70,6,564,"Urban sprawl modeling of Lahore, Pakistan using machine learning techniques"
,,0.69,1,112,Regional mapping of essential urban land use categories in China: A segmentation-based approach
,,0.69,-1,147,Geographic object based image analysis of world view-3 imagery for urban hydrologic modelling at the catchment scale
,,0.69,1,324,Mapping essential urban land use categories with open big data: Results for five metropolitan areas in the United States of America
,,0.69,8,522,A Machine Learning-Based Method for Predicting Urban Land Use
,,0.68,1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources

109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery,0.80,15,113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran
,,0.80,15,25,Exploring the optimal integration levels between SAR and optical data for better urban land cover mapping in the Pearl River Delta
,,0.77,15,245,Accuracy comparison of land cover mapping using the object-oriented image classification with machine learning algorithms
,,0.77,15,548,Land cover classification and change detection analysis of multispectral satellite images using machine learning
,,0.76,16,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.76,-1,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.75,15,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.75,16,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.74,-1,204,Understanding the spatial distribution of urban forests in China using Sentinel-2 images with Google Earth Engine
,,0.74,-1,382,Application of machine learning in urban greenery land cover extraction
,,0.74,15,539,EVALUATION of ADVANCED DATA MINING ALGORITHMS in LAND USE/LAND COVER MAPPING
,,0.73,15,313,Multi-scale correlation-based feature selection and random forest classification for LULC mapping from the integration of SAR and optical Sentinel images
,,0.73,-1,63,Support Vector Machine accuracy assessment for extracting green urban areas in towns
,,0.73,1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.72,-1,30,From land cover-graphs to urban structure types
,,0.72,16,84,Modeling Urban Land Use Changes Using Support Vector Machines
,,0.72,15,361,Land cover classification based on machine learning using UAV multi-spectral images
,,0.71,1,324,Mapping essential urban land use categories with open big data: Results for five metropolitan areas in the United States of America
,,0.71,-1,481,Virtual design of urban planning based on GIS big data and machine learning
,,0.71,5,242,Urban areas extraction from multi sensor data based on machine learning and data fusion
,,0.71,-1,64,Land Classification Using Remotely Sensed Data: Going Multilabel
,,0.71,5,178,Deep highway unit network for land cover type classification with GF-3 SAR imagery
,,0.70,15,150,Ultra-Light aircraft-based hyperspectral and colour-infrared imaging to identify deciduous tree species in an urban environment
,,0.70,5,21,Urban land use and land cover classification using remotely sensed sar data through deep belief networks
,,0.70,5,186,Mapping Urban Trees Within Cadastral Parcels Using an Object-Based Convolutional Neural Network
,,0.70,-1,540,Machine Learning for Strategic Urban Planning
,,0.69,5,451,Machine Learning Methods for Road Edge Detection on Fused Airborne Hyperspectral and LIDAR Data
,,0.69,1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.69,5,455,Fusion of airborne lidar point clouds and aerial images for heterogeneous land-use urban mapping
,,0.69,-1,77,Urban land cover and land use classification of an informal settlement area using the open-source knowledge-based system InterIMAGE

25,Exploring the optimal integration levels between SAR and optical data for better urban land cover mapping in the Pearl River Delta,0.82,15,313,Multi-scale correlation-based feature selection and random forest classification for LULC mapping from the integration of SAR and optical Sentinel images
,,0.80,15,109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery
,,0.74,15,113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran
,,0.74,5,242,Urban areas extraction from multi sensor data based on machine learning and data fusion
,,0.73,15,245,Accuracy comparison of land cover mapping using the object-oriented image classification with machine learning algorithms
,,0.73,15,361,Land cover classification based on machine learning using UAV multi-spectral images
,,0.73,-1,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.73,15,548,Land cover classification and change detection analysis of multispectral satellite images using machine learning
,,0.72,15,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.72,16,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.71,5,21,Urban land use and land cover classification using remotely sensed sar data through deep belief networks
,,0.71,5,178,Deep highway unit network for land cover type classification with GF-3 SAR imagery
,,0.71,16,84,Modeling Urban Land Use Changes Using Support Vector Machines
,,0.71,5,455,Fusion of airborne lidar point clouds and aerial images for heterogeneous land-use urban mapping
,,0.71,16,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.70,5,538,THE POTENTIAL of BUILDING DETECTION from SAR and LIDAR USING DEEP LEARNING
,,0.70,-1,481,Virtual design of urban planning based on GIS big data and machine learning
,,0.69,16,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.69,15,539,EVALUATION of ADVANCED DATA MINING ALGORITHMS in LAND USE/LAND COVER MAPPING
,,0.69,-1,147,Geographic object based image analysis of world view-3 imagery for urban hydrologic modelling at the catchment scale
,,0.69,5,451,Machine Learning Methods for Road Edge Detection on Fused Airborne Hyperspectral and LIDAR Data
,,0.69,16,471,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq"
,,0.69,-1,77,Urban land cover and land use classification of an informal settlement area using the open-source knowledge-based system InterIMAGE
,,0.68,-1,63,Support Vector Machine accuracy assessment for extracting green urban areas in towns
,,0.68,-1,64,Land Classification Using Remotely Sensed Data: Going Multilabel
,,0.67,-1,540,Machine Learning for Strategic Urban Planning
,,0.66,16,17,Land-cover change and environmental impact analysis in the Greater Mankato area of Minnesota using remote sensing and GIS modelling
,,0.66,1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.66,-1,531,Mapping Urban Slum Settlements Using Very High-Resolution Imagery and Land Boundary Data
,,0.66,5,401,Comparison of different machine learning classifiers for building extraction in LiDAR-derived datasets

313,Multi-scale correlation-based feature selection and random forest classification for LULC mapping from the integration of SAR and optical Sentinel images,0.82,15,25,Exploring the optimal integration levels between SAR and optical data for better urban land cover mapping in the Pearl River Delta
,,0.74,-1,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.73,15,109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery
,,0.73,15,548,Land cover classification and change detection analysis of multispectral satellite images using machine learning
,,0.72,15,113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran
,,0.72,15,245,Accuracy comparison of land cover mapping using the object-oriented image classification with machine learning algorithms
,,0.71,15,361,Land cover classification based on machine learning using UAV multi-spectral images
,,0.71,16,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.70,15,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.69,-1,64,Land Classification Using Remotely Sensed Data: Going Multilabel
,,0.69,16,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.68,5,178,Deep highway unit network for land cover type classification with GF-3 SAR imagery
,,0.67,16,90,"Spatiotemporal detection of land use/land cover change in the large basin using integrated approaches of remote sensing and GIS in the Upper Awash basin, Ethiopia"
,,0.67,12,332,Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values
,,0.67,15,539,EVALUATION of ADVANCED DATA MINING ALGORITHMS in LAND USE/LAND COVER MAPPING
,,0.67,-1,77,Urban land cover and land use classification of an informal settlement area using the open-source knowledge-based system InterIMAGE
,,0.66,16,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.66,5,21,Urban land use and land cover classification using remotely sensed sar data through deep belief networks
,,0.66,-1,30,From land cover-graphs to urban structure types
,,0.66,5,242,Urban areas extraction from multi sensor data based on machine learning and data fusion
,,0.65,1,112,Regional mapping of essential urban land use categories in China: A segmentation-based approach
,,0.64,-1,382,Application of machine learning in urban greenery land cover extraction
,,0.64,16,471,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq"
,,0.64,15,102,Automatic classification of high resolution land cover using a new data weighting procedure: The combination of k-means clustering algorithm and central tendency measures (KMC-CTM)
,,0.64,16,17,Land-cover change and environmental impact analysis in the Greater Mankato area of Minnesota using remote sensing and GIS modelling
,,0.64,-1,147,Geographic object based image analysis of world view-3 imagery for urban hydrologic modelling at the catchment scale
,,0.64,16,84,Modeling Urban Land Use Changes Using Support Vector Machines
,,0.64,-1,204,Understanding the spatial distribution of urban forests in China using Sentinel-2 images with Google Earth Engine
,,0.64,-1,531,Mapping Urban Slum Settlements Using Very High-Resolution Imagery and Land Boundary Data
,,0.63,5,186,Mapping Urban Trees Within Cadastral Parcels Using an Object-Based Convolutional Neural Network

2,Monitoring land cover change in urban and peri-urban areas using dense time stacks of Landsat satellite data and a data mining approach,0.83,16,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.81,16,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.80,1,537,Integrating activity-based geographic information and long-term remote sensing to characterize urban land use change
,,0.80,15,548,Land cover classification and change detection analysis of multispectral satellite images using machine learning
,,0.76,16,471,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq"
,,0.76,5,450,A refined method of high-resolution remote sensing change detection based on machine learning for newly constructed building areas
,,0.74,16,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.74,16,17,Land-cover change and environmental impact analysis in the Greater Mankato area of Minnesota using remote sensing and GIS modelling
,,0.74,12,407,"Effects of urbanization on spatiotemporal changes of land cover pattern: A case of Changsha, China"
,,0.73,16,84,Modeling Urban Land Use Changes Using Support Vector Machines
,,0.72,16,90,"Spatiotemporal detection of land use/land cover change in the large basin using integrated approaches of remote sensing and GIS in the Upper Awash basin, Ethiopia"
,,0.72,6,31,Land-use-change modeling using unbalanced support-vector machines
,,0.72,16,182,A comparative analysis of the urban web of the greater athens agglomeration for the last 20-years period on the basis of landsat imagery
,,0.72,1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.71,1,324,Mapping essential urban land use categories with open big data: Results for five metropolitan areas in the United States of America
,,0.71,16,300,Spatiotemporal dynamics of urbanization and cropland in the Nile Delta of Egypt using machine learning and satellite big data: implications for sustainable development
,,0.71,6,202,Spatiotemporal modeling of urban growth using machine learning
,,0.71,6,564,"Urban sprawl modeling of Lahore, Pakistan using machine learning techniques"
,,0.71,-1,540,Machine Learning for Strategic Urban Planning
,,0.71,-1,30,From land cover-graphs to urban structure types
,,0.70,-1,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.70,15,113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran
,,0.70,-1,64,Land Classification Using Remotely Sensed Data: Going Multilabel
,,0.70,5,71,Change detection based on artificial intelligence: State-of-the-art and challenges
,,0.70,-1,77,Urban land cover and land use classification of an informal settlement area using the open-source knowledge-based system InterIMAGE
,,0.69,1,112,Regional mapping of essential urban land use categories in China: A segmentation-based approach
,,0.69,5,19,Using convolutional networks and satellite imagery to identify patterns in urban environments at a large scale
,,0.69,6,431,"Identifying different types of urban land use dynamics using Point-of-interest (POI) and Random Forest algorithm: The case of Huizhou, China"
,,0.69,4,330,Proposing an effective and inexpensive tool to detect urban surface temperature changes associated with urbanization processes in small cities
,,0.69,5,242,Urban areas extraction from multi sensor data based on machine learning and data fusion

361,Land cover classification based on machine learning using UAV multi-spectral images,0.83,15,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.82,15,245,Accuracy comparison of land cover mapping using the object-oriented image classification with machine learning algorithms
,,0.81,15,548,Land cover classification and change detection analysis of multispectral satellite images using machine learning
,,0.77,16,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.76,-1,64,Land Classification Using Remotely Sensed Data: Going Multilabel
,,0.76,15,113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran
,,0.74,-1,382,Application of machine learning in urban greenery land cover extraction
,,0.74,-1,77,Urban land cover and land use classification of an informal settlement area using the open-source knowledge-based system InterIMAGE
,,0.73,-1,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.73,15,539,EVALUATION of ADVANCED DATA MINING ALGORITHMS in LAND USE/LAND COVER MAPPING
,,0.73,15,25,Exploring the optimal integration levels between SAR and optical data for better urban land cover mapping in the Pearl River Delta
,,0.73,15,102,Automatic classification of high resolution land cover using a new data weighting procedure: The combination of k-means clustering algorithm and central tendency measures (KMC-CTM)
,,0.73,5,37,Improving Spatial Feature Representation from Aerial Scenes by Using Convolutional Networks
,,0.73,15,150,Ultra-Light aircraft-based hyperspectral and colour-infrared imaging to identify deciduous tree species in an urban environment
,,0.72,16,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.72,5,242,Urban areas extraction from multi sensor data based on machine learning and data fusion
,,0.72,16,17,Land-cover change and environmental impact analysis in the Greater Mankato area of Minnesota using remote sensing and GIS modelling
,,0.72,15,109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery
,,0.71,15,313,Multi-scale correlation-based feature selection and random forest classification for LULC mapping from the integration of SAR and optical Sentinel images
,,0.71,5,455,Fusion of airborne lidar point clouds and aerial images for heterogeneous land-use urban mapping
,,0.70,5,178,Deep highway unit network for land cover type classification with GF-3 SAR imagery
