DocId,key-phrases
55,"['transit village', 'public transit system', 'urban public transit', 'Urban planning', 'transit system']"
56,"['city branding', 'heritage management', 'architecture revitalization', 'cultural city', 'heritage']"
57,"['urban regeneration', 'historical urban environment', 'Traditional architectural form', 'urban regeneration project', 'historical Chinese city']"
58,"['riparian landscape', 'riparian management', 'riparian area', 'cultural sustainability', 'Ecological sustainability']"
59,"['cultural industry metropolis', 'cultural industry', 'culture hub', 'knowledge creation', 'urban planning']"
60,"['unpopular outdoor place', 'popular place', 'urban area', 'popular restaurant', 'street view']"
61,"['event management profession', 'event industry', 'festival tourism', 'festival environment', 'international festival environment']"
62,"['land owner', 'Sustainable landscape planning', 'landscape planning present', 'Property right', 'Sustainable landscape']"
63,"['stonewall tree', 'Mature urban tree', 'Community attachment', 'urban development', 'old masonry']"
64,"['affect climate change', 'affect climate', 'climate change', 'greenhouse gas emission', 'Population growth']"
65,"['urban housing complies', 'residential standard', 'current residential standard', 'housing complies', 'urban housing']"
66,"['urban informality', 'contemporary nightlife', 'nightlife', 'urban bar', 'everyday space']"
67,"['design profession', 'contemporary city', 'interior design', 'industrial design', 'design']"
68,"['material culture', 'recognizable material culture', 'national geography', 'urban plan', 'national integration']"
69,"['urban planning', 'influenced urban planning', 'Soviet influence', 'Confucianism', 'economic development']"
70,"['sustainable transportation', 'unsustainable transportation', 'intercity public transportation', 'electric vehicle', 'transportation']"
71,"['Russian empire', 'modern Russian identity', 'Eurasian empire', 'Russian identity', 'Imperial nobility']"
72,"['ocean health', 'Blue urbanism', 'ocean literacy', 'ocean activist', 'healthy ocean']"
73,"['ethnic concentration', 'ethnic community', 'local ethnic community', 'new Canadian immigrant', 'Canadian immigrant']"
74,"['natural resource management', 'unceded urban place', 'urbanised place', 'urban place', 'yanama budyari gumada']"
75,"['multicultural city', 'diverse city', 'national culture', 'urban space', 'urban study']"
76,"['inclusive urban design', 'inclusive design', 'sustainable urban area', 'urban design consideration', 'urban design']"
77,"['Western urban design', 'urban design', 'town building movement', 'Town planning', 'new town building']"
78,"['urban regime theory', 'urban governance', 'urban regime', 'local government', 'governance']"
79,"['place branding', 'branding campaign', 'branding', 'cultural planning', 'authentic cultural element']"
80,"['water management', 'water resource management', 'unsustainable water management', 'megacities water quantity', 'megacities water']"
81,"['Lille experience', 'Lille métropole', 'metropolitan development strategy', 'cultural development', 'metropolitan development']"
82,"['public apartment', 'apartment', 'housing anxiety', 'improved building', 'housing']"
83,"['address visible homelessness', 'hidden homelessness', 'visible homelessness', 'homeless', 'homelessness']"
84,"['urban public space', 'contemporary urban street', 'ordinary public space', 'urban neighbourhood', 'outdoor social activity']"
85,"['community planning', 'Gaza city', 'livable community', 'urban community', 'trust relationship']"
86,"['Urban planning', 'metropolitan spatial apartheid', 'spatial apartheid', 'cultural identity', 'place identity']"
87,"['public space varies', 'public open space', 'public space', 'healthy urban environment', 'open space']"
88,"['urban architecture', 'Chinese architecture', 'modern city making', 'architect practising', 'city making']"
89,"['Urban infrastructure', 'implement infrastructure', 'infrastructure', 'repair infrastructure', 'modern city']"
90,"['commenrcial signage approach', 'commenrcial signage', 'commercial signage', 'commercial signage control', 'signage approach']"
91,"['walled city', 'heritage building', 'heritage', 'local economy', 'building']"
92,"['housing study', 'housing', 'sociobiology', 'sociology', 'ethology']"
93,"['future culture', 'urban planning', 'Human futuristics', 'future cultural alternative', 'culture change']"
94,"['art activism', 'creative city', 'local cultural policy', 'occupied theatre', 'urban governance']"
95,"['green space assessment', 'green space use', 'green space type', 'sensory dimension', 'green space user']"
96,"['new creative cluster', 'creative industry', 'creative cluster', 'impressive creative cluster', 'industrial park']"
97,"['city growth', 'zoning form', 'strategic planning', 'simplified zoning', 'zoning']"
98,"['British suburban literature', 'suburban literature', 'suburban identity', 'contemporary British literature', 'British literature']"
99,"['transnational architectural exchange', 'Introduction modern architecture', 'modern architecture', 'international modernism', 'traditional architecture']"
100,"['Mesoamerican timekeeping', 'Mesoamerican religious imagery', 'Mesoamerican calendar', 'ancient mesoamerica', 'Aztec culture']"
101,"['street homelessness', 'street homeless', 'homelessness', 'homeless', 'Indigenous people']"
102,"['virtual design', 'virtual design studio', 'urban design knowledge', 'digital design studio', 'design studio']"
103,"['Arab culture', 'traditional settlement', 'traditional community', 'genealogical tree', 'genealogy']"
104,"['gay neighborhood form', 'gay neighborhood', 'gayborhood study', 'Gayborhoods Matter', 'Gayborhoods']"
105,"['successful Lean implementation', 'Lean implementation', 'Lean practitioner', 'Lean philosophy', 'Lean practice']"
106,"['urban public space', 'urban design theory', 'urban design', 'urban area', 'resilience']"
107,"['urban sustainability indicator', 'urban sustainability', 'sustainable city', 'urban unsustainability', 'sustainability indicator']"
108,"['multilocal creative knowledge', 'national embeddedness', 'geographical mobility', 'transnational multilocality', 'multilocality']"
109,"['urban tourism', 'urban tourism increase', 'cultural capital', 'urban development', 'Urban beautification']"
110,"['East German protest', 'Karl Marx square', 'Marx square', 'German protest', 'Communist authority']"
111,"['land use', 'environment', 'civilisation', 'city', 'land']"
113,"['cultural policy', 'new metropolitan age', 'urban study', 'cultural policy play', 'cultural dynamic']"
114,"['African urban form', 'indigenous urban form', 'sustainable urban development', 'sustainable urban planning', 'urban development']"
115,"['public planning process', 'public planning', 'facilitate civic engagement', 'facilitate civic', 'public participation']"
116,"['city system', 'national development planning', 'development planning', 'Bangkok man', 'national development']"
117,"['urban planning policy', 'Chicago sociology', 'Chicago sociologist', 'urban bureaucrat', 'Sociological theory']"
118,"['urban blight determinant', 'urban blight expert', 'urban blight', 'Urban blight reduces', 'fuzzy cognitive mapping']"
119,"['sustainable active mobility', 'sustainable mobility', 'walking mindset', 'walking culture', 'active mobility']"
120,"['Geogames', 'geogame environment', 'geogame', 'youth engagement', 'urban planning']"
121,"['urban sustainable structure', 'historic Islamic city', 'Islamic city', 'sustainable vernacular city', 'urban structure']"
122,"['Product Urban design', 'urban interior design', 'courtyard', 'large courtyard', 'interior design']"
123,"['urban wellbeing', 'community dance', 'nurturing urban wellbeing', 'Vancouver urban governance', 'City festival']"
124,"['urban music economy', 'grime music scene', 'music economy', 'informal creative economy', 'grime music']"
125,"['Australian urban water', 'urban water strategy', 'sustainable urban water', 'sustainable water', 'sustainable water management']"
126,['abstract']
127,"['Aboriginal youth subculture', 'Aboriginal community', 'disadvantaged Aboriginal community', 'Aboriginal youth', 'Aboriginal culture']"
128,"['Chinatowns worldwide', 'downtown ethnography', 'barrio chino barrixino', 'barrio chino', 'Barcelona satellite city']"
129,"['traditional architecture', 'traditional urban settlement', 'architecture', 'urban settlement', 'new housing development']"
130,"['mobility paradigm', 'urban life', 'mobile risk society', 'risk society', 'regime mobility']"
131,"['urban capitalism', 'urban economy', 'Diverse urban theory', 'urban life', 'market city']"
132,"['favela Morro da', 'favelas', 'favela', 'Urban afforestation', 'urbanized area']"
133,"['urban history', 'contemporary urban case', 'urban design', 'city past', 'urban built environment']"
134,"['bridge architecture', 'many urban bridge', 'architecture', 'urban bridge', 'important infrastructure']"
135,"['urban English pub', 'youth drinking culture', 'traditional pub', 'English pub', 'youth drinking']"
136,"['Aboriginal participation', 'indigenous participation', 'diverse city', 'urban polity', 'heritage']"
137,"['urban conflict', 'conflict activity', 'urban space', 'conflict', 'urban resource']"
138,"['democratize design', 'metadesign', 'design approach', 'HCI research', 'design']"
139,"['urban design practice', 'Urban design need', 'public space', 'urban design today', 'public behaviour']"
140,"['death', 'Quebec rural francophones', 'ethnographic study', 'rural francophones', 'Milieu rural']"
141,"['Public art', 'Canadian art', 'public space', 'art history', 'art']"
142,"['mark urban space', 'improvisation', 'urban living', 'political opening', 'ambiguous political opening']"
143,"['public space', 'urban space', 'urban history', 'mural movement', 'racial disparity']"
144,"['vernacular architectural heritage', 'vernacular architecture', 'vernacular heritage', 'architectural heritage', 'urban form']"
145,"['international walkability research', 'walkability research', 'walkability research agenda', 'fivefold international walkability', 'walkability']"
146,"['festival', 'festival show', 'urban place', 'event', 'consumption']"
147,"['urban design consumer', 'urban design relies', 'international design', 'city planning', 'design consumer']"
148,"['small business influence', 'Small business', 'Community development', 'business', 'entrepreneurship']"
149,"['community art', 'cultural participation', 'cultural participation contribute', 'cultural expression', 'cultural institution']"
150,"['fascist popular culture', 'political history', 'empire', 'Italian fascist', 'contemporary cinema']"
151,"['city culture', 'urban study', 'urban governance', 'city', 'Everyday milieux']"
152,"['Nigerian urban life', 'Igbo hinterland', 'southern Nigerian town', 'Yoruba society', 'Nigerian town']"
153,"['city organisation', 'domestic city organisation', 'urban governance study', 'governance mode', 'public organisation']"
154,"['urban civic culture', 'towards urban modernity', 'comparative urbanism', 'urban modernity', 'urbanism']"
155,"['urban Indigenous experience', 'Indigenous erasure', 'contemporary Indigenous identity', 'Indigenous identity', 'Indigenous artist']"
156,"['cultural expression', 'globalization', 'urban setting', 'Visual approach', 'culture']"
157,"['refugee integration', 'refugee interact', 'refugee experience', 'Urban architecture', 'refugee crisis']"
158,"['urban rural settlement', 'rural settlement potential', 'rural settlement', 'Smart settlement', 'urban area']"
159,"['wood construction', 'wood construction field', 'totora productivity', 'construction material', 'wood']"
160,"['European welfare regime', 'European welfare', 'Southern European welfare', 'Portuguese sociologist', 'welfare regime']"
161,"['traffic simulation', 'pedestrian movement', 'traffic flow', 'Simulated people', 'Smart city']"
162,"['Dhabi urban development', 'green building system', 'Dhabi economic vision', 'efficient residential building', 'green building incorporates']"
163,"['revered monument', 'failed urban planning', 'monument', 'historic building', 'arch']"
164,"['Indigenous family retain', 'Indigenous community', 'Aboriginal family', 'Indigenous family', 'Indigenous theme']"
165,"['marginalised city', 'youth culture', 'cultural regeneration', 'youth engagement', 'culture']"
166,"['urban landscape', 'particular urban landscape', 'Ponte City project', 'photographer portrays place', 'City project']"
167,"['hip hop culture', 'hip hop study', 'hip hop milieu', 'present hip hop', 'real hip hop']"
168,"['chosen public space', 'privacy need', 'privacy', 'urban life', 'privacy issue']"
169,"['cultural development', 'community relation', 'sound cultural development', 'belonging', 'social milieu']"
170,"['Armenian capital', 'ruralization', 'urban intelligentsia', 'ruralization process', 'urban planning']"
171,"['Black movement', 'Black struggle', 'African diaspora', 'Black party', 'Black pride']"
172,"['unwanted heritage', 'historical heritage', 'city', 'heritage', 'historian']"
173,"['urban governance', 'good urban governance', 'urban reform', 'urban planner', 'governance']"
174,"['urban outdoor place', 'Sustainable city', 'multicultural nature', 'outdoor public place', 'public outdoor place']"
175,"['modern capital city', 'modern capital', 'subnational identity', 'nationalistic position', 'nationalism']"
176,"['malandro', 'Asphalt bandit', 'postcolonial Creole city', 'Malandros', 'Creole city turn']"
177,"['housing development', 'housing quality', 'housing planning', 'future housing development', 'Nigerian society']"
178,"['neighborhood design concept', 'urban neighborhood design', 'neighborhood urban design', 'new neighborhood design', 'theoretical urban neighborhood']"
179,"['smart urban furniture', 'innovative urban furniture', 'urban smart furniture', 'urban furniture', 'smart furniture']"
180,"['fMRI', 'brain region activity', 'neuroscience', 'brain region', 'brain']"
181,"['urban equity', 'diverse city', 'gentrification', 'racial segregation', 'urban development']"
182,"['urbanization', 'urban planning canon', 'holistic thinker', 'integrative holistic thinker', 'human culture evolves']"
183,"['ecodevelopment', 'ecological spatial planning', 'environmental spatial planning', 'Sustainable development', 'environmental crisis']"
184,"['Urban branding', 'product luxury place', 'product experience', 'urban experience', 'urban regeneration project']"
185,"['Japanese urban study', 'later Japanese architect', 'Urban survey', 'Japanese architect', 'urban study']"
186,"['Chinese architecture', 'landscape architecture', 'geography', 'natural geographic environment', 'geographic environment']"
187,"['urban transformation', 'urban economy', 'Chinese city', 'urban condition', 'communist state']"
188,"['Cultural diversity', 'intercultural interaction', 'culture', 'community context', 'technology design']"
189,"['urban space', 'anatolian city', 'Anatolian town', 'pedestrian movement', 'small anatolian city']"
190,"['Ethnic tourism', 'ethnic quarter', 'tourist community', 'Many ethnic quarter', 'tourism development']"
191,"['touristic poverty', 'tourist commodity', 'tourism', 'tourism study', 'favela']"
192,"['cultural form', 'symbol', 'ethnographic work', 'social space', 'word symbol']"
193,"['diverse community', 'Toward diversity', 'cultural participation', 'ethnic diversity', 'cultural participation contributes']"
194,"['Vernacular architecture', 'Modernist high rise', 'high rise housing', 'housing development', 'Singaporean society']"
195,"['concern urban historian', 'urban history', 'urban historian', 'Chinese history', 'Chinese peasant uprising']"
196,"['microcosmic city', 'population density', 'urban development', 'land use', 'microcosmic world space']"
197,"['urban planning process', 'public consultation', 'experimental participatory planning', 'public participation', 'online decision support']"
198,"['urban forest management', 'urban forest manager', 'forest management', 'governance challenge', 'critical governance']"
199,"['Indigenous placemaking', 'Indigenous culture', 'transformative urban design', 'settler city', 'urban design']"
200,"['creative economy sector', 'creative economy', 'city development', 'Cultural activity', 'cultural project']"
201,"['urban cultural landscape', 'modern city centre', 'modern city', 'urban planning', 'cultural landscape']"
202,"['new urban design', 'urban design', 'pandemic strategy', 'flexible pandemic strategy', 'previous pandemic']"
203,"['immense landscape park', 'landscape park area', 'landscape park', 'Historic landscape', 'tourist attraction']"
204,"['smart city application', 'Smart City road', 'smart application', 'intelligent system', 'intelligent system analyze']"
205,"['sustainable traditional market', 'cultural sustainable market', 'sustainable market', 'Traditional market', 'Nowadays sustainable development']"
206,"['city planning theory', 'understanding city', 'city planning', 'modern city planning', 'mechanical urban design']"
207,"['Smart City concept', 'smart city', 'City concept', 'Sustainable social innovation', 'social innovation']"
208,"['soundscape evaluation method', 'urban soundscape evaluation', 'Urban soundscape management', 'soundscape evaluation', 'several soundscape evaluation']"
209,"['urban design', 'inclusive design', 'human hearing', 'inclusive design research', 'lived sonic experience']"
210,"['Chinese rural design', 'rural design', 'city design', 'rural construction', 'foreign design']"
211,"['contemporary city', 'creative externality', 'gentrification', 'creative people', 'city']"
212,"['urban environmental history', 'green urbanism', 'urban ecology', 'urbanism', 'modern city']"
213,"['ethnic community', 'immigrant community', 'intangible cultural history', 'ethnic community formation', 'interactive cultural history']"
214,"['ecological city', 'green ecological planning', 'ecological planning', 'green ecological civilization', 'new urban planning']"
215,"['modern bourgeois city', 'bourgeois city', 'romantic heritage', 'medieval city', 'hegemonic city']"
216,"['pier waterfront redevelopment', 'waterfront redevelopment', 'Swettenham pier waterfront', 'Swettenham pier', 'pier waterfront']"
217,"['urban creativity', 'spatial appropriation', 'Public design', 'public art', 'interior architecture']"
218,"['subway system', 'City subway system', 'city subway', 'York city subway', 'Underground movement']"
219,"['Human sensory assessment', 'urban environment', 'sensory assessment', 'enables urban planner', 'urban planner']"
220,"['modern environmental hazard', 'environmental concern', 'environmental hazard', 'religious community', 'conservative religious community']"
221,"['sustainable lifestyle practice', 'sustainable development', 'sustainability', 'Australasian region', 'lifestyle practice']"
222,"['street furniture', 'Ergonomics methodology', 'Ergonomics', 'furniture', 'public area']"
223,"['appropriate urban design', 'public art', 'urban landscape', 'urban space', 'urban environment']"
224,"['human settlement', 'shelter', 'shelter programme', 'space', 'architect']"
225,"['Bengali community', 'intangible cultural resource', 'cultural heritage', 'social cohesion', 'tradition']"
226,"['healthy life expectancy', 'geriatric care', 'frailty prevention', 'frailty prevention measure', 'Japanese medicine']"
227,"['smart urban development', 'fuzzy linguistic variable', 'fuzzy logic', 'aggregated fuzzy score', 'fuzzy approach']"
228,"['Structural beauty', 'structural beauty arises', 'art', 'beauty', 'structure']"
229,"['urban design practice', 'Indian city', 'built morphology', 'design spatial theory', 'spatial theory']"
230,"['vehicle choice model', 'vehicle use', 'vehicle choice', 'vehicle type choice', 'developed vehicle choice']"
231,"['towards urbanity', 'understand urbanity', 'urbanity', 'shift towards urbanity', 'urbanity serf']"
232,"['urban development', 'urban planning', 'urbanizing city', 'urbanisation', 'urban management']"
233,"['electricity consumption', 'electrical consumption', 'power grid', 'electric grid company', 'electrical load']"
234,"['Urban cohesion', 'social spatialization', 'Pakistani neighborhood', 'contemporary city planning', 'compartmentalized public space']"
235,"['contemporary Thai youth', 'Thai youth', 'young Thai people', 'youth subculture', 'conspicuous youth subculture']"
236,"['cultural interaction', 'Russian student', 'social relation', 'cultural system', 'inter cultural dialogue']"
237,"['urbanised space', 'urbanised environment', 'Adaptable city', 'urban public space', 'contemporary city']"
238,"['Elisabetin neighbourhood monument', 'Cubic stone street', 'stone pavement', 'cubic stone pavement', 'neighbourhood monument area']"
239,"['regional culture study', 'Krasnoyarsk krai', 'regional culture', 'cultural research', 'krai']"
240,"['natured city', 'urban national park', 'urban conservation', 'nature culture', 'park creation']"
241,"['vibrant city', 'talaat harb street', 'rich urban culture', 'urban culture', 'revitalization']"
242,"['urban heritage', 'East Slavic unity', 'Slavic unity', 'cultural heritage object', 'cultural heritage']"
243,"['sustainable architecture', 'contemporary architecture', 'glass facade', 'modern building', 'contemporary building']"
244,"['typological analysis method', 'Typology method', 'typology', 'Typological Analysis', 'city identity']"
245,"['urban regeneration', 'urban planning', 'capitalist development', 'urban strategy', 'trash appear']"
246,"['urban land use', 'urban land', 'pedestrianization', 'land use', 'land value']"
247,"['everyday urban function', 'urbanity', 'place theory', 'modality place', 'bicycle movement infrastructure']"
248,"['social inclusion', 'urban development', 'Chinese city', 'city create', 'cultural prosperity']"
249,"['Portuguese colonial context', 'portuguese imperial history', 'Portuguese colonialism', 'Colonial architecture', 'Portuguese colonial']"
250,"['landscape designing', 'landscape significance', 'landscape symbol', 'landscape perception', 'landscape perception research']"
251,"['urban planning sector', 'urban study theorist', 'Future metropolis', 'benefit big city', 'planning sector']"
252,"['Ecological greenway planning', 'Ecological greenway', 'greenway planning', 'intensive urban building', 'cultural landscape']"
253,"['urban space', 'wangjiang avenue', 'public space environment', 'urban road', 'urban history']"
254,"['Philadelphia planning', 'Philadelphia planning process', 'urban renaissance', 'American industrial metropolis', 'urban historical process']"
255,"['transit infrastructure', 'urban mass transit', 'mass transit', 'transit', 'TOD design']"
256,"['Residential environment evaluation', 'sustainable residential environment', 'Residential environment quality', 'residential environmental satisfaction', 'residential environmental quality']"
257,"['Whither aboriginal education', 'aboriginal education', 'indigenous student', 'aboriginal student', 'tribal college']"
258,"['first international exposition', 'international exposition', 'centennial', 'important cultural event', 'cultural event']"
259,"['new city planning', 'city planning', 'spatial analysis method', 'Beijing city', 'spatial analysis']"
260,"['urban policy', 'urban indicator project', 'urban sustainability', 'Urban indicator', 'regional planning']"
261,"['product design', 'pleasure model', 'design', 'design approach', 'built environment']"
262,"['city noise', 'Modern architect', 'sound', 'modernity', 'architect']"
263,"['sustainable architecture', 'architecture', 'modular building', 'social sustainability', 'artificial system']"
264,"['traditional Anatolian citadel', 'Anatolian citadel', 'traditional urban form', 'architectural form', 'urban design']"
265,"['urban area', 'Capital Region plan', 'urban area show', 'many district', 'district']"
266,"['decentralizing urbanization help', 'urbanization help', 'decentralizing urbanization', 'size city', 'energy intensive development']"
267,"['Neoliberal urban sustainability', 'urban sustainability', 'urban governance', 'cultural cityscape', 'gated habitation']"
268,"['Balinese architecture', 'urban cultural identity', 'urban design process', 'urban space', 'Balinese town']"
269,"['urban morphology', 'cultural heritage district', 'heritage district', 'urban design enhancement', 'historic preservation']"
270,"['urban public art', 'public art', 'urban culture', 'art', 'digital information technology']"
271,"['tourism destination', 'tourist destination', 'tourism', 'proposed urban design', 'urban design project']"
272,"['Public open space', 'urban space organization', 'urban space', 'urban planning', 'open space availability']"
273,"['urban spatial structure', 'urban spatial configuration', 'urban spatial integration', 'urban functionality index', 'urban morphology']"
274,"['urban livability measure', 'Urban livability', 'livability measure', 'many urban livability', 'livability']"
275,"['urban social control', 'contemporary urban response', 'urban attractiveness', 'aesthetic acceptability', 'homelessness']"
276,"['geomorphology', 'modern Zhengzhou city', 'ancient landscape', 'ancient city', 'ancient capital city']"
277,"['sustainable mobility strategy', 'sustainable neighbourhood road', 'urban mobility', 'sustainable neighbourhood street', 'street mobility']"
278,"['iranian housing culture', 'housing culture', 'contemporary housing', 'iranian housing', 'contemporary housing solution']"
279,"['cultural conceptualization', 'cultural process', 'environmental affordances', 'urban material structure', 'environmental design']"
280,"['urban modernism', 'new urban modernism', 'modern youth identity', 'modern youth', 'modern town']"
281,"['smart creative city', 'Urban Regeneration Policy', 'urban regeneration programme', 'urban regeneration process', 'Lyon metropolis']"
282,"['urban spectacle', 'eventful urban space', 'contemporary urbanism', 'urban space', 'ancient festival']"
283,"['digital political discussion', 'communicative organizationality', 'digital social movement', 'political action online', 'political discussion']"
284,"['Philharmonic building', 'opera house', 'Modern building', 'architectural concept', 'music']"
285,"['western urban model', 'urban planning model', 'urban history', 'urban model', 'English garden city']"
286,"['recent pedestrianization', 'pedestrianization', 'cosmopolitanism', 'urban renewal', 'urban revitalization']"
287,"['heritage management', 'intangible heritage perspective', 'heritage perspective', 'heritage element', 'World Heritage Convention']"
288,"['pedestrian mall', 'modern city development', 'commercial area', 'Irbid city downtown', 'downtown commercial area']"
289,"['African mobility', 'African history', 'colonial politics', 'African culture', 'colonial authority']"
290,"['New Urbanist imaginary', 'livability', 'Urbanist imaginary', 'speculative design fiction', 'livable future']"
291,"['psychological characteristic', 'psychological portrait', 'traditional culture', 'indigenous people', 'culture']"
292,"['postpunk', 'counterculture', 'Australian film', 'space', 'remarkable film']"
293,"['Vernacular Architecture', 'bamboo fishing raft', 'sustainable tourism', 'Songkram river', 'local fishery raft']"
294,"['architectural identity', 'downtown urban development', 'urban development', 'urban redevelopment', 'Amman city']"
295,"['sustainable urban planning', 'quality urban space', 'social sustainability', 'building designer', 'sustainable development']"
296,"['urban communal living', 'communal living', 'critical spatial practitioner', 'modern city', 'urban planning practice']"
297,"['architectural structure', 'Architecture', 'architectural work', 'museum', 'outstanding architectural structure']"
298,"['traditional city', 'urban form configuration', 'urban form', 'Kurdish city', 'city']"
299,"['contemporary urban design', 'urban environment', 'place genius', 'place genius loci', 'place']"
300,"['Ecotourism', 'cultural heritage', 'tourism', 'Castro da', 'Celtic culture']"
301,"['Cross wooden church', 'wooden church', 'church structure', 'wooden', 'historical panorama']"
302,"['vernacular architecture', 'traditional rural home', 'building material', 'stone masonry', 'large house']"
303,"['western monasticism', 'Écija', 'monasticism', 'monasticism repercussion', 'monastic order']"
304,"['visitor experience', 'site interpretation centre', 'visitor centre', 'site interpretation', 'interpretation centre']"
305,"['Chilean architect', 'Architectural culture', 'modern architecture', 'architectural competition', 'global heritage']"
306,"['earthquake disaster prevention', 'disaster prevention awareness', 'disaster prevention', 'earthquake disaster', 'seismic culture']"
307,"['urban transformation', 'tourism', 'nineteenth century', 'early nineteenth century', 'tourist']"
308,"['sustainable urban design', 'sustainable design assessment', 'urban design', 'urban design factor', 'main urban design']"
309,"['architecture', 'indigenous knowledge', 'architect iredale', 'architect iredale pedersen', 'spatial framework']"
